left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P1388	P2772	0.655241	0.573815	0.58505	0.922564	1.0	0.777778	0.75	mutual_knn
P1216	P2740	0.652961	0.595205	0.605165	0.733113	1.0	0.777778	0.75	mutual_knn
P7091	P9898	0.652587	0.564907	0.608339	0.854603	1.0	0.8	0.75	mutual_knn
P0461	P1529	0.651338	0.564911	0.589152	0.909249	1.0	0.777778	0.75	mutual_knn
P1387	P2595	0.650436	0.556477	0.59342	0.923242	1.0	0.777778	0.75	mutual_knn
P0836	P2197	0.648966	0.569907	0.584373	0.879769	1.0	0.777778	0.75	mutual_knn
P3144	P3981	0.646439	0.596721	0.61815	0.615618	1.0	0.777778	0.75	mutual_knn
P1140	P2730	0.645327	0.584387	0.62703	0.72892	0.9	0.777778	0.75	mutual_knn
P0748	P2417	0.645321	0.573752	0.607416	0.745375	1.0	0.777778	0.75	mutual_knn
P0752	P2046	0.643792	0.554981	0.58256	0.901543	1.0	0.777778	0.75	mutual_knn
P4310	P5005	0.643339	0.562883	0.590567	0.833435	1.0	0.8	0.75	mutual_knn
P1399	P2911	0.642877	0.594795	0.616306	0.59512	1.0	0.777778	0.75	mutual_knn
P0855	P2557	0.64274	0.552825	0.578926	0.913444	1.0	0.777778	0.75	mutual_knn
P0731	P2536	0.642562	0.577383	0.605439	0.70836	1.0	0.777778	0.75	mutual_knn
P1780	P1814	0.641669	0.543269	0.584937	0.924698	1.0	0.777778	0.75	mutual_knn
P1103	P2197	0.641019	0.56804	0.601342	0.749311	1.0	0.777778	0.75	mutual_knn
P1943	P2565	0.640981	0.558987	0.56782	0.907	1.0	0.777778	0.75	mutual_knn
P0612	P2520	0.640322	0.574037	0.58988	0.755475	1.0	0.777778	0.75	mutual_knn
P0437	P2264	0.639592	0.58179	0.609778	0.734555	0.909091	0.777778	0.75	mutual_knn
P10179	P7097	0.638633	0.565507	0.59004	0.876406	0.9	0.8	0.75	mutual_knn
P5973	P7672	0.63832	0.542752	0.63133	0.842273	0.888889	0.8	0.75	mutual_knn
P2365	P3592	0.637589	0.586582	0.607554	0.609829	1.0	0.777778	0.75	mutual_knn
P0183	P1629	0.637368	0.562104	0.596624	0.756022	1.0	0.777778	0.75	mutual_knn
P1751	P2847	0.637236	0.587392	0.609479	0.595925	1.0	0.777778	0.75	mutual_knn
P1706	P2840	0.636897	0.548723	0.576669	0.881374	1.0	0.777778	0.75	mutual_knn
P1607	P1816	0.636325	0.555106	0.608537	0.73539	1.0	0.777778	0.75	mutual_knn
P1321	P2294	0.635982	0.583713	0.606024	0.612023	1.0	0.777778	0.75	mutual_knn
P0225	P0679	0.634593	0.544084	0.597206	0.907325	0.9	0.777778	0.75	mutual_knn
P1167	P2541	0.63448	0.560216	0.588247	0.764962	1.0	0.777778	0.75	mutual_knn
P0151	P1375	0.633891	0.578548	0.603441	0.71431	0.909091	0.777778	0.75	mutual_knn
P0481	P1722	0.633868	0.578392	0.633126	0.619982	0.9	0.777778	0.75	mutual_knn
P1592	P1851	0.633784	0.547395	0.587833	0.908057	0.909091	0.777778	0.75	mutual_knn
P0024	P2304	0.633766	0.561287	0.596746	0.723262	1.0	0.777778	0.75	mutual_knn
P0752	P2504	0.633648	0.560858	0.587854	0.755127	1.0	0.777778	0.75	mutual_knn
P1432	P1811	0.633571	0.575404	0.604548	0.630477	1.0	0.777778	0.75	mutual_knn
P0101	P2000	0.633476	0.543032	0.613395	0.744231	1.0	0.777778	0.75	mutual_knn
P0177	P1110	0.633259	0.574976	0.612549	0.60128	1.0	0.777778	0.75	mutual_knn
P0667	P1413	0.633166	0.582646	0.607939	0.581966	1.0	0.777778	0.75	mutual_knn
P1400	P2979	0.633106	0.560677	0.589051	0.746339	1.0	0.777778	0.75	mutual_knn
P0930	P3084	0.632894	0.564633	0.582151	0.750565	1.0	0.777778	0.75	mutual_knn
P1288	P3263	0.632891	0.588169	0.615922	0.748643	0.777778	0.777778	0.75	mutual_knn
P1455	P2516	0.632659	0.537014	0.570686	0.912621	1.0	0.777778	0.75	mutual_knn
P6795	P9317	0.632493	0.517602	0.609771	0.861522	1.0	0.8	0.75	mutual_knn
P2321	P3495	0.632382	0.559897	0.591571	0.733788	1.0	0.777778	0.75	mutual_knn
P1603	P3036	0.631925	0.533391	0.571924	0.917261	1.0	0.777778	0.75	mutual_knn
P0521	P0662	0.631821	0.566214	0.617416	0.709287	0.9	0.777778	0.75	mutual_knn
P5804	P8727	0.631578	0.541908	0.577641	0.855449	1.0	0.8	0.75	mutual_knn
P6703	P6977	0.631398	0.556042	0.600367	0.85337	0.857143	0.8	0.75	mutual_knn
P0835	P2385	0.631298	0.560924	0.590439	0.722287	1.0	0.777778	0.75	mutual_knn
P2708	P3390	0.631187	0.551638	0.594299	0.749458	1.0	0.777778	0.75	mutual_knn
P1707	P2375	0.630839	0.541267	0.559811	0.913356	1.0	0.777778	0.75	mutual_knn
P1207	P2575	0.630827	0.561803	0.58708	0.725382	1.0	0.777778	0.75	mutual_knn
P2941	P3647	0.630735	0.55576	0.618084	0.643132	1.0	0.777778	0.75	mutual_knn
