candidate_id	family_id	representative_candidate_id	membership
C011	F001	C040	variant
C023	F001	C040	variant
C024	F001	C040	variant
C027	F001	C040	variant
C030	F001	C040	variant
C036	F001	C040	variant
C038	F001	C040	variant
C040	F001	C040	representative
C041	F001	C040	variant
C002	F002	C002	representative
C005	F002	C002	variant
C006	F002	C002	variant
C010	F002	C002	variant
C012	F002	C002	variant
C013	F002	C002	variant
C017	F002	C002	variant
C018	F002	C002	variant
C019	F002	C002	variant
C020	F002	C002	variant
C022	F002	C002	variant
C026	F002	C002	variant
C029	F002	C002	variant
C032	F002	C002	variant
C034	F002	C002	variant
C037	F002	C002	variant
C001	F003	C003	variant
C003	F003	C003	representative
C004	F003	C003	variant
C007	F003	C003	variant
C008	F003	C003	variant
C009	F003	C003	variant
C014	F003	C003	variant
C015	F003	C003	variant
C016	F003	C003	variant
C021	F003	C003	variant
C025	F003	C003	variant
C028	F003	C003	variant
C031	F003	C003	variant
C033	F003	C003	variant
C035	F003	C003	variant
C039	F003	C003	variant
C042	F003	C003	variant
C043	F003	C003	variant
