candidate_id	family_id	representative_candidate_id	membership
C223	F001	C251	variant
C251	F001	C251	representative
C301	F001	C251	variant
C483	F001	C251	variant
C195	F002	C381	variant
C204	F002	C381	variant
C341	F002	C381	variant
C381	F002	C381	representative
C434	F002	C381	variant
C529	F002	C381	variant
C279	F003	C279	representative
C339	F003	C279	variant
C386	F003	C279	variant
C558	F003	C279	member
C717	F003	C279	variant
C809	F003	C279	variant
C025	F004	C041	member
C041	F004	C041	representative
C112	F004	C041	variant
C179	F004	C041	variant
C216	F004	C041	variant
C245	F004	C041	variant
C352	F004	C041	variant
C837	F004	C041	variant
C840	F004	C041	variant
C1103	F005	C489	variant
C489	F005	C489	representative
C709	F005	C489	variant
C970	F005	C489	variant
C277	F006	C737	variant
C582	F006	C737	variant
C598	F006	C737	variant
C737	F006	C737	representative
C008	F007	C008	representative
C1200	F007	C008	variant
C136	F007	C008	variant
C290	F007	C008	variant
C296	F007	C008	variant
C319	F007	C008	variant
C325	F007	C008	variant
C034	F008	C037	variant
C037	F008	C037	representative
C042	F008	C037	variant
C104	F008	C037	variant
C183	F008	C037	variant
C365	F008	C037	variant
C392	F008	C037	variant
C578	F008	C037	variant
C634	F008	C037	variant
C761	F008	C037	variant
C1020	F009	C541	variant
C1197	F009	C541	variant
C181	F009	C541	variant
C541	F009	C541	representative
C792	F009	C541	variant
C835	F009	C541	variant
C009	F010	C009	representative
C029	F010	C009	member
C045	F010	C009	variant
C079	F010	C009	variant
C259	F010	C009	variant
C284	F010	C009	member
C055	F011	C283	variant
C1010	F011	C283	member
C197	F011	C283	variant
C275	F011	C283	variant
C283	F011	C283	representative
C1125	F012	C681	variant
C615	F012	C681	variant
C681	F012	C681	representative
C001	F013	C001	representative
C023	F013	C001	variant
C077	F013	C001	variant
C089	F013	C001	variant
C1047	F013	C001	variant
C131	F013	C001	variant
C157	F013	C001	variant
C169	F013	C001	variant
C298	F013	C001	variant
C373	F013	C001	member
C432	F013	C001	variant
C525	F013	C001	variant
C066	F014	C374	variant
C374	F014	C374	representative
C486	F014	C374	variant
C535	F014	C374	variant
C554	F014	C374	variant
C904	F014	C374	variant
C246	F015	C246	representative
C420	F015	C246	variant
C484	F015	C246	variant
C646	F015	C246	member
C716	F015	C246	variant
C446	F016	C917	variant
C880	F016	C917	variant
C917	F016	C917	representative
C320	F017	C699	variant
C356	F017	C699	variant
C477	F017	C699	variant
C549	F017	C699	variant
C570	F017	C699	variant
C699	F017	C699	representative
C953	F017	C699	variant
C1002	F018	C102	variant
C102	F018	C102	representative
C1193	F018	C102	variant
C163	F018	C102	variant
