left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0534	P2838	0.661755	0.579197	0.606334	0.88899	1.0	0.777778	0.75	mutual_knn
P1647	P2838	0.653261	0.603873	0.609703	0.743726	0.9375	0.777778	0.75	mutual_knn
P2373	P4821	0.647001	0.562881	0.581743	0.900946	1.0	0.777778	0.75	mutual_knn
P3069	P5114	0.64322	0.548804	0.590691	0.895162	1.0	0.777778	0.75	mutual_knn
P1847	P3720	0.642798	0.554309	0.582275	0.895624	1.0	0.777778	0.75	mutual_knn
P1264	P2658	0.641833	0.55351	0.583742	0.884438	1.0	0.777778	0.75	mutual_knn
P4471	P6093	0.641347	0.554063	0.581556	0.884741	1.0	0.777778	0.75	mutual_knn
P1218	P2842	0.641104	0.570965	0.605698	0.894168	0.827586	0.777778	0.75	mutual_knn
P2440	P4376	0.638079	0.579135	0.612609	0.768482	0.862069	0.777778	0.75	mutual_knn
P3373	P4524	0.637454	0.554567	0.580318	0.900511	0.947368	0.777778	0.75	mutual_knn
P1370	P2857	0.635762	0.535916	0.586458	0.893396	1.0	0.777778	0.75	mutual_knn
P2371	P5176	0.632153	0.546368	0.590481	0.901455	0.894737	0.777778	0.75	mutual_knn
P1002	P3441	0.631541	0.55718	0.593309	0.731519	1.0	0.777778	0.75	mutual_knn
P0878	P2289	0.631301	0.57222	0.583682	0.728467	0.966667	0.777778	0.75	mutual_knn
P13968	P8686	0.630707	0.58113	0.602912	0.842659	0.73913	0.8	0.75	mutual_knn
P2971	P5631	0.62842	0.561226	0.605945	0.71788	0.92	0.777778	0.75	mutual_knn
P2843	P5111	0.628197	0.569617	0.589163	0.719125	0.9375	0.777778	0.75	mutual_knn
P1878	P6346	0.628095	0.591484	0.604303	0.744212	0.76	0.777778	0.75	mutual_knn
P2237	P3944	0.627986	0.546323	0.584068	0.902167	0.875	0.777778	0.75	mutual_knn
P1137	P3285	0.627518	0.557942	0.582791	0.724673	1.0	0.777778	0.75	mutual_knn
P1796	P4253	0.627504	0.540016	0.572757	0.89295	0.947368	0.777778	0.75	mutual_knn
P0530	P2812	0.627355	0.543256	0.565977	0.914641	0.933333	0.777778	0.75	mutual_knn
P0582	P2831	0.626275	0.576034	0.594248	0.724056	0.866667	0.777778	0.75	mutual_knn
P3260	P4958	0.626099	0.559764	0.616687	0.737497	0.846154	0.777778	0.75	mutual_knn
P1766	P4752	0.62521	0.561067	0.615519	0.732985	0.84	0.777778	0.75	mutual_knn
P2572	P4692	0.624761	0.575666	0.6052	0.726417	0.8125	0.777778	0.75	mutual_knn
P0336	P3902	0.624618	0.530378	0.578712	0.917317	0.916667	0.777778	0.75	mutual_knn
P0177	P2766	0.624572	0.549032	0.593217	0.737277	0.961538	0.777778	0.75	mutual_knn
P1982	P4885	0.62456	0.557797	0.603479	0.734449	0.888889	0.777778	0.75	mutual_knn
P0289	P3179	0.624283	0.550467	0.598065	0.706988	0.965517	0.777778	0.75	mutual_knn
P2867	P4928	0.623949	0.546801	0.593533	0.739984	0.961538	0.777778	0.75	mutual_knn
P1263	P4190	0.623809	0.559608	0.57951	0.737023	0.954545	0.777778	0.75	mutual_knn
P0198	P2038	0.623777	0.571016	0.606815	0.726166	0.818182	0.777778	0.75	mutual_knn
