candidate_id	family_id	representative_candidate_id	membership
C1248	F001	C1248	representative
C515	F001	C1248	variant
C608	F001	C1248	variant
C747	F001	C1248	variant
C972	F001	C1248	variant
C1517	F002	C374	variant
C374	F002	C374	representative
C412	F002	C374	variant
C053	F003	C739	variant
C111	F003	C739	variant
C1670	F003	C739	variant
C1784	F003	C739	variant
C284	F003	C739	variant
C391	F003	C739	variant
C739	F003	C739	representative
C077	F004	C269	variant
C1020	F004	C269	variant
C1387	F004	C269	variant
C1619	F004	C269	variant
C269	F004	C269	representative
C186	F005	C807	variant
C410	F005	C807	variant
C807	F005	C807	representative
C011	F006	C011	representative
C097	F006	C011	variant
C2009	F006	C011	variant
C025	F007	C025	representative
C1388	F007	C025	variant
C1978	F007	C025	variant
C2089	F007	C025	variant
C2102	F007	C025	variant
C325	F007	C025	variant
C699	F007	C025	variant
C067	F008	C067	representative
C1710	F008	C067	variant
C1755	F008	C067	variant
C323	F008	C067	variant
C788	F008	C067	variant
C810	F008	C067	variant
C034	F009	C039	variant
C039	F009	C039	representative
C242	F009	C039	member
C267	F009	C039	variant
C285	F009	C039	variant
C533	F009	C039	variant
C549	F009	C039	member
C168	F010	C227	variant
C227	F010	C227	representative
C236	F010	C227	variant
C484	F010	C227	variant
C529	F010	C227	variant
C073	F011	C149	variant
C1293	F011	C149	variant
C149	F011	C149	representative
C178	F011	C149	variant
C2675	F011	C149	variant
C141	F012	C141	representative
C1575	F012	C141	variant
C1788	F012	C141	variant
C345	F012	C141	variant
C480	F012	C141	variant
C598	F012	C141	variant
C783	F012	C141	member
C816	F012	C141	variant
C1007	F013	C1007	representative
C1162	F013	C1007	variant
C1450	F013	C1007	variant
C1562	F013	C1007	variant
C1673	F013	C1007	variant
C1731	F013	C1007	variant
C1739	F013	C1007	variant
C350	F013	C1007	variant
C466	F013	C1007	variant
C670	F013	C1007	variant
C915	F013	C1007	variant
C951	F013	C1007	variant
C004	F014	C004	representative
C008	F014	C004	variant
C070	F014	C004	variant
C174	F014	C004	variant
C306	F014	C004	variant
C330	F014	C004	variant
C428	F014	C004	variant
C495	F014	C004	variant
C001	F015	C001	representative
C049	F015	C001	variant
C1185	F015	C001	variant
C1274	F015	C001	variant
C184	F015	C001	variant
C303	F015	C001	variant
C467	F015	C001	variant
C609	F015	C001	variant
C639	F015	C001	variant
C1229	F016	C791	variant
C1878	F016	C791	variant
C2218	F016	C791	variant
C313	F016	C791	variant
C791	F016	C791	representative
C119	F017	C271	variant
C268	F017	C271	variant
C271	F017	C271	representative
C364	F017	C271	variant
C570	F017	C271	variant
C1272	F018	C175	variant
C175	F018	C175	representative
C1967	F018	C175	member
C2648	F018	C175	variant
C409	F018	C175	variant
C437	F018	C175	member
C977	F018	C175	variant
C2306	F019	C2306	representative
C2334	F019	C2306	variant
C1641	F020	C1641	representative
C2280	F020	C1641	variant
C2433	F020	C1641	variant
C757	F020	C1641	variant
C202	F021	C202	representative
C302	F021	C202	variant
C450	F021	C202	variant
C520	F021	C202	variant
C741	F021	C202	member
C929	F021	C202	variant
C978	F021	C202	variant
C1744	F022	C404	variant
C1761	F022	C404	variant
C1874	F022	C404	variant
C2289	F022	C404	variant
C404	F022	C404	representative
C645	F022	C404	variant
C695	F022	C404	variant
C763	F022	C404	variant
C1033	F023	C120	variant
C113	F023	C120	variant
C120	F023	C120	representative
C166	F023	C120	variant
C1983	F023	C120	member
C213	F023	C120	variant
C287	F023	C120	variant
C398	F023	C120	variant
C513	F023	C120	variant
C521	F023	C120	variant
C003	F024	C003	representative
C1455	F024	C003	variant
C563	F024	C003	member
C638	F024	C003	variant
C812	F024	C003	variant
C1179	F025	C173	variant
C1214	F025	C173	variant
C1688	F025	C173	variant
C173	F025	C173	representative
C275	F025	C173	variant
C632	F025	C173	member
C148	F026	C416	member
C2629	F026	C416	variant
C328	F026	C416	variant
C416	F026	C416	representative
C692	F026	C416	variant
C1212	F027	C279	variant
C1608	F027	C279	variant
C1742	F027	C279	variant
C2167	F027	C279	member
C279	F027	C279	representative
C055	F028	C055	representative
C080	F028	C055	variant
C1579	F028	C055	variant
C1754	F028	C055	variant
C214	F028	C055	variant
C100	F029	C191	variant
C1031	F029	C191	variant
