left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C443	C461	0.743439	0.815345	0.529428	0.80162	0.967762	0.72171	1.0	mutual_knn
C388	C524	0.738561	0.855907	0.579106	0.492046	0.876714	0.762202	0.925288	mutual_knn
C040	C087	0.694522	0.779306	0.523514	0.60886	0.869289	0.728569	0.909422	mutual_knn
C048	C055	0.687287	0.689799	0.552268	0.800648	0.96642	0.735925	0.923477	mutual_knn
C007	C013	0.684812	0.742372	0.5648	0.575606	0.866248	0.732834	0.908799	mutual_knn
C005	C247	0.677674	0.753499	0.525371	0.537881	0.895257	0.721242	1.0	mutual_knn
C165	C247	0.672853	0.823916	0.411469	0.534089	0.840461	0.58374	0.92723	mutual_knn
C041	C059	0.671095	0.657742	0.562484	0.772887	0.961899	0.724791	0.826264	mutual_knn
C013	C059	0.665808	0.657745	0.543354	0.774643	0.964653	0.765735	0.83142	mutual_knn
C339	C530	0.665364	0.874158	0.472641	0.328272	0.536656	0.680583	1.0	mutual_knn
C130	C519	0.658371	0.728856	0.570677	0.427203	0.800198	0.754901	0.85312	mutual_knn
C023	C039	0.655591	0.63199	0.578788	0.685109	0.974489	0.766072	0.831477	mutual_knn
C121	C276	0.653368	0.696937	0.515909	0.601841	0.899423	0.69131	0.919557	mutual_knn
C002	C016	0.650677	0.65522	0.55887	0.614131	0.939931	0.722207	0.844499	mutual_knn
C004	C030	0.650015	0.633657	0.533545	0.760224	0.971008	0.760085	0.877419	mutual_knn
C417	C516	0.648274	0.6661	0.506419	0.711888	0.921095	0.735287	1.0	mutual_knn
C014	C255	0.647965	0.648986	0.5755	0.562675	0.945545	0.748818	0.936062	mutual_knn
C043	C165	0.647731	0.734128	0.433102	0.594946	0.912421	0.626632	0.880874	mutual_knn
C194	C309	0.646953	0.722087	0.521639	0.470545	0.823628	0.745862	0.862159	mutual_knn
C086	C103	0.646252	0.70921	0.430552	0.688683	0.936134	0.624972	1.0	mutual_knn
C043	C247	0.644034	0.766045	0.432329	0.523583	0.789542	0.626632	0.92723	mutual_knn
C220	C419	0.643039	0.709749	0.580753	0.332834	0.806551	0.792668	0.930052	mutual_knn
C001	C040	0.642572	0.651911	0.570245	0.531061	0.924372	0.728569	0.909422	mutual_knn
C013	C041	0.640398	0.613868	0.549386	0.754086	0.932395	0.765735	0.83142	mutual_knn
C030	C187	0.639661	0.647456	0.517367	0.641503	0.965729	0.708625	0.903301	mutual_knn
C013	C145	0.639209	0.678085	0.52159	0.578959	0.857931	0.779062	0.840392	mutual_knn
C197	C480	0.638228	0.66295	0.514199	0.645494	0.879441	0.697348	0.816507	mutual_knn
C108	C121	0.636762	0.721829	0.463997	0.505732	0.860753	0.69431	0.862426	mutual_knn
C003	C016	0.635566	0.637157	0.537178	0.629331	0.929004	0.746375	0.866923	mutual_knn
C247	C340	0.632772	0.741059	0.433135	0.526626	0.796398	0.659231	1.0	mutual_knn
C007	C145	0.631691	0.691343	0.464267	0.529935	0.937464	0.732834	0.908799	mutual_knn
C243	C477	0.631099	0.645564	0.532111	0.574383	0.912449	0.824348	0.931204	mutual_knn
C256	C309	0.63093	0.699405	0.51024	0.423866	0.85769	0.706605	0.877925	mutual_knn
C139	C597	0.629921	0.640873	0.486108	0.665792	0.970725	0.746215	0.784935	mutual_knn
C252	C273	0.628836	0.64649	0.506431	0.59666	0.939958	0.672452	0.851111	mutual_knn
C024	C036	0.628421	0.604321	0.499602	0.795958	0.967834	0.668199	0.787994	mutual_knn
C233	C541	0.627902	0.583567	0.537559	0.787521	0.960986	0.718808	0.75343	mutual_knn
C404	C461	0.627611	0.585152	0.538042	0.76024	0.975978	0.746784	0.911	mutual_knn
C127	C639	0.626165	0.652491	0.565274	0.495008	0.808367	0.808943	0.842228	mutual_knn
C072	C252	0.623619	0.654971	0.536694	0.481415	0.869839	0.729993	0.808153	mutual_knn
C458	C535	0.623352	0.634386	0.48747	0.664845	0.934331	0.657169	0.789758	mutual_knn
