left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C059	C344	0.697516	0.733589	0.589503	0.601665	0.937043	0.845917	0.946478	mutual_knn
C018	C077	0.691177	0.747649	0.543639	0.636327	0.906281	0.713985	0.900236	mutual_knn
C135	C198	0.67513	0.772687	0.515923	0.451857	0.888235	0.729954	1.0	mutual_knn
C001	C041	0.673009	0.695406	0.548788	0.635971	0.970725	0.76533	0.871074	mutual_knn
C002	C014	0.672303	0.685704	0.536322	0.702632	0.98291	0.740721	0.901828	mutual_knn
C009	C043	0.665815	0.77492	0.470547	0.545514	0.826394	0.662038	0.902485	mutual_knn
C051	C089	0.657816	0.651622	0.580099	0.688887	0.890871	0.753854	0.842727	mutual_knn
C005	C097	0.656803	0.66414	0.522235	0.711747	0.968877	0.816852	0.856281	mutual_knn
C026	C043	0.656708	0.736248	0.507595	0.409305	0.953746	0.700049	0.918769	mutual_knn
C012	C017	0.651421	0.688703	0.533366	0.668815	0.801784	0.731757	0.864663	mutual_knn
C059	C149	0.64573	0.689288	0.522436	0.521223	0.922331	0.693388	0.86457	mutual_knn
C005	C042	0.642608	0.644854	0.511398	0.683971	0.98365	0.802625	0.894113	mutual_knn
C002	C007	0.64217	0.642211	0.538893	0.618644	0.97532	0.740721	0.789899	mutual_knn
C016	C037	0.638401	0.735806	0.473685	0.544327	0.7396	0.6954	0.859808	mutual_knn
C004	C010	0.635171	0.629854	0.509415	0.692548	0.98165	0.735969	0.877307	mutual_knn
C006	C022	0.633996	0.599882	0.552776	0.705096	0.977128	0.727438	0.83327	mutual_knn
C013	C036	0.630244	0.61244	0.55174	0.63072	0.954304	0.748785	0.76225	mutual_knn
C005	C028	0.627878	0.654013	0.518386	0.560278	0.893275	0.713758	0.831539	mutual_knn
C139	C249	0.620325	0.623406	0.499731	0.615494	0.971537	0.751578	1.0	mutual_knn
C093	C129	0.618108	0.633686	0.559236	0.458849	0.876093	0.73879	0.7929	mutual_knn
C167	C193	0.617525	0.628312	0.498409	0.591881	0.94658	0.673396	0.778551	mutual_knn
C137	C147	0.616273	0.590578	0.547787	0.660674	0.905808	0.714332	0.745305	mutual_knn
C126	C271	0.613701	0.686191	0.432997	0.48593	0.921132	0.639659	0.895099	mutual_knn
C171	C321	0.609666	0.609581	0.539626	0.51522	0.914659	0.706348	0.758148	mutual_knn
C012	C056	0.609616	0.697548	0.474249	0.477685	0.707992	0.736637	0.864663	mutual_knn
C237	C262	0.607002	0.596756	0.504778	0.660843	0.91106	0.726698	0.837435	mutual_knn
C011	C104	0.605053	0.558075	0.54999	0.620432	0.989749	0.817847	0.84155	mutual_knn
C080	C142	0.603715	0.589868	0.489535	0.643707	0.975498	0.68176	0.757386	mutual_knn
C031	C265	0.603596	0.566067	0.523619	0.682004	0.952767	0.689229	0.755029	mutual_knn
C193	C259	0.603589	0.732006	0.513533	0.217143	0.618115	0.704452	0.886002	mutual_knn
C009	C026	0.602299	0.672254	0.44384	0.407467	0.922736	0.662038	0.902485	mutual_knn
C266	C347	0.60065	0.61785	0.566409	0.400603	0.817424	0.753634	0.827169	mutual_knn
C067	C126	0.599675	0.542825	0.514001	0.760711	0.979912	0.717383	0.846384	mutual_knn
C006	C019	0.596219	0.521827	0.561147	0.715067	0.954545	0.77137	0.758141	mutual_knn
C268	C321	0.596003	0.587996	0.532702	0.550735	0.871214	0.695787	0.808751	mutual_knn
C049	C193	0.593774	0.55415	0.487366	0.72095	0.983938	0.747795	0.762686	mutual_knn
C066	C075	0.592141	0.60509	0.452176	0.551291	0.988137	0.641756	0.757586	mutual_knn
C054	C156	0.590758	0.690418	0.412662	0.404871	0.812636	0.66397	1.0	mutual_knn
C133	C140	0.590267	0.549089	0.583403	0.56069	0.846327	0.755369	0.765051	mutual_knn
C083	C226	0.589035	0.612474	0.499415	0.511821	0.817913	0.696277	0.78711	mutual_knn
C021	C053	0.588462	0.53396	0.544939	0.660861	0.919145	0.705798	0.76821	mutual_knn
C022	C075	0.586998	0.577667	0.457334	0.621472	0.988174	0.686127	0.759223	mutual_knn
C217	C275	0.586489	0.565218	0.475504	0.619773	0.992516	0.645831	0.740834	mutual_knn
C163	C321	0.585342	0.511752	0.534376	0.715343	0.976187	0.703998	0.707135	mutual_knn
C171	C221	0.584946	0.595728	0.540226	0.366257	0.883883	0.715751	0.755986	mutual_knn
C017	C056	0.583984	0.635906	0.447178	0.490946	0.827833	0.670127	0.78304	mutual_knn
C219	C350	0.58176	0.698027	0.47472	0.146273	0.757033	0.665469	0.838055	mutual_knn
C095	C175	0.581286	0.555188	0.494523	0.594789	0.958559	0.727292	0.738597	mutual_knn
C075	C087	0.580418	0.550888	0.503525	0.607313	0.931852	0.715029	0.794545	mutual_knn
C024	C139	0.579472	0.52848	0.499786	0.729902	0.923058	0.745588	0.771088	mutual_knn
