family_id	branch_status	node_id	root	branch_id	ayahs	image_ar
F001	core	quranic:root_000153:B006	ب ل و	B006	9	جواب بلى ورد النفي
F001	core	quranic:root_000154:B010	ب ل ي	B010	9	بلى رد النفي بإثبات
F001	core	quranic:root_000170:B010	ب ي ن	B010	7	الوقت الواقع أثناء حال أو فعل
F001	core	quranic:root_000527:B004	ذ و و	B004	11,12	ماذا للسؤال أو الموصول
F001	core	quranic:root_000544:B005	ر ج ع	B005	8,11	رد الجواب والكلام
F001	core	quranic:root_000875:B007	ص ل ب	B007	7	الحسب والعراقة
F001	core	quranic:root_001159:B015	ف ص ل	B015	13	فصل نحوي بمنزلة العماد
F001	core	quranic:root_001272:B011	ق و ل	B011	13	قول يجري مجرى الظن
F001	optional	quranic:root_000059:B006	ء ن س	B006	5	ابن الإنس للنفس والصفوة
F001	optional	quranic:root_000153:B001	ب ل و	B001	9	البلى والاهتراء
F001	optional	quranic:root_000153:B002	ب ل و	B002	9	الاختبار وظهور الحال
F001	optional	quranic:root_000153:B008	ب ل و	B008	9	اسم حي ونسبة
F001	optional	quranic:root_000153:B009	ب ل و	B009	9	التفرق في الجهات
F001	optional	quranic:root_000154:B008	ب ل ي	B008	9	بذي بلي تفرق وتشعث
F001	optional	quranic:root_000170:B002	ب ي ن	B002	7	الخلالة والوسط بين شيئين
F001	optional	quranic:root_000200:B003	ث ق ب	B003	3	شهرة وعلو ونفاذ رأي
F001	optional	quranic:root_000481:B007	د ف ق	B007	6	فأل الانصباب بالخير
F001	optional	quranic:root_001159:B012	ف ص ل	B012	13	خرز يفصل بين اللآلئ
F001	optional	quranic:root_001159:B013	ف ص ل	B013	13	تفصيل يبين الأجزاء والمعاني
F001	optional	quranic:root_001272:B012	ق و ل	B012	13	قول في النفس لم يظهر
F001	optional	quranic:root_001272:B013	ق و ل	B013	13	القول اعتقاد ومذهب
F001	optional	quranic:root_001274:B005	ق و ي	B005	10	تقاوي الدلو بشرب مائها
F001	optional	quranic:root_001315:B003	ك ل ل	B003	4	الكُلّ إحاطة وتماما
F001	optional	quranic:root_001520:B006	ن ظ ر	B006	5	مقابلة المثل بمثله حتى يستويان
F001	optional	quranic:root_001520:B008	ن ظ ر	B008	5	العين وموضع النظر فيها
F001	optional	quranic:root_001533:B012	ن ف س	B012	4	عين الشيء وذاته
F001	optional	quranic:root_001533:B014	ن ف س	B014	4	قوة النفس وخلقها
F001	optional	quranic:root_001533:B015	ن ف س	B015	4	سعة ومسافة ومهلة
F001	optional	quranic:root_001589:B004	ه ز ل	B004	14	الهزلى اسم للحيات
F002	core	quranic:root_000178:B001	ت ر ب	B001	7	التراب والأرض والغبار
