candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C001	0.8399	sword / blade / definition / weapon	20	10	10	15	0.05754434	0.3333	1.0	0.7333	1,3,4,8,9,10,13,16,19,20,21,22,23,24,25,26,27,28,29,30	ر ج ع ص ر ط ط ب ق غ ر ر ق ب ض ق ل ل ق و ل ك ل ل ل ج ج م و ر	kw:sword(65.0179); kw:blade(53.1324); kw:definition(36.9273); kw:weapon(34.5965); kw:sharpness(27.1003); theme:conflict_security/weaponry(26.7499); kw:fatigue(26.0072); kw:weaponry(25.6736)	م و ر:B008:السيف المائر في الضريبة → ص ر ط:B003:السيف القاطع الماضي في الضربة
C002	0.8016	road / path / navigation / route	16	10	10	16	0.05701965	0.3556	1.0	0.625	1,2,8,9,10,13,16,22,23,24,25,26,27,28,29,30	ء ت ي خ ز ن ص ر ط ض ل ل ع م ل ق و ل م ل ك م و ر ه د ي و ج ه	kw:road(65.4624); kw:path(62.3609); kw:navigation(53.4682); kw:route(52.5539); kw:guidance(40.1571); kw:direction(35.6904); kw:thoroughfare(34.884); kw:journey(24.1599)	ض ل ل:B001:الضلال عن الهدى والقصد → ه د ي:B001:دلالة بلطف إلى الطريق والحق
C003	0.801	light / daylight / time / shadow	12	11	11	18	0.06122393	0.3273	1.0	0.7778	3,5,6,9,10,12,13,20,22,27,28,30	ج ه ر ص ب ح ط ب ق ع ق ل ع ي ن غ و ر ق و م ك ب ر ك ف ر ن ص ر و ج ه	kw:light(55.9423); kw:daylight(48.7992); kw:time(45.0739); kw:shadow(44.6404); theme:land_water_sky/light_darkness(37.8858); kw:noon(31.3821); kw:morning(29.1436); kw:sun(28.6095)	ع ق ل:B012:عَقْل الظل قائما → ق و م:B017:انتصاف النهار وقائم الظهيرة
C004	0.8003	knowledge / discernment / judgment / epistemology	22	13	17	38	0.0594736	0.2901	0.9737	0.5789	1,3,4,6,8,9,10,11,12,13,14,16,17,18,19,20,23,26,27,28,29,30	ء م ن ب ص ر خ ب ر ر ء ي ر ب ب ش ي ء ع ر ف ع ق ل ع ل م ق ل ب ك ف ر م ي ز ن ك ر	kw:knowledge(78.4426); kw:discernment(46.5929); kw:judgment(42.2961); kw:epistemology(41.5754); kw:testimony(39.8493); theme:cognition_perception/knowledge_learning(38.4628); kw:faith(34.1547); theme:emotion_ethics/ethics_morality(32.9077)	ر ء ي:B002:رأي القلب والتفكر → ب ص ر:B002:بصيرة القلب
C005	0.7988	language / speech / language_communication/language_speech / tongue	20	10	11	12	0.05818334	0.2222	1.0	1.0	1,3,4,5,7,8,9,10,13,15,19,21,23,24,25,26,27,28,29,30	ء ل ي ب ل ل ب ي ن ر ج م ط ب ق ع ق ل ق و ل ك ل ل ل ج ج ل ق ي	kw:language(70.8041); kw:speech(56.3049); theme:language_communication/language_speech(53.0377); kw:tongue(51.8423); kw:articulation(44.316); kw:pronunciation(34.884); kw:instruction(32.1114); kw:explanation(31.0619)	ق و ل:B002:اللسان آلة القول → ب ل ل:B006:بِلّة اللسان
C006	0.797	knowledge / heart / discernment / judgment	22	16	17	36	0.06085232	0.2667	0.9722	0.6111	1,2,3,4,6,8,9,10,11,12,13,14,17,18,19,22,23,26,27,28,29,30	ء ت ي ب ص ر خ ب ر ر ء ي ر ب ب ش ي ء ع ر ف ع ق ل ع ل م ف ء د ق د ر ق ل ب م و ت م ي ز ن ك ر و ج ه	kw:knowledge(78.4426); kw:heart(49.7565); kw:discernment(46.5929); kw:judgment(42.2961); kw:epistemology(41.5754); theme:cognition_perception/knowledge_learning(38.4628); kw:understanding(31.7301); kw:calculation(31.7301)	ق ل ب:B001:القلب والفؤاد → ف ء د:B002:الفؤاد قلب منظور إليه كتوقد داخلي
C007	0.7963	fire / land_water_sky/fire_heat / blaze / heat	13	12	13	25	0.06291023	0.3247	1.0	0.72	1,3,5,7,8,10,11,15,17,19,21,23,28	ء ك ل ح ص ب س ع ر ش ك ر ص ف ف غ ي ظ ف ء د ف ط ر ف و ر ق د ر م س ك م ع ع	kw:fire(102.5227); theme:land_water_sky/fire_heat(89.768); kw:blaze(57.219); kw:heat(55.1015); kw:energy(52.5539); kw:flame(41.7788); kw:cooking(38.1608); kw:roast(33.5381)	س ع ر:B001:اشتعال النار وإيقادها → ء ك ل:B005:إطعام النار واشتعالها
C008	0.7963	attention / answer / particle / discourse	21	11	12	14	0.05995334	0.2154	1.0	0.9286	2,3,4,6,9,10,12,13,15,18,19,20,21,23,24,25,26,27,28,29,30	ء ل ي ب ل ل ب ل و ب ل ي ر ء ي ر ب ب ر ج ع ق ب ل ق و ل ن ش ء ه ا ء	kw:attention(47.3897); kw:answer(46.5929); kw:particle(44.6404); kw:discourse(43.1696); kw:logic(41.1882); kw:language(40.4595); kw:grammar(38.2751); theme:language_communication/grammar_expression(36.6229)	ب ل و:B006:جواب بلى ورد النفي → ب ل ي:B010:بلى رد النفي بإثبات
C009	0.7962	agriculture_food/plant_vegetation / growth / tree / sapling	16	12	13	25	0.0557107	0.3247	1.0	0.68	1,4,5,6,8,9,11,12,15,19,20,23,24,27,28,30	ء ت ي ء ك ل ء ل ي ج ع ل ح ش ر ذ ر ء س ح ق ش ي ء ص ف ف غ ي ب ق ل ب ك ف ر	theme:agriculture_food/plant_vegetation(74.0829); kw:growth(63.214); kw:tree(56.576); kw:sapling(49.5059); kw:palm(45.4883); kw:crop(40.3171); kw:botany(38.0359); kw:seedling(34.884)	ء ت ي:B007:خروج النماء والنتاج → ء ك ل:B002:غلة الشجر والزرع
C010	0.7958	road / route / path / navigation	12	10	10	16	0.05858283	0.3556	1.0	0.75	1,2,4,8,15,16,19,22,24,27,28,30	ء ت ي ء ل ي خ ز ن ص ر ط ع م ل م ع ع م ل ك م و ر ه ل ك و ج ه	kw:road(65.4624); kw:route(52.5539); kw:path(49.8887); kw:navigation(42.7746); kw:thoroughfare(34.884); kw:exertion(30.4895); kw:work(29.7602); kw:effort(27.2163)	ه ل ك:B009:استهلاك الجهد واستفراغه → ء ل ي:B010:الاجتهاد وبذل الجهد
C011	0.7953	plant / pasture / vegetation / grass	21	13	13	18	0.06036123	0.2308	1.0	0.7778	2,3,4,6,9,10,11,12,13,14,15,16,20,23,24,25,26,27,28,29,30	ء ر ض ح س ر ح ي ي خ ب ر ذ ن ب ر ب ب ش ك ر غ ف ر ف ط ر ق و ل م و ت ن ش ر ن ص ر	kw:plant(50.2216); kw:pasture(46.1287); kw:vegetation(45.8021); kw:grass(41.5754); kw:herb(37.9386); kw:rain(35.5423); kw:agriculture(32.8628); kw:fertility(31.9188)	ر ب ب:B012:ربة نبات → ش ك ر:B004:خروج الشكير والنبات الغض
C012	0.7929	land_water_sky/weather_climate / wind / weather / condemnation	12	10	10	15	0.05814283	0.3333	1.0	0.7333	3,4,11,15,16,17,18,19,23,27,28,30	ح ص ب ر ء ي س و ء ش ك ر ع ر ف ق ب ل ك ر ر م و ر ن ش ر ن ك ب	theme:land_water_sky/weather_climate(86.9068); kw:wind(52.0143); kw:weather(37.9455); kw:condemnation(34.884); kw:storm(31.0619); theme:cognition_perception/perception(29.6486); kw:meteorology(28.7797); kw:perfume(27.5858)	ع ر ف:B004:عرف الرائحة والتطييب → ن ش ر:B003:الرائحة الطيبة المنتشرة
