left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0228	P0517	0.661756	0.57115	0.613795	0.899106	1.0	0.777778	0.75	mutual_knn
P0377	P0677	0.659268	0.569143	0.603427	0.919543	1.0	0.777778	0.75	mutual_knn
P0082	P0517	0.647819	0.556695	0.59029	0.907044	1.0	0.777778	0.75	mutual_knn
P1500	P1980	0.645753	0.563183	0.592268	0.85027	1.0	0.8	0.75	mutual_knn
P0056	P0536	0.645665	0.558498	0.577487	0.922204	1.0	0.777778	0.75	mutual_knn
P0436	P0638	0.645624	0.548512	0.593173	0.911829	1.0	0.777778	0.75	mutual_knn
P1236	P2410	0.644596	0.563522	0.586943	0.855809	1.0	0.8	0.75	mutual_knn
P1253	P2148	0.643361	0.566507	0.592818	0.809459	1.0	0.8	0.75	mutual_knn
P0135	P0535	0.643202	0.560112	0.574913	0.899323	1.0	0.777778	0.75	mutual_knn
P0332	P0677	0.642444	0.549601	0.587127	0.896285	1.0	0.777778	0.75	mutual_knn
P1557	P2297	0.642242	0.550024	0.592748	0.872692	1.0	0.8	0.75	mutual_knn
P1556	P2018	0.642012	0.547574	0.610428	0.819539	1.0	0.8	0.75	mutual_knn
P0031	P0460	0.641515	0.560297	0.577279	0.873336	1.0	0.777778	0.75	mutual_knn
P0013	P0244	0.640933	0.55957	0.606894	0.767135	1.0	0.777778	0.75	mutual_knn
P0088	P0404	0.640884	0.560411	0.599876	0.898537	0.888889	0.777778	0.75	mutual_knn
P0123	P0168	0.640603	0.545968	0.579282	0.921686	1.0	0.777778	0.75	mutual_knn
P0171	P0404	0.640393	0.574003	0.59709	0.731105	1.0	0.777778	0.75	mutual_knn
P0071	P0178	0.639325	0.550314	0.605694	0.908017	0.888889	0.777778	0.75	mutual_knn
P0174	P0416	0.639126	0.549573	0.576268	0.901242	1.0	0.777778	0.75	mutual_knn
P0279	P0521	0.638843	0.581386	0.624153	0.687657	0.9	0.777778	0.75	mutual_knn
P1484	P1951	0.637723	0.569544	0.616671	0.855938	0.8	0.8	0.75	mutual_knn
P0033	P0626	0.637501	0.547341	0.568192	0.923304	1.0	0.777778	0.75	mutual_knn
P1211	P1970	0.637102	0.553369	0.621272	0.849267	0.857143	0.8	0.75	mutual_knn
P0223	P0589	0.636981	0.536111	0.581657	0.921511	1.0	0.777778	0.75	mutual_knn
P2042	P2561	0.636812	0.521191	0.617535	0.861386	1.0	0.8	0.75	mutual_knn
P0235	P0350	0.636804	0.557564	0.599876	0.870551	0.888889	0.777778	0.75	mutual_knn
P1399	P2008	0.636404	0.566931	0.565931	0.83209	1.0	0.8	0.75	mutual_knn
P0861	P1140	0.635872	0.536938	0.555	1.0	1.0	0.714286	0.666667	mutual_knn
P0376	P0687	0.635776	0.568856	0.594949	0.715589	1.0	0.777778	0.75	mutual_knn
P0195	P0421	0.635672	0.553531	0.595154	0.893896	0.888889	0.777778	0.75	mutual_knn
P0057	P0680	0.634886	0.53746	0.580381	0.898953	1.0	0.777778	0.75	mutual_knn
P0249	P0659	0.634664	0.549699	0.599699	0.874045	0.9	0.777778	0.75	mutual_knn
P0256	P0598	0.634325	0.575893	0.596544	0.763832	0.9	0.777778	0.75	mutual_knn
P0441	P0633	0.634005	0.554138	0.587415	0.901592	0.888889	0.777778	0.75	mutual_knn
P0366	P0661	0.633522	0.55727	0.618759	0.772965	0.888889	0.777778	0.75	mutual_knn
P0168	P0323	0.633061	0.545778	0.557977	0.921686	1.0	0.777778	0.75	mutual_knn
P0437	P0740	0.632519	0.571333	0.5868	0.700385	1.0	0.777778	0.75	mutual_knn
P0490	P0609	0.632415	0.528424	0.591214	0.876994	1.0	0.777778	0.75	mutual_knn
P0086	P0487	0.632386	0.564381	0.591977	0.712227	1.0	0.777778	0.75	mutual_knn
P0001	P0369	0.632042	0.54751	0.560923	0.893395	1.0	0.777778	0.75	mutual_knn
P0038	P0363	0.631936	0.568277	0.58473	0.715559	1.0	0.777778	0.75	mutual_knn
P0116	P0481	0.631539	0.570139	0.578843	0.723817	1.0	0.777778	0.75	mutual_knn
P0675	P0815	0.631011	0.5617	0.584446	0.736905	1.0	0.777778	0.75	mutual_knn
P0031	P0412	0.630902	0.543396	0.568686	0.873336	1.0	0.777778	0.75	mutual_knn
P0051	P0617	0.630468	0.570062	0.614566	0.713418	0.875	0.777778	0.75	mutual_knn
P0085	P0575	0.630425	0.542651	0.589996	0.888243	0.909091	0.777778	0.75	mutual_knn
P0025	P0510	0.630333	0.570251	0.60463	0.745994	0.875	0.777778	0.75	mutual_knn
P0105	P0567	0.630307	0.536584	0.56968	0.894565	1.0	0.777778	0.75	mutual_knn
P0316	P0712	0.629974	0.527407	0.609362	0.89364	0.9	0.777778	0.75	mutual_knn
P0189	P0275	0.62991	0.541398	0.560776	0.90009	1.0	0.777778	0.75	mutual_knn
P0116	P0379	0.629826	0.582017	0.584651	0.732902	0.9	0.777778	0.75	mutual_knn
P0159	P0418	0.629811	0.553808	0.590614	0.738823	1.0	0.777778	0.75	mutual_knn
P0492	P0626	0.62981	0.522115	0.581861	0.912076	1.0	0.777778	0.75	mutual_knn
P0066	P0362	0.629258	0.539239	0.565539	0.886624	1.0	0.777778	0.75	mutual_knn
P0013	P0498	0.628896	0.524394	0.577375	0.908373	1.0	0.777778	0.75	mutual_knn
P0069	P0403	0.628772	0.576506	0.613475	0.746282	0.8	0.777778	0.75	mutual_knn
P0036	P0407	0.62867	0.533003	0.578029	0.865088	1.0	0.777778	0.75	mutual_knn
P0381	P0485	0.628604	0.52858	0.57406	0.898216	1.0	0.777778	0.75	mutual_knn
P1659	P2335	0.628594	0.536383	0.627768	0.817882	0.857143	0.8	0.75	mutual_knn
P0372	P0603	0.628561	0.565756	0.596391	0.75234	0.9	0.777778	0.75	mutual_knn
P0001	P0099	0.627873	0.53271	0.561276	0.917071	1.0	0.777778	0.75	mutual_knn
P0553	P0705	0.627787	0.580878	0.597669	0.672083	0.9	0.777778	0.75	mutual_knn
P0183	P0533	0.627653	0.531187	0.569846	0.891728	1.0	0.777778	0.75	mutual_knn
P1115	P1916	0.627574	0.560694	0.585609	0.845842	0.857143	0.8	0.75	mutual_knn
P0432	P0691	0.627377	0.534819	0.594059	0.887876	0.9	0.777778	0.75	mutual_knn
P0368	P0575	0.627356	0.540924	0.557297	0.888859	1.0	0.777778	0.75	mutual_knn
P0343	P0796	0.626626	0.53751	0.56237	0.879164	1.0	0.777778	0.75	mutual_knn
P0155	P0444	0.626535	0.564282	0.604722	0.720664	0.888889	0.777778	0.75	mutual_knn
P0641	P0779	0.626218	0.570351	0.592294	0.733685	0.888889	0.777778	0.75	mutual_knn
P0243	P0303	0.626072	0.54245	0.602913	0.709503	1.0	0.777778	0.75	mutual_knn
P0303	P0359	0.626046	0.531023	0.563987	0.896896	1.0	0.777778	0.75	mutual_knn
P1024	P1638	0.626004	0.556594	0.589252	0.817989	0.875	0.8	0.75	mutual_knn
P0005	P0530	0.625937	0.549559	0.594795	0.704577	1.0	0.777778	0.75	mutual_knn
P0061	P0594	0.625885	0.567301	0.60439	0.701737	0.888889	0.777778	0.75	mutual_knn
P0085	P0168	0.624975	0.530584	0.557678	0.910243	1.0	0.777778	0.75	mutual_knn
P0135	P0530	0.624896	0.529115	0.563635	0.895221	1.0	0.777778	0.75	mutual_knn
P1527	P2177	0.624774	0.548084	0.585282	0.89954	0.833333	0.8	0.75	mutual_knn
P0271	P0593	0.624722	0.528349	0.568354	0.880411	1.0	0.777778	0.75	mutual_knn
P0109	P0524	0.624658	0.545906	0.575166	0.876924	0.9	0.777778	0.75	mutual_knn
P0104	P0317	0.624286	0.567897	0.592952	0.71199	0.9	0.777778	0.75	mutual_knn
P0340	P0626	0.624152	0.539191	0.591167	0.746076	1.0	0.777778	0.75	mutual_knn
P0098	P0417	0.623571	0.551955	0.584854	0.704924	1.0	0.777778	0.75	mutual_knn
P0124	P0472	0.623535	0.528963	0.552301	0.921964	1.0	0.777778	0.75	mutual_knn
P0099	P0267	0.623346	0.531828	0.604301	0.907004	0.818182	0.777778	0.75	mutual_knn
P0016	P0267	0.623303	0.51327	0.54952	1.0	1.0	0.7	0.666667	mutual_knn
P0773	P1435	0.623284	0.5585	0.593	0.755201	0.888889	0.833333	0.8	mutual_knn
P0113	P0305	0.622852	0.547454	0.578894	0.738846	1.0	0.777778	0.75	mutual_knn
P0142	P0484	0.622604	0.530861	0.556083	0.890877	1.0	0.777778	0.75	mutual_knn
P0300	P0570	0.622564	0.520035	0.562253	0.917594	1.0	0.777778	0.75	mutual_knn
P0280	P0418	0.622536	0.555656	0.60013	0.735571	0.888889	0.777778	0.75	mutual_knn
P0003	P0168	0.622363	0.545902	0.57883	0.741163	1.0	0.777778	0.75	mutual_knn
P0179	P0355	0.62233	0.563264	0.597211	0.723369	0.875	0.777778	0.75	mutual_knn
P0240	P0413	0.622198	0.573002	0.591564	0.572991	1.0	0.777778	0.75	mutual_knn
P0527	P0610	0.622166	0.539644	0.564693	0.916837	0.9	0.777778	0.75	mutual_knn
P2029	P2459	0.621293	0.591165	0.609383	0.562704	0.857143	0.8	0.75	mutual_knn
P0565	P0743	0.621081	0.557284	0.567052	0.71835	1.0	0.777778	0.75	mutual_knn
P0053	P0380	0.621064	0.55614	0.59159	0.737445	0.9	0.777778	0.75	mutual_knn
P0003	P0082	0.621038	0.515063	0.540742	1.0	1.0	0.7	0.666667	mutual_knn
P0171	P0360	0.621028	0.543758	0.59448	0.682687	1.0	0.777778	0.75	mutual_knn
P0042	P0676	0.620887	0.542116	0.582986	0.910716	0.818182	0.777778	0.75	mutual_knn
P0148	P0573	0.620886	0.516359	0.570603	0.888135	1.0	0.777778	0.75	mutual_knn
P0277	P0594	0.620857	0.564104	0.591258	0.711817	0.888889	0.777778	0.75	mutual_knn
P1012	P1823	0.620749	0.527839	0.595743	0.747113	1.0	0.8	0.75	mutual_knn
P1351	P1459	0.620691	0.522904	0.573801	0.845539	1.0	0.8	0.75	mutual_knn
P0071	P0306	0.620535	0.566237	0.618625	0.792093	0.7	0.777778	0.75	mutual_knn
P0922	P0959	0.620511	0.550938	0.573037	0.72026	1.0	0.714286	0.666667	mutual_knn
P0290	P0460	0.620502	0.521017	0.564492	0.884727	1.0	0.777778	0.75	mutual_knn
P0066	P0137	0.620445	0.549362	0.58363	0.689616	1.0	0.777778	0.75	mutual_knn
P0080	P0464	0.620301	0.564438	0.574555	0.743011	0.909091	0.777778	0.75	mutual_knn
P0285	P0514	0.620284	0.540662	0.567517	0.894661	0.888889	0.777778	0.75	mutual_knn
P0195	P0454	0.620167	0.56461	0.582843	0.73208	0.888889	0.777778	0.75	mutual_knn
P0027	P0498	0.620153	0.544571	0.596758	0.762306	0.9	0.777778	0.75	mutual_knn
P1229	P1312	0.620001	0.516825	0.577571	0.852798	1.0	0.8	0.75	mutual_knn
P0553	P0589	0.619893	0.561815	0.590405	0.704341	0.9	0.777778	0.75	mutual_knn
P0192	P0528	0.619732	0.521265	0.555275	0.908161	1.0	0.777778	0.75	mutual_knn
P1324	P2140	0.619729	0.514462	0.62355	0.86645	0.833333	0.8	0.75	mutual_knn
P0231	P0712	0.619538	0.538183	0.600639	0.771317	0.9	0.777778	0.75	mutual_knn
P1444	P1496	0.61951	0.537893	0.596979	0.810161	0.875	0.8	0.75	mutual_knn
P0618	P0739	0.61941	0.559457	0.588862	0.706429	0.909091	0.777778	0.75	mutual_knn
P0106	P0766	0.619296	0.567191	0.605734	0.720531	0.8	0.777778	0.75	mutual_knn
P0091	P0498	0.619164	0.551132	0.615919	0.755832	0.8	0.777778	0.75	mutual_knn
P0086	P0405	0.618969	0.55491	0.56582	0.712227	1.0	0.777778	0.75	mutual_knn
P0063	P0465	0.618659	0.535652	0.584788	0.729396	1.0	0.777778	0.75	mutual_knn
P0249	P0728	0.618617	0.540573	0.592829	0.778692	0.9	0.777778	0.75	mutual_knn
P0090	P0576	0.61858	0.533474	0.595166	0.702091	1.0	0.777778	0.75	mutual_knn
P1151	P1598	0.61855	0.516996	0.58323	0.817719	1.0	0.8	0.75	mutual_knn
P1094	P1142	0.618449	0.543886	0.614858	0.751663	0.833333	0.8	0.75	mutual_knn
P0328	P0574	0.618356	0.532185	0.606902	0.764567	0.9	0.777778	0.75	mutual_knn
P0269	P0535	0.618074	0.547996	0.574493	0.704031	1.0	0.777778	0.75	mutual_knn
P0332	P0643	0.618053	0.539061	0.587799	0.697459	1.0	0.777778	0.75	mutual_knn
P0280	P0470	0.617997	0.573553	0.596193	0.734531	0.777778	0.777778	0.75	mutual_knn
P0060	P0468	0.617987	0.532559	0.56603	0.913359	0.888889	0.777778	0.75	mutual_knn
P1685	P2300	0.617752	0.557988	0.618743	0.643833	0.857143	0.8	0.75	mutual_knn
P0388	P0574	0.617296	0.531014	0.579484	0.755198	1.0	0.777778	0.75	mutual_knn
P0526	P0688	0.617131	0.538301	0.597086	0.770262	0.888889	0.777778	0.75	mutual_knn
P0025	P0137	0.617016	0.543958	0.585331	0.673694	1.0	0.777778	0.75	mutual_knn
P0056	P0363	0.617005	0.563296	0.604273	0.611175	0.909091	0.777778	0.75	mutual_knn
P0032	P0433	0.61655	0.546153	0.567103	0.904774	0.818182	0.777778	0.75	mutual_knn
P0050	P0627	0.616429	0.527595	0.543432	0.888104	1.0	0.777778	0.75	mutual_knn
P0206	P0544	0.616301	0.532412	0.556283	0.911074	0.909091	0.777778	0.75	mutual_knn
P0033	P0168	0.6163	0.546727	0.584926	0.746393	0.909091	0.777778	0.75	mutual_knn
P0025	P0301	0.616199	0.546837	0.565159	0.723163	1.0	0.777778	0.75	mutual_knn
P0118	P0476	0.616135	0.570274	0.586245	0.543257	1.0	0.777778	0.75	mutual_knn
P1475	P1915	0.616054	0.520398	0.572354	0.815508	1.0	0.8	0.75	mutual_knn
P0954	P1016	0.616035	0.51506	0.571883	0.840985	1.0	0.8	0.75	mutual_knn
P2029	P2150	0.615961	0.538587	0.633967	0.683751	0.833333	0.8	0.75	mutual_knn
P1662	P2100	0.61585	0.526919	0.567333	0.801697	1.0	0.8	0.75	mutual_knn
P0281	P0464	0.61579	0.544943	0.586218	0.744802	0.909091	0.777778	0.75	mutual_knn
P0167	P0395	0.615681	0.552654	0.587212	0.79644	0.818182	0.777778	0.75	mutual_knn
P0256	P0625	0.615601	0.566362	0.606307	0.596422	0.888889	0.777778	0.75	mutual_knn
P0378	P0393	0.615485	0.530669	0.554623	0.825652	1.0	0.7	0.666667	mutual_knn
P0181	P0401	0.615391	0.518904	0.551927	0.887096	1.0	0.777778	0.75	mutual_knn
P0361	P0657	0.615361	0.545173	0.598955	0.603994	1.0	0.777778	0.75	mutual_knn
P1240	P2344	0.615256	0.53774	0.541481	0.837547	1.0	0.8	0.75	mutual_knn
P2890	P3307	0.615229	0.483509	0.564715	1.0	1.0	0.666667	0.5	mutual_knn
P0958	P1812	0.614949	0.541446	0.567172	0.894546	0.833333	0.8	0.75	mutual_knn
P0220	P0488	0.61494	0.54945	0.565891	0.696255	1.0	0.777778	0.75	mutual_knn
P0133	P0180	0.6149	0.522545	0.588632	0.737336	1.0	0.777778	0.75	mutual_knn
P0236	P0517	0.614865	0.555837	0.56957	0.744802	0.909091	0.777778	0.75	mutual_knn
P0443	P0656	0.614805	0.554725	0.585641	0.702044	0.9	0.777778	0.75	mutual_knn
P1267	P1273	0.614756	0.519109	0.566389	0.829205	1.0	0.8	0.75	mutual_knn
P0014	P0406	0.614693	0.526603	0.549588	0.853655	1.0	0.777778	0.75	mutual_knn
