family_id	branch_status	node_id	root	branch_id	ayahs	image_ar
F001	core	quranic:root_000121:B007	ب ص ر	B007	39,72	حجارة بصرة رخوة
F001	core	quranic:root_000229:B004	ج د ل	B004	6	الجَدالة الأرض الصلبة
F001	core	quranic:root_000268:B004	ج ه د	B004	72,74,75	أرض صلبة بارزة
F001	core	quranic:root_000296:B003	ح ج ر	B003	32	الحَجَر الصلب
F001	core	quranic:root_000737:B007	س ل م	B007	43,61	السلام حجارة صلبة
F001	core	quranic:root_000840:B005	ص ب ر	B005	46,65,66	حجر غليظ وأرض حصباء
F001	core	quranic:root_000884:B003	ص م م	B003	22	صلابة الجسم واكتنازه
F001	core	quranic:root_000884:B004	ص م م	B004	22	غلظ الأرض الصلبة
F001	core	quranic:root_001008:B007	ع ز ز	B007	10,49,63,67	صلابة الأرض وتماسك الشيء
F001	core	quranic:root_001092:B004	غ ض ب	B004	16	صلابة الصخرة وتماسكها
F001	core	quranic:root_001295:B007	ك ر ه	B007	5,8	أرض صلبة غليظة
F001	optional	quranic:root_000121:B006	ب ص ر	B006	39,72	غلظ الحافة ووصل الشقتين
F001	optional	quranic:root_000170:B007	ب ي ن	B007	1,6,24,42,63,72	قطعة أرض تمتد في النظر
F001	optional	quranic:root_000196:B001	ث خ ن	B001	67	ثخانة الشيء وغلظه
F001	optional	quranic:root_000275:B002	ج و ر	B002	48	الجِوار والقرب
F001	optional	quranic:root_000296:B005	ح ج ر	B005	32	الحِجر والحضن
F001	optional	quranic:root_000309:B001	ح ر ض	B001	65	نبات الغسل والقلى
F001	optional	quranic:root_000310:B004	ح ر ف	B004	16	ناقة مشبهة بحرف الجبل
F001	optional	quranic:root_000373:B014	ح و ل	B014	24	دراجة الصبي
F001	optional	quranic:root_000516:B002	ذ ك ر	B002	2,26,45,57	صلابة الذكر وحدته وشدته
F001	optional	quranic:root_000522:B001	ذ ه ب	B001	11,46	الذَّهَب المعدن
F001	optional	quranic:root_000531:B001	ر ء ي	B001	43,44,47,48,50	رؤية العين والبصيرة
F001	optional	quranic:root_000733:B005	س ل ف	B005	38	المال المقدم
F001	optional	quranic:root_000733:B009	س ل ف	B009	38	السلف القلفة
F001	optional	quranic:root_000737:B005	س ل م	B005	43,61	السلم في البيع والسلف
F001	optional	quranic:root_000741:B014	س م ع	B014	17,20,21,23,31,42,53,61	بين سمع الأرض وبصرها
F001	optional	quranic:root_000782:B002	ش د د	B002	13,25,48,52	شدة القوة والصلابة
F001	optional	quranic:root_000879:B008	ص ل و	B008	3,35	الصَّلاية حجر الدق
F001	optional	quranic:root_003669:B002	ط م ن	B002	10	انخفاض الأرض
F001	optional	quranic:root_000973:B007	ع ب د	B007	41,51	القوة والصلابة
F001	optional	quranic:root_000973:B012	ع ب د	B012	41,51	صَلاءة الطيب
F001	optional	quranic:root_000993:B010	ع د و	B010	42,60	العَدْواء في صلابة المكان واضطرابه
F001	optional	quranic:root_001029:B005	ع ظ م	B005	28,29,68	العَظْم الصلب
F001	optional	quranic:root_001069:B012	ع ي ن	B012	44	العينة والسلف
F001	optional	quranic:root_001078:B003	غ ر ر	B003	49	بياض ظاهر كالغرة
F001	optional	quranic:root_001248:B009	ق ل ب	B009	2,10,11,12,24,49,63,70	الحية البيضاء المشبهة بالقلب
F001	optional	quranic:root_001273:B021	ق و م	B021	3,53,58,65,72	عين قائمة ذاهبة البصر
F001	optional	quranic:root_001295:B005	ك ر ه	B005	5,8	تصلب في الشخص والجمل
F001	optional	quranic:root_001444:B001	م ل ك	B001	9,12,50	قوة الشيء وتماسكه
F001	optional	quranic:root_001458:B007	م و ه	B007	11	صفاء الماوية كالبلور والمرآة
F001	optional	quranic:root_001466:B007	ن ب ذ	B007	58	الولد المنبوذ
F001	optional	quranic:root_001525:B007	ن ع م	B007	40,53	ما سمي نعامة تشبيها بالهيئة
F002	core	quranic:root_000263:B007	ج ن ح	B007	61	الاعتماد والانكباب بالجسد
F002	core	quranic:root_000675:B001	س ج د	B001	34	التطامن والذل
F002	core	quranic:root_000675:B003	س ج د	B003	34	أعضاء السجود وأثره
F002	core	quranic:root_000675:B004	س ج د	B004	34	طأطأة الرأس والانحناء
F002	core	quranic:root_000879:B003	ص ل و	B003	3,35	العبادة المخصوصة
F002	core	quranic:root_000948:B002	ط م ء ن	B002	10	التطامن والانخفاض الحسي
F002	core	quranic:root_003669:B003	ط م ن	B003	10	حني الظهر
F002	core	quranic:root_000973:B003	ع ب د	B003	41,51	العبادة والطاعة الخاضعة
F002	core	quranic:root_001307:B014	ك ف ر	B014	7,12,14,15,18,29,30,35,36,38,50,52,55,59,65,73	خضوع متطامن
F002	core	quranic:root_001332:B004	ك و ن	B004	1,7,21,32,33,34,35,36,39,41,42,44,47,53,54,65,66,67,73	الخضوع بالاستكانة
F002	optional	quranic:root_000493:B005	د ن و	B005	42,67	دنو الأعلى من الوسط
F002	optional	quranic:root_000609:B008	ر و ح	B008	46	المراوحة والتناوب
F002	optional	quranic:root_000726:B006	س ك ن	B006	41	ذل المسكنة
F002	optional	quranic:root_000829:B003	ش و ك	B003	7	نبات المحدد من الجسد والحيوان
F002	optional	quranic:root_000849:B001	ص د ر	B001	43	الصدر الجارحة وما يتصل بها
F002	optional	quranic:root_000889:B005	ص و ب	B005	25	خفض وانحدار إلى أسفل
F002	optional	quranic:root_000957:B009	ط و ف	B009	7	طَوْف الرقبة
F002	optional	quranic:root_000961:B003	ط ي ب	B003	26,37,69	الاستطابة تطهير من الخبث
F002	optional	quranic:root_001273:B002	ق و م	B002	3,53,58,65,72	انتصاب وقيام بالبدن
F002	optional	quranic:root_001372:B009	ل ق ي	B009	12,15,41,44,45	انبطاح على القفا
F002	optional	quranic:root_001454:B013	م و ت	B013	6	الخضوع للحق
F002	optional	quranic:root_001681:B002	و ك ل	B002	2,49,61	الاعتماد والتوكل
F003	core	quranic:root_000009:B007	ء ت ي	B007	32,70	خروج النماء والنتاج
F003	core	quranic:root_000043:B002	ء ك ل	B002	69	غلة الشجر والزرع
F003	core	quranic:root_000248:B006	ج ع ل	B006	10,29,37	النخل الصغار أو القصار
F003	core	quranic:root_000259:B011	ج م ع	B011	37,41,63	نخل دقل اجتمع من النوى لا يعرف اسمه
F003	core	quranic:root_000832:B006	ش ي ء	B006	19,31,41,60,72,75	صغار النخل
F003	core	quranic:root_000831:B008	ش ي ء	B008	19,31,41,60,72,75	صغار النخل
F003	core	quranic:root_000853:B009	ص د ي	B009	35	الصَّوادي من النخل
F003	core	quranic:root_001248:B003	ق ل ب	B003	2,10,11,12,24,49,63,70	قلب النخل والشجر
F003	core	quranic:root_001286:B006	ك ث ر	B006	19,34,43,45	الكثر جمار النخل
F003	optional	quranic:root_000051:B004	ء م ر	B004	42,43,44	النماء والبركة
F003	optional	quranic:root_000156:B008	ب ن ي	B008	41	تسميات الابن والبنت للأشياء المتفرعة أو الصغيرة
F003	optional	quranic:root_000239:B002	ج ر م	B002	8	مخلفات الصرام وثمره اليابس
F003	optional	quranic:root_000286:B010	ح ب ب	B010	58	الحبحاب الصغير القصير
F003	optional	quranic:root_000589:B007	ر ك ب	B007	42	النابت الراكب في النبات
F003	optional	quranic:root_000715:B006	س ف ل	B006	42	أسافل الإبل صغارها أو أولادها
F003	optional	quranic:root_000733:B004	س ل ف	B004	38	السلوف في أوائل الإبل
F003	optional	quranic:root_000810:B004	ش ك ر	B004	26	خروج الشكير والنبات الغض
F003	optional	quranic:root_000884:B018	ص م م	B018	22	الناقة اللاقح
F003	optional	quranic:root_000956:B007	ط و ع	B007	1,20,46,60	تهيؤ المرعى والثمر
F003	optional	quranic:root_001294:B004	ك ر م	B004	4,74	العنب والكرمة
F003	optional	quranic:root_001307:B010	ك ف ر	B010	7,12,14,15,18,29,30,35,36,38,50,52,55,59,65,73	كمام الثمر
F003	optional	quranic:root_001564:B004	ن و ر	B004	14	نور الشجر وزهره
F003	optional	quranic:root_001684:B015	و ل ي	B015	15,16,20,23,34,40,72,73,75	موالاة صغار النعم عن كبارها
F003	optional	quranic:root_001687:B006	و ه ن	B006	18	كثافة الإبل
F003	rare	quranic:root_000076:B006	ء ل ي	B006	6,12,16,24,36,44,58,60	الألاء والنعم
F003	rare	quranic:root_000186:B006	ت ل و	B006	2,31	ولد يتلو أمه
F003	rare	quranic:root_000239:B001	ج ر م	B001	8	القطع والصرام
F003	rare	quranic:root_000248:B010	ج ع ل	B010	10,29,37	فرخ النعام
F003	rare	quranic:root_000324:B004	ح ش ر	B004	24,36	دواب الأرض الصغار المتكاثرة
F003	rare	quranic:root_000400:B006	خ ر ج	B006	5,30,47	خروج عن الأصل أو الطاعة
F003	rare	quranic:root_000427:B008	خ ف ف	B008	66	الإبل على خف واحد
F003	rare	quranic:root_000433:B010	خ ل ف	B010	42,57	نبات أو مال أو حال يعود بعد ذهاب سابق
F003	rare	quranic:root_000521:B009	ذ ن ب	B009	52,54	الذنبان نبت
F003	rare	quranic:root_000532:B012	ر ب ب	B012	2,4,5,9,12,54	ربة نبات
F003	rare	quranic:root_000556:B002	ر د ف	B002	9	راكب خلف راكب أو محمول على الردف
F003	rare	quranic:root_000609:B017	ر و ح	B017	46	تفطر الشجر وطول النبات
F003	rare	quranic:root_000672:B008	س ب ل	B008	36,41,47,60,72,74	سنبلة الزرع الممتدة
F003	rare	quranic:root_000733:B002	س ل ف	B002	38	السلافة والخلاصة الأولى
F003	rare	quranic:root_000762:B012	س و ق	B012	6	التتابع في أثر واحد
F003	rare	quranic:root_000840:B009	ص ب ر	B009	46,65,66	الصبار حمل الشجرة الحامض
F003	rare	quranic:root_000848:B004	ص د د	B004	34,36,47	طريق إلى الماء
F003	rare	quranic:root_000879:B009	ص ل و	B009	3,35	الصِّليان نبت ترعاه الإبل
F003	rare	quranic:root_001033:B015	ع ق ب	B015	13,25,48,52	اصفرار النبت ويبس العود
F003	rare	quranic:root_001096:B007	غ ف ر	B007	4,29,33,38,69,70,74	مغافير الشجر الحلوة
F003	rare	quranic:root_001157:B005	ف ش ل	B005	43,46	التزوج في الغرائب
F003	rare	quranic:root_001307:B004	ك ف ر	B004	7,12,14,15,18,29,30,35,36,38,50,52,55,59,65,73	ستر النعمة
F003	rare	quranic:root_001458:B002	م و ه	B002	11	ظهور الماء ودخوله وكثرته
F003	rare	quranic:root_001458:B006	م و ه	B006	11	رونق كالماء في الوجه والكلام والثمر
F003	rare	quranic:root_001525:B005	ن ع م	B005	40,53	مال الأنعام والإبل
F004	core	quranic:root_000051:B001	ء م ر	B001	42,43,44	الشأن والحال
F004	core	quranic:root_000192:B006	ث ب ت	B006	11,12,30,45	الثبت والحجة والإثبات
F004	core	quranic:root_000348:B002	ح ك م	B002	10,49,63,67,71	الحكم والقضاء بين الناس
F004	core	quranic:root_000348:B005	ح ك م	B005	10,49,63,67,71	التفويض والتحكيم
F004	core	quranic:root_000504:B002	د ي ن	B002	39,49,72	الحساب والجزاء
F004	core	quranic:root_001124:B003	ف ت ح	B003	19	فصل الإغلاق بالحكم والقضاء
F004	core	quranic:root_001237:B001	ق ض ي	B001	42,44	الحكم والأمر القاطع
F004	core	quranic:root_001237:B003	ق ض ي	B003	42,44	المنية والقضاء النافذ بالموت
F004	core	quranic:root_001240:B010	ق ط ع	B010	7	فصل أمر أو حق
F004	core	quranic:root_001272:B010	ق و ل	B010	1,21,31,32,38,48,49,70	اقتالة الحكم على غيره
F004	core	quranic:root_001283:B003	ك ت ب	B003	68,75	إثبات يوجب حكما أو قدرا
F004	optional	quranic:root_000017:B004	ء ح د	B004	7	الأول والإضافة
F004	optional	quranic:root_000127:B001	ب ط ل	B001	8	ذهاب الشيء عن الحق والثبات
F004	optional	quranic:root_000127:B003	ب ط ل	B003	8	ادعاء الباطل وقول ما لا حقيقة له
F004	optional	quranic:root_000175:B012	ت ب ع	B012	64	الإحكام والتناسب
