morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s111-a000-w001-01	w-s111-a000-w001	1:1:1:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s111-a000-w001-02	w-s111-a000-w001	1:1:1:2	2	سْمِ	سْمِ	ٱسْم	س م و	سمو	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|GEN								GEN
m-w-s111-a000-w002-01	w-s111-a000-w002	1:1:2:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s111-a000-w003-01	w-s111-a000-w003	1:1:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s111-a000-w003-02	w-s111-a000-w003	1:1:3:2	2	رَّحْمَٰنِ	رَّحْمَٰنِ	رَّحْمَٰن	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s111-a000-w004-01	w-s111-a000-w004	1:1:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s111-a000-w004-02	w-s111-a000-w004	1:1:4:2	2	رَّحِيمِ	رَّحِيمِ	رَّحِيم	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s111-a001-w001-01	w-s111-a001-w001	111:1:1:1	1	تَبَّتْ	تَبَّتْ	تَبَّ	ت ب ب	تبب	V	STEM	STEM|POS:V|PERF|LEM:tab~a|ROOT:tbb|3FS	PERF				3	F	singular	
m-w-s111-a001-w002-01	w-s111-a001-w002	111:1:2:1	1	يَدَآ	يَدَآ	يَد	ي د ي	يدي	N	STEM	STEM|POS:N|LEM:yad|ROOT:ydy|FD|NOM						F	dual	NOM
m-w-s111-a001-w003-01	w-s111-a001-w003	111:1:3:1	1	أَبِى	أَبِى	أَبٌ	ء ب و	ءبو	N	STEM	STEM|POS:N|LEM:>abN|ROOT:Abw|MS|GEN						M	singular	GEN
m-w-s111-a001-w004-01	w-s111-a001-w004	111:1:4:1	1	لَهَبٍ	لَهَبٍ	لَهَب	ل ه ب	لهب	N	STEM	STEM|POS:N|LEM:lahab|ROOT:lhb|M|INDEF|GEN								GEN
m-w-s111-a001-w005-01	w-s111-a001-w005	111:1:5:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s111-a001-w005-02	w-s111-a001-w005	111:1:5:2	2	تَبَّ	تَبَّ	تَبَّ	ت ب ب	تبب	V	STEM	STEM|POS:V|PERF|LEM:tab~a|ROOT:tbb|3MS	PERF				3	M	singular	
m-w-s111-a002-w001-01	w-s111-a002-w001	111:2:1:1	1	مَآ	مَآ	مَا			NEG	STEM	STEM|POS:NEG|LEM:maA								
m-w-s111-a002-w002-01	w-s111-a002-w002	111:2:2:1	1	أَغْنَىٰ	أَغْنَىٰ	أَغْنَىٰ	غ ن ي	غني	V	STEM	STEM|POS:V|PERF|LEM:>agonaY`|ROOT:gny|3MS	PERF				3	M	singular	
m-w-s111-a002-w003-01	w-s111-a002-w003	111:2:3:1	1	عَنْ	عَنْ	عَن			P	STEM	STEM|POS:P|LEM:Ean								
m-w-s111-a002-w003-02	w-s111-a002-w003	111:2:3:2	2	هُ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s111-a002-w004-01	w-s111-a002-w004	111:2:4:1	1	مَالُ	مَالُ	مَال	م و ل	مول	N	STEM	STEM|POS:N|LEM:maAl|ROOT:mwl|M|NOM								NOM
m-w-s111-a002-w004-02	w-s111-a002-w004	111:2:4:2	2	هُۥ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s111-a002-w005-01	w-s111-a002-w005	111:2:5:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s111-a002-w005-02	w-s111-a002-w005	111:2:5:2	2	مَا	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
