candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C001	0.801	body_health_life/reproduction_birth / reproduction / womb / kinship	16	13	14	29	0.05447121	0.3222	1.0	0.5862	2,4,5,6,9,10,11,12,13,14,15,19,21,22,24,25	ء ه ل ب ل ل ث ب ر خ ل و ر ب ب ر ك ب ص ل ي ظ ن ن ظ ه ر ع ذ ب غ ي ر ق ر ء و ر ي	theme:body_health_life/reproduction_birth(68.2255); kw:reproduction(40.7946); kw:womb(40.0012); kw:kinship(38.0967); kw:birth(37.1238); kw:family(34.2328); kw:marriage(34.0588); kw:gestation(28.2893)	خ ل و:B009:الخلو من الزوج أو الولد → ء ه ل:B002:اتخاذ الأهل بالزواج
C002	0.7908	whiteness / eye / color / vision	10	10	13	23	0.0591659	0.3067	1.0	0.8696	6,8,9,10,12,14,15,18,21,24	ء ل ي ء ن س ب ش ر ب ص ر ح س ب ح و ر س ج د س ع ر ظ ه ر ق م ر	kw:whiteness(59.997); kw:eye(59.8663); kw:color(51.2095); kw:vision(46.8248); theme:cognition_perception/perception(39.5314); kw:blackness(38.5105); kw:pupil(31.7301); kw:complexion(29.1436)	ح س ب:B009:لون الأحسب والأحسبية → س ع ر:B008:السُّعرة في اللون
C003	0.789	body_health_life/reproduction_birth / pregnancy / reproduction / birth	16	14	17	41	0.05642225	0.3083	0.9756	0.5366	2,4,5,6,9,10,11,12,13,14,15,17,18,19,21,24	ء ه ل ث ب ر ح ق ق ح و ر خ ل و ر ب ب ر ك ب ص ل ي ظ ن ن ع ذ ب ق ر ء ل ق ي و ر ي و س ق	theme:body_health_life/reproduction_birth(92.3051); kw:pregnancy(51.8423); kw:reproduction(50.9932); kw:birth(49.4984); kw:womb(40.0012); kw:burden(35.1871); kw:family(34.2328); kw:fertility(31.9188)	خ ل و:B010:الخلية من الإبل → ح و ر:B008:حِوار الناقة
C004	0.7873	body_health_life/reproduction_birth / pregnancy / reproduction / womb	15	12	16	41	0.05582378	0.3565	0.9512	0.5366	2,4,5,6,7,10,11,14,15,17,18,21,22,24,25	ء ت ي ب ل ي ث ب ر ح ق ق ح و ر خ ل و ع ذ ب ع م ل ق ر ء ك ذ ب ل ق ي و س ق	theme:body_health_life/reproduction_birth(80.2653); kw:pregnancy(51.8423); kw:reproduction(50.9932); kw:womb(40.0012); kw:livestock(38.1273); kw:birth(37.1238); kw:camel(37.0667); kw:burden(35.1871)	خ ل و:B010:الخلية من الإبل → ح و ر:B008:حِوار الناقة
C005	0.7844	body_health_life/reproduction_birth / reproduction / pregnancy / camel	13	11	15	35	0.05703526	0.35	0.9429	0.6286	2,4,5,6,7,8,10,11,12,14,19,21,22	ء ت ي ث ب ر ح ق ق ح و ر خ ل و س ع ر ط ب ق ق ر ء ك ذ ب ل ق ي ي س ر	theme:body_health_life/reproduction_birth(48.1592); kw:reproduction(40.7946); kw:pregnancy(38.8817); kw:camel(37.0667); kw:animal(34.439); kw:sexuality(31.9589); kw:fertility(31.9188); kw:estrus(31.3821)	خ ل و:B010:الخلية من الإبل → ح و ر:B008:حِوار الناقة
C006	0.7792	pus / body_health_life/disease_injury / wound / medicine	14	13	13	20	0.05856735	0.2564	1.0	0.75	2,3,4,5,6,7,8,9,10,13,18,19,23,24	ء ت ي ء ر ض ب ش ر ح ق ق ر ك ب س ر ر ق ل ب ق م ر ل ق ي م د د و ر ي و ع ي ي س ر	kw:pus(64.2228); theme:body_health_life/disease_injury(61.484); kw:wound(49.1262); kw:medicine(46.7095); kw:suppuration(34.884); kw:disease(34.5343); kw:infection(33.004); kw:thrust(29.544)	م د د:B007:جرح تمتد فيه مدة من قيح → و ع ي:B004:امتلاء الجرح بالمدة
C007	0.7749	sky / concealment / protection / cover	13	11	12	17	0.06544339	0.2615	1.0	0.7059	1,2,3,5,6,9,10,12,13,15,19,22,24	ء ر ض ب ص ر ر ب ب ر ك ب س ر ر س ع ر س م و ط ب ق ع ذ ب ك ف ر و ر ي	kw:sky(47.893); kw:concealment(43.7032); kw:protection(39.7908); kw:cover(38.2751); kw:superposition(34.884); kw:particle(29.7602); kw:layer(28.7797); kw:meteorology(28.7797)	س م و:B004:السماء وما علا فأظل → ر ب ب:B008:رباب السحاب
C008	0.7739	gathering / joining / education / recitation	15	10	15	21	0.06331075	0.2165	1.0	0.9048	2,4,5,6,7,9,10,13,15,17,18,19,21,22,23	ء ل ي ء ه ل ر ب ب ط ب ق ق ر ء ك ت ب ك ف ر ل ق ي و س ق و ع ي	kw:gathering(64.1841); kw:joining(56.2768); kw:education(53.7561); kw:recitation(44.6404); kw:scripture(44.316); kw:collection(40.6505); theme:kinship_society/household_community(40.104); theme:cognition_perception/knowledge_learning(34.1892)	ك ت ب:B001:ضم شيء إلى شيء → ق ر ء:B001:جمع واجتماع
C009	0.7669	abundance / gathering / land_water_sky/water_hydrology / water	16	13	15	28	0.05571853	0.2718	0.9286	0.6071	2,3,5,6,7,9,10,11,15,17,18,19,21,22,23,24	ء ت ي ث ب ر ر ب ب ر ك ب ع ذ ب ع ل م ق ر ء ق ل ب ق م ر ك ف ر م د د و س ق و ع ي	kw:abundance(72.0811); kw:gathering(64.1841); theme:land_water_sky/water_hydrology(59.0908); kw:water(50.8423); theme:kinship_society/household_community(40.104); kw:irrigation(38.3916); kw:joining(28.1384); kw:union(27.8525)	ر ب ب:B013:ماء رَبَب كثير → ع ل م:B005:ماء كثير مجتمع في عيلم
C010	0.7667	body_health_life/reproduction_birth / pregnancy / reproduction / birth	15	15	17	37	0.05720346	0.2782	0.973	0.5946	2,3,4,5,6,10,11,12,14,15,17,18,21,23,24	ب ص ر ب ل ي ث ب ر ح ق ق ح و ر خ ل و ص ل ي ظ ن ن ع ذ ب ق ر ء ل ق ي م د د و ر ي و س ق و ع ي	theme:body_health_life/reproduction_birth(92.3051); kw:pregnancy(51.8423); kw:reproduction(50.9932); kw:birth(49.4984); kw:fertility(42.5584); kw:discharge(41.3787); kw:womb(40.0012); kw:camel(37.0667)	م د د:B007:جرح تمتد فيه مدة من قيح → و ع ي:B004:امتلاء الجرح بالمدة
