left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P1466	P3615	0.636285	0.548564	0.584597	0.910721	0.9375	0.777778	0.75	mutual_knn
P1264	P2879	0.635847	0.591766	0.613575	0.748013	0.8	0.777778	0.75	mutual_knn
P2150	P3228	0.634875	0.555125	0.583071	0.886862	0.923077	0.777778	0.75	mutual_knn
P0483	P2123	0.634238	0.545678	0.586363	0.925465	0.909091	0.777778	0.75	mutual_knn
P1368	P2850	0.62907	0.529614	0.569901	0.912787	1.0	0.777778	0.75	mutual_knn
P1984	P3733	0.628003	0.543141	0.571874	0.901	0.933333	0.777778	0.75	mutual_knn
P0189	P1869	0.626436	0.58113	0.602552	0.716811	0.823529	0.777778	0.75	mutual_knn
P0891	P3191	0.626194	0.544062	0.577296	0.855629	0.9375	0.777778	0.75	mutual_knn
P0180	P2271	0.624649	0.543649	0.570613	0.87436	0.928571	0.777778	0.75	mutual_knn
P1565	P2390	0.623829	0.577838	0.605099	0.720178	0.8	0.777778	0.75	mutual_knn
P0521	P3216	0.623771	0.537254	0.5769	0.89183	0.909091	0.777778	0.75	mutual_knn
P5025	P7898	0.623757	0.548012	0.589614	0.85072	0.857143	0.8	0.75	mutual_knn
P0746	P3267	0.623701	0.523145	0.566353	0.900623	1.0	0.777778	0.75	mutual_knn
P2622	P3741	0.622908	0.57151	0.586736	0.69462	0.909091	0.777778	0.75	mutual_knn
P1692	P2983	0.622292	0.564682	0.604765	0.708025	0.857143	0.777778	0.75	mutual_knn
P2607	P3173	0.622071	0.564026	0.584091	0.715197	0.923077	0.777778	0.75	mutual_knn
P0546	P3736	0.622032	0.533028	0.572541	0.889234	0.928571	0.777778	0.75	mutual_knn
P2052	P2634	0.621993	0.532897	0.570845	0.895367	0.928571	0.777778	0.75	mutual_knn
P11164	P8096	0.621911	0.549067	0.592177	0.842359	0.833333	0.8	0.75	mutual_knn
P0799	P2009	0.621417	0.533366	0.569278	0.912461	0.909091	0.777778	0.75	mutual_knn
P0635	P3259	0.620463	0.528378	0.568962	0.912487	0.923077	0.777778	0.75	mutual_knn
P0063	P0801	0.620305	0.552304	0.589357	0.731857	0.923077	0.777778	0.75	mutual_knn
P0274	P3439	0.620239	0.528365	0.569719	0.897398	0.933333	0.777778	0.75	mutual_knn
P1747	P2903	0.619867	0.562471	0.588979	0.739456	0.866667	0.777778	0.75	mutual_knn
P5158	P6426	0.619838	0.525954	0.606605	0.819583	0.888889	0.8	0.75	mutual_knn
P5669	P6867	0.61942	0.517451	0.602035	0.849454	0.909091	0.8	0.75	mutual_knn
P10313	P7321	0.619234	0.53403	0.59004	0.814975	0.909091	0.8	0.75	mutual_knn
P0978	P2629	0.619205	0.562404	0.596581	0.698203	0.875	0.777778	0.75	mutual_knn
P0792	P2975	0.618936	0.565802	0.595059	0.748052	0.8125	0.777778	0.75	mutual_knn
P0898	P2720	0.618393	0.526136	0.566543	0.910344	0.923077	0.777778	0.75	mutual_knn
P2056	P3197	0.618166	0.572578	0.609833	0.73731	0.733333	0.777778	0.75	mutual_knn
P1887	P3834	0.618129	0.525697	0.568224	0.903792	0.923077	0.777778	0.75	mutual_knn
P2785	P3259	0.617835	0.514186	0.561442	0.899472	1.0	0.777778	0.75	mutual_knn
P6785	P8791	0.617732	0.538088	0.578956	0.829578	0.9	0.8	0.75	mutual_knn
P1740	P3673	0.617135	0.533662	0.556952	0.903876	0.916667	0.777778	0.75	mutual_knn
P1798	P2691	0.617075	0.569528	0.608131	0.729417	0.75	0.777778	0.75	mutual_knn
P5179	P8504	0.617054	0.543542	0.585028	0.819859	0.857143	0.8	0.75	mutual_knn
P0628	P2516	0.6169	0.577726	0.61615	0.600207	0.8125	0.777778	0.75	mutual_knn
P0157	P1651	0.616833	0.544236	0.597861	0.751753	0.875	0.777778	0.75	mutual_knn
P0914	P1277	0.616637	0.54676	0.585285	0.728881	0.928571	0.777778	0.75	mutual_knn
P1719	P2880	0.61655	0.529095	0.576728	0.766025	1.0	0.777778	0.75	mutual_knn
P6835	P8947	0.616485	0.539205	0.578931	0.81217	0.9	0.8	0.75	mutual_knn
P1562	P3958	0.616216	0.533508	0.58834	0.884005	0.818182	0.777778	0.75	mutual_knn
P1399	P2828	0.616154	0.537041	0.575052	0.932173	0.8	0.777778	0.75	mutual_knn
P2285	P3210	0.616147	0.551007	0.60288	0.738523	0.833333	0.777778	0.75	mutual_knn
P0946	P1370	0.616146	0.530983	0.559853	0.903458	0.909091	0.777778	0.75	mutual_knn
P0033	P1237	0.616102	0.560418	0.587095	0.709306	0.875	0.777778	0.75	mutual_knn
P10239	P7811	0.615704	0.524624	0.559851	0.836752	1.0	0.8	0.75	mutual_knn
P0287	P2281	0.615584	0.547601	0.576435	0.740783	0.933333	0.777778	0.75	mutual_knn
P2359	P3140	0.615411	0.544994	0.588166	0.714486	0.928571	0.777778	0.75	mutual_knn
P0803	P1663	0.615259	0.56501	0.596525	0.752982	0.769231	0.777778	0.75	mutual_knn
P0991	P2770	0.614981	0.558488	0.607693	0.723981	0.785714	0.777778	0.75	mutual_knn
P0264	P3043	0.614825	0.561557	0.584032	0.730984	0.846154	0.777778	0.75	mutual_knn
P6558	P8836	0.614825	0.528745	0.600615	0.848563	0.818182	0.8	0.75	mutual_knn
P5630	P7016	0.614566	0.541326	0.573846	0.81235	0.888889	0.8	0.75	mutual_knn
P1684	P2460	0.614383	0.549864	0.596274	0.715814	0.866667	0.777778	0.75	mutual_knn
P0586	P1969	0.614175	0.555594	0.611064	0.752854	0.75	0.777778	0.75	mutual_knn
P10576	P6543	0.613945	0.528446	0.559373	0.803637	1.0	0.8	0.75	mutual_knn
P0719	P2106	0.613883	0.547861	0.570099	0.678114	1.0	0.777778	0.75	mutual_knn
P0665	P2271	0.6138	0.554287	0.589684	0.713151	0.866667	0.777778	0.75	mutual_knn
P0851	P2678	0.613728	0.548668	0.572693	0.930513	0.733333	0.777778	0.75	mutual_knn
P0877	P2703	0.613539	0.523898	0.566181	0.907328	0.888889	0.777778	0.75	mutual_knn
P0975	P2308	0.613445	0.546442	0.57606	0.72592	0.933333	0.777778	0.75	mutual_knn
P0514	P1827	0.613107	0.550971	0.604446	0.736143	0.8	0.777778	0.75	mutual_knn
P1332	P2739	0.613059	0.559725	0.598875	0.74653	0.769231	0.777778	0.75	mutual_knn
P0832	P2438	0.612939	0.554671	0.587941	0.700573	0.875	0.777778	0.75	mutual_knn
P0178	P1499	0.612659	0.561676	0.596663	0.746026	0.764706	0.777778	0.75	mutual_knn
P0276	P2185	0.61264	0.555414	0.589031	0.741899	0.823529	0.777778	0.75	mutual_knn
P1330	P2579	0.612467	0.571027	0.600126	0.748721	0.705882	0.777778	0.75	mutual_knn
P11508	P9408	0.612325	0.539646	0.569609	0.826214	0.875	0.8	0.75	mutual_knn
P4778	P7957	0.612294	0.524614	0.577987	0.830136	0.909091	0.8	0.75	mutual_knn
P0790	P3509	0.612244	0.545561	0.571619	0.738173	0.928571	0.777778	0.75	mutual_knn
P0141	P1473	0.612134	0.524045	0.552817	0.905208	0.923077	0.777778	0.75	mutual_knn
P5432	P9727	0.612125	0.533945	0.574368	0.819318	0.888889	0.8	0.75	mutual_knn
P2773	P2931	0.612114	0.50596	0.558639	0.88908	1.0	0.75	0.714286	mutual_knn
P10215	P7350	0.612102	0.52282	0.588813	0.807477	0.9	0.8	0.75	mutual_knn
P11283	P8704	0.612024	0.530912	0.576917	0.854779	0.857143	0.8	0.75	mutual_knn
P0411	P0506	0.611951	0.503562	0.529567	1.0	1.0	0.7	0.666667	mutual_knn
P5953	P8233	0.611886	0.539602	0.575445	0.819449	0.857143	0.8	0.75	mutual_knn
P0087	P0316	0.611878	0.55248	0.589572	0.702447	0.866667	0.777778	0.75	mutual_knn
P7033	P7585	0.611777	0.54124	0.588646	0.788589	0.833333	0.8	0.75	mutual_knn
P0512	P2328	0.611736	0.556741	0.589883	0.701276	0.846154	0.777778	0.75	mutual_knn
P1446	P2316	0.611713	0.550976	0.592319	0.731284	0.833333	0.777778	0.75	mutual_knn
P0162	P2879	0.611649	0.590221	0.620667	0.621499	0.666667	0.777778	0.75	mutual_knn
P2193	P2768	0.611563	0.520021	0.557093	0.909043	0.916667	0.777778	0.75	mutual_knn
P1777	P3143	0.611513	0.556904	0.5829	0.745382	0.823529	0.777778	0.75	mutual_knn
P11431	P7429	0.611465	0.534531	0.567768	0.864931	0.857143	0.8	0.75	mutual_knn
P2718	P3515	0.611457	0.564614	0.599153	0.70754	0.769231	0.777778	0.75	mutual_knn
P6939	P9668	0.611384	0.521872	0.584627	0.830334	0.888889	0.8	0.75	mutual_knn
P1641	P2941	0.611265	0.550007	0.588107	0.745908	0.833333	0.777778	0.75	mutual_knn
P10333	P7768	0.611135	0.552415	0.578852	0.5995	1.0	0.8	0.75	mutual_knn
P11344	P8760	0.611074	0.517451	0.597654	0.801534	0.888889	0.8	0.75	mutual_knn
P1226	P3081	0.611051	0.533364	0.58599	0.736334	0.923077	0.777778	0.75	mutual_knn
P0117	P1894	0.610986	0.557981	0.575471	0.709794	0.875	0.777778	0.75	mutual_knn
P2554	P3630	0.61086	0.545689	0.592677	0.721489	0.857143	0.777778	0.75	mutual_knn
P5411	P5735	0.610831	0.540847	0.589273	0.778714	0.833333	0.714286	0.666667	mutual_knn
P6793	P9586	0.610804	0.535694	0.568534	0.807554	0.9	0.8	0.75	mutual_knn
