candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C001	0.7899	night / dawn / emergence / calendar	13	10	12	21	0.06347379	0.3281	1.0	0.8095	1,2,4,5,6,8,9,14,22,24,28,36,38	س د ي س و ي ش م س ف ج ر ف ر ق ق م ر ق و م ن ف س و ج ه ي و م	kw:night(70.3743); kw:dawn(42.434); kw:emergence(37.4165); kw:calendar(36.3226); kw:daybreak(31.3821); kw:shadow(29.7602); kw:moon(29.544); kw:fissure(29.3388)	س و ي:B012:ليلة استواء القمر → ق م ر:B001:القمر وضوؤه في السماء
C002	0.7856	sound / bird / turtledove / dove	12	9	10	14	0.06040569	0.3182	1.0	0.9286	4,5,8,9,10,12,13,14,20,25,29,30	ب ل ل ب ن ن ح ب ب س و ق ف ر ر ف ق ر ق ر ر ق م ر ن ب ء	kw:sound(51.3748); kw:bird(46.9162); kw:turtledove(35.7766); kw:dove(32.5328); kw:pigeon(31.3821); theme:cognition_perception/perception(23.06); kw:taxonomy(22.5563); kw:laceration(19.2746)	ق م ر:B012:طائر القمري والقمارى → س و ق:B008:ساق حر والحمام الذكر
C003	0.7759	tribe / people / community / clan	20	15	17	44	0.05868662	0.3284	0.9091	0.5682	1,3,4,5,6,9,10,12,13,14,17,18,23,28,29,30,33,36,39,40	ء م م ء ن ث ء ن س ء ه ل ب ل ي ت ر ك ج م ع ح ي ي ر ب ب س و ق ف ر ر ف ر ق ق ر ء ق و م ل ف ف	kw:tribe(95.1745); kw:people(68.9644); kw:community(67.4508); kw:clan(65.6923); kw:society(62.3356); kw:ethnicity(58.6776); kw:mixture(49.6264); kw:genealogy(49.2484)	ج م ع:B002:جماعة اجتمعت أو أخلاط ضمتها الجهة → ر ب ب:B004:ربة وجماعات كثيرة
C004	0.7744	people / community / group / marriage	23	14	15	33	0.06051516	0.3173	0.9091	0.4848	1,3,5,6,9,10,12,13,14,17,18,23,28,29,30,31,32,33,34,35,36,39,40	ء م م ء ن س ء ه ل ت ب ع ت ر ك ج م ع ح ي ي ر ب ب ز و ج ص د ق ف ر ق ق و م ل ف ف و ل ي	kw:people(68.9644); kw:community(67.4508); kw:group(48.542); kw:marriage(45.4118); kw:demography(44.6404); kw:ethnicity(44.0082); kw:society(41.5571); kw:mixture(37.2198)	ج م ع:B002:جماعة اجتمعت أو أخلاط ضمتها الجهة → ر ب ب:B004:ربة وجماعات كثيرة
C005	0.7734	marriage / gender / household / family	16	9	12	19	0.06089218	0.3016	1.0	0.7368	3,9,12,17,23,25,28,30,31,32,33,34,35,36,38,39	ء ه ل ت ر ك ج م ع ر ب ب ز و ج ص د ق ظ ن ن ع ل ق و ل ي	kw:marriage(113.5294); kw:gender(52.8701); kw:household(47.7898); kw:family(45.6437); kw:reproduction(30.5959); kw:spouse(29.1436); kw:kinship(28.5725); kw:union(27.8525)	ت ر ك:B007:امرأة تركت بلا زواج → ع ل ق:B008:امرأة معلّقة لا تستقر في زوجية ولا أيومة
C006	0.7733	body_health_life/reproduction_birth / pregnancy / reproduction / gestation	17	14	17	43	0.05957961	0.3258	1.0	0.6047	2,3,7,9,12,14,15,16,17,18,20,28,32,33,37,38,40	ب ر ق ج م ع ع ج ل ع ل ق ف ر ق ق ر ء ق ر ر ك ذ ب ل س ن ل ق ي م ط و م ن ي م و ت ن ف س	theme:body_health_life/reproduction_birth(128.4245); kw:pregnancy(103.6846); kw:reproduction(101.9865); kw:gestation(70.7234); kw:womb(66.6687); kw:fertility(53.198); kw:biology(52.5539); kw:birth(49.4984)	ج م ع:B007:حال المرأة أو الأنثى التي بقي حملها أو عذرها معها → م و ت:B005:موت الولد للوالد أو الناقة
C007	0.77	reproduction / body_health_life/reproduction_birth / pregnancy / womb	18	14	16	35	0.05739198	0.2991	1.0	0.7143	2,3,9,12,14,15,17,18,22,24,25,28,31,33,37,38,39,40	ء ن ث ج ع ل ج م ع ح ي ي ص ل و ظ ن ن ع ل ق ق ر ء ق ر ر ل ق ي م ط و م ن ي ن ف س و ج ه	kw:reproduction(122.3838); theme:body_health_life/reproduction_birth(104.3449); kw:pregnancy(103.6846); kw:womb(80.0024); kw:birth(74.2476); kw:gestation(70.7234); kw:biology(65.6923); kw:fertility(53.198)	ق ر ء:B004:رحم يجمع حملا → ع ل ق:B009:حمل يثبت في الرحم أو اللقاح
C008	0.7687	particle / language_communication/grammar_expression / grammar / syntax	13	10	11	17	0.05607035	0.3148	1.0	0.8235	4,5,10,12,14,19,20,23,27,30,32,39,40	ء م م ب ل ل ب ل ي ب ي ن ذ و و ر ب ب ز و ج ق و ل ل ك ن ل ي س	kw:particle(89.2807); theme:language_communication/grammar_expression(64.09); kw:grammar(63.7919); kw:syntax(60.4627); kw:correction(45.7343); kw:discourse(43.1696); kw:logic(41.1882); kw:modality(32.1114)	ء م م:B016:أم حرف استفهام وإضراب → ب ل ل:B008:بَل حرف الإضراب والتدارك
C009	0.7648	agriculture_food/plant_vegetation / date / palm / spoilage	15	9	9	8	0.06514441	0.2222	1.0	1.0	3,5,8,9,10,12,14,17,20,23,24,30,33,36,39	ء ل ي ب س ر ب ل ل ج ع ل ج م ع س د ي ف ر ر ق م ر م ط و	theme:agriculture_food/plant_vegetation(58.4865); kw:date(37.4165); kw:palm(34.1162); kw:spoilage(31.7301); kw:growth(31.607); kw:stalk(29.7602); kw:cluster(26.8781); kw:agriculture(24.6471)	ق م ر:B004:تمر ضربه البرد قبل النضج → ب س ر:B001:الطراوة قبل الإناه
C010	0.7647	body_health_life/reproduction_birth / reproduction / pregnancy / womb	18	14	17	39	0.06015299	0.2955	1.0	0.641	2,3,9,12,14,15,16,17,18,20,25,28,33,36,37,38,39,40	ء ن ث ت ر ك ج م ع ح ي ي ظ ن ن ع ج ل ع ل ق ق ر ء ق ر ر ل ق ي م ط و م ن ي م و ت ن ف س	theme:body_health_life/reproduction_birth(112.3715); kw:reproduction(112.1851); kw:pregnancy(103.6846); kw:womb(80.0024); kw:gestation(70.7234); kw:fertility(53.198); kw:gender(52.8701); kw:biology(52.5539)	ت ر ك:B007:امرأة تركت بلا زواج → ع ل ق:B008:امرأة معلّقة لا تستقر في زوجية ولا أيومة
