left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C004	C087	0.649106	0.683889	0.501032	0.587569	0.980951	0.761161	0.862385	mutual_knn
C001	C002	0.630934	0.592676	0.554678	0.692185	0.989743	0.718121	0.763121	mutual_knn
C026	C032	0.601714	0.628805	0.501498	0.471035	0.897588	0.729069	0.774494	mutual_knn
C068	C126	0.599336	0.527067	0.558017	0.756551	0.927426	0.723414	0.693623	mutual_knn
C011	C090	0.596194	0.551883	0.521389	0.702662	0.935693	0.70362	0.714819	mutual_knn
C006	C013	0.595208	0.546728	0.537339	0.622295	0.984127	0.706226	0.750574	mutual_knn
C026	C055	0.590393	0.643237	0.444695	0.456074	0.897588	0.676154	0.817963	mutual_knn
C026	C072	0.587159	0.598676	0.435577	0.620531	0.950947	0.672819	0.75307	mutual_knn
C064	C200	0.579042	0.569922	0.46805	0.56354	0.973124	0.641259	0.766224	mutual_knn
C020	C043	0.57478	0.513689	0.519574	0.632694	0.987945	0.694902	0.697751	mutual_knn
C008	C060	0.568125	0.569323	0.458398	0.498787	0.960652	0.639549	0.745974	mutual_knn
C009	C148	0.566547	0.517664	0.504568	0.581225	0.982224	0.683243	0.850463	mutual_knn
C012	C035	0.563612	0.52122	0.475753	0.670924	0.931836	0.668455	0.718309	mutual_knn
C036	C150	0.557294	0.542047	0.503451	0.485426	0.866921	0.798916	0.855179	mutual_knn
C003	C026	0.555159	0.567191	0.448857	0.448748	0.920316	0.663474	0.769137	mutual_knn
C066	C097	0.552094	0.474947	0.528296	0.578172	0.983151	0.714234	0.677085	mutual_knn
C009	C027	0.548644	0.49051	0.526477	0.570232	0.884229	0.695373	0.742695	mutual_knn
C036	C066	0.547762	0.493429	0.516726	0.507239	0.953057	0.798916	0.855179	mutual_knn
C029	C083	0.542485	0.614123	0.404758	0.291594	0.848368	0.577757	0.764944	mutual_knn
C027	C148	0.542214	0.536781	0.457899	0.429043	0.935495	0.645166	0.764313	mutual_knn
C029	C037	0.540708	0.525057	0.450499	0.451503	0.9788	0.628921	0.738926	mutual_knn
