left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C009	C022	0.7925	0.916175	0.567534	0.681864	0.959654	0.754611	1.0	mutual_knn
C796	C981	0.760537	0.878233	0.543789	0.655996	0.926844	0.70672	0.938774	mutual_knn
C008	C009	0.760281	0.856081	0.562814	0.688699	0.945266	0.754611	1.0	mutual_knn
C010	C500	0.749902	0.909354	0.551994	0.363669	0.932597	0.79787	0.954737	mutual_knn
C059	C240	0.74782	0.847702	0.502737	0.769685	0.961795	0.741489	1.0	mutual_knn
C088	C240	0.744845	0.860584	0.522704	0.640833	0.936585	0.689558	0.930284	mutual_knn
C034	C039	0.743288	0.820801	0.543193	0.746059	0.953236	0.735202	0.951423	mutual_knn
C011	C089	0.740771	0.805749	0.540138	0.794928	0.963624	0.781819	0.967805	mutual_knn
C059	C088	0.733755	0.857261	0.506368	0.584703	0.947441	0.741489	1.0	mutual_knn
C607	C862	0.733472	0.910843	0.518165	0.376574	0.849433	0.710298	1.0	mutual_knn
C327	C352	0.718938	0.789355	0.537887	0.66394	0.964999	0.728369	1.0	mutual_knn
C008	C022	0.709456	0.793898	0.529543	0.593742	0.942706	0.69598	0.916175	mutual_knn
C033	C042	0.697268	0.677288	0.583207	0.853026	0.983586	0.766005	0.848842	mutual_knn
C039	C266	0.691957	0.754256	0.535408	0.62618	0.915887	0.754306	0.900444	mutual_knn
C567	C901	0.688733	0.762233	0.511136	0.621533	0.921223	0.684822	0.92408	mutual_knn
C583	C919	0.686923	0.752405	0.555807	0.535143	0.904637	0.741384	0.885098	mutual_knn
C1171	C1221	0.679828	0.711803	0.50559	0.793037	0.929459	0.673733	0.871915	mutual_knn
C095	C178	0.679357	0.893779	0.373041	0.406972	0.798584	0.548941	1.0	mutual_knn
C382	C820	0.678823	0.77999	0.459901	0.579738	0.928841	0.67027	0.879439	mutual_knn
C034	C266	0.677659	0.752814	0.480179	0.631962	0.940019	0.735202	0.951423	mutual_knn
C400	C781	0.677645	0.671766	0.561494	0.772995	0.960143	0.755287	0.809979	mutual_knn
C093	C188	0.676668	0.750377	0.435534	0.723038	0.985157	0.658893	0.922834	mutual_knn
C213	C461	0.676413	0.72931	0.528186	0.616218	0.916802	0.734344	0.950299	mutual_knn
C034	C067	0.6763	0.749847	0.45253	0.719584	0.93659	0.645918	0.901777	mutual_knn
C209	C423	0.674853	0.71645	0.53327	0.634257	0.932215	0.74137	1.0	mutual_knn
C224	C605	0.670591	0.756026	0.49642	0.525058	0.911465	0.670562	0.924915	mutual_knn
C164	C173	0.669221	0.681162	0.593825	0.651166	0.853757	0.785316	0.856262	mutual_knn
C020	C214	0.667931	0.749835	0.581791	0.351554	0.833205	0.787664	0.900122	mutual_knn
C001	C055	0.66451	0.664334	0.516377	0.792866	0.981433	0.708345	0.800371	mutual_knn
C023	C093	0.664436	0.744579	0.489125	0.557033	0.897055	0.658893	0.922834	mutual_knn
C005	C119	0.663225	0.62548	0.575723	0.799611	0.97807	0.848386	0.896851	mutual_knn
C1201	C745	0.662577	0.647272	0.553969	0.749216	0.978288	0.738725	0.858897	mutual_knn
C019	C073	0.662497	0.750409	0.492913	0.452562	0.941621	0.68346	0.928805	mutual_knn
C001	C007	0.660661	0.628887	0.546475	0.842949	0.979805	0.717028	0.800984	mutual_knn
C021	C273	0.660182	0.64137	0.580094	0.734932	0.919755	0.774984	0.824003	mutual_knn
C013	C086	0.660146	0.713935	0.535657	0.459858	0.964954	0.732444	0.92898	mutual_knn
C082	C289	0.659846	0.666102	0.573892	0.607232	0.939044	0.783028	0.801549	mutual_knn
C231	C432	0.659732	0.699198	0.542251	0.561866	0.912714	0.770679	0.848771	mutual_knn
C312	C606	0.659659	0.654957	0.51148	0.80507	0.982295	0.708673	0.811383	mutual_knn
C085	C450	0.6592	0.722859	0.498882	0.599272	0.881785	0.668896	1.0	mutual_knn
C202	C663	0.658417	0.62251	0.552976	0.830635	0.982061	0.824785	0.824022	mutual_knn
C1081	C839	0.658356	0.733122	0.492604	0.536557	0.90358	0.693455	0.850809	mutual_knn
C1004	C1088	0.654	0.694849	0.58314	0.471681	0.844653	0.74602	0.90765	mutual_knn
C1048	C1098	0.653353	0.753881	0.467071	0.502184	0.860729	0.646925	0.894308	mutual_knn
C173	C406	0.65165	0.721513	0.482464	0.553697	0.907852	0.72555	0.839677	mutual_knn
C350	C438	0.650627	0.66384	0.521973	0.676996	0.944157	0.732745	1.0	mutual_knn
C008	C043	0.65031	0.67604	0.505067	0.66936	0.938337	0.782341	1.0	mutual_knn
C020	C053	0.649808	0.677659	0.522796	0.629427	0.911968	0.694516	0.858188	mutual_knn
C016	C579	0.649751	0.645729	0.57191	0.634571	0.918559	0.838386	0.821061	mutual_knn
C072	C275	0.649193	0.788967	0.473745	0.317564	0.80829	0.662764	0.908141	mutual_knn
C578	C868	0.648412	0.648869	0.484363	0.809835	0.97685	0.653233	0.826801	mutual_knn
C007	C012	0.647337	0.669994	0.49213	0.679897	0.967118	0.703823	0.873416	mutual_knn
C325	C517	0.646627	0.829241	0.340603	0.425592	0.872662	0.511486	1.0	mutual_knn
C210	C315	0.646554	0.630756	0.566505	0.646208	0.966034	0.742312	0.81966	mutual_knn
C003	C011	0.645748	0.665566	0.553191	0.536842	0.933237	0.781819	0.967805	mutual_knn
C186	C278	0.64367	0.673947	0.515944	0.570576	0.948557	0.691097	0.84198	mutual_knn
C065	C243	0.643414	0.682044	0.496363	0.617225	0.917604	0.762358	0.862093	mutual_knn
C048	C211	0.642288	0.664783	0.517518	0.620109	0.926299	0.716277	0.849311	mutual_knn
C014	C020	0.642101	0.656757	0.540838	0.640186	0.874531	0.71602	0.830619	mutual_knn
C177	C440	0.64107	0.629812	0.551899	0.639537	0.966402	0.724412	0.780253	mutual_knn
C366	C726	0.640137	0.646642	0.57226	0.562814	0.888571	0.728774	0.799857	mutual_knn
C1066	C1131	0.639716	0.772875	0.421304	0.499642	0.769231	0.60201	0.913687	mutual_knn
C015	C048	0.639637	0.608741	0.549532	0.726222	0.977853	0.808862	0.84264	mutual_knn
C132	C212	0.638411	0.71876	0.447124	0.487742	0.961197	0.663184	0.848327	mutual_knn
C042	C084	0.636993	0.631971	0.544324	0.630403	0.946695	0.709468	0.829388	mutual_knn
C490	C890	0.636968	0.648297	0.522118	0.628906	0.932936	0.690756	0.878766	mutual_knn
C039	C067	0.636492	0.686714	0.426058	0.712098	0.941077	0.601825	0.816537	mutual_knn
C127	C199	0.636335	0.589652	0.556503	0.769603	0.975982	0.734199	0.74639	mutual_knn
C302	C514	0.635358	0.629532	0.553792	0.635421	0.909122	0.745117	0.797109	mutual_knn
C587	C719	0.63512	0.66408	0.476153	0.673767	0.928571	0.652279	0.900257	mutual_knn
C435	C519	0.634613	0.685351	0.444346	0.626145	0.960192	0.651244	0.84233	mutual_knn
C065	C132	0.6346	0.630329	0.46855	0.807692	0.981015	0.688485	0.810743	mutual_knn
C005	C240	0.634229	0.621484	0.53442	0.681804	0.949803	0.710093	0.919911	mutual_knn
C027	C117	0.634129	0.614182	0.560778	0.670117	0.917928	0.734125	0.80714	mutual_knn
C513	C692	0.633061	0.682699	0.426721	0.655446	0.981509	0.641821	0.841165	mutual_knn
C142	C430	0.632556	0.625297	0.508153	0.714837	0.959781	0.749636	0.827557	mutual_knn
C329	C457	0.63255	0.659811	0.535848	0.461235	0.95766	0.702772	0.850458	mutual_knn
C361	C514	0.630122	0.733094	0.457824	0.462596	0.799688	0.646026	1.0	mutual_knn
C097	C256	0.628425	0.665341	0.418121	0.738036	0.965143	0.606417	0.830814	mutual_knn
C052	C307	0.62831	0.602902	0.525999	0.713415	0.977184	0.696539	0.866856	mutual_knn
C410	C698	0.62803	0.684185	0.541202	0.389031	0.846738	0.741593	0.863916	mutual_knn
C082	C154	0.62779	0.651294	0.550491	0.51636	0.853602	0.805286	0.903611	mutual_knn
C058	C195	0.62764	0.64422	0.467236	0.717206	0.936382	0.710202	0.824991	mutual_knn
C420	C937	0.626425	0.786498	0.397485	0.384711	0.754594	0.60672	0.892466	mutual_knn
C080	C322	0.625713	0.650081	0.455662	0.674271	0.96547	0.63718	1.0	mutual_knn
C101	C138	0.625279	0.627348	0.491904	0.674628	0.965715	0.760812	0.840609	mutual_knn
C226	C604	0.625089	0.670846	0.467019	0.604119	0.891481	0.680792	0.858145	mutual_knn
C381	C692	0.624656	0.677033	0.466788	0.536639	0.924389	0.640618	0.841165	mutual_knn
C021	C128	0.624058	0.642899	0.555453	0.505814	0.853913	0.767403	0.854804	mutual_knn
C461	C996	0.622814	0.757467	0.556853	0.201176	0.569069	0.738391	0.864375	mutual_knn
C090	C413	0.622486	0.643554	0.568894	0.43765	0.862764	0.848024	0.907755	mutual_knn
C302	C361	0.619512	0.689451	0.488206	0.476927	0.806324	0.666494	1.0	mutual_knn
C1077	C812	0.619101	0.71729	0.454692	0.347832	0.892652	0.629467	0.85863	mutual_knn
C177	C204	0.618231	0.634281	0.469552	0.639404	0.962843	0.659225	0.862928	mutual_knn
C509	C886	0.618119	0.695216	0.564821	0.220347	0.790303	0.756229	0.822066	mutual_knn
C312	C392	0.618101	0.578386	0.526729	0.730812	0.978076	0.710313	0.82798	mutual_knn
C005	C088	0.618088	0.626202	0.538077	0.536711	0.898928	0.710093	0.930284	mutual_knn
C487	C792	0.618013	0.591304	0.543668	0.677396	0.915209	0.709361	0.829523	mutual_knn
C073	C093	0.617956	0.70283	0.437558	0.415349	0.937388	0.658893	0.922834	mutual_knn
C016	C253	0.617735	0.581913	0.598224	0.558773	0.914337	0.781371	0.785267	mutual_knn
C135	C157	0.61772	0.594972	0.522951	0.676041	0.957445	0.722595	0.763569	mutual_knn
C007	C124	0.61754	0.628056	0.434708	0.755209	0.975786	0.624616	0.844859	mutual_knn
C1116	C467	0.617033	0.594514	0.534543	0.664651	0.929485	0.699275	0.824119	mutual_knn
C1037	C580	0.616701	0.662921	0.525453	0.449128	0.826915	0.751447	0.84841	mutual_knn
C110	C278	0.615264	0.634085	0.521286	0.489323	0.929029	0.685636	0.818744	mutual_knn
C580	C589	0.61509	0.60267	0.55422	0.576693	0.898199	0.740527	0.754604	mutual_knn
C214	C525	0.614573	0.635244	0.465758	0.641978	0.930261	0.715895	0.777131	mutual_knn
C010	C128	0.614351	0.668551	0.529537	0.307996	0.904147	0.79787	0.950324	mutual_knn
C1127	C1221	0.613549	0.704158	0.444995	0.360968	0.918745	0.691978	1.0	mutual_knn
C1072	C1111	0.613364	0.611844	0.532399	0.563591	0.913627	0.730157	0.764767	mutual_knn
C018	C157	0.612598	0.634759	0.521578	0.503031	0.884418	0.798527	0.858862	mutual_knn
C065	C131	0.612383	0.656924	0.451691	0.526185	0.957948	0.680333	0.814859	mutual_knn
C352	C475	0.612304	0.627041	0.468798	0.611277	0.970161	0.742623	0.907146	mutual_knn
C135	C357	0.612281	0.649931	0.494583	0.448891	0.940521	0.72424	0.808861	mutual_knn
C005	C059	0.611948	0.60546	0.518721	0.619939	0.916078	0.741489	1.0	mutual_knn
C727	C819	0.611762	0.600559	0.480513	0.722879	0.950407	0.67729	0.852766	mutual_knn
C549	C642	0.611335	0.647505	0.397949	0.716018	0.965964	0.576937	0.853928	mutual_knn
C509	C520	0.609924	0.70287	0.525031	0.194321	0.815478	0.699519	0.907306	mutual_knn
C1175	C868	0.609866	0.678915	0.480724	0.459867	0.802049	0.649728	0.885679	mutual_knn
C077	C607	0.609791	0.562326	0.559374	0.65154	0.956622	0.724716	0.910843	mutual_knn
C155	C526	0.608955	0.561362	0.521754	0.759039	0.958439	0.761274	0.735193	mutual_knn
C605	C637	0.608751	0.694229	0.488365	0.326816	0.824452	0.746879	1.0	mutual_knn
C110	C186	0.608603	0.589238	0.538331	0.562203	0.96264	0.710261	0.747874	mutual_knn
C232	C502	0.608566	0.57117	0.559768	0.641001	0.909509	0.778713	0.748035	mutual_knn
C1027	C814	0.608429	0.641539	0.426879	0.621351	0.974601	0.608705	0.790544	mutual_knn
C595	C731	0.60823	0.619737	0.533113	0.511577	0.8727	0.705469	0.818579	mutual_knn
C013	C036	0.608167	0.60703	0.545283	0.482145	0.928523	0.738212	0.760916	mutual_knn
C524	C899	0.60812	0.647219	0.484652	0.571803	0.819346	0.692165	0.816811	mutual_knn
C128	C500	0.607461	0.670732	0.455917	0.456116	0.897085	0.641734	0.954737	mutual_knn
