candidate_id	family_id	representative_candidate_id	membership
C004	F001	C004	representative
C021	F001	C004	variant
C027	F001	C004	variant
C043	F001	C004	variant
C095	F001	C004	variant
C103	F001	C004	variant
C149	F001	C004	variant
C307	F002	C548	variant
C319	F002	C548	variant
C331	F002	C548	variant
C494	F002	C548	variant
C548	F002	C548	representative
C734	F002	C548	variant
C862	F002	C548	variant
C010	F003	C025	variant
C025	F003	C025	representative
C105	F003	C025	variant
C117	F003	C025	variant
C240	F003	C025	variant
C1158	F004	C121	variant
C121	F004	C121	representative
C1249	F004	C121	member
C1371	F004	C121	variant
C200	F004	C121	variant
C247	F004	C121	variant
C539	F004	C121	variant
C614	F004	C121	variant
C942	F004	C121	variant
C1050	F005	C514	variant
C1176	F005	C514	variant
C1210	F005	C514	variant
C357	F005	C514	variant
C362	F005	C514	variant
C451	F005	C514	variant
C514	F005	C514	representative
C584	F005	C514	variant
C648	F005	C514	variant
C1007	F006	C941	variant
C1077	F006	C941	variant
C1183	F006	C941	variant
C1187	F006	C941	variant
C519	F006	C941	variant
C703	F006	C941	variant
C941	F006	C941	representative
C214	F007	C219	variant
C219	F007	C219	representative
C341	F007	C219	variant
C090	F008	C360	variant
C360	F008	C360	representative
C453	F008	C360	variant
C597	F008	C360	variant
C782	F008	C360	variant
C814	F008	C360	variant
C892	F008	C360	variant
C933	F008	C360	variant
C100	F009	C227	variant
C1124	F009	C227	variant
C227	F009	C227	representative
C376	F009	C227	variant
C1188	F010	C1524	variant
C1190	F010	C1524	variant
C1524	F010	C1524	representative
C1022	F011	C751	variant
C1125	F011	C751	variant
C1429	F011	C751	variant
C398	F011	C751	variant
C479	F011	C751	variant
C516	F011	C751	variant
C628	F011	C751	variant
C654	F011	C751	variant
C751	F011	C751	representative
C897	F011	C751	variant
C063	F012	C063	representative
C1262	F012	C063	variant
C185	F012	C063	variant
C472	F012	C063	variant
C872	F012	C063	variant
C787	F013	C787	representative
C884	F013	C787	variant
C1045	F014	C201	variant
C1136	F014	C201	variant
C1143	F014	C201	variant
C1302	F014	C201	variant
C201	F014	C201	representative
C529	F014	C201	variant
C012	F015	C172	variant
C123	F015	C172	variant
C127	F015	C172	variant
C172	F015	C172	representative
C417	F015	C172	member
C497	F015	C172	variant
C557	F015	C172	variant
C650	F015	C172	variant
C859	F015	C172	member
C1379	F016	C595	variant
C595	F016	C595	representative
C646	F016	C595	variant
C736	F016	C595	variant
C023	F017	C023	representative
C109	F017	C023	variant
C175	F017	C023	variant
C555	F017	C023	variant
C641	F017	C023	variant
C916	F017	C023	variant
C1199	F018	C506	variant
C435	F018	C506	variant
C506	F018	C506	representative
C580	F018	C506	variant
C974	F018	C506	variant
C1006	F019	C309	variant
C1180	F019	C309	variant
C1599	F019	C309	variant
C309	F019	C309	representative
C358	F019	C309	variant
C603	F019	C309	variant
C661	F019	C309	variant
C719	F019	C309	variant
C865	F019	C309	variant
C1076	F020	C382	member
C1148	F020	C382	variant
C203	F020	C382	variant
C224	F020	C382	variant
C382	F020	C382	representative
C405	F020	C382	variant
C467	F020	C382	variant
C670	F020	C382	variant
C803	F020	C382	variant
C055	F021	C055	representative
C1105	F021	C055	variant
C126	F021	C055	variant
C1517	F021	C055	variant
C778	F021	C055	variant
C800	F021	C055	variant
C1073	F022	C156	variant
C1097	F022	C156	variant
C1161	F022	C156	variant
C1374	F022	C156	variant
C156	F022	C156	representative
C394	F022	C156	variant
C940	F022	C156	variant
C965	F022	C156	variant
C1031	F023	C226	variant
C1414	F023	C226	variant
C226	F023	C226	representative
C391	F023	C226	variant
C510	F023	C226	member
C525	F023	C226	variant
C566	F023	C226	variant
C793	F023	C226	variant
C013	F024	C013	representative
C386	F024	C013	variant
C527	F024	C013	variant
C599	F024	C013	member
C627	F024	C013	variant
C634	F024	C013	variant
C998	F024	C013	variant
C1008	F025	C522	variant
C522	F025	C522	representative
C551	F025	C522	variant
C699	F025	C522	variant
C717	F025	C522	variant
C846	F025	C522	variant
C899	F025	C522	variant
C1205	F026	C968	variant
C693	F026	C968	variant
C968	F026	C968	representative
C074	F027	C074	representative
C1367	F027	C074	variant
C242	F027	C074	variant
C267	F027	C074	variant
C315	F027	C074	variant
C542	F027	C074	variant
C723	F027	C074	variant
C876	F027	C074	variant
C1197	F028	C1197	representative
C1399	F028	C1197	variant
C768	F028	C1197	variant
C051	F029	C263	variant
C098	F029	C263	variant
C1000	F029	C263	variant
C112	F029	C263	variant
C1259	F029	C263	variant
C232	F029	C263	variant
C263	F029	C263	representative
C647	F029	C263	variant
C887	F029	C263	variant
C005	F030	C015	variant
C015	F030	C015	representative
C028	F030	C015	variant
C029	F030	C015	variant
C049	F030	C015	member
C092	F030	C015	variant
C101	F030	C015	variant
C330	F030	C015	variant
C500	F030	C015	variant
C559	F030	C015	variant
C007	F031	C007	representative
C1198	F031	C007	variant
C120	F031	C007	member
C195	F031	C007	variant
C207	F031	C007	variant
C392	F031	C007	variant
C402	F031	C007	variant
C813	F031	C007	variant
C042	F032	C042	representative
C1250	F032	C042	variant
C1319	F032	C042	variant
C1491	F032	C042	variant
C238	F032	C042	variant
C310	F032	C042	variant
C412	F032	C042	variant
C758	F032	C042	member
C898	F032	C042	variant
C927	F032	C042	variant
C1388	F033	C293	variant
C293	F033	C293	representative
C296	F033	C293	variant
C372	F033	C293	variant
C669	F033	C293	variant
C804	F033	C293	variant
C841	F033	C293	variant
C855	F033	C293	variant
C016	F034	C351	variant
C1269	F034	C351	variant
C212	F034	C351	variant
C346	F034	C351	variant
C351	F034	C351	representative
C618	F034	C351	variant
C624	F034	C351	variant
C718	F034	C351	variant
C762	F034	C351	variant
C894	F034	C351	variant
C1284	F035	C511	variant
C1306	F035	C511	variant
C511	F035	C511	representative
C064	F036	C064	representative
C087	F036	C064	member
C133	F036	C064	member
C171	F036	C064	variant
C413	F036	C064	variant
C463	F036	C064	variant
C645	F036	C064	variant
C721	F036	C064	variant
C1142	F037	C589	variant
C1166	F037	C589	variant
C1340	F037	C589	variant
C481	F037	C589	variant
C589	F037	C589	representative
C694	F037	C589	variant
C1330	F038	C1341	variant
C1338	F038	C1341	variant
C1341	F038	C1341	representative
C1365	F038	C1341	variant
C1408	F038	C1341	variant
C1470	F038	C1341	variant
C1005	F039	C373	variant
C1063	F039	C373	variant
C373	F039	C373	representative
C711	F039	C373	variant
C816	F039	C373	variant
C1357	F040	C1382	variant
C1358	F040	C1382	variant
C1382	F040	C1382	representative
C1465	F040	C1382	variant
C020	F041	C020	representative
C057	F041	C020	variant
C1100	F041	C020	variant
C163	F041	C020	variant
C298	F041	C020	member
C433	F041	C020	variant
C490	F041	C020	variant
C1412	F042	C1412	representative
C1505	F042	C1412	variant
C914	F042	C1412	variant
C1046	F043	C512	variant
C1487	F043	C512	variant
C303	F043	C512	variant
C482	F043	C512	variant
C512	F043	C512	representative
C632	F043	C512	variant
C349	F044	C349	representative
C531	F044	C349	variant
C543	F044	C349	variant
C774	F044	C349	variant
C823	F044	C349	variant
C873	F044	C349	variant
C211	F045	C211	representative
C354	F045	C211	member
C488	F045	C211	member
C805	F045	C211	variant
C857	F045	C211	variant
C923	F045	C211	variant
C928	F045	C211	variant
C1098	F046	C1098	representative
C1359	F046	C1098	variant
C073	F047	C264	variant
C079	F047	C264	variant
C104	F047	C264	variant
C1082	F047	C264	variant
C1096	F047	C264	variant
C1283	F047	C264	variant
C1430	F047	C264	member
C264	F047	C264	representative
C323	F047	C264	variant
C760	F047	C264	variant
C783	F047	C264	variant
C1034	F048	C904	variant
C1385	F048	C904	variant
C633	F048	C904	variant
C695	F048	C904	variant
C830	F048	C904	variant
C890	F048	C904	variant
C904	F048	C904	representative
C1144	F049	C845	variant
C1203	F049	C845	variant
C1381	F049	C845	variant
C1401	F049	C845	variant
C587	F049	C845	variant
C819	F049	C845	variant
C845	F049	C845	representative
C1036	F050	C364	variant
C1068	F050	C364	variant
C1153	F050	C364	variant
C1224	F050	C364	variant
C231	F050	C364	variant
C364	F050	C364	representative
C477	F050	C364	variant
C080	F051	C236	variant
C1241	F051	C236	variant
C1247	F051	C236	variant
C236	F051	C236	representative
C253	F051	C236	variant
C352	F051	C236	variant
C395	F051	C236	variant
C450	F051	C236	variant
C720	F051	C236	variant
C1107	F052	C684	variant
C600	F052	C684	variant
C684	F052	C684	representative
C737	F052	C684	variant
C1103	F053	C129	variant
C129	F053	C129	representative
C922	F053	C129	variant
C031	F054	C031	representative
C061	F054	C031	variant
C142	F054	C031	variant
C281	F054	C031	variant
C781	F054	C031	variant
C821	F054	C031	variant
C1230	F055	C906	variant
C1345	F055	C906	variant
C906	F055	C906	representative
C1114	F056	C210	variant
C1423	F056	C210	variant
C1424	F056	C210	variant
C1587	F056	C210	variant
C210	F056	C210	representative
C499	F056	C210	member
C568	F056	C210	variant
C934	F056	C210	variant
C938	F056	C210	variant
C1052	F057	C1052	representative
C1553	F057	C1052	variant
C179	F058	C484	variant
C484	F058	C484	representative
C536	F058	C484	variant
C682	F058	C484	variant
C702	F058	C484	variant
C944	F058	C484	variant
C1084	F059	C174	variant
C1264	F059	C174	variant
C1561	F059	C174	variant
C174	F059	C174	representative
C460	F059	C174	variant
C728	F059	C174	variant
C810	F059	C174	variant
C1019	F060	C363	variant
C1212	F060	C363	variant
C1273	F060	C363	variant
C1286	F060	C363	variant
C1390	F060	C363	variant
C1513	F060	C363	variant
C1592	F060	C363	variant
C363	F060	C363	representative
C675	F060	C363	variant
C767	F060	C363	variant
C947	F060	C363	variant
C001	F061	C001	representative
C040	F061	C001	variant
C052	F061	C001	variant
C097	F061	C001	variant
C1400	F061	C001	variant
C180	F061	C001	member
C404	F061	C001	variant
C547	F061	C001	variant
C784	F061	C001	variant
C1154	F062	C1218	variant
C1218	F062	C1218	representative
C1313	F062	C1218	variant
C1383	F062	C1218	variant
C563	F062	C1218	variant
C802	F062	C1218	variant
C997	F062	C1218	variant
C1239	F063	C686	variant
C1466	F063	C686	variant
C410	F063	C686	variant
C461	F063	C686	variant
C686	F063	C686	representative
C727	F063	C686	variant
C889	F063	C686	variant
C1085	F064	C277	member
C277	F064	C277	representative
C387	F064	C277	variant
C530	F064	C277	variant
C745	F064	C277	variant
C967	F064	C277	variant
C1331	F065	C1342	variant
C1342	F065	C1342	representative
C1483	F065	C1342	variant
C569	F065	C1342	variant
C981	F065	C1342	variant
C037	F066	C037	representative
C1131	F066	C037	variant
C1441	F066	C037	variant
C276	F066	C037	variant
C420	F066	C037	variant
C567	F066	C037	variant
C672	F066	C037	variant
C1348	F067	C565	variant
C560	F067	C565	variant
C565	F067	C565	representative
C964	F067	C565	variant
C1244	F068	C294	variant
C1572	F068	C294	variant
C294	F068	C294	representative
C366	F068	C294	variant
C396	F068	C294	variant
C457	F068	C294	variant
C572	F068	C294	variant
C921	F068	C294	variant
C1030	F069	C713	variant
C1323	F069	C713	variant
C1426	F069	C713	member
C1451	F069	C713	variant
C1492	F069	C713	variant
