left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C108	C160	0.830363	1.0	0.521731	0.772763	0.965672	0.693102	1.0	mutual_knn
C001	C180	0.757838	1.0	0.526358	0.265785	0.73352	0.719152	1.0	mutual_knn
C499	C568	0.754755	0.872005	0.56352	0.630939	0.866025	0.74052	1.0	mutual_knn
C121	C1249	0.7382	0.92163	0.471457	0.522577	0.836905	0.798746	1.0	mutual_knn
C357	C362	0.737594	0.831438	0.544774	0.698275	0.886147	0.709303	0.909385	mutual_knn
C173	C436	0.737546	0.881306	0.501157	0.598539	0.866921	0.777243	1.0	mutual_knn
C172	C417	0.729906	0.89097	0.487905	0.600474	0.780024	0.727462	1.0	mutual_knn
C113	C625	0.728883	0.780804	0.569677	0.746817	0.928966	0.817034	0.897014	mutual_knn
C426	C683	0.721094	0.886888	0.452146	0.546131	0.873929	0.630381	1.0	mutual_knn
C020	C298	0.715978	0.825352	0.52461	0.587738	0.871449	0.720753	0.930752	mutual_knn
C042	C412	0.714263	0.774899	0.556927	0.648818	0.948534	0.81204	0.897539	mutual_knn
C023	C109	0.706267	0.739047	0.5797	0.708739	0.919601	0.768143	0.896416	mutual_knn
C211	C354	0.701977	0.886393	0.507557	0.360809	0.704322	0.67898	1.0	mutual_knn
C172	C497	0.69945	0.853938	0.538814	0.41892	0.68945	0.82587	0.947683	mutual_knn
C568	C938	0.696888	0.780004	0.567913	0.513106	0.852013	0.784027	0.919411	mutual_knn
C121	C1371	0.696385	0.816227	0.48922	0.563744	0.851314	0.798746	1.0	mutual_knn
C063	C472	0.692059	0.777578	0.53304	0.546485	0.887097	0.804616	0.876609	mutual_knn
C005	C028	0.690152	0.656077	0.568595	0.918499	0.996847	0.727219	0.848007	mutual_knn
C451	C514	0.688541	0.699333	0.572407	0.71914	0.952381	0.729834	0.823839	mutual_knn
C211	C488	0.688173	0.88608	0.450645	0.400905	0.698486	0.659332	1.0	mutual_knn
C390	C458	0.687893	0.712223	0.585199	0.618489	0.943729	0.78968	0.913895	mutual_knn
C039	C299	0.687064	0.699196	0.5236	0.821101	0.982767	0.711918	0.907854	mutual_knn
C121	C539	0.683107	0.785345	0.526208	0.491282	0.834441	0.798746	1.0	mutual_knn
C151	C255	0.681548	0.699793	0.520812	0.784219	0.969857	0.70194	0.838951	mutual_knn
C487	C594	0.679986	0.726506	0.559519	0.613879	0.874898	0.72074	0.889038	mutual_knn
C210	C499	0.678308	0.775308	0.567218	0.451105	0.753778	0.74052	1.0	mutual_knn
C1378	C1493	0.67815	0.786548	0.558287	0.507646	0.666252	0.730524	1.0	mutual_knn
C013	C599	0.677443	0.745089	0.503974	0.626548	0.910512	0.766113	0.897633	mutual_knn
C494	C548	0.675807	0.685542	0.57118	0.652309	0.964511	0.827508	1.0	mutual_knn
C1239	C889	0.672657	0.717503	0.561606	0.577524	0.876714	0.730014	0.889063	mutual_knn
C499	C938	0.672399	0.794077	0.497777	0.496055	0.764217	0.74052	1.0	mutual_knn
C042	C310	0.672384	0.718885	0.530517	0.626862	0.911001	0.807564	0.837039	mutual_knn
C172	C859	0.669822	0.794906	0.472024	0.546394	0.761218	0.734374	0.935207	mutual_knn
C051	C232	0.668817	0.7763	0.551338	0.414118	0.738537	0.7423	0.892411	mutual_knn
C515	C739	0.668598	0.692809	0.573335	0.631304	0.870626	0.75764	0.823003	mutual_knn
C514	C584	0.668491	0.689351	0.565756	0.612333	0.928556	0.723638	0.846909	mutual_knn
C1035	C1134	0.668307	0.65183	0.5795	0.739768	0.945658	0.756329	0.840913	mutual_knn
C382	C803	0.668139	0.668028	0.541875	0.811973	0.903652	0.702962	0.840518	mutual_knn
C249	C321	0.664906	0.641185	0.559435	0.792194	0.972634	0.74487	0.826382	mutual_knn
C1176	C584	0.664247	0.723806	0.554173	0.496671	0.864249	0.73594	0.915583	mutual_knn
C216	C268	0.662901	0.637079	0.543602	0.844065	0.968742	0.77122	0.814315	mutual_knn
C1178	C199	0.661784	0.712897	0.51953	0.580512	0.914248	0.811115	0.939286	mutual_knn
C1048	C407	0.661172	0.785666	0.50633	0.38015	0.78425	0.759414	0.944657	mutual_knn
C064	C133	0.660898	0.735388	0.453868	0.634923	0.935513	0.648863	1.0	mutual_knn
C077	C722	0.65898	0.710356	0.477896	0.644058	0.960269	0.734082	0.847489	mutual_knn
C269	C608	0.658593	0.728204	0.524869	0.470956	0.899346	0.690219	0.913354	mutual_knn
C331	C548	0.658061	0.716605	0.51087	0.583153	0.881827	0.677563	0.840581	mutual_knn
C058	C160	0.657695	0.677536	0.479833	0.779985	0.96979	0.678469	1.0	mutual_knn
C553	C602	0.657665	0.638316	0.561085	0.772606	0.929204	0.729018	0.787977	mutual_knn
C022	C124	0.655569	0.695425	0.514851	0.573311	0.960699	0.738111	0.85901	mutual_knn
C004	C095	0.655334	0.690732	0.437866	0.802073	0.98401	0.722064	0.932835	mutual_knn
C015	C029	0.65493	0.628911	0.54665	0.785874	0.978922	0.715094	0.820891	mutual_knn
C028	C092	0.65364	0.609788	0.583894	0.769117	0.966661	0.746619	0.901817	mutual_knn
C123	C172	0.652683	0.683942	0.575094	0.552677	0.829156	0.82587	0.947683	mutual_knn
C051	C263	0.652458	0.709339	0.588479	0.424186	0.788263	0.7423	0.892411	mutual_knn
C1157	C637	0.651954	0.665334	0.568142	0.55711	0.931334	0.751373	0.907713	mutual_knn
C051	C112	0.651741	0.760262	0.524642	0.363329	0.778851	0.701152	0.897129	mutual_knn
C038	C084	0.651567	0.693965	0.579649	0.487363	0.819538	0.739038	0.874746	mutual_knn
C058	C108	0.651061	0.677536	0.487106	0.691389	0.970222	0.693102	1.0	mutual_knn
C628	C751	0.650848	0.674851	0.561335	0.582498	0.867722	0.719094	0.847473	mutual_knn
C232	C263	0.650766	0.686434	0.549832	0.648179	0.777817	0.739572	0.856456	mutual_knn
C315	C542	0.649802	0.650989	0.592329	0.566249	0.899843	0.84423	0.81927	mutual_knn
C050	C371	0.649643	0.701969	0.557735	0.451059	0.862322	0.778277	0.841812	mutual_knn
C015	C049	0.649431	0.637132	0.52968	0.749287	0.970319	0.757195	0.953912	mutual_knn
C1371	C539	0.649402	0.745668	0.482232	0.492643	0.826336	0.679041	0.871104	mutual_knn
C008	C046	0.648391	0.61421	0.519749	0.86669	0.986917	0.704849	0.783667	mutual_knn
C417	C497	0.648386	0.842554	0.393304	0.370201	0.720972	0.597038	1.0	mutual_knn
C193	C367	0.648031	0.645052	0.503288	0.765659	0.979526	0.679708	0.845566	mutual_knn
C091	C241	0.647956	0.656835	0.526733	0.649336	0.965847	0.721063	0.799425	mutual_knn
C203	C382	0.647534	0.678967	0.563897	0.551675	0.837139	0.744766	0.809607	mutual_knn
C253	C395	0.647367	0.681546	0.53368	0.549067	0.915837	0.697756	0.821244	mutual_knn
C1357	C1382	0.647274	0.681693	0.51729	0.589517	0.922889	0.703013	0.853422	mutual_knn
C1125	C398	0.647082	0.662064	0.544233	0.661137	0.866667	0.770454	0.806261	mutual_knn
C548	C734	0.646597	0.649471	0.520196	0.710399	0.947635	0.756987	0.92207	mutual_knn
C033	C068	0.646535	0.75571	0.501143	0.315186	0.868191	0.715801	0.878195	mutual_knn
C098	C112	0.64581	0.746091	0.551662	0.437165	0.635489	0.712644	0.872201	mutual_knn
C520	C616	0.645455	0.709284	0.551077	0.465046	0.789859	0.71779	0.835826	mutual_knn
C155	C259	0.645325	0.657751	0.473133	0.761723	0.983378	0.642819	0.920123	mutual_knn
C037	C276	0.645162	0.620113	0.590065	0.686127	0.894737	0.804987	0.802548	mutual_knn
C007	C392	0.644322	0.609063	0.519415	0.867584	0.97208	0.762256	0.769407	mutual_knn
C458	C601	0.643275	0.689226	0.525977	0.521183	0.8875	0.690865	0.882102	mutual_knn
C051	C098	0.643091	0.73875	0.5314	0.358143	0.78481	0.705453	0.864408	mutual_knn
C959	C991	0.642776	0.731875	0.518645	0.407993	0.804454	0.717977	0.934699	mutual_knn
C1114	C210	0.642545	0.691646	0.546076	0.430428	0.898563	0.78537	0.851583	mutual_knn
C098	C232	0.642266	0.712312	0.497105	0.505688	0.864099	0.705453	0.864408	mutual_knn
C096	C136	0.641205	0.619445	0.572062	0.722177	0.87646	0.731847	0.792927	mutual_knn
C040	C180	0.640849	0.691458	0.466754	0.642247	0.908688	0.66255	1.0	mutual_knn
C360	C782	0.64079	0.607172	0.575961	0.688792	0.955369	0.749608	0.768747	mutual_knn
C211	C857	0.639861	0.811256	0.43461	0.36616	0.67234	0.659332	1.0	mutual_knn
C003	C056	0.639009	0.767666	0.512218	0.296778	0.718325	0.687102	1.0	mutual_knn
C479	C751	0.638218	0.663671	0.568137	0.508223	0.851192	0.728948	0.895187	mutual_knn
C417	C859	0.637951	0.77987	0.404679	0.500718	0.765405	0.593145	0.880526	mutual_knn
C423	C653	0.637845	0.750033	0.449595	0.459399	0.820101	0.623995	0.933257	mutual_knn
C1468	C749	0.637629	0.644587	0.52139	0.664539	0.924643	0.703916	0.943995	mutual_knn
C1011	C1169	0.637301	0.661172	0.488728	0.701066	0.899902	0.660669	0.887156	mutual_knn
C112	C232	0.636975	0.732203	0.490854	0.530156	0.706018	0.701152	0.897129	mutual_knn
C307	C548	0.636959	0.663639	0.510551	0.613593	0.906147	0.677563	0.840581	mutual_knn
C056	C348	0.636489	0.819835	0.421949	0.300966	0.698904	0.677825	1.0	mutual_knn
C015	C028	0.63624	0.611594	0.51899	0.778887	0.968568	0.726129	0.890895	mutual_knn
C210	C568	0.636229	0.696092	0.544441	0.465163	0.783349	0.70792	0.872005	mutual_knn
C1548	C428	0.635905	0.722736	0.507062	0.489479	0.734708	0.731822	0.933714	mutual_knn
C121	C942	0.635346	0.768513	0.457577	0.408391	0.729769	0.798746	1.0	mutual_knn
C161	C576	0.634936	0.627343	0.514658	0.706175	0.9625	0.756518	0.867225	mutual_knn
C1006	C865	0.634108	0.641406	0.528188	0.642778	0.906708	0.694943	0.812916	mutual_knn
C1157	C1339	0.633978	0.757525	0.498283	0.374365	0.682941	0.668673	0.904058	mutual_knn
C017	C093	0.6337	0.62006	0.589371	0.540468	0.928118	0.790793	0.766379	mutual_knn
