left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P15175	P22597	0.652593	0.561769	0.616944	0.838659	1.0	0.8	0.75	mutual_knn
P6895	P8255	0.650085	0.565534	0.595736	0.904205	0.966667	0.777778	0.75	mutual_knn
P14547	P19652	0.646622	0.542706	0.622547	0.845127	1.0	0.8	0.75	mutual_knn
P2384	P5628	0.642235	0.559885	0.580661	0.899126	0.971429	0.777778	0.75	mutual_knn
P0001	P2048	0.640641	0.552273	0.604721	0.88799	0.916667	0.777778	0.75	mutual_knn
P2849	P5629	0.640211	0.558101	0.578302	0.897847	0.96875	0.777778	0.75	mutual_knn
P5172	P7086	0.639977	0.558069	0.576828	0.898969	0.970588	0.777778	0.75	mutual_knn
P0430	P5964	0.638541	0.551388	0.581061	0.907487	0.962963	0.777778	0.75	mutual_knn
P1250	P4167	0.636669	0.565108	0.599141	0.758977	0.967742	0.777778	0.75	mutual_knn
P4664	P5773	0.636549	0.551802	0.585319	0.896268	0.9375	0.777778	0.75	mutual_knn
P1593	P5127	0.636389	0.583795	0.614533	0.714983	0.870968	0.777778	0.75	mutual_knn
P1414	P6525	0.635909	0.540281	0.580195	0.897142	1.0	0.777778	0.75	mutual_knn
P2474	P5917	0.635163	0.54908	0.56947	0.887627	1.0	0.777778	0.75	mutual_knn
P0432	P5824	0.635052	0.545968	0.584084	0.882699	0.966667	0.777778	0.75	mutual_knn
P0577	P4505	0.632579	0.579189	0.606539	0.714195	0.882353	0.777778	0.75	mutual_knn
P2650	P5965	0.631668	0.587044	0.615269	0.747344	0.774194	0.777778	0.75	mutual_knn
P0367	P5511	0.631152	0.53697	0.572154	0.892615	1.0	0.777778	0.75	mutual_knn
P1943	P6534	0.629933	0.542078	0.583162	0.904629	0.914286	0.777778	0.75	mutual_knn
P15882	P18361	0.629845	0.539621	0.578842	0.84421	1.0	0.8	0.75	mutual_knn
P0472	P3580	0.629559	0.573018	0.60044	0.698804	0.916667	0.777778	0.75	mutual_knn
P10908	P12516	0.629496	0.529501	0.589299	0.849658	1.0	0.8	0.75	mutual_knn
P2290	P6069	0.629474	0.539541	0.567172	0.881697	1.0	0.777778	0.75	mutual_knn
P3252	P6458	0.629426	0.540067	0.562828	0.89406	1.0	0.777778	0.75	mutual_knn
P5920	P7968	0.628778	0.547983	0.577814	0.91715	0.882353	0.777778	0.75	mutual_knn
P4017	P6753	0.628143	0.5371	0.559159	0.907423	1.0	0.777778	0.75	mutual_knn
P5129	P7491	0.627619	0.527276	0.575331	0.88979	1.0	0.777778	0.75	mutual_knn
P1957	P5379	0.627018	0.568017	0.590983	0.710181	0.935484	0.777778	0.75	mutual_knn
P0418	P4534	0.62656	0.569959	0.586709	0.738217	0.909091	0.777778	0.75	mutual_knn
P16802	P17490	0.626232	0.517128	0.612322	0.858785	0.933333	0.8	0.75	mutual_knn
P5077	P6720	0.626096	0.567062	0.595985	0.714142	0.909091	0.777778	0.75	mutual_knn
P0483	P5802	0.625871	0.556813	0.592345	0.716879	0.962963	0.777778	0.75	mutual_knn
P1635	P5185	0.62571	0.571459	0.593552	0.741439	0.866667	0.777778	0.75	mutual_knn
P14100	P19431	0.625612	0.520433	0.601895	0.842025	0.965517	0.8	0.75	mutual_knn
P2479	P5934	0.625546	0.535397	0.575429	0.882172	0.95	0.777778	0.75	mutual_knn
P1944	P4521	0.625042	0.562351	0.598175	0.74161	0.884615	0.777778	0.75	mutual_knn
P1191	P4286	0.624406	0.565055	0.614215	0.70307	0.848485	0.777778	0.75	mutual_knn
P1914	P2048	0.62432	0.55093	0.584071	0.749179	0.970588	0.777778	0.75	mutual_knn
P2159	P5565	0.624237	0.563185	0.595763	0.73001	0.892857	0.777778	0.75	mutual_knn
P4873	P6067	0.623947	0.538735	0.565009	0.877631	0.96	0.777778	0.75	mutual_knn
P3601	P6010	0.623607	0.558854	0.591616	0.715091	0.935484	0.777778	0.75	mutual_knn
P0878	P4614	0.623284	0.563863	0.594104	0.731473	0.884615	0.777778	0.75	mutual_knn
P4457	P6546	0.623065	0.547564	0.593418	0.725365	0.964286	0.777778	0.75	mutual_knn
P3804	P8513	0.622814	0.502939	0.561404	1.0	1.0	0.714286	0.666667	mutual_knn
P4894	P7165	0.622663	0.559294	0.587382	0.69397	0.96	0.777778	0.75	mutual_knn
P16726	P22496	0.622596	0.517937	0.597363	0.840189	0.964286	0.8	0.75	mutual_knn
P10143	P13522	0.622492	0.529369	0.603214	0.831511	0.9	0.8	0.75	mutual_knn
P4230	P6752	0.621815	0.565681	0.607596	0.69751	0.848485	0.777778	0.75	mutual_knn
P2511	P5928	0.621633	0.525512	0.56363	0.878825	1.0	0.777778	0.75	mutual_knn
P2346	P5127	0.621265	0.562503	0.580109	0.683266	0.967742	0.777778	0.75	mutual_knn
P1230	P6616	0.621103	0.557578	0.58474	0.71784	0.9375	0.777778	0.75	mutual_knn
P2729	P7036	0.621035	0.548572	0.587694	0.718181	0.966667	0.777778	0.75	mutual_knn
P2184	P2730	0.620832	0.510292	0.546288	1.0	1.0	0.7	0.666667	mutual_knn
P14140	P18777	0.620612	0.518555	0.595038	0.827027	0.962963	0.8	0.75	mutual_knn
P0149	P3809	0.620528	0.550891	0.592011	0.733178	0.921053	0.777778	0.75	mutual_knn
P12817	P14233	0.620495	0.51606	0.588715	0.82218	1.0	0.8	0.75	mutual_knn
P4696	P6972	0.620406	0.551435	0.587019	0.75137	0.916667	0.777778	0.75	mutual_knn
P1049	P4298	0.620296	0.556509	0.592695	0.715143	0.909091	0.777778	0.75	mutual_knn
P13245	P19273	0.620204	0.539125	0.588643	0.833367	0.882353	0.8	0.75	mutual_knn
P0512	P3635	0.620144	0.526176	0.558469	0.879008	1.0	0.777778	0.75	mutual_knn
P6926	P8005	0.62006	0.555667	0.584363	0.710383	0.944444	0.777778	0.75	mutual_knn
P1130	P6246	0.619681	0.572403	0.60986	0.736492	0.75	0.777778	0.75	mutual_knn
P0585	P4316	0.619677	0.561062	0.586625	0.709713	0.909091	0.777778	0.75	mutual_knn
