strong	7:160	Near-parallel Musa/staff/stone account; adds tribal division beside differentiated drinking shares.
medium	2:40	Opens the local Bani Israil provision-and-covenant sequence framing 2:60.
strong	36:34	Adds fajjara and uyun as a water-source pattern sustaining cultivated provision.
medium	26:63	Musa's staff-act at the sea broadens the command-and-material response pattern.
medium	2:57	Earlier local provision scene supplies the food side of the 2:60 sequence.
strong	76:6	Adds ayn and tafjir with a distinct agency/distribution reading.
medium	61:5	Musa-and-qawm setting adds a contrary response pattern around guidance.
weak	2:49	Remote prelude to the same communal sequence, without a specific 2:60 element.
medium	54:12	Adds earth-fajjara-uyun under a determined command, in a contrary water scene.
strong	7:74	Shares the fasad boundary and adds settlement as a setting for its violation.
weak	2:41	Covenant language is only broad sequence context here.
medium	2:74	Stone and flowing water form a reflective counterpart to the struck stone.
strong	29:36	Shares the explicit no-fasad-in-the-earth boundary and its communal address.
medium	2:59	Immediate preceding local episode; adds consequence after altered compliance.
medium	9:19	Adds siqayah as a distinct service reading, while limiting equivalence claims.
medium	2:67	Musa's command and the qawm's response add local narrative context.
weak	2:54	Musa/qawm conflict is contextual but does not specify the water-allocation scene.
strong	26:183	Directly reinforces the no-fasad boundary through withholding others' due.
weak	5:20	Shared Musa/qawm and ni'mah frame, but no specific water or share element.
no value	2:42	No sufficiently specific addition beyond the broad local sequence.
medium	78:24	A contrary drink scene marks deprivation as a boundary to 2:60's provision.
strong	11:85	Adds measure and due as a concrete social form of the no-fasad boundary.
medium	2:58	Immediate local provision context adds regulated entry, reception, and response.
medium	83:25	Adds a served-drink route, but only indirectly bears on 2:60's shares.
medium	69:24	Links kula washrabu to accountable reception, adding a moral horizon.
strong	2:61	Immediate sequel: dissatisfaction with provision and demand for alternatives.
no value	71:27	Only speculative or contrast V12 material; no positive specific addition.
strong	7:31	Directly qualifies kula washrabu with a limit against excess.
weak	2:43	Local ritual context is too general to add to the water/share reading.
weak	36:73	Masharib offers only a broad provision parallel after stronger water cards.
no value	19:26	The available V12 route is contrast-only and should not be positive support.
weak	2:44	Local ethical admonition is broad and lacks a specific 2:60 feature.
medium	82:3	Adds a cosmic fujjirat boundary case, not a positive water-provision parallel.
medium	34:15	Adds communal rizq, gratitude, and place, without repeating the spring scene.
weak	2:45	Local exhortation offers no distinct water, share, or fasad element.
medium	76:18	Adds a named ayn as an identifiable source, though later source cards overlap.
weak	14:6	Remote Musa deliverance repeats the historical prelude already represented.
no value	2:46	No distinct contribution beyond general local eschatological context.
medium	44:52	Gardens with uyun add an environmental provisioning configuration.
weak	52:19	Kula washrabu is already better specified by earlier provision cards.
weak	2:47	Generic ni'mah and communal favor add little beyond the local sequence.
weak	56:54	Contrary drinking adds a limited punitive boundary after earlier such evidence.
no value	77:43	Repetitive kula washrabu formulation adds no new specific feature.
weak	2:48	General accountability does not clarify 2:60's provision or allocation.
weak	15:74	Stone imagery is punitive and only indirectly related to the struck stone.
medium	2:73	Musa's strike-command pattern is retained, though its object differs.
weak	2:50	Sea division repeats the staff/water pattern already supplied at rank 4.
no value	51:15	Repetitive gardens-and-uyun material adds no distinct route or contrast.
weak	2:65	Local transgression is contextual but lacks a specific water or share element.
weak	2:51	Musa's appointment is local context without a specific 2:60 component.
medium	44:25	Gardens and uyun become forfeitable estate, a contrary provision horizon.
medium	2:187	Kula washrabu within stated hudud adds a temporal/disciplinary boundary.
weak	56:68	Broad drinking-source dependence is weaker than earlier ayn/fajjara evidence.
medium	15:80	Hajr imagery and rejection add a bounded, indirect stone counterpart.
weak	66:6	Stone/fire imagery is punitive and does not clarify the source/share scene.
medium	83:28	Direct ayn access sharpens source visibility, though overlapping earlier ayn cards.
medium	15:45	Gardens and uyun supply a protected provision setting, now partly redundant.
no value	28:75	No specific water, allocation, or fasad addition.
strong	77:27	Mountains and potable water add a broad material infrastructure for provision.
medium	24:41	Each entity knowing its own practice echoes differentiated knowing, indirectly.
weak	89:1	Opening imagery is too remote from the water/share scene.
medium	45:5	Sky-rizq and revived earth add a wider water-to-provision cycle.
weak	6:70	A punitive drink is a secondary contrary example after stronger counterparts.
