strong	77:42	Closest parallel: فواكه and مما يشتهون directly join fruit with fulfilled desire.
medium	52:18	A parallel reward scene; its provision and protection setting supplements the selected-fruit court.
weak	37:42	Pairs fruit with honor, adding a general reception dimension but not selection.
medium	80:31	Places فاكهة within earthly produce, a secondary provisioning backdrop.
medium	56:12	Locates the immediate sequence in جنات النعيم, framing the provision scene.
medium	68:38	Uses تخيرون for claimed choice; a rhetorical boundary around the selection term.
medium	56:32	Adds abundance of fruit in the same surah, though through a different channel.
strong	56:21	The next verse explicitly joins desired provision with the same مما يشتهون formula.
no value	8:23	The خير and hearing argument does not clarify selected fruit.
strong	36:57	Fruit together with what is requested broadens the provision-to-request parallel.
medium	52:22	Direct fruit, meat, and مما يشتهون parallel, but largely repeats earlier evidence.
no value	55:70	The خير lexical match concerns a different referent and no fruit selection.
no value	10:58	Its خير comparison does not bear on fruit or choosing it.
weak	56:13	Continues the court's group description without specifying provision or selection.
no value	9:88	The خير lexical match is unrelated to the focus provision.
no value	3:157	Its خير مما يجمعون comparison is unrelated to selected fruit.
medium	56:16	Adds the reciprocal seating of the immediate reward court.
weak	36:55	Links garden dwellers with فاكهون, a broad delight association only.
no value	43:32	Its خير comparison and social distribution do not clarify the focus.
weak	22:37	Channel-level resonance places flesh beyond material value, a remote boundary for provision.
weak	44:32	Uses chosen status rather than chosen fruit; only a lexical selection parallel.
medium	55:68	Names fruit alongside date palms and pomegranates, adding variety.
weak	56:14	Completes the group count, with only contextual relevance to the court.
no value	70:41	Replacement by better people does not clarify fruit selection.
weak	55:11	Earthly fruit and palms provide a broad source-side parallel, already represented more directly.
weak	56:17	Service within the same court adds setting, not selection or fruit.
no value	99:7	خير here concerns deeds rather than the focus provision.
strong	55:52	Two of every fruit strengthens the variety available for selection; the harvest channel is parallel evidence.
weak	41:32	The hospitality formula and channel resonance add only an indirect provision setting.
no value	8:70	خير in the heart is not a fruit-selection link.
no value	51:8	No material relation to the focus.
weak	56:15	Court furnishings add immediate setting but no selected provision.
no value	23:61	خير is deeds and precedence, not the focus scene.
weak	43:73	Abundant edible fruit repeats the fruit provision without the choice component.
no value	56:2	The opening event and auxiliary channels do not clarify 56:20.
no value	54:43	The rhetorical خير comparison is unrelated.
medium	44:55	Calling for every fruit securely provides a close request-and-variety parallel.
no value	16:54	The channel association is too indirect and the verse does not address the focus.
weak	56:65	A contrary فكه root use marks a boundary, not support for the reward-scene reading.
medium	38:51	Reclining, calling for abundant fruit, and drink supplies a close court parallel.
medium	56:18	The vessels continue the immediate provision setting around the focus.
no value	97:3	خير comparison of time does not clarify fruit selection.
no value	51:12	No material relation to the focus.
weak	56:3	The reversal statement and auxiliary channel do not specify fruit or choice.
weak	83:31	A contrary amusement reading supplies only boundary evidence for فكه.
no value	70:39	No material relation to the focus.
medium	56:19	Freedom from the drink's harms further characterizes the immediate provision court.
no value	44:37	The superiority question does not clarify selected fruit.
no value	4:7	Inherited shares are not a relevant selection or fruit parallel.
weak	16:57	Desired shares occur in a polemical allocation scene; channel resonance is indirect.
no value	24:11	خير describes an episode's outcome, not the focus provision.
no value	2:251	No material relation to the focus.
weak	56:22	Companions continue the court description but add nothing specific to selection.
no value	98:7	خير البشر is not connected to fruit or provision.
no value	2:79	No material relation to the focus.
medium	56:11	Identifies the near ones who receive the ensuing court provision.
no value	66:5	The better-spouses comparison does not clarify the focus.
weak	44:27	فكهين indicates prior enjoyment but lacks the focus's choice-and-fruit construction.
no value	16:58	No material relation to the focus.
no value	87:17	Its خير and endurance comparison does not clarify selected fruit.
no value	2:202	A share of earnings does not illuminate the focus.
weak	56:23	The pearl comparison continues the court imagery, without selection or provision.
no value	2:248	No material relation to the focus.
no value	56:49	The gathering statement and auxiliary channel do not clarify 56:20.
weak	4:32	Restrained wishing and earned shares offer a remote contrast to receiving selected provision.
strong	41:31	What souls desire and what they request closely parallels choice within a protected provision scene.
weak	5:4	Permitted hunted food is a broad nourishment parallel, without the focus's choosing relation.
weak	56:24	Reward for deeds provides only the immediate sequence's causal frame.
no value	4:39	No material relation to the focus.
no value	56:1	The opening event and auxiliary channel do not clarify 56:20.
weak	3:92	Giving what is loved is a remote inverse relation to receiving desired fruit.
medium	55:54	Fruit brought near supports ready accessibility for selection; the harvest channel is parallel evidence.
no value	4:65	No material relation to the focus.
medium	56:25	The absence of idle or sinful speech characterizes the same reward court.
no value	2:254	No material relation to the focus.
medium	56:26	Peaceful speech completes the court atmosphere; the social channel remains secondary evidence.
medium	2:168	Eating from the earth under qualifying terms offers a broad food-choice boundary.
no value	37:14	The auxiliary channel is too remote from selected fruit.
no value	2:23	No material relation to the focus.
no value	56:60	The death statement and auxiliary channel do not clarify 56:20.
no value	2:36	No material relation to the focus.
medium	77:43	Eat and drink in ease gives a direct reward-meal parallel, though it repeats rank 1's scene.
no value	4:33	Inherited shares are not a relevant selection or fruit parallel.
no value	4:12	Inheritance divisions do not clarify the focus.
no value	5:14	No material relation to the focus.
no value	5:13	No material relation to the focus.
no value	2:264	No material relation to the focus.
no value	2:229	No material relation to the focus.
weak	2:61	Food requested in exchange and lower-versus-better language give a distant contrary choice pattern.
no value	4:176	Inheritance divisions do not clarify the focus.
no value	6:136	Allocated crop and livestock shares do not clarify selected fruit.
no value	16:66	Milk provision is not a relevant link to the focus construction.
weak	10:24	Edible earth vegetation is a distant, transient counterpoint to the reward provision.
no value	23:21	Animal benefit and eating do not clarify fruit selection.
no value	10:94	No material relation to the focus.
weak	6:121	A food prohibition supplies only a distant boundary for provision.
no value	23:118	No material relation to the focus.
no value	39:64	No material relation to the focus.
no value	73:15	No material relation to the focus.
no value	8:72	No material relation to the focus.
medium	2:25	Repeated garden fruit provision supplies a direct fruit-reception parallel without the choice term.
medium	2:35	Garden eating wherever desired gives an early free-choice food parallel.
medium	7:19	Garden eating from wherever desired repeats the choice-in-provision pattern.
medium	13:35	The enduring fruit of the garden adds permanence to the provision image.
strong	16:31	The explicit ما يشاءون formulation closely parallels freely selected provision in gardens.
medium	23:19	Gardens with abundant fruit and eating give a terrestrial provisioning parallel.
strong	25:16	The promised garden's ما يشاءون formulation closely parallels the focus's selection relation.
medium	36:34	Fruit gardens supply a close garden-and-provision backdrop.
medium	36:35	Eating their fruit completes the immediate fruit-provision parallel.
weak	37:41	Known provision introduces the same reward scene before its fruit statement.
weak	37:43	Gardens of bliss frame the adjacent fruit-and-honor statement, but add no choice detail.
strong	39:34	The recipients' ما يشاءون formulation provides a close desire-and-reception parallel.
strong	42:22	Lush gardens with ما يشاءون give a close reward-scene parallel to chosen fruit.
medium	43:70	Entry into the garden in delight frames the following desire and fruit statements.
strong	43:71	What souls desire and what delights the eyes is a direct parallel to selected fruit.
medium	44:51	The secure station frames the nearby calling for every fruit.
medium	44:52	Gardens and springs further situate the secure fruit-request scene.
strong	47:15	The garden's fruit of every kind directly expands the available-fruit dimension.
medium	50:31	The garden brought near supplies accessibility immediately before the ما يشاءون statement.
strong	50:35	What they wish within the garden directly parallels selected provision, with an added surplus.
medium	52:17	Gardens and bliss introduce the same sequence that reaches fruit and مما يشتهون.
medium	52:19	Eating and drinking in ease add a reward-meal parallel within that sequence.
medium	69:23	Fruit clusters brought near provide a direct accessibility condition for selecting fruit.
medium	76:14	Fruit clusters made readily accessible give a close availability-to-selection parallel.
medium	77:41	Shade and springs establish the immediate reward setting of the following fruit-and-desire verse.
medium	78:32	Gardens and grapes add a compact reward-fruit parallel.
