medium	43:5	It links a transgressing people with the question of withholding the Reminder, a related communal diagnosis.
weak	17:36	Its prohibition on following what one does not know offers only an indirect accountability parallel.
medium	20:43	It directly identifies Pharaoh as one who transgressed, supplying the focus's defining moral category.
strong	34:21	It closely repeats the denial of Satanic authority and makes belief, doubt, and divine keeping its consequences.
strong	37:22	The immediately preceding local verse gathers the wrongdoers and those they worship for judgment.
medium	53:52	It characterizes Noah's people as especially wrongful and transgressing, paralleling the focus's collective diagnosis.
strong	14:22	Satan explicitly denies coercive authority and says that he only invited people who answered him.
strong	37:28	The immediate preceding accusation in the same dialogue frames the leaders as coming to the followers from the right.
strong	51:53	It concludes that the recurring rejection is explained by the people themselves being transgressors.
strong	68:31	The speakers explicitly confess that they had been transgressors.
medium	52:25	Its reciprocal questioning supplies a close structural counterpart to the focus's afterlife dialogue.
medium	11:96	Moses's signs and clear authority contrast legitimate divine proof with the authority denied in the focus.
medium	9:53	The contrast between voluntary and coerced action, followed by a corrupt people, echoes responsibility without coercion.
strong	37:23	The next local verse directs those worshippers toward Hell, continuing the judgment scene.
weak	55:33	It uses authority as a condition for passage, but not for coercion or culpable following.
medium	7:71	It rejects inherited divine names because no authority was sent down for them.
medium	37:37	The later local correction affirms the truth and the messengers, opposing the transgressors' false claims.
medium	69:29	The loss of sultan depicts the collapse of power or defensible authority at judgment.
weak	48:12	Its description of a ruined people rests on evil expectation, only broadly paralleling collective corruption.
weak	21:23	Divine unaccountability and human questioning offer a general judgment contrast, not the focus's leadership relation.
strong	53:23	It directly couples unsupported authority with conjectural following and guidance received from God.
medium	10:68	It challenges a claim about God for lacking authority and knowledge.
strong	37:24	The next local verse orders the gathered people to be stopped for questioning.
medium	14:10	Doubt about God and the demand for clear authority closely engage the focus's evidentiary sense of sultan.
medium	38:60	The damned exchange blame over who brought the punishment upon whom, echoing the focus's dispute.
strong	37:31	The immediate continuation states that leaders and followers alike must taste the decreed punishment.
strong	37:156	It directly demands a clear authority for an unsupported claim.
strong	79:37	It generalizes transgression as the decisive category for the ensuing judgment.
medium	21:29	A claim to divinity without right is answered with Hell, paralleling false authority and accountability.
weak	4:153	Moses receives clear authority after an excessive demand for proof, a distant evidentiary parallel.
medium	49:17	It distinguishes claimed submission from God-given guidance to genuine faith.
strong	37:25	The immediate local question exposes the accused people's inability to help one another.
no value	22:43	The listing of Abraham's and Lot's peoples does not clarify authority, following, or transgression here.
medium	9:115	God clarifies what must be feared before judging a people, supporting accountable rather than arbitrary deviation.
strong	37:27	The immediate local verse presents the parties turning to question one another.
medium	27:21	Clear authority is what can overturn a threatened punishment, illustrating its evidentiary force.
strong	52:32	It asks whether their conduct stems from reason or from their being a transgressing people.
weak	28:64	The futile appeal to alleged partners at punishment only broadly recalls failed guidance and responsibility.
medium	20:24	It directly identifies Pharaoh's transgression, though outside the focus's dialogue of blame.
medium	3:154	The trial exposes concealed assumptions about authority and tests what is within hearts.
strong	37:26	The immediate local verse states that they are now wholly submissive.
weak	23:23	Noah's call to his people addresses worship and fear of God but not the focus's authority relation.
medium	26:100	The confession that there are no intercessors develops the helplessness of the judged speakers.
medium	28:65	The question about response to the messengers makes answerability explicit on the Day of Judgment.
medium	51:32	The angels identify the target as a guilty people, a close collective moral designation.
weak	32:3	It calls a people to guidance through a true revelation, but does not develop coercion or shared blame.
strong	37:29	The immediately preceding reply denies that the followers had been believers.
