strong	4:108	Shows that concealed planning remains within encompassing divine knowledge, against public-facing display.
strong	28:58	Extends reckless self-display into the reversal and emptying of its settled outcome.
medium	3:99	Directly develops blocking the way through its distortion before others.
medium	9:34	Adds a material-interest pattern that turns gain into public obstruction of the way.
strong	8:48	The immediate sequel exposes boastful confidence as adorned, unstable, and abandoned at encounter.
no value	14:16	Only supplies a contrast-route boundary, without a usable addition here.
medium	2:243	Offers a contrasting departure governed by fear of death rather than public display.
weak	8:55	Nearby condemnation of persistent disbelief adds little to the focus's conduct and motive.
medium	27:84	Links inadequate grasp and rejection to accountable action under comprehensive knowledge.
medium	3:105	Sets division and disagreement after clear signs as a communal contrary pattern.
no value	79:21	The bare rejection-and-disobedience notice adds no distinct interpretive element.
medium	48:21	Develops encompassing divine governance beyond actors' own reach.
medium	3:156	Contrasts battlefield regret and fatalistic claims with divine knowledge of what people do.
strong	8:49	The immediate continuation supplies a contrary reading of trust against hostile judgment of the faithful.
medium	59:12	Shows declared collective backing failing at the point of actual departure and combat.
medium	59:8	Provides a departure from homes oriented to divine favor and support rather than display.
medium	8:30	Earlier in the surah frames hostile planning within a larger counter-planning order.
medium	72:28	Intensifies the encompassing-knowledge dimension through complete accounting and custody.
medium	8:21	Supplies the nearby warning that claimed hearing may fail to become real reception.
weak	42:46	Offers loss of a path and support, but without a close link to the focus's motive or public action.
medium	18:105	Adds the possibility that deeds lose standing under final evaluation despite apparent activity.
medium	22:25	Gives another concrete form of obstructing access to the way, now at a sacred public site.
medium	8:39	Places cessation of disorder and divine seeing of deeds within the same surah's conflict frame.
weak	53:40	Only weakly contrasts controlled visibility of effort with self-directed display.
medium	14:3	Connects worldly preference, distortion, and obstruction of the way as a settled orientation.
weak	29:37	Its punishment outcome is too general to clarify the focus beyond a remote branch resonance.
strong	107:6	Directly isolates doing things for others' sight as a durable parallel to the focus's public display.
medium	59:19	Adds self-forgetfulness following forgetfulness of God as an inward consequence.
weak	8:60	Military readiness is nearby context but does not directly explain boastful departure or display.
medium	3:110	Contrasts public communal responsibility for good and against wrong with obstructive conduct.
strong	63:2	Adds deceptive self-protection that becomes an organized barrier to others' movement on the way.
no value	29:36	The call to worship and avoid corruption has no sufficiently specific addition here.
medium	29:54	Frames apparent distance from consequence as already enclosed by it.
medium	22:40	Offers expulsion for confession and divinely supported defense as a contrasting kind of departure.
weak	8:14	The nearby punishment notice adds consequence but not an interpretive connection to the focus.
weak	33:19	Cowardice in danger and harsh speech afterward weakly contrast with genuine commitment.
medium	5:61	Brings hidden disbelief beneath divine knowledge, qualifying outward claims.
weak	29:40	Generic punishment patterns add little after the earlier consequence cards.
strong	4:38	Provides a specific public-display pattern in giving, joined to an inwardly corrupt companionship.
medium	38:26	Connects following desire with diversion from the way, including a leadership and judgment setting.
weak	8:9	Divine reinforcement is relevant battle context but is already more fully developed nearby.
medium	9:16	Shows hidden affiliations being disclosed through enacted commitment rather than profession.
medium	9:9	Adds exchange of divine signs for small gain as a public barrier to the way.
weak	79:18	A branch-level display resonance is too indirect to carry much weight.
no value	39:65	Only contrast evidence is supplied; it is not positive support for the focus reading.
weak	33:69	The warning about harming Moses does not materially develop the focus's action or motive.
medium	8:10	Immediately attributes reassurance and victory to God, countering self-exalting confidence.
medium	26:112	Distinguishes receiving the message from claiming authority over hidden deeds.
