strong	55:64	Extends the paired-garden sequence with a later visual specification.
strong	26:147	Adds gardens and springs as a cultivated, watered setting.
strong	69:23	Adds the near fruit outcome to the branching-garden image.
strong	55:46	Supplies the immediately governing two-garden frame.
medium	78:32	Adds a garden-and-fruit instance of cultivated variety.
strong	55:50	Immediately connects the two gardens to continuously flowing sources.
strong	78:16	Adds densely interwoven gardens, closely paralleling branching abundance.
medium	51:15	Pairs gardens with springs in a reward setting, though less specific.
no value	79:23	No discernible addition to the garden or branching reading.
medium	55:47	Frames the surrounding garden description as a repeated divine gift.
no value	78:1	No discernible addition to the garden or branching reading.
medium	44:26	Adds crops and a noble station within an irrigated abundance scene.
no value	78:26	No discernible addition to the garden or branching reading.
weak	55:49	Reiterates the gift formula after the focus without adding its imagery.
medium	56:28	Adds a particular luxuriant tree to reward-garden vegetation.
medium	26:134	Reinforces the garden-and-spring ecology already established earlier.
medium	55:66	Adds the later paired fountains; its distinct water mode marks a secondary parallel.
weak	55:51	Reiterates the gift formula within the immediate garden sequence.
no value	95:2	No discernible addition to the garden or branching reading.
medium	44:51	Adds a secure station that parallels the enclosure aspect of a garden.
no value	68:11	No discernible addition to the garden or branching reading.
strong	55:52	Immediately develops the two gardens through paired fruit variety.
medium	77:30	Its three branches are a smoke-shade contrast, delimiting rather than supporting the garden image.
medium	44:52	Adds another gardens-and-springs formulation, but is redundant with earlier cards.
no value	99:6	No discernible addition to the garden or branching reading.
weak	55:53	Reiterates the gift formula after the paired-fruit development.
no value	25:47	No discernible addition to the garden or branching reading.
weak	26:58	Adds cultivated wealth and a noble station, without clarifying branching.
no value	3:147	No discernible addition to the garden or branching reading.
weak	26:59	Completes the transfer of the cultivated estate; only indirect garden context.
medium	3:37	Adds divinely given growth and provision without fixing a garden reading.
strong	22:14	Joins garden entry to water flowing beneath, supporting the watered-growth reading.
no value	24:61	No discernible addition to the garden or branching reading.
weak	51:3	Offers movement imagery without localizing it to a garden or branches.
no value	56:34	No discernible addition to the garden or branching reading.
weak	51:22	Adds a broad provision horizon but no garden or branching specification.
no value	77:26	No discernible addition to the garden or branching reading.
medium	44:27	Adds enjoyment amid the cultivated abundance of the adjacent scene.
medium	56:30	Adds extended shade, a parallel canopy feature without explicit branches.
weak	26:133	Adds reproductive wealth in the same abundance complex, not botanical detail.
no value	101:9	No discernible addition to the garden or branching reading.
medium	26:57	Places gardens and springs in a loss-and-transfer contrast to the reward enclosure.
weak	88:5	The spring is punitive rather than garden support, so only contrast evidence.
