strong	61:11	Near-verbatim parallel of striving with wealth and selves; reinforces the command's integrated cost.
weak	7:8	The heavy-scale image supplies only a distant lexical boundary for light and heavy.
no value	3:88	Punishment not being lightened does not clarify mobilization under differing capacities.
strong	9:20	Parallels wealth-and-self striving and adds migration and higher rank as its wider frame.
no value	9:30	The polemic about speech and association adds no route to the command.
medium	4:28	Its measured easing for human weakness usefully qualifies, but does not resolve, light and heavy.
medium	16:95	The shared better-if-you-know formula supports costly fidelity as a preferable choice.
medium	9:36	The preceding command to fight collectively supplies immediate surah context for the ensuing call to mobilize.
weak	32:17	Its hidden recompense only broadly bears on the command's appeal to knowing.
strong	9:81	The immediate contrary response names sitting back, rejecting wealth-and-self striving, and invoking heat.
strong	9:38	The immediate precursor contrasts the call to mobilize with becoming weighed down toward the earth.
no value	16:85	Irreversible punishment-lightening is not evidence about the command's capacity language.
medium	2:280	Hardship, delay, and better action offer a limited parallel for costly material obligation.
weak	7:9	The light-scale outcome is a distant evaluative contrast, not a reading of the mobilization command.
weak	50:16	Knowledge of the self's inward state only indirectly bears on striving with selves.
weak	29:16	The repeated better-if-you-know formula is too general after closer parallels.
no value	9:31	The worship polemic does not clarify the movement or expenditure command.
strong	4:71	It directly commands preparedness and going out in groups or all together, broadening mobilization's form.
strong	49:15	A close parallel makes wealth-and-self striving an enacted mark of truthful belief.
medium	9:37	Its immediate condemnation of manipulated timing frames the following movement commands under divine order.
weak	74:50	Its flight image is only a contrary, figurative boundary around movement.
strong	8:72	The same wealth-and-self striving is set alongside migration, shelter, support, and reciprocal solidarity.
strong	9:42	The next verse makes a near gain and easy journey the contrary to the difficult departure in view.
weak	55:31	The dual beings' heaviness is not a localized parallel to light and heavy mobilization.
medium	3:186	Testing in wealth and selves adds a trial dimension to their expenditure in striving.
no value	74:34	Dawn adds no interpretive route to the command.
weak	73:5	A weighty word provides a metaphorical burden parallel but does not address going out.
medium	62:9	Leaving trade for a timed command supports the practical priority implied by better-if-you-know.
no value	9:32	The light-versus-speech polemic does not clarify this command.
medium	63:9	It gives a contrary use of wealth: distraction from divine remembrance rather than responsive action.
strong	8:74	It joins striving in God's path to migration, shelter, support, and the standing of true belief.
strong	9:39	The immediate consequence for not going out sharpens the command's urgency and non-optional force.
no value	4:166	Testimony about revelation adds no specific clarification to the command.
medium	2:218	Migration and striving in God's path supply a broader route, though without the wealth-and-self wording.
no value	9:119	Truthfulness is too general to add to the command.
medium	104:2	Hoarding and counting wealth form a useful contrary to deploying wealth in God's path.
