strong	68:2	Directly repeats the denial of madness under the Lord's favor.
medium	26:224	Frames the poet classification through its followers, supplying the rival-label context.
strong	15:6	Joins the reminder-bearer role to the accusation of madness.
medium	51:54	Adds the messenger's non-blameworthy withdrawal after rejection.
strong	52:30	Immediate continuation supplies the competing poet classification.
weak	35:3	Offers only a broad parallel for recalling divine favor.
strong	88:21	Directly defines the messenger's task as reminding.
no value	52:39	The local apportionment question does not clarify the speech accusation.
weak	2:47	A general favor-and-remembrance parallel, already less specific than earlier cards.
strong	69:42	Directly excludes the soothsayer classification and couples it with remembering.
medium	26:225	Develops the poet context, though it is secondary to the direct classification.
no value	114:6	Contrast-only route; it offers no positive local support.
strong	50:45	Pairs non-coercive messenger limits with the command to remind by the Quran.
medium	52:31	Shows the immediate response to the opponents' waiting posture.
medium	26:27	A further instance of dismissing an envoy through a madness accusation.
medium	51:39	Preserves the paired defensive labels of sorcery and madness.
strong	52:34	Turns the speech dispute into a public challenge for comparable discourse.
no value	26:165	Contrast-only lexical overlap does not bear on the focus accusation.
medium	76:24	Adds patient obedience to the Lord amid hostile interlocutors.
medium	52:32	Names distorted judgment and transgression as possible sources of the claim.
no value	2:122	Exact duplicate of an earlier general favor-and-remembrance card.
weak	7:205	Supplies a personal remembrance practice, not the contested public reminder.
medium	52:35	Extends the local interrogation beyond speech labels to creator claims.
medium	81:22	Another direct denial of madness, with a distinct companion-address setting.
medium	44:14	Shows incompatible source and madness labels used after turning away.
medium	74:49	Connects turning away to a displayed reminder rather than absent evidence.
medium	87:9	Clarifies reminder as a communicative act whose benefit concerns reception.
strong	37:36	Directly combines poet and madness labels in resistance to the message.
strong	52:33	Adds the competing claim that the discourse was fabricated.
medium	53:29	Distinguishes disengagement from those who turn from remembrance.
medium	54:9	Places the madness accusation in a repeated historical pattern of rejection.
no value	52:4	The channel association is not localized to the focus issue.
no value	56:12	The favor-root overlap does not clarify favor in the focus verse.
medium	51:52	Generalizes the recurring sorcerer-or-madness response to messengers.
medium	23:70	Contrasts the madness allegation with the arrival of truth.
weak	5:20	A broad account of divine favor without the focus speech dispute.
no value	53:51	No discernible contribution to reminder or rival classification.
medium	52:40	Tests whether an economic burden explains the audience's resistance.
strong	34:46	Links reflection and the familiar companion to rejection of the madness claim.
weak	31:31	Shows divine favor as a setting for signs, only indirectly related.
no value	59:22	The channel resonance is non-local to the focus issue.
no value	2:40	A redundant general favor-and-remembrance formulation.
no value	45:17	Its dispute setting lacks a specific link to the focus accusation.
medium	52:44	Shows the same local audience reclassifying a manifest sign.
no value	22:56	The favor-root overlap is not interpretively connected here.
no value	11:101	No focused addition concerning reminder or the named classifications.
no value	51:4	The channel association is non-local to the focus issue.
no value	37:43	Duplicate paradise-favor wording adds nothing to the focus.
no value	59:6	No focused addition concerning reminder or the named classifications.
weak	52:7	Provides the warning horizon of the surrounding reminder.
weak	2:211	Adds a general warning about responding to received divine favor.
no value	15:84	No focused addition concerning reminder or the named classifications.
no value	51:24	The channel association is non-local to the focus issue.
weak	37:57	Uses the Lord's favor in a distinct deliverance setting.
no value	2:286	No focused addition concerning reminder or the named classifications.
no value	52:3	The channel association is non-local to the focus issue.
no value	76:20	The pleasure term does not clarify the focus's favor phrase.
no value	68:34	No focused addition concerning reminder or the named classifications.
no value	51:38	The channel association is non-local to the focus issue.
weak	102:8	Adds accountability connected with favor, but not the speech dispute.
strong	93:11	Directly connects the Lord's favor with spoken declaration.
strong	52:38	Challenges opponents' claimed unseen access and requires clear proof.
medium	16:17	Uses remembrance to press a public distinction between creator and noncreator.
weak	15:98	Adds a devotional response to the Lord, not the contested reminder.
no value	27:20	The channel resonance is non-local to the focus issue.
strong	16:44	Presents the revealed reminder as publicly explained for reflection.
weak	76:25	A repeated devotional-remembrance practice, distant from the accusation.
no value	52:17	The channel association is non-local to the focus issue.
weak	37:3	Associates recitation with remembrance, without clarifying the challenge.
no value	7:55	No focused addition concerning reminder or the named classifications.
no value	27:67	The channel resonance is non-local to the focus issue.
medium	37:13	Shows refusal to retain a reminder once it is given.
no value	84:6	No focused addition concerning reminder or the named classifications.
strong	52:41	Directly contests the opponents' access to unseen knowledge.
medium	24:1	Relates clear revealed signs to the audience's remembering.
no value	11:83	No focused addition concerning reminder or the named classifications.
no value	27:34	The channel resonance is non-local to the focus issue.
weak	37:155	A terse reminder appeal, already covered by more specific cards.
weak	19:2	Uses remembrance as narrative mention, not the focus's public task.
no value	52:21	The channel associations are non-local to the focus issue.
strong	7:184	Combines reflection, a direct madness denial, and clear warning.
medium	26:186	Adds a different dismissive classification of the messenger as merely human and false.
no value	27:49	The channel resonances are non-local to the focus issue.
weak	48:2	A general completion-of-favor setting, distant from the speech dispute.
weak	20:42	Sustained remembrance supports mission endurance only indirectly.
medium	40:54	Relates guidance and reminder to receptive understanding.
weak	35:23	Defines a warner role but lacks the focus's reminder and denial pairing.
weak	43:59	Shows bestowed favor without altering the servant status, only indirectly relevant.
medium	20:58	Supplies the rival classification of a sign as sorcery.
weak	2:150	A broad favor-and-guidance formulation with no speech-trial link.
medium	11:17	Adds a model of public evidence, witness, and prior scripture against disbelief.
strong	38:1	Names the Quran itself by its remembrance character.
no value	94:8	No focused addition concerning reminder or the named classifications.
strong	38:87	States the reminder's universal address, extending its public scope.
no value	79:44	No focused addition concerning reminder or the named classifications.
weak	14:6	A distinct remembrance of divine favor, still remote from the accusation.
weak	19:56	Uses remembrance as narrative mention rather than the focus's task.
weak	21:84	Makes a past mercy a reminder for worshippers, at a distance from the dispute.
no value	68:18	No focused addition concerning reminder or the named classifications.
strong	29:51	Presents the recited Book as sufficient mercy and reminder for believers.
strong	6:50	Explicitly denies the messenger's possession of unseen knowledge while affirming revelation-following.
strong	7:188	Directly limits the messenger's unseen knowledge, sharply distinguishing him from an occult claimant.
medium	7:2	Joins revealed warning with remembrance for believers.
strong	10:15	Rejects altering the recitation from oneself and grounds it in following revelation.
strong	10:20	Locates the unseen with God rather than the messenger's opponents.
strong	10:38	Answers a fabrication allegation with the same public comparable-discourse challenge.
strong	11:13	Answers the fabrication allegation by a sustained comparable-discourse challenge.
medium	11:31	Again denies unseen knowledge and extraordinary possession in an envoy's self-description.
strong	12:104	Combines no requested payment with the discourse's character as remembrance for all.
medium	13:40	Limits the messenger to communication while reserving reckoning elsewhere.
medium	14:10	Answers the merely-human objection by retaining divine favor and messenger status.
medium	14:11	Distinguishes human messengers from independent control over decisive proof.
strong	15:9	Identifies the reminder as divinely sent and preserved.
strong	16:2	Locates warning and divine speech in an authorized descending source.
strong	16:101	Records the fabrication accusation at a changed sign and answers it with divine sending.
strong	16:103	Counters the claim of a merely human teacher by contrasting the alleged source with the recitation.
medium	17:47	Supplies another dismissive classification of the messenger as affected or enchanted.
strong	17:88	Offers a broad comparable-discourse challenge that reinforces 52:34.
strong	18:110	Pairs ordinary human status with received revelation, clarifying the messenger's mode of authority.
medium	20:99	Describes the granted discourse as remembrance from the divine source.
medium	20:113	Connects Arabic revelation, warning, and renewed remembrance.
strong	21:5	Collects competing dream, fabrication, and poet labels against the message.
medium	21:10	Presents the sent-down Book as the audience's remembrance and calls for understanding.
strong	23:25	Directly records the allegation that a messenger is affected by madness.
strong	23:38	Records a fabrication allegation directed at a claimed messenger.
strong	25:4	States the opponents' fabrication-and-human-assistance accusation.
strong	25:5	Adds the rival account that the discourse is copied inherited tales.
strong	26:192	Begins an explicit account of the discourse's descent from the Lord of the worlds.
strong	26:193	Names the trusted mediating spirit within that descent account.
strong	26:194	Locates the descent in the messenger's heart rather than an occult practice.
medium	26:195	Specifies a clear Arabic tongue for the public address.
strong	27:65	Reserves knowledge of the unseen to God, directly bounding occult claims.
medium	28:49	Extends the comparable-guidance challenge to a rival book claim.
medium	29:18	States that a messenger's obligation is clear communication.
strong	32:3	Directly counters the fabrication allegation by affirming revealed truth.
strong	34:14	Uses the jinn's lack of unseen knowledge as a boundary against occult authority.
strong	34:43	Records the accusation that the recitation is fabricated falsehood.
strong	36:15	Preserves the merely-human objection to sent messengers.
medium	36:16	Answers that objection through divine knowledge of the messenger's commission.
strong	36:17	Defines the messengers' responsibility as clear communication.
strong	36:69	Explicitly excludes poetry and identifies the discourse as reminder and clear recitation.
strong	36:70	States the warning function of that clear reminder.
medium	38:49	Labels the discourse a blessed reminder after its narrative material.
strong	41:6	Pairs ordinary human status with received revelation in the messenger's own declaration.
medium	42:48	Limits the messenger's task to communication rather than control over response.
strong	42:51	Sets the authorized modes of divine communication, contrasting with divination.
medium	43:5	Frames continued reminder amid an audience's excess rather than their merit.
strong	43:44	Identifies the discourse as a remembrance carrying responsibility for its audience.
strong	46:8	Records a fabrication allegation and answers it through divine knowledge and revelation.
