strong	70:10	It directly depicts intimate friends unable to assist one another on the Day, closely clarifying the focus's absent devoted friend.
medium	20:109	It qualifies when intercession can benefit, providing a necessary contrast to the focus's declaration that no intercessors remain.
weak	44:46	Its boiling-water use of the same root is only contrast evidence against the focus's human devoted friend.
no value	75:31	Failure to affirm and pray does not materially clarify absent friendship or support.
weak	26:83	Abraham's request to join the righteous gives only a broad same-passage contrast to the failed relations later described.
weak	38:57	The boiling liquid is contrast evidence, not a human relation that explains the focus.
weak	56:93	The final hospitality of boiling water supplies only a limited punitive contrast to devoted friendship.
strong	26:93	The immediate challenge shows that the worshipped objects cannot help themselves or their devotees, preparing the collapse of all support.
strong	69:35	It explicitly states that the condemned person has no intimate friend on that Day, a direct parallel to the focus.
medium	41:34	It shows devoted friendship as a relation that can be formed by good action, contrasting with its total absence in the focus.
strong	40:18	It joins the absence of an intimate friend with an unheeded intercessor in the judgment scene, directly matching the focus's support failure.
medium	24:61	Its named friend within an accessible household network provides a concrete worldly contrast to the focus's lost close friendship.
no value	92:6	Affirming the best does not add to the focus's failed relational support.
weak	26:84	A lasting truthful reputation is only a broad positive relation within the same passage.
weak	44:48	The punishment of boiling water is limited contrast evidence, not an account of absent friendship.
strong	6:70	It denies protector and intercessor apart from God before describing punishment, closely paralleling the focus's unavailable support.
strong	26:100	The immediately preceding absence of intercessors is the first item in the same list of failed support completed by the focus.
weak	78:25	Its boiling-water wording offers only contrast evidence to the human devoted friend in the focus.
no value	56:57	The call to believe in creation does not clarify the focus's relational failure.
strong	10:18	It exposes claims that other beings are intercessors despite lacking power to harm or benefit, explaining why such hoped-for support fails.
no value	51:5	The truth of the promised event does not specifically clarify absent friendship.
weak	26:85	Inheritance of the garden is a broad same-passage positive outcome but does not illuminate the focus's failed friendship.
no value	37:52	The question about belief does not add to the focus's judgment scene or support failure.
strong	26:73	It tests whether the worshipped objects can benefit or harm, directly establishing their inability to provide the help later sought.
no value	56:44	The description of shade does not materially clarify the focus.
medium	40:7	The angels' prayer for believers supplies a contrasting case of intercession directed toward forgiveness and protection.
no value	89:26	The unmatched binding of punishment does not clarify absent friend or intercessor.
medium	26:86	Abraham's plea for his father gives a nearby instance of kin-directed advocacy, contrasting with the focus's final lack of relational support.
weak	56:42	The punitive setting of scorching wind and boiling water offers only a broad judgment context.
strong	26:88	The same scene declares wealth and children useless on the Day, placing the focus's absent friend within a wider collapse of ordinary support.
no value	88:22	The prophet's limited authority over hearers does not clarify the focus.
weak	22:17	Divine judgment among communities supplies only general final-account context.
no value	68:18	The gardeners' lack of exception does not add to the focus.
medium	26:87	The plea not to be disgraced on resurrection day establishes the nearby judgment setting in which the focus's support is absent.
weak	90:15	Near kinship in care for an orphan is only a remote positive contrast to the focus's unavailable close relation.
weak	22:28	Shared benefit and feeding the needy provide only a broad social contrast to failed support.
no value	37:67	The mixing of boiling drink does not clarify the human relation in the focus.
strong	26:89	The sound heart is the immediate positive condition after worldly supports fail, sharpening the moral alternative to the focus's loss.
no value	55:44	Movement between Hell and boiling water does not add to absent friendship.
strong	40:74	The alleged partners are found absent in the final encounter, closely paralleling the focus speakers' loss of expected support.
weak	74:13	Visible sons form a limited worldly contrast to the later uselessness of relational resources.
strong	26:92	The immediate question exposes the worshipped objects whose failure precedes the focus's confession of having no friend.
medium	80:36	Flight from spouse and children on the Day offers a closely related judgment image of ordinary intimate ties failing.
strong	74:48	It explicitly states that the intercession of intercessors does not benefit them, directly extending the focus's failed-support theme.
no value	56:54	Drinking boiling water does not explain the absence of a devoted friend.
strong	26:94	The overturning of the erring worshippers with their objects gives the immediate outcome surrounding the focus's statement.
no value	40:72	The sequence of boiling water and fire provides only general punitive context.
medium	40:29	The question of who can help against God's might gives a related test of claimed protection under judgment.
medium	10:4	Return for recompense and the drink of boiling water supply a broader final-outcome setting for the focus's relational failure.
strong	26:95	The gathering of Iblis's forces completes the immediate assembly in which false supports fail and the speakers lament.
weak	47:15	The contrast between paradise and fire includes boiling water but does not materially clarify friendship.
weak	22:78	God as protector and helper provides a broad positive contrast to the focus's absence of human support.
no value	56:43	The shade of black smoke does not clarify the focus.
strong	26:96	The immediate dispute in Hell identifies the speakers and setting of the focus's list of unavailable support.
weak	22:19	The punished disputants and boiling water offer only general judgment context.
weak	74:40	Questioning from gardens supplies a general afterlife setting but does not clarify the absent friend.
strong	2:48	It denies accepted intercession, compensation, and help on the Day, closely matching the focus's failure of every expected support.
strong	26:97	The immediate admission of manifest error explains the speaker's condition before the focus names missing intercessor and friend.
no value	2:41	Confirmation of revelation does not materially explain absent friendship or mediation.
strong	40:47	Followers ask leaders to bear part of the Fire, a direct parallel to seeking ineffective relational relief in the final scene.
strong	2:107	It explicitly denies any protector or helper besides God, directly clarifying the focus's absent support.
strong	26:98	The immediate confession of equating false objects with the Lord identifies the error that made hoped-for support fail.
weak	1:7	The distinction between guided and astray gives only a broad moral frame for the focus's judgment scene.
strong	26:99	The immediate attribution of misguidance to criminals completes the causal confession surrounding the focus.
no value	2:42	Mixing truth with falsehood does not specifically clarify the absent friend.
no value	2:62	Its assurance of reward and freedom from fear does not add to the focus's failed support.
no value	2:31	Adam's teaching of names is unrelated to friendship or intercession.
medium	2:86	The punished receive neither relief nor help, a related final failure of assistance.
no value	2:71	The cattle description does not clarify the focus.
no value	2:94	The challenge concerning the Hereafter does not add to absent friendship.
weak	2:38	Following guidance and avoiding fear and grief gives only a broad contrary outcome to the focus's loss.
no value	2:84	The covenant against bloodshed and expulsion does not clarify the focus.
no value	2:68	The cattle-age question is unrelated to the focus.
weak	2:35	The spouse relation is only a remote earthly contrast to the focus's final absence of a close friend.
no value	2:105	The wish that no good descend does not clarify the focus.
weak	2:23	Calling witnesses besides God is a remote formal parallel, not effective friendship or intercession.
weak	2:102	Its account of harmful magic separating spouses gives only a limited relational contrast to the focus.
