strong	52:25	Exact reciprocal turning and questioning recasts the exchange in a secure gathering rather than a blame dispute.
strong	37:22	It opens the same tribunal by assembling the wrongdoers and their attachments before the reciprocal exchange.
strong	37:50	Exact reciprocal turning and questioning in the garden supplies a contrasting communal outcome.
strong	68:30	The same mutual turning becomes mutual blame, directly sharpening the focus's accusatory reading.
strong	37:26	Their surrender immediately precedes the questioning, fixing its compelled tribunal setting.
medium	43:44	Reminder joined to future questioning broadly links address with accountability.
weak	17:21	Its comparison among people concerns degrees, not reciprocal questioning or shared liability.
medium	17:36	Universal answerability gives a general accountability frame for the focus's exchanged claims.
medium	78:1	It foregrounds reciprocal questioning, though without the focus's inter-party blame scene.
medium	28:66	The cessation of mutual questioning at judgment provides a limiting counterpart to the focus's active exchange.
strong	37:23	The order toward Hell continues the same captive tribunal in which the exchange occurs.
medium	21:23	Its asymmetry of questioning clarifies that the focus concerns accountable created parties.
strong	74:40	Reciprocal questioning within gardens contrasts with the focus's condemned disputants.
strong	37:24	The command to halt them because they will be questioned directly establishes the focus's proceeding.
weak	27:37	Compelled abasement is only a broad counterpart to the focus's compelled encounter.
medium	38:24	Wrongdoing among associates gives a concrete form to the focus's horizontal allocation of blame.
strong	37:25	The challenge about mutual aid immediately exposes the parties' inability to support one another.
weak	24:4	The rules for accepting testimony are a distant institutional counterpart to disputed claims.
weak	5:102	A prior people's questioning and disbelief does not clarify reciprocal accusation here.
strong	37:30	The denial of coercive authority is a central reply within the focus's responsibility dispute.
weak	45:19	Mutual allegiance among wrongdoers broadly resembles a closed group, without the focus's exchange.
medium	33:15	A covenant described as answerable adds an accountability dimension to the contested claims.
medium	21:29	False divine claims returning as recompense parallel the tribunal's testing of claims.
no value	2:73	The part-whole action does not add to reciprocal questioning or responsibility.
no value	3:34	Genealogical connection among descendants does not develop the focus's encounter.
strong	37:28	This is the first accusation in the same reciprocal exchange, assigning misleading influence.
weak	2:145	Conflicting orientations among groups only loosely resemble parties turned against one another.
medium	6:129	Wrongdoers being joined to one another supports the focus's networked responsibility reading.
medium	52:26	A gathering's recollection of its earlier state provides a calmer counterpart to the focus's backward-looking dispute.
weak	2:251	Mutual checking between groups is a distant structural parallel, not reciprocal inquiry.
medium	43:67	Former friends becoming enemies on that day clarifies how relations can reverse into hostility.
strong	37:29	The denial that the other party believed is the immediate counterclaim in the exchange.
medium	43:19	Recorded testimony followed by questioning parallels the focus's exposure of accountable speech.
