strong	56:65	Same local provision sequence makes the threatened reversal of a beneficial yield explicit.
medium	16:65	Water's life-giving descent broadens the provision background, without the drinkability contrast.
medium	10:60	Links divine favor to the failure of shukr, but remains general rather than water-specific.
weak	56:57	Adds the surrounding source-versus-human rhetorical pattern, outside the water chain.
medium	56:72	A parallel local source-question extends the sequence from water to another usable material.
no value	14:38	No focused addition on water, its alteration, or shukr.
no value	43:3	No focused addition on water, contingency, or shukr.
strong	56:69	Immediate antecedent: frames the water as descended rather than humanly supplied.
medium	30:46	Pairs a benefit-bearing natural process with shukr, though not drinkability or brine.
weak	43:60	Provides a formal conditional-making echo, but its subject is unrelated to water.
strong	25:53	Directly places sweet water and milh/ujaj in contrast; the boundary also preserves their distinction.
medium	6:53	Shukr is foregrounded as a response to bestowed favor, without a water route.
weak	6:9	Conditional ja'ala supplies only a remote formal echo.
medium	56:63	Begins the adjacent provision questions and distinguishes human cultivation from originating growth.
strong	35:12	Direct sweet, palatable, and ujaj contrast; also joins water-use to seeking favor and shukr.
weak	2:56	Relates renewed life to shukr, but adds no water-specific evidence.
strong	56:68	Immediate opening of the drinking-water unit; establishes its object before the source question.
weak	6:107	Affirms divine mashiah in a different polemical setting, with no water-specific addition.
weak	56:62	Contributes the nearby reminder pattern, not the water contingency itself.
no value	16:20	Contrast link is boundary evidence and the ayah adds no water or shukr route.
weak	17:19	Uses the shukr root in a different reciprocal setting.
medium	7:10	Connects earthly means of living with scarcity of shukr; broader provision evidence.
medium	56:64	Immediate cultivation question reinforces the local human-versus-originator pattern.
weak	34:13	Concrete shukr follows bestowed capacity, but not a water or drinkability case.
no value	23:13	No focused addition beyond a generic ja'ala echo.
no value	56:46	No focused addition on the water or shukr reading.
no value	71:16	No focused addition beyond a generic ja'ala echo.
no value	8:31	No focused addition on water, its alteration, or shukr.
medium	46:15	Shukr is tied to recognized prior favor and enacted good, but remains non-water-specific.
no value	85:9	V12 includes contrary boundary evidence; no localized water or shukr addition.
medium	28:73	Makes mercy, usable order, seeking favor, and shukr a broader parallel provision frame.
no value	56:84	No focused addition on water, contingency, or shukr.
weak	18:23	Supports restraint over future self-certainty, a remote mashiah parallel.
weak	7:100	A conditional harm scenario supports reversibility under mashiah, outside provision and water.
no value	45:26	No focused addition on water, its alteration, or shukr.
weak	21:80	Shukr follows a taught benefit, but the benefit is unrelated to water.
weak	16:78	Bestowed faculties and shukr give a general source-response parallel.
medium	56:66	Immediate aftermath of the crop counterfactual sharpens the local loss side of provision.
weak	34:19	Sabr and shukr appear under changed provision, but the route is indirect.
no value	42:52	No focused addition on water, its alteration, or shukr.
weak	56:7	No focused addition beyond a nearby-surah contextual echo.
weak	74:55	Mashiah evidence is general and not tied to a material provision.
weak	2:64	Grace and mercy provide only a broad background for the lola response.
medium	25:48	Water descending from the sky supplies a parallel water-source scene, without drinkability.
medium	4:147	Places shukr within the response to divine dealing, but without a water-specific route.
no value	37:168	No focused addition on water, contingency, or shukr.
medium	56:67	Completes the adjacent crop-loss consequence and reinforces provision's withholding.
medium	8:26	Bestowal of tayyibat and shukr give a general provision-response parallel.
no value	22:25	No focused addition on water, its alteration, or shukr.
no value	56:5	No focused addition on water, contingency, or shukr.
weak	18:33	Flowing water within unwithheld garden yield is a remote provision parallel.
no value	46:28	No focused addition on water, its alteration, or shukr.
weak	45:13	General subjection and reflection support source-recognition only indirectly.
no value	49:16	No focused addition on water, contingency, or shukr.
no value	10:98	No focused addition on water, its alteration, or shukr.
medium	56:71	Next local source-question parallels the repeated agency pattern but shifts to fire.
weak	18:32	Garden arrangement is a remote material-provision parallel.
no value	102:5	No focused addition on water, contingency, or shukr.
medium	56:74	The local response after the provision questions gives a neighboring devotional frame.
medium	34:15	Provision, consumption, and shukr form a broader response pattern, without water's alteration.
medium	36:73	Benefits and masharib directly join usable drinks to the question of shukr.
weak	27:58	Rain here is a contrary punitive scene, not positive support for drinkability.
medium	76:3	Explicit shakir/kafur polarity clarifies the response axis, without a water route.
no value	21:17	No focused addition on water, contingency, or shukr.
medium	56:73	Continues the local material-source pattern, though its subject is fire.
weak	76:30	General dependence of human willing on divine mashiah; no water-specific addition.
weak	36:67	Conditional transformation is a remote formal parallel to possible alteration.
no value	56:60	No focused addition on water, contingency, or shukr.
weak	12:38	General divine favor and non-shukr provide only a distant response parallel.
no value	26:33	No focused addition on water, contingency, or shukr.
weak	48:26	Descent of sakinah is not a water route; only the descent form echoes.
weak	15:19	Measured growth offers a remote provision-order parallel.
no value	7:108	No focused addition on water, contingency, or shukr.
no value	56:25	No focused addition on water, contingency, or shukr.
weak	18:48	Creation and appointment language gives only a remote originator parallel.
weak	36:66	Conditional alteration under mashiah is general and not provision-specific.
weak	24:45	Water and divine creation are linked, but not drinking, salinity, or shukr.
weak	27:73	General favor and non-shukr echo the response axis without the water scene.
weak	67:23	Bestowed faculties and scant shukr form a general source-response parallel.
no value	56:26	No focused addition on water, contingency, or shukr.
no value	8:75	No focused addition on water, contingency, or shukr.
weak	32:9	Bestowed faculties and scant shukr form a general source-response parallel.
medium	31:10	Rain and resulting growth provide a broad descending-water provision parallel.
no value	18:59	No focused addition on water, contingency, or shukr.
no value	56:83	No focused addition on water, contingency, or shukr.
medium	36:35	Eating a yield not made by human hands makes the provision-to-shukr response concrete.
weak	42:23	Shakur is applied to divine recompense, not to the recipient's water response.
no value	56:86	No focused addition on water, contingency, or shukr.
medium	45:12	Sea use, divine favor, and shukr give a water-related but non-drinking parallel.
no value	37:143	No focused addition on water, contingency, or shukr.
weak	78:11	Tail-audit card: livelihood is general and adds no water-specific route.
weak	31:14	Tail-audit card: shukr is attached to parental care, not drinking water.
weak	6:148	Tail-audit card: a contested mashiah appeal is boundary evidence, not positive support.
no value	35:39	Tail-audit card: no focused addition on water, its alteration, or shukr.
no value	54:45	Tail-audit card: no focused addition on water, contingency, or shukr.
no value	19:30	Tail-audit card: no focused addition beyond a generic ja'ala echo.
no value	11:80	Tail-audit card: no focused addition on water, contingency, or shukr.
no value	7:190	Tail-audit card: no focused addition beyond a generic ja'ala echo.
no value	14:21	Tail-audit card: no focused addition on water, contingency, or shukr.
no value	4:144	Tail-audit card: no focused addition beyond a generic ja'ala echo.
medium	2:22	Water descending from the sky is tied to rizq, giving a broad source-and-provision parallel.
strong	2:60	A drinking-water supply is made available beyond ordinary human control; a direct usability parallel.
medium	2:164	Rain revives the earth within a signs-and-provision frame, though not drinkability or salinity.
medium	6:99	Descent of water and differentiated yield extend the provision chain from sky to consumption.
medium	7:57	Wind, cloud, and reviving rain provide a broad ordered-water-delivery parallel.
strong	7:160	A drinking-water supply is made available beyond ordinary human control; a direct usability parallel.
weak	8:11	Water appears in a purifying and reassuring role, not in the drinkability route.
weak	11:7	Water is cosmological setting here, not provision or drinkability evidence.
medium	13:17	Descending water and its changing flow provide a material-transformation parallel, not a salinity claim.
medium	14:32	Water from the sky yields rizq; it supplies the wider source-and-provision frame.
strong	15:22	Water is sent down and made available to drink while human possession is explicitly denied.
strong	16:10	Directly joins descending water, sharab, and dependent pasture provision.
weak	16:14	Sea benefits broaden water-use evidence but do not address drinking or ujaj.
strong	18:41	The prospect of water becoming ghawr makes loss of accessible water an explicit counterfactual.
medium	18:45	Rain-driven vegetation and its passing condition provide a reversibility parallel for provision.
medium	20:53	Descending water and resulting varied growth extend the provision chain.
weak	21:30	Water's life relation is broad cosmological evidence, not the drinking-water route.
medium	22:5	Water-mediated revivification and growth provide a broad provision parallel.
medium	22:63	Descending water and greening earth provide a broad provision parallel.
strong	23:18	Measured descent, storage in earth, and the stated power to remove it directly frame water's contingency.
weak	24:43	Atmospheric water appears in a weather scene, without drinking or shukr.
strong	25:49	The descended water is explicitly connected to giving drink, directly continuing the water-provision route.
weak	25:54	Creation from water is a broad origin parallel, not water's drinkability or alteration.
strong	27:60	Sky-water, gardens, and denial of human power to produce their trees closely parallel the local agency questions.
medium	29:63	Acknowledges the descender of water and earth's revival, a broad source-recognition parallel.
medium	30:24	Rain is presented between fear and hope and gives a broad contingent-descent frame.
medium	30:48	Wind-driven cloud and rain extend the ordered delivery route to land.
medium	31:31	Sea travel by divine favor joins water-use to the sabr/shukr response frame.
strong	32:27	Water brought to barren land produces crops for livestock and people, closely paralleling dependent provision.
medium	35:9	Winds, clouds, and revived land add a broad water-delivery and restoration parallel.
strong	36:34	Springs within productive gardens make accessible water part of a provision-and-consumption chain.
strong	39:21	Water is sent down, conducted as springs, and yields changing crops; a major controlled-water and reversibility parallel.
medium	41:39	Water revives dead earth, supplying a broad descent-and-restoration parallel.
medium	42:28	Relief through descending ghayth gives a contingent provision parallel.
medium	43:11	Measured descending water and revived land reinforce controlled delivery rather than human sourcing.
weak	45:5	Rain and changing winds are signs, but the water route is not developed here.
strong	47:15	Water described by its preserved quality is a direct quality-of-water comparator, though in a different setting.
medium	50:9	Blessed descending water and gardens extend the provision chain from sky to yield.
weak	54:11	Overwhelming descending water is contrary boundary evidence, not positive support for drinkability.
weak	54:12	Springs and gathering waters remain a contrary flood scene rather than provision evidence.
strong	55:19	The two-seas pairing preserves a relevant water-difference frame; it should be read alongside the direct ujaj passages.
medium	56:31	Flowing water in the same surah supplies a nearby positive water-availability contrast.
strong	67:30	Loss of accessible water is posed directly, making water's availability contingent rather than secured by people.
medium	71:11	Abundant sky-water is set within a provision-and-response appeal.
weak	71:12	The rain-to-wealth sequence broadens provision but is less direct than the drinking-water passages.
strong	72:16	Conditional abundant water directly makes water provision dependent rather than self-guaranteeing.
strong	77:27	Giving drink through furat water is a direct comparator for the focus ayah's drinkability.
medium	78:14	Abundant descending water yields grain and gardens, extending the sky-to-provision chain.
medium	80:25	Poured water opens the immediate food-production sequence, a close material-provision parallel.
medium	10:24	Sky-water produces worldly adornment before its sudden removal, adding a strong impermanence boundary for provision.
medium	12:49	Rain and pressing yield form a provision scene, though no drinkability claim is made.
medium	26:134	Gardens and springs are part of received abundance, giving a water-provision parallel.
medium	26:148	Gardens and springs are part of received abundance, giving a water-provision parallel.
medium	27:61	Rivers and the barrier between seas preserve a relevant water-order and differentiation frame.
medium	36:33	Revived earth yielding grain for eating makes the water-to-provision background concrete.
medium	79:31	Water and pasture are brought forth together, a direct material-provision parallel.
weak	88:5	A contrary drinking scene gives only boundary evidence for unusable water, not positive support.
