strong	40:9	Near-verbatim parallel: mercy is protection from evils on that Day and is winning.
medium	16:64	Shows mercy operating through clarification and guidance amid dispute.
weak	5:119	Locates great winning in the Day's truthful final outcome.
strong	45:30	Pairs entry into mercy with the same manifest winning.
medium	6:19	The nearby warning context frames the threatened Day in 6:16.
medium	4:13	Adds the abiding garden outcome named great winning.
medium	12:34	Shows turning away as an effective redirection from a harmful course.
no value	44:2	Does not clarify mercy, averting punishment, or winning here.
medium	3:152	Links being turned away with testing and subsequent pardon.
medium	24:25	Adds the Day's full requital and manifest truth.
weak	6:7	Only indirectly supports the surrounding dispute about a manifest written sign.
medium	46:29	Shows divine turning as directed audience-routing, not rescue from punishment.
no value	43:2	Does not clarify mercy, averting punishment, or winning here.
medium	16:89	Connects the Day's witness scene with book, guidance, and mercy.
medium	1:3	Establishes mercy as governing the sequence that includes judgment.
weak	9:111	Adds a distinct covenantal route to great winning.
strong	6:12	Closely frames 6:16: self-prescribed mercy governs gathering for the Day.
medium	37:60	Defines great winning through escape from death and punishment; contrast route retained.
weak	8:16	Supplies a battle-day contrary outcome, not the mercy route.
no value	15:1	Does not clarify mercy, averting punishment, or winning here.
weak	39:6	Uses turning-away for human misdirection, a contrary use of the verb.
strong	12:24	Shows evil being actively turned away before it becomes action.
medium	6:6	Supplies the surrounding surah's destruction-for-sin contrast.
strong	18:53	Boundary evidence: at the fire there is no turning-away or escape.
weak	77:15	States Day-specific woe but adds little beyond the threatened setting.
no value	27:6	Does not clarify mercy, averting punishment, or winning here.
strong	25:65	Explicit prayer for turning away the punishment of Hell.
weak	77:19	Repetition of Day-specific woe adds no new relation.
weak	6:20	Nearby loss and refusal sharpen the contrary human response.
weak	36:23	Contrast preserves the unresolved relation of mercy and intended harm.
medium	15:56	Prevents despair from divine mercy, extending its rescue horizon.
no value	4:43	Ritual purification channel does not clarify 6:16.
weak	4:106	Shows forgiveness and mercy after a judicial warning, but indirectly.
weak	44:6	Presents mercy as knowing, responsive divine action.
no value	6:13	Does not clarify mercy, averting punishment, or winning here.
weak	4:23	Mercy limits retrospective consequence while retaining a legal boundary.
weak	29:18	Manifest delivery only indirectly relates to the warning context.
weak	13:43	Witness and knowledge of the Book do not directly explain 6:16.
medium	18:10	Mercy is sought as prepared conditions for safe, right-directed action.
weak	51:9	Contrary turning-away marks being diverted from the truth.
weak	6:105	Varying signs for clarification indirectly supports the warning's disclosure.
medium	5:74	Repentance and forgiveness leave threatened consequence interruptible.
weak	17:87	Mercy preserves revelation, a secondary protective mode.
no value	27:1	Does not clarify mercy, averting punishment, or winning here.
weak	55:1	Names mercy as an active source, but without the Day's rescue relation.
medium	21:107	Presents the sending as mercy made publicly available.
medium	6:8	Contrasts delayed warning with an angelic sign that would end reprieve.
weak	42:5	Forgiveness and mercy counter a cosmic threat, indirectly.
weak	20:76	Gives an enduring reward but not the rescue-and-winning formulation.
weak	15:4	Fixed decrees of destroyed towns provide only a judgment backdrop.
strong	48:5	Joins removal of evils, entry into gardens, and great winning.
weak	5:85	Reward in gardens is a secondary outcome parallel.
weak	6:65	Threatened punishments and varied signs provide a local contrast.
weak	67:3	Mercy in creation does not clarify the rescue relation.
medium	6:157	Within the surah, guidance and mercy precede refusal and evil punishment.
no value	5:6	Ritual purification channel does not clarify 6:16.
strong	18:58	Mercy and forgiveness delay earned punishment without cancelling the appointed outcome.
strong	25:19	Boundary evidence: false protectors cannot turn away punishment or give help.
weak	6:68	Nearby instruction to withdraw from mockery only indirectly supports warning.
medium	78:31	Winning is a protected passage out of danger into good.
weak	26:5	Turning away from a merciful reminder is a contrary response.
weak	5:13	Pardon after betrayal is a secondary mercy pattern.
weak	52:28	Attributes the saved condition to beneficence and mercy without its mechanism.
weak	11:28	Mercy obscured to unwilling hearers does not explain averting punishment.
no value	6:103	Does not clarify mercy, averting punishment, or winning here.
medium	59:20	Contrasts the fire's people with the garden's people as the winners.
weak	25:50	Distribution and rejection do not clarify 6:16.
weak	47:22	Kinship-severing channel is not a direct route to the focus.
weak	9:27	Mercy after failure is a secondary reopening through repentance.
medium	44:57	Great winning joins divine favor with secure deliverance, though redundant.
no value	6:115	Does not clarify mercy, averting punishment, or winning here.
weak	24:43	Selective turning-away of hail is only an analogical direction pattern.
medium	20:109	On that Day, intercession depends on the Merciful's permission.
medium	78:38	Merciful permission governs speech on the Day, adding ordered mercy.
medium	78:39	Names the true Day and a return-path to the Lord.
weak	2:160	Mercy follows repentance, repair, and clarification, but remains indirect.
medium	25:26	The Day's true rule belongs to the Merciful while remaining hard for rejecters.
medium	23:118	Pairs forgiveness with mercy in a direct prayer for renewed care.
medium	7:8	Connects the Day's true weighing with successful people.
weak	7:57	Mercy as life-giving rain is a secondary, non-judgmental image.
strong	64:9	At the gathering Day, erasure of evils and garden entry are great winning.
medium	28:46	Mercy arrives as warning before consequence, enabling response.
weak	88:24	Names the greater punishment without the rescue relation.
weak	9:99	Entry into mercy follows faithful giving, a secondary route.
weak	31:22	Secure attachment and final outcome do not specify mercy or averting punishment.
medium	9:127	Contrary turning-away: hearts are diverted through refusal to understand.
strong	10:107	Only God can uncover harm or prevent intended good; mercy governs both.
medium	33:43	Mercy moves believers from darkness into light, a parallel rescue pattern.
weak	9:89	Garden-based great winning is redundant with stronger outcome cards.
medium	57:12	Daylight-guided passage into gardens depicts great winning as safe arrival.
weak	16:87	Day-specific surrender and vanished fabrications supply only a judgment backdrop.
medium	12:33	Shows the requested turning-away as necessary to prevent yielding to pressure.
medium	2:221	Contrasts invitation to fire with divine invitation to garden and forgiveness.
weak	19:44	Disobedience to the Merciful marks a contrary orientation, not rescue.
no value	56:43	Does not clarify mercy, averting punishment, or winning here.
weak	17:82	Mercy differentiates outcomes by reception, but not the Day's averting relation.
medium	14:44	Warning before punishment contrasts with the too-late request for delay.
weak	7:204	Receiving the Qur'an may lead to mercy, a secondary receptive condition.
weak	2:187	Forgiveness within ritual limits does not clarify 6:16.
strong	40:7	Intercessory mercy explicitly asks protection from the punishment of Hell.
strong	6:15	The immediately preceding verse supplies the feared punishment of the great Day.
strong	6:17	States that no one but God can remove harm, clarifying the effective agent of rescue.
strong	3:185	Defines success as being kept away from the Fire and admitted to the Garden.
strong	11:58	Mercy saves believers from disgrace and harsh punishment when the command arrives.
strong	11:66	Mercy rescues from the Day's disgrace and harsh punishment.
strong	11:94	Mercy distinguishes those saved from those seized by the cry.
strong	19:72	Explicitly states that the God-fearing are saved while wrongdoers remain exposed.
strong	21:101	Those granted good are kept far away from the Fire.
strong	39:61	God saves the God-fearing by their winning; evil does not touch them.
strong	40:8	Near-verbatim parallel: protection from evils on that Day is mercy.
strong	40:45	God protects from the evils devised, while punishment encloses the opposing party.
strong	44:56	Explicit protection from the punishment of Hell before the succeeding winning statement.
strong	52:27	Saved people identify divine favor as protection from the blazing punishment.
strong	76:11	God protects them from the evil of that Day and gives a contrasting outcome.
strong	2:201	A direct prayer joins worldly and final good with protection from Fire's punishment.
strong	3:16	A direct prayer asks protection from the punishment of the Fire.
strong	3:191	A direct prayer asks protection from Fire's punishment in the resurrection setting.
strong	3:193	Asks for removal of evils and a good final death, closely paralleling rescue.
strong	4:31	Avoidance of grave evils leads to removal of evils and honored entry.
strong	5:65	Faith and reverence bring covering of evils and entry into gardens.
strong	9:72	Gardens, divine pleasure, and the great winning give a central outcome parallel.
strong	9:100	Garden entry is explicitly named the great winning.
strong	61:12	Forgiveness and garden entry are explicitly named the great winning.
medium	2:286	Prayer for pardon, forgiveness, and mercy gives a preparatory rescue pattern.
medium	3:192	Entering the Fire is irreversible disgrace, sharpening what 6:16 averts.
medium	4:48	Sets the boundary of forgiveness for association, relevant to mercy and judgment.
medium	4:116	Repeats the forgiveness boundary relevant to mercy and judgment.
medium	4:175	Mercy and bounty are entered through faith, a complementary mercy route.
medium	5:72	Forbidding the Garden and assigning the Fire provides the contrary final outcome.
medium	6:54	Self-prescribed mercy follows wrongdoing and reform within the focus surah.
medium	6:70	No compensation, protector, or intercession can avert the final consequence.
medium	6:147	Pairs vast mercy with punishment that is not turned from the guilty.
medium	7:156	Mercy encompasses all things yet is apportioned within accountable guidance.
medium	9:21	Mercy, pleasure, and lasting gardens give a complementary final result.
medium	10:64	Names a great winning as the stable divine promise.
medium	14:6	Remembering deliverance from severe punishment supplies an earlier rescue pattern.
medium	16:61	Mercy delays immediate reckoning while a fixed term remains.
medium	17:57	Hoping for mercy and fearing punishment preserve both sides of the focus relation.
medium	20:74	The criminal's Fire outcome clarifies the danger from which mercy saves.
medium	23:102	The Day's true weighing identifies those who prosper.
