strong	70:35	Cennetlerde mukerrem olus, meyve alan kisilerin onurlandirilmasini dogrudan tekrarlar.
medium	33:29	Ahiret ve buyuk ecr tercihi, bu ikramin ilahi karsilik ufkunu tamamlar.
weak	80:31	Meyveyi yeryuzundeki besinler arasinda anar; cennet ikrami ve onur boyutunu acmaz.
strong	77:42	Takva sahiplerine diledikleri meyveler verilmesi, odulun meyve yonunu dogrudan paraleller.
strong	37:40	Istisna edilen ihlasli kullar, sonraki meyve ve ikramin kimlere ait oldugunu belirler.
medium	36:55	Cennet halkinin mesgul ve sevincli hali, meyvenin haz ve esenlik ortamini genisletir.
medium	56:20	Secilen meyveler, sunulan rizka tercih ve bolluk boyutu ekler.
strong	37:41	Bilinen rizik ifadesi, bir sonraki ayette sayilan meyvelerin kapsayici zeminidir.
medium	52:18	Rabbin verdigiyle sevinme ve cehennemden korunma, ikramin kurtulusla birlikte oldugunu gosterir.
no value	82:11	Yazici meleklerin kerem sifatlari, nimet alan insanlarin ikramini aciklamaz.
medium	15:45	Takva sahiplerinin bahceler ve pinarlar icinde olmasi, ayni cennet ortamini destekler.
strong	56:65	Meyveye bagli sevinci hasat kaybi sonrasinda sasirma ve yakinmaya ceviren belirgin bir karsitlik kurar.
weak	56:77	Kuranin keremini niteler; ikram edilen cennet sakinlerine dair ek bilgi vermez.
strong	37:43	Naim bahceleri, meyve ve ikramin hemen sonraki mekanini aciklar.
strong	83:31	Sevinci baskalarini kucumseme aracina ceviren dunya hali, onurlandirici cennet sevincine guclu bir karsitlik sunar.
medium	21:26	Mukerrem kullar, onurlandirilma sifatinin Allah'in itaatkar kullarina verildigini paralel bicimde gosterir.
weak	37:14	Ayetleri alaya alma, mukerrem kullarin konumuna ancak karsit bir arka plan saglar.
medium	56:32	Bol meyve, 37:42'deki ikramin miktar ve genislik yonunu destekler.
no value	49:18	Ilahi bilginin amelleri kusatmasi, meyve veya onurlandirilma sahnesine ek yapmaz.
medium	36:57	Cennet sakinlerinin meyveye ve dilediklerine sahip olmasi, ikramin kapsamini genisletir.
strong	37:44	Karsilikli tahtlar, mukerrem kisilerin birlikte agirlandigi toplumsal duzeni hemen devam ettirir.
weak	23:19	Dunyevi bahcelerdeki meyveyi anlatir; ahiret ikrami ve mukerrem olusla baglantisi dolaylidir.
medium	37:50	Cennet sakinlerinin birbirine donup konusmasi, onurlu nimetin sosyal iletisim boyutunu gelistirir.
no value	68:23	Bahce sahiplerinin fisildasmasi, cennet meyvesi veya onurlandirici ikramla ilgili degildir.
weak	56:14	Ahiretteki topluluklardan birinin azligini bildirir; meyve ve ikrami aciklamaz.
no value	26:96	Cehennemdeki cekisme, cennet ikraminin anlamina yeni bir katki sunmaz.
strong	37:45	Dolasitirilan berrak kase, mukerrem konuklara sunulan nimetin hemen sonraki unsurudur.
no value	26:202	Azabin ansizin gelisi, ikram edilenlerin nimet sahnesini acmaz.
weak	37:71	Oncekilerin cogunun sapmasi, mukerrem kullarin ayrimini sadece uzaktan karsitlar.
weak	69:40	Elcinin kerem sifati, cennet sakinlerine verilen ikramdan farkli bir nitelemedir.
weak	23:37	Dirilisi inkar eden soz, cennet odulunun ardindaki ahiret ufkuna yalnizca karsitlik saglar.
weak	21:100	Cehennemde isitmemek ve inlemek, huzurlu ikram ortaminin zit halidir fakat ayrintilandirmaz.
strong	37:46	Icenlere lezzet veren beyaz icecek, mukerremlere sunulan nimeti hemen tamamlar.
no value	85:7	Inananlara yapilan zulme sahitlik, meyve ve ikram sahnesine baglanmaz.
medium	37:21	Yargilama gunu, mukerrem kullarin bu nimetlere ayrilmasinin onceki adalet zeminini verir.
no value	71:22	Buyuk tuzak kurma, cennet ikramini aciklamaz.
strong	15:46	Cennete esenlik ve guvenle giris emri, onurlu kabulun dogrudan paralelidir.
weak	56:66	Urun kaybi sonrasi zarari dile getirme, meyve bollugunun tersini tekrarlar ancak yeni anlam eklemez.
strong	37:47	Iecegin sarhosluk ve bas agrisi vermemesi, sunulan nimetin eksiksizligini hemen aciklar.
weak	37:24	Sorguya cekilenler, mukerrem kullarin karsit yargi durumunu gosterir ama nimetleri acmaz.
strong	37:48	Yanlarindaki esler, mukerrem cennet hayatinin yakinlik ve refakat boyutunu tamamlar.
weak	31:3	Iyi davrananlara hidayet ve rahmet, odullendirilmeye genel bir zemin saglar.
strong	15:47	Kinleri alinmis kardeslerin karsilikli tahtlarda oturmasi, onurlu ve iyi sozlu birlikteligi dogrudan aciklar.
weak	80:13	Onurlandirilmis sayfalar, insanlarin cennette mukerrem kilinmasindan farkli bir baglamdadir.
strong	37:49	Korunmus yumurta benzetmesi, cennet refakatinin guzellik ve korunmusluk niteligini hemen tamamlar.
weak	80:16	Yazicilarin soylu ve iyi olusu, nimet alan mukerrem kullara dolayli bir paraleldir.
weak	37:27	Yargi yerindeki karsilikli sorgulama, 37:50'deki cennet sohbetine karsit bir toplumsal sahnedir.
medium	44:27	Dunyevi refah icindeki keyfin terk edilmesi, kalici cennet ikramini gecici zevkten ayirir.
no value	38:82	Iblisin saptirma yemini, meyve ve onurlandirilma temasini gelistirmez.
medium	89:17	Yetimi ikram etmeme elestirisi, ikramin ahlaki anlamini ilahi onurlandirmaya karsit bir eksende aciklar.
no value	37:6	Dunya semasinin suslenmesi, cennet sakinlerine verilen meyve ve ikramla ilgili degildir.
medium	55:68	Meyve, hurma ve nar, cennet nimetlerinin somut cesitliligini ekler.
no value	70:20	Kotu dokununca sabirsizlik, mukerrem cennet halkinin durumuna katkida bulunmaz.
weak	56:11	Allah'a yaklastirilanlari anar; 37:42'deki nimet sahiplerinin derecesine genel bir yakinlik kurar.
no value	37:94	Putlara kosarak gelen topluluk, ikram edilen cennet sahnesinden uzaktir.
strong	56:12	Naim bahceleri ifadesi, 37:43'teki hemen sonraki cennet mekanini aynen paraleller.
medium	55:52	Her meyveden cifti bulunmasi, ikramin cesit ve bolluk tarafini belirginlestirir.
strong	38:51	Tahtlarda yaslanip bol meyve ve icecek istemeleri, onurlu konuklara sunulan rizki ayrintilandirir.
weak	37:105	Iyi davrananlarin odullendirilmesi, ikramin liyakat yonune genel bir bag kurar.
strong	44:55	Guven icinde her meyveyi istemeleri, cennet ikraminin emniyet ve serbestlik boyutunu dogrudan verir.
medium	56:16	Karsilikli yaslanma, 37:44'teki birlikte agirlanmayi tekrarlar fakat yeni nimet ayrintisi eklemez.
no value	5:55	Velayet, namaz ve zekat baglami, meyve ya da cennet ikramini aciklamaz.
no value	37:152	Allah'a cocuk isnadini yalanlama, mukerrem kullarin nimetlerine katkida bulunmaz.
weak	2:161	Lanetlenen inkarcilar, mukerrem olusun zit sonucunu gosterir fakat olumlu sahneyi acmaz.
medium	37:127	Yalanlayanlarin azap icin getirilmesi, ayni surede mukerrem kullarin ayri kaderini karsitlar.
weak	6:82	Iman edenlerin guven ve hidayeti, cennet emniyetine dolayli bir temel saglar.
no value	37:93	Putlara vurma olayi, meyve ve ikram temasina baglanmaz.
medium	43:73	Cennette bol meyve yiyebilme, 37:42'deki meyve ikramini ayni sonucta tekrarlar.
weak	37:113	Iyi davranan ile acik zalimin soy icindeki ayrimi, odullendirme ayrimina dolayli bir zemin verir.
no value	2:75	Bilerek sozu tahrif etme, cennet nimeti veya onurlandirilmayi aciklamaz.
no value	37:10	Gokten haber kapmaya calisana yildiz ulasmasi, odul sahnesiyle ilgili degildir.
weak	55:11	Yeryuzundeki meyveler, cennet meyvesinin kaynagina dolayli bir tabii paralel sunar.
no value	3:23	Kitabin hukumune yuz cevirme, ikram edilen cennet halkini aciklamaz.
medium	52:22	Arzuladiklari meyve ve etle desteklenmeleri, cennet rizkinin bolluk ve istek boyutunu ekler.
weak	3:25	Herkesin kazancinin eksiksiz verilmesi, ikramin yargi sonrasi adaletine genel zemin saglar.
no value	2:281	Kiyamet gunu tam karsilik ve haksizliksizlik, onceki yargi zemininin otesine gecmez.
medium	2:25	Bahce, meyve, temiz esler ve kalicilik, 37:42'deki ikrami daha genis bir cennet tasviriyle tamamlar.
no value	2:146	Bilerek hakki gizleme, meyve veya onurlandirilma temasina katkida bulunmaz.
no value	3:91	Inkarcilarin fidyesinin kabul edilmemesi, mukerrem cennet halkini aciklamaz.
no value	5:61	Ikiyuzlu giris ve gizlenen kufur, odul sahnesinden uzaktir.
weak	3:161	Her nefse ameli kadar karsilik verilmesi, ikramin adalet yonune genel bir paralel saglar.
no value	3:113	Gece ibadet eden topluluk, cennet meyvesi ve ikramini acmaz.
no value	6:61	Olumde gorevli elcilerin eksiksizligi, mukerremlerin nimetine baglanmaz.
no value	6:26	Inkarcilarin uzak durmasi ve engellemesi, cennet ikramini gelistirmez.
