strong	4:132	It repeats the ownership formula and adds God as sufficient guardian of that domain.
medium	7:199	Its channel route preserves the adjacent communal moral office as a secondary implication of belonging to God.
medium	32:11	Return to the Lord after death gives the return of affairs a personal, terminal horizon.
strong	57:5	It is the closest parallel: dominion of heavens and earth and return of all affairs to God.
medium	3:110	The adjacent communal command gives a practical moral setting after the ownership-and-return declaration.
medium	86:8	It preserves the secondary reading of divine power to bring a person back.
strong	42:53	It closely repeats divine ownership of heavens and earth with the final movement of affairs to God.
medium	22:41	Its channel link and the ending on the outcome of affairs place communal action under God's final disposal.
medium	35:4	The return of affairs to God frames opposition to messengers within an outcome beyond present denial.
strong	4:126	It repeats the ownership formula and adds God's encompassing relation to everything.
weak	3:117	The expenditure channel is a distant ethical parallel, while the verse itself adds little to ownership and return.
medium	2:156	Belonging to God and returning to Him apply the declaration to human loss and endurance.
strong	24:42	God's dominion over heavens and earth and the final destination to Him directly parallel the focus.
weak	28:67	The repair-through-faith channel is a secondary practical response, not a direct reading of the focus.
medium	28:39	It supplies the contrary posture: arrogant power rests on denying return to the higher authority.
strong	3:129	The adjacent ownership formula adds forgiveness and punishment as expressions of the owner's disposal.
medium	3:104	Its shared community channel supplies the moral task that immediately surrounds the focus passage.
weak	20:89	As a secondary contrast, a false object cannot return speech or control harm and benefit.
strong	22:76	God's knowledge of what lies before and behind, followed by return of affairs, expands the scope of the focus.
no value	12:58	Its recognition channel has no substantive connection to divine ownership or the return of affairs.
weak	34:31	The scene of reciprocal accusation is a secondary accountability horizon, not a direct return-to-God statement.
medium	2:210	Return of affairs follows a completed divine command, adding finality to the focus's return.
medium	3:114	The adjacent moral-office channel shows a believing community acting toward good before the final return.
strong	28:70	Praise, judgment, and return to God connect final authority directly to the focus.
medium	16:49	Universal prostration of creatures gives a lived expression of the ownership of heavens and earth.
weak	13:26	Its allotment-and-expenditure channel is only a remote parallel to God's comprehensive possession.
strong	36:22	Creation, worship, and return to God present a whole life-course ordered by the same owner.
medium	8:44	The return of affairs to God after an ordained event limits the apparent control of human actors.
medium	31:17	Its channel link joins moral direction and restraint to steadfastness as matters are ultimately resolved by God.
weak	36:67	The secondary restoration reading gestures toward return, but the verse does not state the focus's final ownership.
strong	22:64	It repeats ownership of all in heavens and earth and adds God's freedom from need.
weak	9:98	The expenditure-as-burden channel is a remote contrary framing of what belongs under divine order.
strong	10:56	Giving life and death followed by return makes divine ownership operative over the whole human span.
strong	53:31	Ownership of heavens and earth is joined to recompense, clarifying what the return of affairs entails.
weak	21:78	Its adjudication channel offers only a distant instance of affairs being set into judgment.
strong	19:40	Divine inheritance of earth and its inhabitants makes the return language an ownership claim.
strong	11:123	The unseen heavens and earth and the return of every affair lead directly into worship and reliance.
no value	79:31	The water-and-pasture channel adds no distinct reading of the focus.
medium	29:8	Return to God with disclosure of deeds subordinates even conflicted human loyalties to final accountability.
strong	14:2	It repeats the ownership formula and situates rejection under its severe consequence.
