medium	3:141	Sinama, iman edenleri aritip inkarcilari ayiran bir gorunurluk islevi gorur.
medium	33:1	Munafiklere boyun egmeme emri, gorunen bagliligin karsi yonlendirmelerle sinanmasini tamamlar.
no value	7:61	Resulluk savunmasi, iman ile nifakin ortaya cikisi eksenini acmaz.
strong	29:3	Ayni perikopta sinamanin dogru soyleyenleri yalancilardan ayiracagini dogrudan bildirir.
weak	29:1	Perikopun baslangic harfleri, 29:11deki ayirma sahnesine ek aciklama getirmez.
strong	63:1	Munafiklarin ikrarina ragmen yalanci olduklarinin Allah tarafindan bilinmesi, odagin acik paralelidir.
medium	33:73	Munafiklarla muminlerin farkli akibetleri, 29:11de ortaya cikacak ayrimi sonuca baglar.
weak	29:9	Salih amel isleyen muminlerin dahil edilmesi, ayni bolumdeki olumlu ucu verir fakat ayrimi tekrarlamaz.
medium	48:6	Munafiklarin kotu zanlari ve akibeti, gorunen bagliligin gizli karsitligini somutlastirir.
medium	33:24	Sadiklarin dogrulugu ve munafiklarin cezasi, 29:11deki ayirmanin hesap boyutunu verir.
weak	37:170	Inkar sonrasi bilme tehdidi, gecikmis ortaya cikisi uzaktan yansitir.
no value	7:80	Lut kavminin fiili, iman ve nifakin sinanarak ayrilmasina katkida bulunmaz.
medium	63:8	Munafiklarin ustunluk iddiasi ve bilmezligi, gizli bagliligin toplumsal soze donusmesini gosterir.
strong	29:2	Iman iddiasinin sinamasiz birakilmayacagini soyleyerek 29:11in hemen onceki zeminini kurar.
weak	34:6	Bilginlerin vahyi hak olarak gormesi, sahici imanin bilgiyle taninmasina dolayli bir ornek verir.
medium	63:7	Munafiklarin kaynak akisini denetleme plani, gizli karsitligin pratik davranisini aciklar.
weak	29:7	Muminlerin amellerine karsilik verilmesi, ayni perikoptaki olumlu sonuctur ancak yeni bir ayirma olcutu vermez.
no value	68:52	Evrensel ogut ifadesi, munafikligin gorunur hale gelmesini acmaz.
weak	33:41	Cok zikretme emri, imanin gorunen pratigine genel bir isaret saglar.
medium	33:60	Munafiklarin ve kalbi hasta olanlarin kamusal bozgunculugu, gizli halin toplumsal sonucunu gosterir.
no value	37:41	Bilinen rizik vaadi, odaktaki sinama ve nifak ayrimina baglanmaz.
medium	8:27	Emanete ihanet yasagi, cift yuzlu bagliligin ihlal ettigi guven boyutunu aydinlatir.
weak	29:43	Misalleri anlayan alimler, ayni surenin anlama cagrisi olsa da 29:11i dogrudan acmaz.
no value	53:5	Guclu bir varligin ogretmesi, iman ile nifakin ayirimina katki saglamaz.
strong	4:61	Munafiklarin vahiy ve resul cagrisi karsisinda yuz cevirmesi, gizli karsitligin acik davranisidir.
medium	8:49	Munafiklarin dini aldanis saymasi, guveni zayiflik diye adlandiran ic tavri gosterir.
no value	37:79	Nuh'a selam, odaktaki sinama ve nifak ayrimina baglanmaz.
no value	2:267	Harcamada iyiyi secme emri, 29:11in ayirma sahnesini gelistirmez.
medium	29:4	Kotuluk yapanlarin kacamayacagi hukmu, ayni perikopta sinamanin hesap ufkunu verir.
no value	37:164	Meleklerin bilinen makami, insanlarda iman ve nifak ayrimini acmaz.
medium	60:10	Muhacir kadinlarin imaninin sinanmasi, ikrarin incelemeyle ayirilabilecegine somut bir paraleldir.
weak	29:52	Allah'in sahitligi ve batila iman edenlerin zarari, ayni suredeki genel degerlendirmedir.
weak	78:4	Yakinda bilme uyarisi, ortaya cikis temasini yalnizca genel bicimde yansitir.
medium	4:138	Munafiklara azap haberi, 29:11de ayirt edilen grubun akibetini belirtir.
weak	4:136	Imani yenileme emri, baglilik olcutunu sunar fakat munafikligi aciga cikarma sahnesini vermez.
weak	26:47	Sihirbazlarin iman ikrari, sahici iman beyanina bir ornek verir ancak nifakla karsilastirmaz.
medium	16:39	Ihtilafin aciklanmasi ve kafirlerin yalanciliginin bilinmesi, gizlinin sonunda acilmasina paraleldir.
weak	29:5	Allah'a kavusma umudu ve ilahi bilgi, ayni perikopta yon verir fakat 29:11i tekrarlar.
weak	44:32	Bilgiyle secilme, odaktaki iman-nifak ayrimina sadece uzak bir secilme temasi tasir.
weak	22:54	Hakikatin bilinip iman edilmesi, sahici imanin olumlu tarafini verir fakat munafikligi acmaz.
medium	29:13	Yalanci yuklenme iddialarinin hesapta sorgulanmasi, ayni perikopta gizli sozu sorumlulukla karsilastirir.
