strong	44:43	Exact ز ق م and ش ج ر parallel; positive V12 route identifies the focus source.
medium	50:30	Channel parallel adds the overfull-container consequence, without a direct food term.
medium	37:62	Exact ز ق م and ش ج ر recurrence supplies the alternative نزل framing; redundant with 44:43.
strong	37:66	Immediate parallel supplies the eater-to-belly filling sequence after the focus clause.
medium	56:41	Opens the same 56:41-56 punitive scene and locates the affected class.
weak	3:130	Mixed V12 route concerns harmful taking, but not the focus tree or its immediate sequence.
medium	23:20	Positive V12 route supplies a productive tree-to-edible-output counterpattern.
strong	56:53	Direct continuation: the focus intake proceeds to filling the bellies.
weak	4:2	Positive V12 route concerns wrongful appropriation; only a broad harmful-intake parallel.
weak	16:10	Shares ش ج ر but supplies no punitive or eating-specific route.
strong	56:42	Direct preceding condition in the same punitive sequence.
weak	7:19	A forbidden-tree route offers a remote counterpoint to the focus intake.
no value	4:65	The ش ج ر match is the dispute sense, not a tree or food route.
no value	56:15	Channel membership is not localized to a focus-relevant food or tree element.
weak	36:72	Positive and contrast V12 readings preserve a general consumption relation, not the focus scene.
weak	36:35	Generic fruit consumption is a distant counterpattern.
strong	56:43	Direct preceding environmental condition in the same sequence.
weak	51:27	V12 preserves a social-offering reading; it does not clarify punitive intake.
weak	2:35	A voluntary-provision and prohibited-tree counterpoint, already represented by the Eden cards.
no value	56:4	The channel relation does not yield a localized tree or intake link.
medium	17:60	Positive V12 route joins a cursed-tree and trial frame to the focus tree.
weak	37:146	A restorative tree image is only a broad contrast.
strong	56:44	Direct preceding qualification of the same 56:41-56 scene.
weak	5:75	Positive V12 route marks bodily dependence, but not the focus's punitive food.
no value	83:25	No tree, eating, or localized channel route.
no value	56:63	Channel membership alone does not connect this cultivation question to 56:52.
weak	20:54	Mixed V12 route concerns ordinary nourishment and restraint, a broad counterpoint.
medium	88:6	Another exclusive punitive-food formulation, without the focus tree identity.
weak	44:37	Upstream 44 context may frame culpability, but adds no direct intake detail.
no value	48:18	The V12 contrast link is boundary evidence only.
no value	105:4	No relevant tree, intake, or channel evidence.
strong	56:54	Direct continuation from the focus tree to the following drink.
weak	2:172	Mixed V12 route supplies a wholesome-provision counterpattern.
no value	84:19	No localized relation to the focus reading.
no value	56:65	Channel membership does not establish a focus-specific intake route.
weak	23:51	Positive V12 links nourishment to conduct, but remains a general counterpattern.
no value	87:14	No relevant tree or intake relation.
strong	44:44	Immediate 44:43 continuation identifies the food's culpable addressee.
weak	47:12	Mixed V12 route contrasts unreflective consumption with the focus's punitive result.
weak	89:19	A broad harmful-consuming parallel, redundant with earlier appropriation cards.
strong	56:55	Direct continuation completes the drinking image following 56:54.
weak	2:168	Mixed V12 route concerns source-discerning nourishment, not the focus tree.
strong	37:64	Direct contextual detail: the same ز ق م tree is placed in the جحيم frame.
medium	56:94	Later 56 punitive conclusion supplies a fire consequence, but not the tree intake itself.
weak	37:91	Positive V12 route tests an object through eating; only a remote functional parallel.
no value	31:27	Tree imagery serves a writing-capacity comparison, not intake.
medium	38:84	Channel route adds a declared filling frame parallel to the focus's belly-filling sequence.
weak	2:174	Mixed V12 route gives a harmful internalization analogy, without the focus tree.
weak	38:57	A punitive taste frame, but no exact tree or intake route.
strong	56:56	Direct close of the 56:51-56 punitive food sequence.
weak	23:19	Positive V12 productive-garden route is a distant counterpattern.
no value	55:6	Tree reference carries no intake or punitive link.
no value	56:13	Channel membership does not provide a focus-specific food connection.
weak	40:79	Positive V12 route presents ordinary animal use as a counterpattern to coerced intake.
weak	36:80	Tree-to-fire imagery offers a broad fire contrast only.
weak	3:91	Channel route concerns non-accepted release, not the focus food.
medium	14:26	Positive V12 branch route supplies an adverse-tree reading, indirectly complementing the focus tree.
weak	56:72	Same-surah tree reference concerns fire production, not the 56:52 intake.
strong	56:51	Direct immediate frame names the class addressed in 56:52.
weak	15:3	Positive V12 route links consumption with heedless delay; indirect to the punitive meal.
no value	79:37	No relevant tree, intake, or localized channel relation.
no value	56:39	Channel membership does not provide a focus-specific food connection.
medium	69:37	Exclusive eating by a culpable class parallels the focus's punitive allocation.
weak	24:35	Blessed-tree fuel imagery is only a remote counterpattern.
strong	44:45	Immediate continuation supplies the internal boiling consequence of the 44:43 food.
weak	23:21	Positive V12 route concerns beneficial transformation within animals, a broad contrast.
weak	20:120	Another tree route, but it supplies neither the focus source nor punitive intake.
no value	56:40	Channel membership provides no localized relation to 56:52.
weak	12:48	Positive V12 route concerns stored food through scarcity, a distant consumption contrast.
weak	16:68	Shares ش ج ر only; the scene is not about the focus intake.
medium	37:63	Direct context establishes the same tree as a trial for the wrongful class.
weak	19:26	Positive V12 nourishment-and-settling route is a counterpattern, not punitive intake.
weak	27:60	Creation of trees provides a remote source contrast.
no value	56:25	Channel membership has no localized tree or intake evidence.
weak	77:46	Temporary consumption under a culpability frame weakly parallels the focus outcome.
weak	22:18	Tree appears in a universal submission list, without intake linkage.
no value	56:34	Channel membership does not yield a relevant food relation.
weak	12:36	Positive V12 food image concerns vulnerability in a dream, not the focus tree.
no value	28:30	Tree reference functions as a location of address, not intake.
no value	14:19	Branch resonance is structural and supplies no focus-specific food evidence.
weak	6:118	Positive V12 source-recognition reading is a general counterpoint to the focus intake.
weak	2:25	Garden provision contrasts broadly with the focus's punitive tree.
no value	56:33	Channel membership is not a localized relation to 56:52.
weak	12:43	Consumption imagery marks depletion, but not the focus tree or meal.
no value	55:26	No tree, intake, or localized channel evidence.
weak	6:121	Positive V12 route concerns source rupture in food, a general contrast only.
no value	114:6	No relevant relation.
weak	23:33	Positive V12 bodily-commonality route does not clarify punitive tree intake.
no value	2:34	No relevant tree, intake, or localized channel evidence.
weak	36:33	Positive V12 life-to-grain route is a broad productive counterpattern.
no value	83:27	Tail-audit card with no relevant relation.
no value	37:83	Tail-audit card with no relevant relation.
weak	2:275	Harmful-consuming image is redundant and lacks a tree or direct sequence link.
no value	26:213	Tail-audit card with no relevant intake route.
no value	24:31	Tail-audit card with no relevant relation.
no value	24:61	Tail-audit card; social eating does not clarify 56:52.
no value	22:5	Tail-audit card with no tree or intake-specific route.
no value	2:184	Tail-audit card; food appears in a separate regulatory frame.
no value	33:53	Tail-audit card; meal etiquette has no explanatory route to 56:52.
weak	7:22	Tree-intake aftermath offers an indirect forbidden-tree boundary, not the focus source.
strong	37:65	Direct continuation adds the form assigned to the same ز ق م tree.
strong	37:67	Direct continuation adds the حميم mixture that follows its consumption.
medium	37:68	Direct sequence supplies the return-to-جحيم consequence after that mixture.
strong	44:46	Direct continuation completes the boiling-with-حميم comparison for the same food.
medium	44:47	The same 44 sequence adds compelled movement into جحيم after the food description.
medium	44:48	The same sequence adds حميم punishment, parallel to the focus's following drink.
weak	44:49	The same sequence retains the taunting taste command, but adds no tree detail.
medium	56:49	Immediate setup gathers the classes addressed by the 56:51-56 sequence.
medium	56:50	Immediate setup fixes the appointed occasion for the focus sequence.
strong	69:36	Directly supplies the exclusive punitive-food frame completed by 69:37.
medium	88:7	Direct continuation qualifies the punitive food in 88:6 as non-nourishing.
