strong	109:3	Exact repetition of the focus formula; establishes the enclosing parallel.
strong	12:40	Sets rival names against exclusive worship and an upright religion.
medium	11:26	Affirms exclusive worship, supporting the fixed direction of the focus.
strong	109:2	Supplies the reciprocal declaration that frames the repeated focus line.
strong	10:104	Contrasts the speaker's worship with the audience's competing worship.
medium	18:16	Combines separation from a group with separation from its worship.
no value	37:162	No clear contribution to the worship distinction.
strong	109:4	Adds the other half of the reciprocal non-participation sequence.
weak	44:23	Secondary servant-status evidence; contrast routes only bound rejected readings.
medium	2:138	States a collective worship identity directed to God.
strong	109:6	The closing allocation of religion makes the distinction final.
weak	29:56	One-sided command of worship; it does not add the reciprocal boundary.
no value	26:43	No clear contribution to the worship distinction.
medium	10:105	Fixes the face toward religion and excludes association.
medium	46:6	Shows a later reversal in which worship is disowned by its objects.
medium	23:47	Provides the secondary coercive-service reading of allegiance.
medium	109:1	Names the addressed party whose worship relation is denied in the focus.
weak	106:3	One-sided worship command; reject routes are boundary evidence only.
medium	39:14	States the speaker's devoted worship and personal religion.
medium	24:55	Links worship with non-association in a communal setting.
weak	54:9	Servant designation adds only secondary status evidence.
weak	43:68	Servant designation does not specify the contested worship relation.
weak	37:36	Records resistance to abandoning rival objects of worship.
weak	96:10	Prayer gives secondary evidence for enacted devotion.
medium	39:64	Rejects a command to direct worship away from God.
weak	37:85	Questions the worship object without establishing the focus's mutual denial.
medium	39:17	Pairs avoidance of a rival worship with return toward God.
medium	13:36	Commands worship of God and excludes association.
weak	106:4	Contextual completion of the Lord-and-worship sequence only.
weak	22:10	Servant status supplies only a secondary authority relation.
no value	6:91	No clear contribution to the worship distinction.
no value	83:34	No clear contribution to the worship distinction.
medium	26:22	Makes coercive enslavement a secondary contrary model of service.
weak	6:148	Association is relevant background but does not specify the focus relation.
weak	1:4	Lordship and religion give only indirect context for the final separation.
medium	37:161	Joins the audience to what it worships, clarifying the opposed relation.
no value	56:86	No clear contribution to the worship distinction.
no value	106:1	No clear contribution to the worship distinction.
medium	29:16	Calls a community to worship God, supporting the positive alternative.
