medium	37:55	Ayni surede cehennemin ortasina bakis, planlanan atisin sonucunu gorunur kilar.
weak	17:39	Baska bir ilaha yonelmenin cehennemde asagilanmaya vardigini bildirerek putperestlige karsi sonucu tamamlar.
weak	78:12	Saglam ust yapinin kurulusu, 37:97'deki dusmanca yapimla sinir olusturan yapisal bir karsiliktir.
medium	69:31	Bir kisinin cehennemde yakilmasi emri, bina kurup atma tehdidinin dogrudan cezai benzeridir.
medium	37:91	Ibrahim'in putlara yonelisi, 37:97'deki ortak dusmanligin baslangic sahnesini verir.
no value	79:27	Gogun yaratilisini anlatan yapim karsilastirmasi, dusmanca bina planini ayirt etmeye yeterli bag kurmaz.
weak	102:6	Cehennemin gorulecegini bildirmesi, 37:97'deki atisin sonucuna genel bir eskatolojik arka plan saglar.
strong	37:98	Hemen sonraki ayet, bina ve atis planinin faillerinin asagi konuma getirildigi sonucunu verir.
weak	61:4	Kenetlenmis bina imgesi, odak ayetteki dusmanca yapinin tersine toplu dayaniklilik sinirini gosterir.
medium	18:21	Bir grup icin bina yapma onerisi, 37:97 ile ayni kurma fiilini farkli toplumsal maksatla karsilastirir.
weak	26:87	Diriltilme gununde utandirilmama yakarisi, cehennem tehdidinin nihai hesap ufkuna uzaktan baglanir.
no value	61:6	Reddedilmis V12 paraleli, odak ayetin bina ve atis sahnesine aciklayici bir katkida bulunmaz.
weak	12:93	Bir seyin kisi uzerine atilmasi fiilini paylasir, fakat iyilestirici baglam odaktaki imha kastiyla karsittir.
medium	37:92	Putlarin konusamamasi, hemen sonraki siddet ve bina planini doguran meydan okumayi surdurur.
weak	91:5	Gogun kurulusu, 37:97'deki insani ve dusmanca bina tasavvuruna karsit bir kurma imgesi sunar.
medium	21:60	Ibrahim'in putlari anan genc olarak teshiri, 37:97'de hedef alinan kisinin kimligini ve sucunu aciklar.
no value	37:153	Kizlar ve ogullar polemigi, odaktaki bina ve cehenneme atma olayina katkida bulunmaz.
no value	44:30	Israilogullarinin kurtarilisi, odaktaki Ibrahim anlatisiyla belirgin bir sahne baglantisi kurmaz.
medium	37:64	Cehennemin dibinden cikan agac, ayni surede planlanan atisin mekanini tasvir eden tamamlayici baglamdir.
weak	26:90	Karsit varis yerlerinin yaklastirilmasi, atis tehdidinin ahiret sonucunu genel olarak cerceveler.
no value	80:36	Aileden kacisi anlatan ifade, bina veya cehenneme atma sahnesini acmaz.
weak	22:51	Ayetlere karsi cabalayanlarin cehennem yoldasi olmasi, odaktaki dusmanligin cezai sonucuyla genel olarak uyusur.
medium	37:93	Putlara vurma eylemi, toplulugun Ibrahim icin bina kurma kararinin yakin nedenidir.
weak	7:115	Atma eylemi sihirbazlarin rekabetinde gecse de, odaktaki infaz niyetine sadece bicimsel bir paraleldir.
no value	37:149	Kizlar-ogullar sorusu, odaktaki olay zincirinden ayri bir sure ici polemiktir.
weak	5:18	Ilahi ogulluk iddiasinin cezayla reddi, putperest yanilginin sonucu bakimindan uzaktan paraleldir.
medium	20:69	Yapilmis hilenin etkisiz birakilmasi, 37:98'de sonuclanan dusmanca planin tersine cevrilmesiyle bag kurar.
no value	10:68	Ilahi ogulluk iddiasi, odaktaki bina ve atis olayini aciklamaz.
medium	37:94	Ibrahim'e dogru kosan topluluk, 37:97'de ortaklasan infaz planinin hemen onceki hareketidir.
no value	12:77	Yusuf kardesleri arasindaki suclama, odak sahneyle anlamli bir bag kurmaz.
no value	37:22	Toplanma emri, odaktaki bina ve atis planini aciklayan ayni anlatinin parcasi degildir.
no value	4:171	Mesih hakkindaki ogulluk reddi, odaktaki sahneyle baglantili degildir.
weak	11:82	Ustun alta cevrilmesi, dusmanca duzenin failler aleyhine tersine donmesiyle sinirli bir karsitlik kurar.
weak	20:19	Asanin atilmasi emri, odaktaki kisiye yoneltilen atma emriyle yalnizca eylem bicimini paylasir.
strong	37:95	Ibrahim'in yonttuklari seylere ibadet sorgusu, kendisini atmaya sevk eden temel catismayi acikca kurar.
no value	2:133	Yakub'un ogullarina ibadet sorusu, odaktaki putlari kirma ve atis sahnesine yakinlasmaz.
no value	37:150	Melekler hakkindaki soru, odaktaki olay zincirinin disindadir.
no value	32:23	Musa'ya kitap verilmesi ve Israilogullarina rehberlik, odak sahneye belirgin katkida bulunmaz.
weak	44:46	Kaynar sivi imgesi, cehennemin yakici ic yuzunu odaktaki atis tehdidine karsit bir tasvirle ekler.
weak	83:16	Cehenneme girme bildirisi, odaktaki atma tehdidinin genel sonucunu tekrarlar ama yeni sahne ayrintisi vermez.
strong	37:96	Allah'in insanlari ve yaptiklarini yaratmasi, insan eliyle kurulan bina ve put imalatina verilen yaniti tamamlar.
weak	44:47	Kisinin cehennemin ortasina suruklenmesi, odaktaki atis eyleminin daha sonraki cezai goruntusune uzaktan benzer.
no value	37:76	Kurtarilma anlatisi, odaktaki bina ve atis olayinin farkli bir Lut kesitidir.
no value	19:88	Rahman'a cocuk isnadi, odaktaki sahneyle dogrudan iliskili degildir.
weak	26:91	Cehennemin sapkinlara sergilenmesi, 37:97'deki atis mekaninin nihai aciga cikisini cerceveler.
no value	18:4	Ilahi ogulluk iddiasina uyarinin, odaktaki olayla yeterli baglantisi yoktur.
no value	37:134	Lut ve ailesinin kurtarilisi, Ibrahim'in atilma planini aciklamaz.
no value	21:26	Melekler hakkindaki ogulluk iddiasinin reddi, odaktaki sahneden ayridir.
no value	21:91	Diger kanal evlilik ve dogum sahnesine aittir; odaktaki atis planina katkisi yoktur.
no value	26:36	Sihirbazlari toplama emri, odaktaki bina kurma ve atma eylemiyle anlamli bir bag kurmaz.
no value	37:102	Ibrahim'in ogluyla kurdugu sinav sahnesi, odaktaki putlar ve bina olayindan ayri bir bolumdur.
no value	34:52	Uzaktan iman etme sorusu, odaktaki sahneye aciklayici bir bag saglamaz.
no value	36:21	Diger kanal evlilik sahnesine aittir; odak okumasina baglanmaz.
weak	81:12	Cehennemin alevlendirilmesi, 37:97'de atilmak istenen mekanin yakiciligini genel olarak belirtir.
no value	36:48	Diger kanal evlilik sahnesine aittir; odaktaki dusmanca plana katkida bulunmaz.
weak	12:10	Yusuf'u kuyuya atma onerisi, kisiye yonelik ortak atma planinin hayat kurtaran ters bir ornegidir.
weak	44:45	Kaynar eriyik imgesi, cehennem atesinin fiziksel siddetine uzak bir tamamlayici tasvir sunar.
weak	40:49	Atestekilerin cehennem bekcilerine yalvarisi, odaktaki atis tehdidinin sonucuna genel taniklik eder.
no value	45:16	Israilogullarina verilen kitap ve hukum, odaktaki bina ve atis sahnesini acmaz.
no value	16:86	Ortak kosulanlarin yalanlamasi, odaktaki planla belirgin bir sahne baglantisi tasimaz.
no value	12:11	Yusuf kardeslerinin guven talebi, odaktaki olayla iliskili degildir.
no value	18:62	Yolculukta yemek isteme, odak sahneye katkida bulunmaz.
no value	12:78	Yusuf karsisindaki rica, odaktaki bina ve atisla iliskili degildir.
no value	52:39	Kizlar ve ogullar sorusu, odaktaki olayla bag kurmaz.
no value	2:246	Israilogullari ve savas talebi, odaktaki sahneyi aciklamaz.
weak	7:116	Sihirbazlarin attigi nesnelerle kurdugu buyuk hile, odaktaki toplu planla yalnizca hile ve atma biciminde bulusur.
no value	2:11	Bozguncularin islah iddiasi, odaktaki bina ve atis olayina yeterli bag saglamaz.
no value	2:14	Ikiyuzlu konusma, odaktaki sahneyle iliskili degildir.
no value	12:63	Kardeslerin erzak talebi, odaktaki olayla baglantisizdir.
weak	7:47	Ates halkina bakip onlardan olmamayi dilemek, odaktaki cehennem tehdidinin genel sonucunu yansitir.
weak	3:24	Atesten etkilenmeyecekleri iddiasi, odaktaki atesin inkarci muhataplar icin isleviyle uzaktan karsitlik kurar.
weak	4:97	Zalimlerin varisinin cehennem olmasi, odaktaki zulmedici planin genel nihai sonucunu cerceveler.
no value	2:247	Talut'un secilmesine itiraz, odaktaki sahneye katkida bulunmaz.
weak	26:43	Musa'nin sihirbazlara atmalarini emretmesi, odaktaki atma emriyle sadece eylem kalibini paylasir.
no value	3:147	Bagislanma ve yardim duasi, odaktaki olayla iliskili degildir.
no value	34:23	Sefaat sonrasi konusma, odaktaki sahneyi aciklamaz.
no value	10:80	26:43'teki atma emrinin yakin tekrari, odak icin ayri bir katkida bulunmaz.
no value	3:75	Emanete riayet tartismasi, odaktaki olayla iliskili degildir.
no value	2:76	Gizli konusma ve tartisma, odaktaki sahneye baglanmaz.
weak	2:93	Buyruk karsisinda isyan ve buza giye baglanma, Ibrahim'in putlara karsi meydan okumasinin uzak bir karsitidir.
no value	4:46	Sozu carpitanlarin itaatsizligi, odaktaki bina ve atma planini acmaz.
no value	2:249	Nehir sinavi ve savas, odaktaki sahneyle iliskili degildir.
weak	5:64	Savas icin yakilan atesin Allah tarafindan sondurulmesi, dusmanca ates planinin basarisizligiyle karsitlik kurar.
no value	2:30	Yeryuzunde halife yaratma diyalogu, odak sahneye belirgin katkida bulunmaz.
no value	5:41	Sozleri tahrif edenler hakkindaki uyari, odaktaki olayla dogrudan bagli degildir.
no value	6:130	Uyarilan topluluklarin kendi aleyhlerine sahitligi, odaktaki sahneye ozel bir bag kurmaz.
no value	3:167	Munafiklerin sozleri ile kalpleri arasindaki ayrilik, odaktaki bina planini aciklamaz.
no value	8:41	Ganimet paylasimi ve savas gunu, odaktaki sahneyle iliskili degildir.
weak	7:150	Musa'nin putperest kavmine donusu ve sert tepkisi, Ibrahim'in putlara karsi eylemiyle uzak bir anlatim paralelidir.
no value	6:31	Kiyamet inkarcilarinin kaybi, odaktaki sahneye ozel bir katkida bulunmaz.
weak	37:33	Ayni surede azabi ortaklasma, ates planlayan toplulugun ceza ortakligini genel olarak tamamlar.
no value	7:108	Musa'nin mucize eli, odaktaki sahneyle iliskili degildir.
