strong	29:52	It joins divine knowledge of heaven and earth with disbelief in Allah and the designation of the disbelievers as losers.
medium	24:42	It directly affirms Allah's dominion over heaven and earth, supporting the scope of the keys.
weak	5:2	The mention of garlanded offerings only gives a lexical echo of keys and does not clarify the focus claim.
strong	42:12	It repeats that Allah possesses the keys of heaven and earth and explains them through His governance of provision.
strong	39:62	The immediately preceding ayah grounds the keys in Allah's creation of everything and guardianship over it.
medium	32:5	Divine administration from heaven to earth gives a concrete expression of the authority summarized by the keys.
medium	6:1	Creation of heaven and earth, followed by disbelief, closely supports both the sovereignty and rejection themes.
weak	39:37	Its assertion that none can mislead one guided by Allah offers only a nearby affirmation of His exclusive power.
medium	42:53	Allah's possession of all in heaven and earth and the return of affairs support comprehensive sovereignty.
medium	29:23	It directly treats disbelief in Allah's signs, though its consequence is despair and punishment rather than loss.
weak	27:75	Allah's exclusive knowledge of what is hidden in heaven and earth is a limited aspect of His comprehensive authority.
medium	6:75	The kingdom of heaven and earth shown to Abraham supports the cosmic scope of divine dominion.
medium	57:5	It explicitly assigns dominion over heaven and earth to Allah and adds the return of all affairs to Him.
no value	39:39	The challenge to act and await the outcome does not clarify the keys, signs, or the stated loss.
medium	29:47	It contrasts belief in revelation with denying Allah's signs, directly supporting the focus's second clause.
medium	85:9	Allah's dominion over heaven and earth and witness over all things supports the authority implied by the keys.
medium	44:38	The purposive creation of heaven and earth supports their being under meaningful divine control.
medium	90:19	It identifies disbelief in the signs as a defining condition, though without the focus's language of loss.
medium	2:27	It calls covenant-breakers who sever what Allah ordered joined losers, a related account of loss through rejection.
weak	39:36	The sufficiency of Allah against feared rivals supports exclusive reliance, but not the keys or signs directly.
weak	5:30	Its description of Cain becoming a loser shares only the consequence, in a distinct moral narrative.
medium	58:19	Forgetting Allah under satanic influence culminates in being losers, a related account of spiritual loss.
medium	44:39	It states that heaven and earth were created in truth, supporting the purposeful order behind divine possession.
medium	5:97	Allah's knowledge of what is in heaven and earth supports the universal scope of His authority.
medium	46:3	It pairs the true creation of heaven and earth with people turning away from warning.
weak	39:41	The contrast between guidance and self-harming error relates broadly to the focus's warning about disbelief and loss.
weak	103:2	The universal statement that humanity is in loss is too general to illuminate the focus's stated cause.
strong	10:95	It expressly warns that denying Allah's signs makes one of the losers.
weak	46:2	The book's descent from Allah supports revealed signs only indirectly.
weak	7:99	Calling those secure from Allah's plan losers has a related consequence but a different grounds for it.
medium	16:109	It identifies the disbelievers as the losers in the Hereafter, reinforcing the focus's outcome.
weak	39:40	The threatened enduring punishment is a nearby consequence but has no direct link to keys or signs.
medium	41:23	A false assumption about the Lord leads directly to becoming losers, explaining a related path to loss.
medium	45:11	It connects disbelief in the Lord's signs with painful punishment, closely supporting the warning in the focus.
weak	27:65	Allah's exclusive knowledge of the unseen in heaven and earth is only one limited aspect of the keys.
weak	91:5	The oath by the heaven and its construction supports creation but not possession, signs, or loss.
medium	30:26	All who are in heaven and earth belong to Allah and obey Him, supporting universal dominion.
strong	39:44	It states that all intercession and dominion over heaven and earth belong to Allah, immediately anticipating the focus.
weak	26:103	Its generic statement that an event is a sign does not substantially clarify the focus.
medium	8:52	It gives a historical pattern in which people disbelieve in Allah's signs and are seized for their sins.
weak	39:43	The nearby rejection of powerless intercessors supports exclusive divine authority only indirectly.
medium	44:7	Calling Allah Lord of heaven, earth, and what lies between reinforces the scope of His sovereignty.
weak	8:37	Its separation of evil from good ends with losers but does not explain the focus's signs or keys.
medium	62:1	All in heaven and earth glorify Allah as King, Holy, Mighty, and Wise, reinforcing universal kingship.
weak	54:8	The disbelievers' response to the summons does not materially illuminate the focus claim.
medium	2:116	Allah's possession of all in heaven and earth refutes divided divine status and supports exclusive dominion.
weak	39:52	Provision being expanded and restricted is a related local expression of Allah's authority and signs.
weak	70:36	The image of disbelievers rushing toward the Messenger is not a useful link to the focus.
medium	23:58	Believers' faith in their Lord's signs provides the positive counterpart to the focus's disbelief.
no value	11:107	The duration formula involving heaven and earth does not clarify authority over them or disbelief in signs.
medium	8:55	It identifies persistent disbelievers as those who do not believe, supporting the focus's warning about rejection.
medium	16:52	It assigns all in heaven and earth and abiding religion to Allah, reinforcing exclusive possession and devotion.
weak	39:4	Its affirmation of Allah as One and Overpowering rejects association, but only indirectly supports the focus.
medium	29:22	No one can escape Allah in earth or heaven, expressing the inescapable reach of His authority.
medium	45:37	Allah's grandeur in heaven and earth is a close attribute-level parallel to the focus's comprehensive sovereignty.
medium	24:64	Allah's possession of heaven and earth and complete knowledge reinforce the extent of His authority.
strong	39:65	It explicitly makes association lead to ruined works and being among the losers, in the focus's immediate context.
strong	45:27	It combines Allah's dominion over heaven and earth with the loss of those devoted to falsehood.
strong	39:38	The preceding argument from creation of heaven and earth to the helplessness of rivals prepares the focus's exclusive keys.
medium	46:18	It identifies a condemned community as losers, a related consequence without the focus's specific ground.
medium	5:10	It links disbelief and denial of Allah's signs to the Fire, closely supporting the focus's warning.
no value	11:108	The duration formula involving heaven and earth does not clarify the focus's authority or rejection themes.
weak	59:24	Creator names and the praise of all in heaven and earth support divine sovereignty at a general level.
medium	5:86	It links disbelief and denial of Allah's signs to the Fire, closely supporting the focus's warning.
weak	39:42	Its life, death, and sleep signs offer a nearby example of divine control but not the focus's main relation.
medium	4:126	Allah's possession of heaven and earth and encompassing knowledge support the scope of the keys.
medium	16:105	It identifies those who do not believe in Allah's signs as fabricators, reinforcing the moral character of rejection.
no value	24:58	Its household privacy instruction and closing reference to signs do not meaningfully clarify the focus.
weak	12:87	Calling despairing people disbelievers shares only a broad rejection theme.
strong	39:15	It calls those who worship apart from Allah the manifest losers, a direct nearby account of the focus's loss.
weak	88:24	The statement of greater punishment gives no useful connection to keys, signs, or loss.
strong	25:2	It assigns Allah dominion over heaven and earth, denies any partner, and affirms measured creation.
medium	7:178	It calls those whom Allah leaves astray losers, a related contrast between divine guidance and loss.
weak	88:20	The invitation to observe the spread earth is only a limited creation-side parallel.
medium	29:44	Creation of heaven and earth in truth is itself called a sign for believers, linking both major themes.
medium	22:64	Allah's possession of all in heaven and earth supports the comprehensive scope of the keys.
weak	88:18	The invitation to observe the raised heaven supports cosmic reflection only broadly.
medium	37:170	It records outright disbelief in the reminder, a concise parallel to rejecting divine signs.
strong	2:121	It contrasts proper belief in the Book with disbelief in it and explicitly calls the latter group losers.
medium	41:28	It makes denial of Allah's signs the reason for the enduring Fire, reinforcing the focus's warning.
strong	16:3	It pairs creation of heaven and earth in truth with Allah's transcendence over what people associate with Him.
medium	42:4	All that is in heaven and earth belongs to Allah, directly supporting the focus's scope of possession.
medium	2:39	It connects disbelief and denial of signs with the Fire, a related consequence to the focus's loss.
weak	8:35	Its criticism of empty worship and disbelief is a distant connection to the focus's rejection theme.
medium	57:19	It contrasts faith with disbelief and denial of signs, assigning the latter to the Fire.
weak	47:1	It describes the nullification of disbelievers' deeds but does not connect this to signs or cosmic authority.
medium	14:2	It assigns all in heaven and earth to Allah and warns disbelievers of severe punishment.
strong	52:36	Its rhetorical denial that the opponents created heaven and earth directly supports exclusive divine creative authority.
strong	6:12	It asks who owns all in heaven and earth, answers Allah, and joins disbelief to losing oneself.
weak	67:17	The warning of a punishment from heaven concerns divine power but not the focus's keys or signs.
weak	2:161	The curse upon those who die in disbelief shares only the broad consequence of rejection.
weak	67:24	Human dispersal on earth and eventual gathering are only a distant expression of divine control.
medium	65:11	Clear signs recited by the Messenger bring believers from darkness to light, supplying the positive response to signs.
weak	81:11	The stripping of the heaven is an eschatological image with little direct relation to the focus.
strong	35:40	It challenges alleged partners to show what they created on earth or their share in heaven, directly confirming exclusive authority.
medium	10:97	It says that even every sign will not produce belief in some people, directly illustrating stubborn rejection of signs.
weak	42:3	The revelation formula supports the source of signs only indirectly.
weak	57:17	Reviving the earth and making signs clear is a general example of signs, not a close parallel.
medium	6:25	It depicts people who see every sign yet refuse belief, directly illustrating the focus's disbelief in signs.
weak	39:69	The earth illuminated for final judgment is a nearby eschatological setting but not a close thematic parallel.
strong	39:67	It magnifies Allah's unmatched power by placing the whole earth in His grasp and the heavens folded in His hand, a major expansion of the keys motif.
medium	39:64	The immediate command rejecting worship of others applies the exclusive authority affirmed by the keys.
medium	39:66	It draws the practical conclusion of the surrounding passage: worship Allah alone and be among the grateful.
strong	39:5	It describes Allah's creation of heaven and earth and His ordering of cosmic cycles, grounding the authority asserted in the focus.
strong	5:120	It explicitly assigns Allah the dominion of heaven, earth, and all within them, a direct parallel to the keys' scope.
medium	3:189	It states that dominion over heaven and earth belongs to Allah and that He has power over everything.
medium	4:131	It twice assigns all in heaven and earth to Allah, strongly reinforcing universal possession.
medium	2:107	It links Allah's dominion over heaven and earth to the absence of any protector or helper apart from Him.
medium	2:255	Allah's throne encompasses heaven and earth and their preservation does not burden Him, closely supporting comprehensive authority.
medium	2:284	It assigns all in heaven and earth to Allah and joins that ownership to final accounting.
medium	3:109	It gives Allah possession of all in heaven and earth and returns all matters to Him.
medium	3:129	It assigns all in heaven and earth to Allah and connects this to His forgiveness and punishment.
strong	6:3	It names Allah as God in heaven and on earth and contrasts His knowledge with human action.
strong	6:73	It states that Allah created heaven and earth in truth and that His command is truth.
medium	7:54	It joins creation of heaven and earth with Allah's command and governance of the cosmos.
strong	7:158	It explicitly assigns Allah dominion over heaven and earth and calls people to believe in Him and His signs.
medium	9:116	It states that Allah alone has the dominion of heaven and earth and gives life and death.
strong	10:31	Its questions about provision from heaven and earth, hearing, sight, life, and governance directly unpack divine control.
medium	10:55	It asserts that all in heaven and earth belongs to Allah and that His promise is true.
medium	10:66	It assigns all beings in heaven and earth to Allah and denies that alleged partners have real standing.
strong	13:16	It asks who is Lord of heaven and earth, answers Allah, and challenges the supposed equals people take besides Him.
medium	13:15	It presents all in heaven and earth as prostrating to Allah, expressing universal submission to His authority.
medium	14:19	It states that Allah created heaven and earth in truth and can replace people if He wills.
medium	16:49	It depicts every creature in heaven and earth prostrating to Allah, reinforcing total divine lordship.
medium	17:44	It says the seven heavens, earth, and all within them glorify Allah, supporting the focus's cosmic scope.
medium	17:99	It argues from Allah's creation of heaven and earth to His power to recreate humanity.
medium	19:65	Allah is called Lord of heaven, earth, and what lies between them, followed by the command to worship Him steadfastly.
medium	20:6	It assigns to Allah what is in heaven, earth, between them, and beneath the soil.
medium	21:16	It denies that Allah created heaven, earth, and what lies between them in play, affirming purposeful creation.
medium	21:19	It assigns all in heaven and earth to Allah and depicts those near Him as never weary of worship.
strong	21:22	It argues that multiple gods in heaven and earth would have corrupted them, directly defending undivided sovereignty.
medium	21:56	It identifies Allah as Lord of heaven, earth, and what lies between them, the One worshipped by Abraham.
strong	23:84	It asks who owns the earth and all within it, eliciting the acknowledgement that it belongs to Allah.
strong	23:85	It follows by asking who is Lord of the seven heavens and the mighty throne, eliciting the same acknowledgement.
strong	23:88	It asks who holds sovereignty over everything and protects while none can protect against Him, closely explaining the keys.
medium	24:41	It depicts all in heaven and earth, including birds, as knowing their prayer and glorification of Allah.
medium	25:59	It identifies Allah as Creator of heaven, earth, and what lies between them and calls people to know Him.
medium	26:24	It calls Allah Lord of heaven, earth, and what lies between them for those who have certainty.
strong	27:60	It asks whether alleged gods created heaven and earth and sent down water, directly refuting rivals to Allah's authority.
strong	29:61	It records the opponents' admission that Allah created heaven and earth and subjected the sun and moon, then exposes their inconsistency.
strong	31:25	It similarly records the admission that Allah created heaven and earth and questions why people turn away.
medium	32:4	It presents Allah as Creator of heaven, earth, and what lies between them and asks whether people will reflect.
medium	34:1	It gives Allah praise and possession of all in heaven and earth, together with His wisdom and awareness.
medium	35:1	It praises Allah as Creator of heaven and earth, who appoints angels as messengers.
medium	35:41	It states that Allah holds heaven and earth lest they pass away, a vivid expression of sustaining authority.
strong	36:81	It argues that the Creator of heaven and earth is fully able to create humanity again.
medium	37:5	It calls Allah Lord of the heavens, earth, and what lies between them, and Lord of the rising points.
medium	40:57	It treats the creation of heaven and earth as greater than the creation of humanity, reinforcing divine power.
medium	42:29	It calls the creation and dispersal of beings in heaven and earth signs of Allah's power to gather them.
strong	43:9	It records the admission that the Mighty, Knowing One created heaven and earth, exposing the contradiction of association.
medium	43:85	It blesses the One to whom belongs the dominion of heaven, earth, and what lies between them.
medium	45:22	It states that Allah created heaven and earth in truth so every soul may be repaid for what it earned.
medium	46:33	It argues that the Creator of heaven and earth, unfatigued by their creation, can give life to the dead.
medium	50:38	It affirms the creation of heaven, earth, and what lies between them without fatigue.
medium	53:31	It assigns to Allah all that is in heaven and earth and connects it to requital for deeds.
medium	57:2	It assigns Allah dominion over heaven and earth and describes Him as giving life, causing death, and having power over all things.
medium	59:1	It states that all in heaven and earth glorifies Allah, the Mighty and Wise.
medium	64:1	It assigns Allah dominion over heaven and earth, says all glorifies Him, and affirms His power over everything.
medium	65:12	It describes Allah's creation of seven heavens and of earths like them, with His command descending among them.
