medium	21:51	It pairs a prior bestowal with divine knowledge, offering a broad counterpart to the focus's retrospective account of Adam.
no value	12:74	The proposed penalty for lying does not clarify the prior command, forgetting, or resolve in the focus.
medium	20:88	Its attribution of forgetting in the calf episode gives a later internal Quranic use of the focus's failure motif.
strong	33:15	It directly treats a prior covenant as accountable and binds its force to not turning back.
strong	20:116	The immediately following command concerning Adam supplies the narrative setting in which obedience and refusal are set out.
medium	18:24	It turns forgetting into a cue to remember the Lord, providing a practical counter-movement to Adam's forgetting.
weak	19:67	Its call to remember prior creation is a distant remembrance parallel without a command or resolve.
weak	20:27	The request to loosen a knot lightly resonates with the focus's missing inner firmness, but concerns speech.
strong	32:14	It makes forgetting the meeting of the Day answerable by being forgotten, showing the consequential side of neglected remembrance.
strong	20:126	It explicitly makes forgotten signs answerable by being forgotten, a close parallel to the focus's forgetfulness.
no value	12:75	The consequence attached to a found object does not illuminate Adam's command or lack of resolve.
weak	2:227	Its decisive choice in divorce offers only a limited lexical counterpart to resolve.
medium	2:37	Adam's reception of words and repentance supplies a later restorative movement in Adam's narrative.
weak	20:80	The Sinai appointment and provision are background to a different communal covenantal scene.
medium	7:134	A conditional appeal to what was pledged shows covenant language invoked under pressure, unlike enduring resolve.
strong	36:60	It directly joins covenant language with the children of Adam and warns against following Satan.
no value	19:74	The destruction of earlier generations does not clarify the focus's command or forgetting.
medium	31:17	It presents patience and moral practice as matters of resolve, giving positive content to the firmness absent in the focus.
weak	17:70	Human honor for the children of Adam gives broad anthropological context but not the focus's failure.
weak	20:17	The question to Musa begins another command scene but adds little to Adam's prior command.
strong	20:52	The declaration that the Lord neither strays nor forgets sharply contrasts divine preservation with Adam's forgetting.
weak	5:27	The sons of Adam narrative offers only broad Adamic context and an unrelated acceptance motif.
weak	31:21	Inherited following without testing offers a distant parallel to failing to hold a divinely given direction.
strong	45:34	It again makes neglect of the Day answerable by being forgotten, reinforcing the focus's moral rather than merely cognitive forgetting.
weak	17:77	An unchanging prior prophetic practice is only a remote counterpart to the focus's prior command.
no value	20:22	The hand-sign command belongs to Musa's signs and does not clarify Adam's forgetting.
medium	36:78	Forgetting one's own creation produces denial of restoration, showing another form of forgetfulness that misdirects action.
weak	3:59	Adam as an instance of creation provides background but not the focus's covenantal failure.
no value	12:78	The request for substitution does not clarify the focus.
weak	2:235	Its prohibition on resolving a marriage bond during a waiting term offers a formal but different use of resolve.
strong	7:102	The finding of no covenant in most people closely generalizes the focus's failure to keep a prior commitment.
no value	20:69	The command to Musa against magic does not add to Adam's command or forgetting.
medium	42:43	Patience and forgiveness are named matters of resolve, supplying ethical texture for the resolve missing in the focus.
no value	12:77	A family's accusation about a prior theft does not clarify Adam's prior command.
weak	12:79	The condition of finding property is unrelated to the focus's statement that resolve was not found.
weak	2:237	Its instruction not to forget grace supplies a general ethical remembrance parallel, already less specific than earlier cards.
no value	33:62	The fixed divine practice in prior generations does not clarify the focus's individual covenantal failure.
medium	20:130	Its command to endure and remember through regular praise gives a nearby positive discipline of sustained resolve.
medium	6:68	It provides a corrective procedure when Satan causes forgetting: withdraw after remembering.
no value	48:23	The unchanging divine practice is not a useful counterpart to Adam's forgotten command.
no value	12:94	Finding Yusuf's scent does not clarify the focus's lack of resolve.
medium	2:286	Its prayer for pardon when forgetting or erring recognizes forgetfulness within accountable obligation.
no value	4:143	Indecision and the absence of a path are not a focused parallel to Adam's resolve.
strong	20:120	The satanic whisper to Adam supplies the immediate pressure that precedes the failure summarized in the focus.
strong	23:8	It portrays believers as guarding trusts and covenants, the positive practice opposed to the focus's lapse.
medium	9:4	It commands fulfillment of a covenant through its term, illustrating sustained fidelity rather than forgetting.
no value	51:35	The extraction of believers from a town does not clarify the focus.
medium	47:21	When a matter becomes binding, truthful obedience is called for; this gives a practical counterpart to lacking resolve.
weak	3:143	Wanting death before encountering it is a prior-and-subsequent contrast but does not explain the focus.
weak	20:12	The command to remove sandals is another sacred command scene, with little direct relation to Adam.
medium	87:6	The promise of recitation without forgetting provides a direct positive contrast to the focus's forgetting.
weak	20:90	Harun's earlier warning against the calf extends the nearby failure theme but not Adam's command specifically.
weak	72:22	The absence of refuge apart from God only distantly recalls the focus's failure to find resolve.
medium	38:26	Forgetting the Day leads one to follow desire, offering a moral mechanism that helps frame failed steadfastness.
weak	39:54	Returning and submitting before punishment is a broad call to obedience, not a direct Adam parallel.
no value	72:7	The belief that God would not resurrect anyone does not clarify the focus's covenantal lapse.
medium	23:110	Distraction through mockery makes people forget remembrance, providing another causal account of forgetting.
