strong	43:12	Explicit positive V12 link: ships and livestock extend f01's fitted carrier-rider assembly.
weak	7:8	Only an indirect ch006-to-ch001 resonance through weight and load; it does not clarify riding or creation.
weak	2:239	The weak V12 link preserves mobile riding as a secondary setting, not the focus's transport design.
medium	56:61	The shared unknown-creation formula broadens the final clause beyond the named animals.
medium	16:5	The parent herd channel supplies the provision frame preceding 16:8, without its riding detail.
strong	36:42	Two positive V12 readings directly support renewed carrier function and a fitted transport assembly.
weak	12:86	It shares an epistemic formula but adds no creation or transport relation.
strong	16:7	The parent and ch006 membership supply the immediate load, mount, destination, and strain context.
strong	84:19	Positive V12 support preserves layered mounting, while its contrast keeps burden and responsibility secondary.
weak	2:169	The unknown-knowledge wording is a warning context with no transport or creation contribution.
strong	40:80	Mounted and shipborne carriage directly expands the ch006 destination-and-carrying strand.
strong	82:8	Positive V12 readings make composition and fitted bodily form a direct analogue for f01.
medium	3:14	Horses, livestock, and zīnah make 16:8's adornment role concrete, though the setting is desire.
medium	16:6	The parent herd channel supplies the nearby beauty dimension that 16:8 names alongside riding.
strong	40:79	The strong V12 link directly joins animal riding with multiple useful functions from one source.
weak	7:62	It shares the epistemic formula but adds no creation or transport relation.
weak	16:13	The ch004 signs-and-waymarks strand is neighboring context, not a reading of the animals in 16:8.
medium	29:65	The strong contrast V12 link preserves shipboard riding as a peril-tested secondary reading.
medium	8:60	Horses give a distinct martial use of mounted power, with an unknown-opponents horizon kept separate.
weak	16:2	Its ch004 membership belongs to the local guidance strand but does not develop 16:8's relation.
strong	36:72	The strong V12 link directly states animal subjection for riding and other uses.
weak	31:19	The donkey reference concerns sound, not carriage, beauty, or unknown creation.
weak	7:9	A repeated remote balance resonance adds no further account of transport or creation.
medium	59:6	Horse and rakab imagery, plus a positive V12 link, offer a secondary contrary account of effective movement.
medium	57:20	Its zīnah framing supplies a restraint: adornment is secondary and transient rather than the whole point.
weak	16:1	A local ch004 member, but it adds neither animal transport nor the final creation claim.
medium	6:99	The positive V12 link supplies a formed, layered production analogue for f01, outside transport.
weak	49:7	This zīnah use concerns inward disposition and only loosely contrasts the visible beauty in 16:8.
weak	28:28	The ch007 agreement-and-accountability resonance is too remote from the animal relation.
no value	35:27	The color-root match is unrelated to the donkey term and adds no relevant channel.
medium	16:11	The nearby sign-and-provision sequence broadens the local created-benefit frame.
weak	37:6	Celestial zīnah is a distant lexical parallel, not the animal beauty or transport relation.
medium	16:12	The local ordered-subjection sequence supports the surrounding creation-and-sign frame.
weak	70:39	Creation and knowledge occur without an unknown-creation or transport relation.
weak	7:50	The cloud-load branch resonance is a remote carrying analogue only.
no value	57:23	The khayl root here is unrelated to horses; no relevant relation remains.
weak	7:57	Cloud carriage and release preserve only a distant ch006 load analogue.
medium	27:4	A contrary zīnah use cautions that apparent beautification need not carry the positive role in 16:8.
weak	28:27	The ch007 no-hardship agreement resonance is too remote from riding or creation.
medium	15:86	Creator-Knower language supports the authority behind the final unknown-creation clause.
weak	48:25	The directed-offering channel reaches a destination, but only as a remote ch006 parallel.
no value	74:50	The donkey-form reference supplies no carriage, beauty, or creation relation.
weak	46:2	The durable-inscription branch connects to ch004 signs, not to the focus's animal relation.
weak	62:5	The donkey as a burden-bearer is a contrary limit: carrying alone does not establish understanding.
weak	46:12	The branch again concerns inscription and guidance, too remote from 16:8.
no value	20:66	The apparent horse-root match concerns imagining, not horses or riding.
weak	53:1	The ch013 landmark strand belongs to the adjacent navigation context, not 16:8 itself.
medium	56:59	The creation challenge reinforces divine creative agency behind the final clause.
weak	101:6	A further balance resonance repeats the remote weight analogy without new transport content.
weak	2:259	The donkey appears within a restoration scene, not as a transport or fitted-relation reading.
weak	101:8	The paired light-balance resonance likewise adds no new account of the focus.
weak	6:100	Creation language serves a polemic against false attribution, only loosely bounding the final clause.
weak	9:106	The landmark-and-appointment channel is too indirect to illuminate animal transport.
medium	16:56	A nearby warning against claims about what is not known constrains speculative use of the final clause.
medium	65:12	Cosmic creation, order, and knowledge broaden the ch004 horizon for what lies beyond human knowledge.
no value	7:199	No lexical, channel, or structural relation to 16:8 is present.
no value	3:71	Knowledge and concealment here add no transport, beauty, or creation relation.
no value	6:113	The generic particles carry no relevant relation.
weak	3:66	Its human knowledge limit is a general epistemic parallel only.
medium	28:68	Creative choice supports the open-ended agency of the final clause, without transport detail.
weak	7:33	The warning against speaking without knowledge provides only a general interpretive restraint.
medium	16:74	The same-surah divine-versus-human knowledge contrast directly bounds the final clause.
no value	8:27	Knowledge and trust language add no relation to 16:8.
medium	16:78	The nearby movement from not knowing to human faculties frames knowledge as limited and received.
weak	2:216	Divine-human knowledge asymmetry is general and unconnected to creation or riding.
weak	12:96	The repeated epistemic formula adds no transport or creation relation.
no value	102:3	The future knowledge statement adds no relevant relation.
weak	2:151	Teaching what was not known is an abstract parallel, not the focus's created unknowns.
weak	7:28	The warning against claims without knowledge supplies only epistemic restraint.
no value	24:19	The knowledge contrast has no transport, beauty, or creation relation.
medium	2:30	The divine statement of knowing beyond others gives a broad parallel to the final knowledge horizon.
weak	10:68	The prohibition on unsupported claims gives only a general epistemic boundary.
weak	2:80	The same unsupported-claim warning adds no specific relation.
medium	6:73	Creation of the heavens and earth with unseen knowledge broadens the final clause's creative horizon.
no value	30:56	The later realization of an unknown event adds no relation to 16:8.
weak	21:7	Seeking knowledgeable people is a generic response to not knowing, not a reading of creation or riding.
weak	16:43	The same local exhortation is still only a generic knowledge parallel.
no value	2:232	The divine-human knowledge contrast concerns a social rule, not the focus.
weak	41:12	Celestial adornment and measured formation are distant parallels to zīnah and creation.
no value	6:135	Future knowledge of outcome adds no relation to 16:8.
weak	24:60	This zīnah use is a remote social-norm parallel, not animal beauty or carriage.
weak	8:42	The caravan reference supplies a secondary travel setting but no fitted rider-carrier relation.
no value	78:4	The future knowledge statement adds no relevant relation.
weak	5:110	Creation appears within a distinct sign scene and does not develop the focus's relation.
no value	71:4	The knowledge clause concerns a fixed term, not 16:8.
no value	2:102	The apparent creation-root match is a different term and adds no relevant relation.
no value	78:5	The repeated future knowledge statement adds no relevant relation.
medium	2:29	Comprehensive earthly creation and divine knowledge give a broad support for open-ended creation.
no value	37:92	The generic particles carry no relevant relation.
no value	7:38	The knowledge clause adds no transport, beauty, or creation relation.
weak	25:3	The contrast with beings that cannot create weakly reinforces the creator's unique agency.
no value	42:12	Provision and knowledge here add no specific relation to 16:8.
no value	2:280	The knowledge clause concerns financial conduct, not the focus.
no value	2:282	Writing, testimony, and teaching add no transport, beauty, or creation relation.
no value	18:41	No lexical, channel, or structural relation to 16:8 is present.
no value	42:13	The generic particles carry no relevant relation.
no value	53:54	The generic particles carry no relevant relation.
weak	56:58	Within the nearby creation sequence, it weakly reinforces the source of formation.
no value	22:38	No lexical, channel, or structural relation to 16:8 is present.
no value	5:41	No lexical, channel, or structural relation to 16:8 is present.
medium	2:164	Seafaring vessels add a broad transport-sign parallel within a creation-and-provision catalogue.
strong	6:142	Load-bearing livestock directly extends the animal-carriage function named in 16:8.
medium	10:22	Human movement by ship supplies a secondary transport setting, with vulnerability on the route.
medium	11:37	Constructing the ark adds a made-carrier analogue to the focus's designed transport relation.
strong	11:41	Embarkation and the vessel's movement provide an explicit rider-carrier relation.
medium	14:32	Subjected ships extend the focus from animal riding to a distinct transport medium.
medium	16:9	The path-and-guidance statement supplies a nearby destination and orientation frame for riding.
strong	16:14	Ships moving through the sea directly broaden the local transport system beyond the named animals.
medium	16:16	Waymarks and stars complete the local navigation frame that animal riding serves.
medium	16:80	Portable animal-derived dwellings broaden the surrounding functional-use frame beyond riding.
strong	17:70	Carriage across land and sea directly generalizes the human transport function.
medium	17:66	Sea travel in vessels adds another deliberate transport route and purpose.
medium	17:67	Danger at sea preserves a contrary transport reading in which reliance is exposed.
medium	18:71	Embarkation supplies a concrete shipborne rider-carrier relation.
medium	18:79	The working vessel shows transport as a livelihood-bearing system, not only personal riding.
medium	21:30	Creation from water broadens the final clause's creative horizon without specifying transport.
strong	22:27	Travel on lean mounts gives a direct animal-riding and destination relation.
medium	22:36	The camel provision passage extends the animal-benefit frame alongside, but not identical to, riding.
medium	22:65	Ships running by command supply a broad created-and-subjected transport parallel.
medium	23:21	Livestock's multiple benefits reinforce the immediate animal-use frame preceding riding.
strong	23:22	Being borne on livestock and ships directly parallels the paired transport media in 16:8.
strong	24:45	Created creatures' varied movement and the open creation formula directly reinforce the final clause.
medium	26:119	Rescue in a laden vessel preserves shipborne carriage as a secondary transport reading.
medium	29:15	Preservation in the vessel adds a narrative transport parallel alongside the existing sea-riding card.
medium	30:46	Sailing ships extend the transport system into wind-driven movement and provision.
medium	31:31	Ships in the sea give a further movement-and-sign parallel, though less specific than riding.
medium	34:13	Constructed basins and related works provide a weak made-structure analogue to fitted transport.
medium	35:12	Ships plowing the sea add a purposeful travel and provision parallel.
strong	36:36	Creation of all pairs, including what is not known, directly sharpens f01 and the final clause.
strong	36:41	The laden ship supplies the immediate antecedent to 36:42's positive transport reading.
medium	37:140	Flight to a laden ship preserves a narrative shipborne-carriage parallel.
medium	38:31	Fine horses foreground the beauty dimension of 16:8, outside its ordinary transport use.
medium	39:6	Livestock pairs and staged formation support created multiplicity and fitted embodiment.
medium	39:62	Universal creative agency broadly supports the open-ended final clause.
medium	42:11	Paired livestock and multiplication strongly support the focus's created-pairs horizon.
medium	42:32	Sea-going ships provide another visible transport-sign parallel.
strong	43:13	Mounting and remembering the one who subjected the carrier directly completes 43:12's positive link.
medium	45:12	Subjected sea and moving ships extend purposeful transport and provision beyond animals.
medium	51:49	Creation in pairs supports f01's pairing dimension, without the transport relation.
medium	54:13	A vessel built from joined materials supplies a concrete made-carrier analogue.
medium	55:24	The elevated ships provide a visual maritime counterpart to the focus's transport media.
medium	64:3	Creation and formed appearance give a broad fitted-form analogue for f01.
medium	82:6	The creator-address supplies the immediate agency context for 82:8's strong composition reading.
strong	82:7	Creation, fashioning, and proportion directly reinforce the fitted-form dimension linked at 82:8.
strong	88:17	The camel explicitly joins created-animal attention to the focus's final creation horizon.
medium	95:4	Human formation in an excellent configuration offers a broad fitted-form analogue.
