strong	4:32	Apportioned shares for men and women make provision and distinction accountable rather than a warrant for rivalry.
weak	22:53	The distant split scene offers only a parallel image of hardened division, not household procedure.
medium	4:9	Fear for vulnerable dependents extends responsibility beyond present power to protective foresight.
weak	8:72	Mutual guardianship supplies a broad reciprocal model, but its collective setting is remote from the household scene.
strong	4:19	The nearby marital rule blocks coercion and financial pressure, setting a clear limit around any household intervention.
weak	18:11	Its protective withdrawal and contrast route preserve boundary evidence for nonviolent readings without resolving the focal verb.
medium	60:10	It shows marriage-related status and expenditure handled through reciprocal legal limits, though in a distinct setting.
strong	4:27	The preceding contrast between repentance and desire's tilt directly frames the focal concern with relational deviation.
weak	43:5	A possible withdrawal image supplies secondary context for a non-striking branch, but remains remote.
weak	4:15	Its procedural confinement concerns another matter and adds little beyond a general warning against assuming procedure is fixed.
strong	4:35	The immediate sequel supplies paired family mediation and reconciliation when the relationship reaches open rupture.
weak	22:62	The assertion of ultimate height and greatness gives a modest limit on human claims to superiority.
medium	2:228	Reciprocal claims within a marital relation, alongside a stated degree, add a needed comparison for reading differentiated roles.
no value	23:70	The branch connection is too remote to add a usable contribution to the household passage.
medium	5:8	Standing firmly for justice clarifies that qawwam standing can be constrained by impartial responsibility.
weak	4:95	Its differentiated reward for costly effort is a distant comparison for provision, not a household norm.
strong	4:20	The direct prohibition on recovering what was given on replacing a spouse sharply limits financial leverage.
weak	7:45	The image of making a path crooked only broadly echoes the ban on seeking a way against women.
strong	2:232	It directly prohibits obstructing a woman's remarriage by mutual consent, reinforcing constrained family authority.
weak	59:22	Knowledge of hidden and visible matters only generally parallels the focus on safeguarding what is unseen.
medium	57:13	Its wall distinguishes protected interior from exterior consequence, offering boundary context for withdrawal without deciding the focal act.
medium	24:31	Specified covering and indirect disclosure provide concrete boundary evidence, while the strike route is expressly contrastive.
strong	4:21	The weighty covenant and mutual intimacy directly reinforce the prohibition on exploiting a spouse.
weak	3:175	It supplies a secondary contrast between dispersed fear and rightly directed fear.
weak	33:55	Family-specific privacy limits offer a modest parallel for protected household boundaries.
no value	4:18	Its death-and-repentance setting does not materially illuminate the focal relation.
weak	12:81	Acknowledging the limit of knowledge offers a distant reminder not to claim mastery over what is unseen.
weak	2:251	Mutual checking against corruption is too general to clarify the focal household responsibilities.
weak	27:20	The distinction between absence and culpability weakly cautions against treating unobserved matters as settled.
no value	17:42	The theological hypothetical does not add usable household evidence.
strong	4:128	A later marital nushuz scene explicitly makes reconciliation permissible and names mutual settlement as better.
medium	4:22	Its family boundary and bad-path language reinforce limits on inherited marital control, though it addresses another prohibition.
weak	1:6	The upright-path formula offers only a highly general orientation against relational deviation.
weak	24:60	A differentiated clothing allowance adds limited context for rule adjustment and restraint.
medium	4:25	Its mutual-belonging language, consent, payment, and restraint give a nearby regulated model of marriage under constraint.
weak	8:12	The catalog marks the striking route as contrast evidence, so it defines a boundary rather than positive support.
weak	29:29	Its account of obstructed passage offers only a remote parallel to forbidding a hostile path against women.
no value	27:67	The resurrection question does not add a usable contribution.
weak	14:24	The catalog's strike association is contrastive and metaphorical, with little marginal value after earlier boundary evidence.
medium	9:71	Mutual guardianship of believing men and women adds a communal reciprocal counterpart to unilateral control.
medium	4:23	Detailed kinship exclusions define protected family boundaries, though they do not address repair within an existing marriage.
weak	59:16	Its false appeal to fear before abandonment offers a secondary warning about self-serving moral language.
weak	23:91	The anti-rivalry image only broadly cautions against competing claims of elevation.
no value	59:20	The branch association is too remote to aid this reading.
weak	98:3	The standing-root catalog resonance is abstract and adds little beyond the earlier justice parallel.
weak	2:265	Provision joined to inner steadiness offers a distant financial-responsibility parallel.
medium	4:24	Its requirements of payment and mutual agreement provide nearby limits on sexual and financial relations.
weak	2:255	Ultimate divine keeping supplies a broad authority limit but little procedural detail.
no value	7:81	This repeats a remote theme already represented and adds no marginal household evidence.
medium	4:59	Obedience is bounded by referral in dispute to a higher source, limiting delegated authority from becoming final.
medium	70:29	Guarding bodily boundaries offers a parallel of entrusted protection rather than unrestricted possession.
weak	2:262	Giving without later injury modestly reinforces that financial support cannot become a vehicle for harm.
weak	38:2	The distant branch supplies only a general image of pride joined to division.
medium	58:11	The explicit rise/nushuz overlap supplies a controlled contrast between responsive movement and entrenched relational resistance.
medium	4:98	The absence of both means and a path clarifies the focus passage's prohibition on seeking a path of pressure.
medium	4:26	This nearby statement of guidance and easing frames the surrounding rules as directed reform rather than arbitrary burden.
weak	2:259	The root overlap occurs in a resurrection scene, so it gives only a provisional and remote comparison.
no value	27:55	It repeats a distant theme without adding a distinct contribution.
weak	4:13	Obedience to divine boundaries gives general normative context but no new household detail.
medium	33:67	Following social superiors into a lost path warns against treating rank as self-validating authority.
medium	32:16	Turning away from beds supplies a secondary spatial parallel for the focal bed-separation stage, though its purpose differs.
no value	23:6	The separate exception does not materially clarify the focus passage.
weak	42:4	Ultimate height and greatness give only a repeated general boundary on human elevation.
medium	4:2	The nearby ban on absorbing others' property directly reinforces protection against financial exploitation within family structures.
medium	4:28	The stated aim of easing and human weakness gives close contextual support for restraint in applying surrounding rules.
medium	6:116	The warning that obedience to many can mislead provides a general check on unexamined authority.
weak	17:21	Its distinction among degrees is too general and redundant to explain the focal differentiation.
weak	4:97	The migration-and-accountability setting lies outside the focal household procedure.
weak	72:26	Exclusive knowledge of the unseen gives limited support for humility about the protected unseen domain.
weak	66:5	The marital replacement scene supplies only a distant and nonprocedural comparison.
weak	52:41	The hidden-knowledge challenge weakly limits claims to write or control what is unseen.
medium	6:104	The limit on acting as another's keeper reinforces that protection cannot become total control over another person.
weak	2:282	Its careful fairness and representation procedures offer a remote analogy for accountable dealing.
medium	4:29	The close ban on wrongful taking and self-harm reinforces that relational dealings are bounded against injury.
weak	31:30	The authority catalog resonance repeats the earlier ultimate-authority boundary with little new detail.
weak	73:20	Standing and sustained collective practice provide a distant parallel for responsible maintenance, but not the household relation.
weak	4:124	Equal recompense for men and women supplies a broad counterweight to status claims, without procedural linkage.
weak	6:92	Guarding a repeated practice is only a general parallel to safeguarding entrusted responsibilities.
no value	6:35	The response to refusal does not add usable evidence for the focal procedure.
no value	3:59	The creation comparison has no material connection to the household reading.
weak	70:34	Active preservation adds a repeated but general model of sustained guarding.
weak	6:81	The contrast between fear and unsupported association is too remote after earlier fear evidence.
weak	4:30	The nearby consequence for transgression confirms a limit on wrongdoing but adds little specific to the focus.
no value	88:10	The brief image of elevation does not contribute meaningful relational evidence.
weak	17:9	The uprightness motif is a broad and already-covered orientation.
weak	4:100	Its migration setting does not materially illuminate household responsibility or repair.
weak	3:32	Obedience and turning away offer only general relational language.
weak	8:26	Shelter, support, and provision form a distant protective-responsibility parallel.
no value	48:19	The branch route is too remote and the text adds no usable household contribution.
no value	3:44	Its catalog route is contrast-only and does not positively support the focal reading.
medium	33:53	Rules of invitation, departure, and screened requests provide a concrete domestic privacy boundary.
weak	2:83	A network of care obligations supplies broad ethical context but is largely redundant.
medium	4:11	The nearby inheritance apportionment adds concrete family distribution context for financial responsibility and differentiated shares.
weak	20:111	Ultimate dependence before the Living Sustainer gives only a general corrective to human authority.
weak	9:3	Its public dissociation and consequence setting does not materially clarify the household passage.
weak	40:48	Judgment ending arrogant control gives a secondary authority limit, but remains remote.
no value	76:20	The image of great dominion does not add usable evidence for the focal relation.
weak	5:94	Testing fear in the unseen offers a distant parallel to responsibility for an unseen trust.
no value	2:61	The food complaint and later consequences do not add a usable household contribution.
weak	9:28	Economic fear under a sacred boundary weakly parallels refusing to sacrifice a limit for material dependence.
strong	4:1	The opening frames kinship under shared origin and God-conscious obligation, supplying the surah's widest relational limit.
strong	4:3	Justice, constrained marriage, and concern for vulnerable dependents supply close context for household authority and financial duty.
strong	4:4	The required marital gift to women and its voluntary transfer directly limit financial entitlement within marriage.
medium	4:6	Guardianship of property is tied to tested competence and return of assets, giving a nearby model of accountable care without appropriation.
medium	4:7	Assigned shares for both men and women reinforce that family resources are apportioned claims rather than unilateral possession.
strong	4:31	The adjacent promise to overlook lesser wrongs makes the prior prohibition of injustice part of a bounded moral sequence.
strong	4:135	The command to stand firmly for justice against self, parents, and kin is a direct constraint on partiality within close relations.
strong	4:127	The later instruction to act justly concerning women supplies direct surah-level ethical context for the focal household rule.
strong	4:129	The later marital instruction acknowledges unequal inclination while forbidding total turning away that leaves a wife suspended.
strong	4:130	Separation, if it occurs, is framed without coercive retention and with provision for each party.
strong	2:187	The mutual garment image gives a distinct reciprocal model for marital closeness, covering, and protection.
strong	2:229	Divorce is bounded by retention or release with good treatment and by a prohibition on reclaiming what was given.
strong	2:231	Retaining or releasing a wife with good treatment, and not doing so to cause harm, directly limits marital power.
strong	2:233	Maintenance, clothing, capacity, non-harm, and mutual consultation provide a detailed reciprocal family-responsibility model.
medium	30:21	Tranquility, affection, and mercy supply a positive relational horizon that complements the passage's repair sequence.
strong	58:1	A wife's complaint about her husband is heard and answered, establishing that household grievance reaches beyond the husband's control.
medium	58:2	The marital formula is rejected as false speech, showing that harmful verbal acts within marriage can be normatively corrected.
medium	58:3	The prescribed remedy before resuming marital contact supplies procedural accountability after a harmful marital declaration.
strong	65:1	Divorce is regulated by timing, counting, continued housing, and avoidance of expulsion, sharply limiting coercive separation.
strong	65:6	Housing and non-harm obligations after separation extend responsibility beyond the intact marriage.
strong	65:7	Spending according to means gives a concise direct parallel for provision as a measured duty rather than a claim to domination.
