left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P11667	P9252	0.662605	0.637393	0.641731	0.638707	0.873016	0.777778	0.75	mutual_knn
P3583	P8729	0.658266	0.570944	0.614485	0.910331	0.952381	0.777778	0.75	mutual_knn
P10465	P5620	0.657805	0.601327	0.622665	0.742747	0.95	0.777778	0.75	mutual_knn
P1825	P6884	0.654538	0.598279	0.618615	0.721305	0.966667	0.777778	0.75	mutual_knn
P4279	P7799	0.652637	0.624659	0.628077	0.59526	0.921875	0.777778	0.75	mutual_knn
P6744	P8206	0.652531	0.594171	0.613316	0.738836	0.966102	0.777778	0.75	mutual_knn
P10350	P5424	0.649863	0.616485	0.625267	0.601589	0.934426	0.777778	0.75	mutual_knn
P10451	P5818	0.648602	0.612656	0.615914	0.590033	0.983333	0.777778	0.75	mutual_knn
P11667	P8316	0.647857	0.603738	0.62387	0.643771	0.934426	0.777778	0.75	mutual_knn
P1241	P6739	0.647748	0.596169	0.605955	0.740547	0.933333	0.777778	0.75	mutual_knn
P10465	P4962	0.647225	0.613973	0.624843	0.605758	0.916667	0.777778	0.75	mutual_knn
P1946	P7327	0.647223	0.5939	0.602411	0.742086	0.949153	0.777778	0.75	mutual_knn
P3417	P7124	0.646915	0.614548	0.619901	0.581651	0.952381	0.777778	0.75	mutual_knn
P10591	P3972	0.646124	0.595747	0.609568	0.72886	0.918033	0.777778	0.75	mutual_knn
P22756	P31107	0.645626	0.610053	0.625928	0.638918	0.881356	0.8	0.75	mutual_knn
P4605	P7481	0.643562	0.611452	0.619416	0.600883	0.915254	0.777778	0.75	mutual_knn
P22278	P24736	0.643215	0.605213	0.625074	0.605681	0.915254	0.8	0.75	mutual_knn
P2462	P5110	0.642779	0.593178	0.589801	0.728085	0.966102	0.777778	0.75	mutual_knn
P2303	P7124	0.642507	0.611947	0.614097	0.569589	0.952381	0.777778	0.75	mutual_knn
P4286	P8473	0.6411	0.601851	0.612299	0.577478	0.982143	0.777778	0.75	mutual_knn
P1304	P4545	0.639972	0.604256	0.621291	0.607746	0.898305	0.777778	0.75	mutual_knn
P4863	P8275	0.639785	0.61264	0.61772	0.59371	0.885246	0.777778	0.75	mutual_knn
P0999	P3990	0.63964	0.608298	0.616327	0.595665	0.90625	0.777778	0.75	mutual_knn
P2079	P5412	0.639597	0.582572	0.594043	0.72915	0.966102	0.777778	0.75	mutual_knn
P4573	P7368	0.63957	0.573411	0.601116	0.743702	0.967742	0.777778	0.75	mutual_knn
P4451	P7539	0.639435	0.584208	0.592484	0.72451	0.967213	0.777778	0.75	mutual_knn
P1985	P6495	0.639093	0.609441	0.620258	0.598754	0.878788	0.777778	0.75	mutual_knn
P4986	P9393	0.638404	0.606425	0.614761	0.585427	0.918033	0.777778	0.75	mutual_knn
P4063	P7181	0.638265	0.599386	0.609694	0.583227	0.968254	0.777778	0.75	mutual_knn
P22917	P31107	0.638156	0.597188	0.614702	0.628969	0.913793	0.8	0.75	mutual_knn
P0498	P1682	0.638111	0.60334	0.611415	0.591705	0.934426	0.777778	0.75	mutual_knn
P0875	P2775	0.637587	0.580513	0.590442	0.713408	0.983607	0.777778	0.75	mutual_knn
P2017	P7615	0.63749	0.598346	0.620728	0.626458	0.883333	0.777778	0.75	mutual_knn
P1764	P4545	0.637283	0.597886	0.612612	0.607165	0.931034	0.777778	0.75	mutual_knn
P4465	P7481	0.637227	0.60523	0.615807	0.593405	0.9	0.777778	0.75	mutual_knn
P1037	P6171	0.636915	0.596761	0.611502	0.580505	0.962963	0.777778	0.75	mutual_knn
P3392	P8056	0.636871	0.598636	0.604037	0.596435	0.964286	0.777778	0.75	mutual_knn
P25289	P32975	0.636853	0.597427	0.61745	0.605243	0.913793	0.8	0.75	mutual_knn
P12311	P8565	0.636828	0.610591	0.613455	0.600516	0.873016	0.777778	0.75	mutual_knn
P4568	P9775	0.636457	0.578434	0.612787	0.747299	0.869565	0.777778	0.75	mutual_knn
P3299	P8727	0.636435	0.607515	0.616472	0.601907	0.870968	0.777778	0.75	mutual_knn
P11523	P9709	0.63626	0.576844	0.595289	0.716618	0.966667	0.777778	0.75	mutual_knn
P23460	P30187	0.63565	0.598602	0.609157	0.615488	0.915254	0.8	0.75	mutual_knn
