candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C001	0.8516	path / guidance / road / route	12	10	11	18	0.06469233	0.3333	1.0	0.7778	2,3,6,7,11,12,13,14,15,16,17,18	ر ش د س ب ل س م و ش ع ب ع ظ م ع م ل ل ح م ن ب ء ن ب و ه د ي	kw:path(87.3052); kw:guidance(53.5428); kw:road(52.3699); kw:route(39.4154); kw:pursuit(37.4165); kw:navigation(32.081); kw:journey(24.1599); kw:mobility(24.0518)	ر ش د:B001:استقامة الطريق والهداية عن الغي والضلال → ه د ي:B001:دلالة بلطف إلى الطريق والحق
C002	0.8481	language / language_communication/language_speech / tongue / articulation	13	10	12	23	0.05625618	0.3594	1.0	0.7826	1,2,3,4,6,7,9,10,13,14,15,16,17	ب ل ل ب ي ن ج ه ر ذ ك ر ص د ق ع ر ب ع ظ م ع ق ل ق و ل ل ك ن	kw:language(111.2635); theme:language_communication/language_speech(70.7169); kw:tongue(64.8028); kw:articulation(59.0879); kw:speech(56.3049); kw:statement(35.7766); kw:rhetoric(35.4695); kw:phonetics(34.884)	ب ي ن:B005:كشف المعنى بالقول أو العلامة → ع ر ب:B001:الإبانة والإفصاح
C003	0.845	hardness / stone / terrain / exposure	14	13	14	28	0.06007972	0.3111	1.0	0.7143	1,3,4,5,6,7,9,10,12,13,14,15,17,18	ء ج ر ء م ر ب ص ر ب ي ن ج ه د ح ج ر خ ب ر ر ش د س ل م ص ب ر ع ظ م ك ر ه ل ح م	kw:hardness(123.7459); kw:stone(71.5318); kw:terrain(53.9596); kw:exposure(48.4301); kw:pebble(46.1482); kw:land(45.5656); kw:rock(42.434); kw:boulder(32.1114)	ح ج ر:B003:الحَجَر الصلب → س ل م:B007:السلام حجارة صلبة
C004	0.8433	watering / water / drinking / husbandry	13	12	12	21	0.05957542	0.3182	1.0	0.7143	1,2,3,4,6,7,9,11,12,13,14,15,17	ب ل ل ح ب ب د خ ل ر س ل ص ب ح ظ ل م ع ر ب ف و ق ق ب ل ن د و ن د ي ن ف س	kw:watering(82.7573); kw:water(59.3161); kw:drinking(58.6776); kw:husbandry(56.483); kw:sip(32.5328); kw:movement(29.8714); theme:animal_life/husbandry(28.1436); kw:camel(27.8)	ن د و:B006:تندية الإبل والخيل بين الماء والمرعى → ن د ي:B004:تندية الإبل والخيل بين الماء والمرعى
C005	0.8332	marriage / gender / courtship / woman	10	11	12	22	0.05601977	0.3385	1.0	0.9091	1,2,3,4,7,9,12,14,15,17	ح ب ب ر س ل ر ف ع ص د ق ظ ن ن ع ر ب ع ظ م ع ق ل ف ي ء ق ت ل ه د ي	kw:marriage(79.4706); kw:gender(63.4441); kw:courtship(48.7992); kw:woman(46.9162); kw:coquetry(34.1547); kw:bride(32.1114); kw:husband(30.2314); kw:buttock(29.7602)	ر ف ع:B008:الرِفاعة للمرأة → ع ظ م:B008:عظامة الردف
C006	0.8317	path / guidance / ethics / road	13	13	14	26	0.06208146	0.2889	1.0	0.7692	2,3,6,7,9,10,11,12,13,14,15,17,18	ب غ ي ر ش د س ب ل ص ل ح ص و ب ع د ل ع م ل ع ن د ق و م ل ح م ن ب ء ن ب و ه د ي	kw:path(87.3052); kw:guidance(53.5428); kw:ethics(52.6831); kw:road(52.3699); kw:route(39.4154); kw:rectitude(35.7766); kw:justice(33.6716); kw:navigation(32.081)	ر ش د:B001:استقامة الطريق والهداية عن الغي والضلال → ه د ي:B001:دلالة بلطف إلى الطريق والحق
C007	0.8302	rain / weather / land_water_sky/weather_climate / dampness	13	12	17	45	0.06217738	0.3488	0.9778	0.5778	2,4,5,6,7,9,11,12,13,15,16,17,18	ب غ ي ب ل ل ح ب ب خ ر ج س ب ل س م و ص ب ر ص و ب ع ر ف ف و ق ن د و ن د ي	kw:rain(71.0845); kw:weather(56.9182); theme:land_water_sky/weather_climate(55.3043); kw:dampness(52.326); kw:cloud(49.8887); kw:dew(48.1671); kw:sky(47.893); kw:wetness(46.5929)	ن د و:B003:بلل الندى والمطر → ن د ي:B005:بلل ومطر ورطوبة
C008	0.825	hardness / stone / terrain / pebble	16	15	17	37	0.05874933	0.2761	1.0	0.5676	1,2,4,5,6,7,9,10,11,12,13,14,15,16,17,18	ء ر ض ب ص ر ب ي ن ج ه د ج ه ر ج ه ل ح ج ر خ ب ر خ ل ق ر ش د س ل م س م ع ص ب ر ق و م ك ر ه	kw:hardness(111.3713); kw:stone(71.5318); kw:terrain(53.9596); kw:pebble(46.1482); kw:land(45.5656); kw:rock(42.434); kw:landscape(41.4171); kw:geology(35.2565)	ح ج ر:B003:الحَجَر الصلب → س ل م:B007:السلام حجارة صلبة
C009	0.8247	knowledge / reason / cognition_perception/knowledge_learning / epistemology	16	13	17	41	0.05912486	0.313	0.8537	0.561	1,2,3,4,5,6,7,8,9,11,13,14,15,16,17,18	ب ص ر ج ه ل ح ج ر ح ك م خ ب ر ص ب ر ع ر ف ع ق ل ع ل م ق ت ل ق ل ب ق و ل ن ف س	kw:knowledge(100.8548); kw:reason(74.4006); theme:cognition_perception/knowledge_learning(55.5574); kw:epistemology(55.4339); kw:discernment(46.5929); kw:recognition(46.5929); kw:psychology(44.5461); kw:mind(42.2076)	ع ل م:B001:انكشاف الشيء للعارف → ج ه ل:B001:خلو العلم والمعرفة
C010	0.8247	milk / lactation / camel / body_health_life/reproduction_birth	11	11	11	18	0.05709316	0.3273	1.0	0.7222	1,2,3,5,6,7,10,11,12,14,15	ج ن ب ج ه د خ ر ج ر ح م ر س ل ر ف ع ص ب ح ع س ي ف و ق م و ت ن ف س	kw:milk(57.4546); kw:lactation(56.8924); kw:camel(46.3334); theme:body_health_life/reproduction_birth(40.1327); kw:depletion(26.7714); kw:udder(26.4674); kw:extraction(25.08); kw:pastoralism(24.5631)	ر ف ع:B007:رفع اللبن في الضرع → ع س ي:B006:رجاء عودة اللبن
