left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0331	P2113	0.651959	0.56186	0.596767	0.902533	1.0	0.777778	0.75	mutual_knn
P14276	P9401	0.645671	0.553661	0.612524	0.821397	1.0	0.8	0.75	mutual_knn
P13710	P8240	0.645324	0.552668	0.609422	0.833254	1.0	0.8	0.75	mutual_knn
P0808	P4485	0.643661	0.549246	0.590618	0.897843	1.0	0.777778	0.75	mutual_knn
P0678	P1661	0.642393	0.573363	0.620411	0.724988	0.947368	0.777778	0.75	mutual_knn
P0557	P3227	0.641171	0.536635	0.596804	0.908037	1.0	0.777778	0.75	mutual_knn
P2684	P4346	0.640969	0.570901	0.619924	0.726453	0.944444	0.777778	0.75	mutual_knn
P3432	P4725	0.639882	0.567162	0.604604	0.73048	1.0	0.777778	0.75	mutual_knn
P0405	P3426	0.639392	0.545985	0.600795	0.884205	0.95	0.777778	0.75	mutual_knn
P2855	P4386	0.63755	0.550203	0.575717	0.88458	1.0	0.777778	0.75	mutual_knn
P12815	P7526	0.636911	0.545398	0.600058	0.814614	1.0	0.8	0.75	mutual_knn
P1025	P3668	0.636662	0.582271	0.61837	0.707106	0.875	0.777778	0.75	mutual_knn
P1476	P4591	0.636538	0.542308	0.576302	0.907937	1.0	0.777778	0.75	mutual_knn
P2016	P4887	0.636415	0.545041	0.574099	0.902118	1.0	0.777778	0.75	mutual_knn
P1839	P4032	0.6364	0.537165	0.585262	0.898335	1.0	0.777778	0.75	mutual_knn
P12226	P12810	0.635565	0.535308	0.618751	0.839963	0.941176	0.8	0.75	mutual_knn
P1238	P3928	0.635471	0.546104	0.575451	0.883164	1.0	0.777778	0.75	mutual_knn
P0271	P0911	0.635208	0.544798	0.585351	0.899379	0.952381	0.777778	0.75	mutual_knn
P1804	P3706	0.634165	0.586796	0.600172	0.730899	0.869565	0.777778	0.75	mutual_knn
P2871	P4375	0.6333	0.578207	0.608813	0.695464	0.904762	0.777778	0.75	mutual_knn
P7951	P8028	0.632803	0.517344	0.571422	1.0	1.0	0.714286	0.666667	mutual_knn
P3090	P3885	0.63247	0.545164	0.593372	0.905767	0.888889	0.777778	0.75	mutual_knn
P3102	P4571	0.632019	0.565898	0.611794	0.732373	0.9	0.777778	0.75	mutual_knn
P2577	P3411	0.631337	0.5366	0.588477	0.905666	0.933333	0.777778	0.75	mutual_knn
P0159	P1971	0.630903	0.55327	0.575455	0.905223	0.9	0.777778	0.75	mutual_knn
P7141	P9557	0.630522	0.539541	0.592973	0.801877	1.0	0.8	0.75	mutual_knn
P1456	P3740	0.630495	0.545764	0.570512	0.902224	0.95	0.777778	0.75	mutual_knn
P13425	P9750	0.630097	0.536061	0.604818	0.830653	0.941176	0.8	0.75	mutual_knn
P1290	P4895	0.630085	0.535141	0.571363	0.892944	1.0	0.777778	0.75	mutual_knn
P0227	P2949	0.629828	0.566684	0.589688	0.746789	0.9375	0.777778	0.75	mutual_knn
P4390	P6080	0.628652	0.55326	0.592381	0.723513	1.0	0.777778	0.75	mutual_knn
P2337	P4640	0.628575	0.547569	0.58279	0.906926	0.875	0.777778	0.75	mutual_knn
P2081	P4782	0.628446	0.563755	0.600301	0.741751	0.904762	0.777778	0.75	mutual_knn
P0515	P2885	0.628407	0.553341	0.59531	0.710452	1.0	0.777778	0.75	mutual_knn
P0628	P2847	0.628191	0.556684	0.600279	0.731407	0.944444	0.777778	0.75	mutual_knn
P1451	P3614	0.627354	0.538461	0.586598	0.915024	0.882353	0.777778	0.75	mutual_knn
P2684	P4453	0.627322	0.566388	0.604622	0.719404	0.888889	0.777778	0.75	mutual_knn
P4501	P6225	0.627171	0.508531	0.566663	1.0	1.0	0.714286	0.666667	mutual_knn
P0412	P3576	0.626967	0.574384	0.597547	0.71353	0.88	0.777778	0.75	mutual_knn
P10123	P11970	0.626532	0.533721	0.619142	0.839436	0.857143	0.8	0.75	mutual_knn
P3377	P4725	0.626038	0.56727	0.607161	0.732599	0.85	0.777778	0.75	mutual_knn
P13957	P9193	0.625912	0.544229	0.569044	0.818434	1.0	0.8	0.75	mutual_knn
P2648	P3227	0.62583	0.55681	0.591617	0.734624	0.947368	0.777778	0.75	mutual_knn
P10454	P13868	0.625543	0.532626	0.582668	0.819278	1.0	0.8	0.75	mutual_knn
P0639	P4320	0.625234	0.549218	0.58171	0.911544	0.833333	0.777778	0.75	mutual_knn
P11524	P6563	0.62521	0.529952	0.588579	0.807283	1.0	0.8	0.75	mutual_knn
P0397	P0446	0.625052	0.564437	0.592469	0.686914	0.95	0.777778	0.75	mutual_knn
P1413	P3928	0.624682	0.542971	0.581103	0.912446	0.857143	0.777778	0.75	mutual_knn
P0989	P3038	0.624537	0.577351	0.603318	0.702341	0.833333	0.777778	0.75	mutual_knn
P4708	P6080	0.624499	0.559827	0.604888	0.745031	0.863636	0.777778	0.75	mutual_knn
P1943	P3567	0.624496	0.558502	0.579357	0.703947	1.0	0.777778	0.75	mutual_knn
P11278	P13778	0.62437	0.514851	0.614038	0.840241	0.9375	0.8	0.75	mutual_knn
P12621	P9286	0.624345	0.518592	0.586541	0.856889	1.0	0.8	0.75	mutual_knn
P1951	P5011	0.624299	0.563283	0.5851	0.710363	0.95	0.777778	0.75	mutual_knn
P0808	P3186	0.624042	0.564237	0.608181	0.74663	0.826087	0.777778	0.75	mutual_knn
P0313	P3243	0.623972	0.565105	0.609345	0.721935	0.842105	0.777778	0.75	mutual_knn
P7260	P7613	0.623956	0.538322	0.599007	0.845585	0.875	0.8	0.75	mutual_knn
P0474	P3224	0.623592	0.571802	0.598179	0.569192	1.0	0.777778	0.75	mutual_knn
P0837	P2679	0.623487	0.522509	0.569249	0.891204	1.0	0.777778	0.75	mutual_knn
P10574	P8568	0.623361	0.516225	0.611639	0.841283	0.928571	0.8	0.75	mutual_knn
P2349	P3841	0.623242	0.552631	0.585965	0.694704	1.0	0.777778	0.75	mutual_knn
P0444	P2176	0.623026	0.557716	0.59068	0.700782	0.952381	0.777778	0.75	mutual_knn
P1628	P3295	0.622943	0.554131	0.603776	0.733732	0.888889	0.777778	0.75	mutual_knn
P1206	P4091	0.622898	0.56638	0.590772	0.707807	0.904762	0.777778	0.75	mutual_knn
P14459	P9095	0.622752	0.526581	0.58555	0.808477	1.0	0.8	0.75	mutual_knn
P2108	P4683	0.622643	0.555531	0.578219	0.70277	1.0	0.777778	0.75	mutual_knn
P2670	P5178	0.622498	0.557949	0.572715	0.709705	1.0	0.777778	0.75	mutual_knn
P3232	P4571	0.622491	0.554672	0.607711	0.707154	0.894737	0.777778	0.75	mutual_knn
P0471	P2164	0.622462	0.54929	0.591927	0.68107	1.0	0.777778	0.75	mutual_knn
P2360	P2836	0.622459	0.564929	0.598583	0.698475	0.888889	0.777778	0.75	mutual_knn
P0798	P1937	0.62238	0.552552	0.597282	0.699457	0.947368	0.777778	0.75	mutual_knn
P0350	P3245	0.62234	0.570369	0.599536	0.716257	0.842105	0.777778	0.75	mutual_knn
P0710	P3412	0.622067	0.559079	0.606024	0.7201	0.863636	0.777778	0.75	mutual_knn
P2222	P2941	0.621776	0.553617	0.591923	0.717247	0.9375	0.777778	0.75	mutual_knn
P1409	P5267	0.621621	0.559342	0.574915	0.68697	1.0	0.777778	0.75	mutual_knn
P1553	P3576	0.621441	0.569176	0.57891	0.710267	0.916667	0.777778	0.75	mutual_knn
P3704	P4861	0.621426	0.543206	0.591664	0.69901	1.0	0.777778	0.75	mutual_knn
P1168	P1693	0.621379	0.548088	0.576595	0.729317	1.0	0.777778	0.75	mutual_knn
P0828	P3721	0.62137	0.548527	0.601514	0.740026	0.9	0.777778	0.75	mutual_knn
P11767	P14900	0.621341	0.527642	0.592418	0.818194	0.947368	0.8	0.75	mutual_knn
P2334	P3983	0.621139	0.54564	0.581735	0.719938	1.0	0.777778	0.75	mutual_knn
P0273	P0370	0.621089	0.553374	0.585734	0.737303	0.933333	0.777778	0.75	mutual_knn
P1516	P3825	0.621083	0.548687	0.576966	0.722356	1.0	0.777778	0.75	mutual_knn
P14339	P8641	0.620691	0.521935	0.580721	0.825683	1.0	0.8	0.75	mutual_knn
P0153	P1528	0.620489	0.55499	0.590266	0.697059	0.944444	0.777778	0.75	mutual_knn
P1192	P3574	0.62041	0.544554	0.585364	0.704837	1.0	0.777778	0.75	mutual_knn
P0026	P1586	0.620401	0.56741	0.594657	0.736028	0.833333	0.777778	0.75	mutual_knn
P11861	P8126	0.620309	0.52432	0.601133	0.850789	0.888889	0.8	0.75	mutual_knn
P0039	P1946	0.620265	0.56559	0.595598	0.703337	0.869565	0.777778	0.75	mutual_knn
P3478	P5178	0.620004	0.558139	0.599446	0.685596	0.904762	0.777778	0.75	mutual_knn
P2958	P4861	0.619895	0.54271	0.588082	0.698464	1.0	0.777778	0.75	mutual_knn
P1701	P4485	0.619894	0.555102	0.595128	0.704987	0.913043	0.777778	0.75	mutual_knn
P2336	P3994	0.619863	0.549118	0.594411	0.702716	0.944444	0.777778	0.75	mutual_knn
P0072	P1430	0.61969	0.557474	0.593708	0.735286	0.875	0.777778	0.75	mutual_knn
P0963	P3321	0.619553	0.547418	0.585727	0.682108	1.0	0.777778	0.75	mutual_knn
P5985	P8130	0.619346	0.514275	0.591377	0.809399	1.0	0.8	0.75	mutual_knn
P0458	P3734	0.619051	0.546147	0.567949	0.745031	1.0	0.777778	0.75	mutual_knn
P2081	P3227	0.618939	0.545521	0.591648	0.716405	0.947368	0.777778	0.75	mutual_knn
P12523	P15480	0.61893	0.514635	0.582433	0.834926	1.0	0.8	0.75	mutual_knn
P0129	P1999	0.618905	0.543279	0.59069	0.739382	0.9375	0.777778	0.75	mutual_knn
P1073	P4257	0.61881	0.547677	0.59225	0.70068	0.95	0.777778	0.75	mutual_knn
P1822	P3945	0.618709	0.585831	0.591623	0.571082	0.909091	0.777778	0.75	mutual_knn
P0932	P3420	0.618558	0.545063	0.587973	0.72035	0.954545	0.777778	0.75	mutual_knn
P10123	P12616	0.618554	0.509672	0.588765	0.83134	1.0	0.8	0.75	mutual_knn
P1509	P4352	0.618542	0.523606	0.554041	0.890055	1.0	0.777778	0.75	mutual_knn
P10258	P13362	0.618284	0.520937	0.571399	0.838723	1.0	0.8	0.75	mutual_knn
P13206	P15657	0.618283	0.51579	0.579041	0.835129	1.0	0.8	0.75	mutual_knn
P0824	P2243	0.61824	0.550387	0.586495	0.748161	0.904762	0.777778	0.75	mutual_knn
P2328	P3215	0.618221	0.555321	0.577239	0.75384	0.909091	0.777778	0.75	mutual_knn
P1469	P3269	0.618042	0.559397	0.578546	0.690854	0.947368	0.777778	0.75	mutual_knn
P1513	P1872	0.618002	0.554175	0.572581	0.734838	0.947368	0.777778	0.75	mutual_knn
P0598	P3576	0.618	0.558695	0.573382	0.739036	0.92	0.777778	0.75	mutual_knn
P0379	P4092	0.617733	0.545521	0.585852	0.935168	0.736842	0.777778	0.75	mutual_knn
P1137	P3566	0.617672	0.55914	0.587819	0.746079	0.857143	0.777778	0.75	mutual_knn
P1553	P3164	0.61763	0.561195	0.58907	0.719613	0.869565	0.777778	0.75	mutual_knn
P10711	P6402	0.617248	0.516171	0.594299	0.825218	0.944444	0.8	0.75	mutual_knn
P4423	P5654	0.617111	0.578855	0.587367	0.563105	0.947368	0.777778	0.75	mutual_knn
P1624	P4021	0.617024	0.557579	0.603288	0.749624	0.8	0.777778	0.75	mutual_knn
P14175	P9428	0.616889	0.514984	0.575068	0.838723	1.0	0.8	0.75	mutual_knn
P11160	P6583	0.616737	0.518271	0.591488	0.841861	0.923077	0.8	0.75	mutual_knn
P2100	P4026	0.616573	0.545273	0.598999	0.715506	0.9	0.777778	0.75	mutual_knn
P2229	P4683	0.61653	0.580033	0.590608	0.583268	0.904762	0.777778	0.75	mutual_knn
P0519	P1854	0.616412	0.553725	0.578096	0.699026	0.95	0.777778	0.75	mutual_knn
P1501	P4319	0.616368	0.550961	0.573523	0.722484	0.954545	0.777778	0.75	mutual_knn
P3258	P4562	0.616287	0.553451	0.579962	0.719397	0.923077	0.777778	0.75	mutual_knn
P10106	P10572	0.616197	0.512643	0.577472	0.833925	1.0	0.8	0.75	mutual_knn
P10039	P10773	0.616127	0.49689	0.599049	0.828594	1.0	0.8	0.75	mutual_knn
P3713	P5036	0.616065	0.553138	0.570548	0.727239	0.947368	0.777778	0.75	mutual_knn
P6908	P8221	0.616042	0.506393	0.589787	0.817401	1.0	0.8	0.75	mutual_knn
P10684	P14144	0.61602	0.532182	0.567195	0.842703	0.9375	0.8	0.75	mutual_knn
P11656	P9678	0.616013	0.526979	0.570743	0.791124	1.0	0.8	0.75	mutual_knn
P2028	P3295	0.616009	0.565205	0.585697	0.566727	1.0	0.777778	0.75	mutual_knn
P3053	P4135	0.615878	0.56145	0.586421	0.579779	1.0	0.777778	0.75	mutual_knn
P1844	P2067	0.615804	0.552423	0.581093	0.693866	0.944444	0.777778	0.75	mutual_knn
P2737	P4873	0.615728	0.54512	0.587771	0.723959	0.923077	0.777778	0.75	mutual_knn
P0714	P4167	0.615709	0.521015	0.558743	0.902376	0.954545	0.777778	0.75	mutual_knn
P0929	P2416	0.615708	0.555422	0.579852	0.728193	0.9	0.777778	0.75	mutual_knn
P0308	P2243	0.615627	0.546513	0.588382	0.728536	0.909091	0.777778	0.75	mutual_knn
P11659	P15113	0.615545	0.576726	0.592419	0.549213	0.9375	0.8	0.75	mutual_knn
P2073	P4562	0.615493	0.556804	0.588689	0.731761	0.857143	0.777778	0.75	mutual_knn
P0841	P3624	0.615451	0.544508	0.58085	0.721246	0.95	0.777778	0.75	mutual_knn
P2649	P4294	0.615384	0.565044	0.579171	0.720411	0.863636	0.777778	0.75	mutual_knn
P0942	P4992	0.615372	0.535375	0.5839	0.767547	0.933333	0.777778	0.75	mutual_knn
P1542	P3852	0.615363	0.569552	0.589503	0.582945	0.944444	0.777778	0.75	mutual_knn
P2554	P4135	0.6152	0.5564	0.584956	0.737222	0.863636	0.777778	0.75	mutual_knn
P3015	P4818	0.615057	0.552341	0.599739	0.732614	0.833333	0.777778	0.75	mutual_knn
P11042	P14873	0.615018	0.514205	0.57221	0.833524	1.0	0.8	0.75	mutual_knn
P10075	P12395	0.614979	0.505279	0.592181	0.803402	1.0	0.8	0.75	mutual_knn
P1383	P4306	0.614969	0.529709	0.581716	0.929999	0.8	0.777778	0.75	mutual_knn
P10690	P14020	0.614961	0.521323	0.588656	0.854473	0.888889	0.8	0.75	mutual_knn
P1623	P2801	0.614758	0.552083	0.589044	0.726547	0.875	0.777778	0.75	mutual_knn
P3601	P4695	0.614628	0.586972	0.600013	0.604857	0.8	0.777778	0.75	mutual_knn
P13340	P8780	0.61444	0.50839	0.573267	0.850209	1.0	0.8	0.75	mutual_knn
P2673	P4388	0.614434	0.546486	0.601514	0.722715	0.857143	0.777778	0.75	mutual_knn
P0226	P2745	0.614191	0.563868	0.588631	0.726117	0.818182	0.777778	0.75	mutual_knn
P2594	P4532	0.61415	0.558884	0.587702	0.569571	1.0	0.777778	0.75	mutual_knn
P1056	P4600	0.614131	0.559864	0.59286	0.696909	0.85	0.777778	0.75	mutual_knn
P3019	P4819	0.614123	0.56927	0.583397	0.587628	0.95	0.777778	0.75	mutual_knn
P5508	P9869	0.61396	0.530104	0.5957	0.835843	0.833333	0.8	0.75	mutual_knn
P0607	P2402	0.613951	0.552231	0.576558	0.736525	0.9	0.777778	0.75	mutual_knn
P0111	P1281	0.613912	0.554474	0.575654	0.720103	0.909091	0.777778	0.75	mutual_knn
P0615	P1528	0.613888	0.553969	0.58857	0.691285	0.894737	0.777778	0.75	mutual_knn
P0342	P3001	0.613857	0.550807	0.57739	0.689072	0.95	0.777778	0.75	mutual_knn
P1629	P4311	0.613823	0.547715	0.573246	0.712604	0.954545	0.777778	0.75	mutual_knn
P1990	P4818	0.613756	0.548004	0.59164	0.71845	0.882353	0.777778	0.75	mutual_knn
P0472	P6789	0.613646	0.504455	0.580507	0.834632	1.0	0.8	0.75	mutual_knn
P0486	P3001	0.613579	0.54742	0.57338	0.715567	0.95	0.777778	0.75	mutual_knn
