left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0637	P4910	0.652949	0.594309	0.617655	0.726643	0.966667	0.777778	0.75	mutual_knn
P1928	P6293	0.648167	0.564592	0.580976	0.907594	1.0	0.777778	0.75	mutual_knn
P16979	P8838	0.648041	0.568537	0.612107	0.815327	0.964286	0.8	0.75	mutual_knn
P2452	P5358	0.644198	0.557675	0.590755	0.920353	0.944444	0.777778	0.75	mutual_knn
P0277	P2643	0.643482	0.574409	0.60819	0.721322	1.0	0.777778	0.75	mutual_knn
P1960	P5552	0.643443	0.553064	0.584704	0.899184	1.0	0.777778	0.75	mutual_knn
P0009	P1525	0.643249	0.582786	0.613521	0.729298	0.933333	0.777778	0.75	mutual_knn
P11066	P15158	0.643081	0.574188	0.600177	0.820419	0.925926	0.8	0.75	mutual_knn
P3909	P7684	0.642751	0.554081	0.579188	0.906987	1.0	0.777778	0.75	mutual_knn
P2030	P6016	0.641936	0.559683	0.591768	0.885154	0.944444	0.777778	0.75	mutual_knn
P2457	P5357	0.63906	0.553392	0.590201	0.89713	0.9375	0.777778	0.75	mutual_knn
P2503	P5127	0.638984	0.567265	0.602238	0.729316	1.0	0.777778	0.75	mutual_knn
P14601	P19549	0.638179	0.54958	0.605861	0.86224	0.925926	0.8	0.75	mutual_knn
P10007	P15848	0.637857	0.549655	0.594014	0.826074	1.0	0.8	0.75	mutual_knn
P4800	P7824	0.637522	0.578474	0.595031	0.73948	0.95	0.777778	0.75	mutual_knn
P1049	P3213	0.637055	0.603482	0.616867	0.592618	0.903226	0.777778	0.75	mutual_knn
P1868	P3287	0.635288	0.551243	0.580927	0.889038	0.95	0.777778	0.75	mutual_knn
P6464	P8435	0.63517	0.548727	0.5872	0.904155	0.923077	0.777778	0.75	mutual_knn
P2836	P5534	0.634757	0.570992	0.586543	0.725207	1.0	0.777778	0.75	mutual_knn
P15917	P19487	0.633817	0.515031	0.630371	0.857711	0.956522	0.8	0.75	mutual_knn
P13037	P17026	0.6327	0.542815	0.600156	0.850453	0.933333	0.8	0.75	mutual_knn
P1367	P3611	0.631889	0.562974	0.599823	0.72779	0.958333	0.777778	0.75	mutual_knn
P12566	P17685	0.631677	0.521977	0.60942	0.834905	1.0	0.8	0.75	mutual_knn
P1554	P5521	0.631358	0.551034	0.581345	0.910333	0.888889	0.777778	0.75	mutual_knn
P1575	P4342	0.631173	0.565166	0.582862	0.728468	1.0	0.777778	0.75	mutual_knn
P0531	P4930	0.631063	0.567725	0.60113	0.735239	0.916667	0.777778	0.75	mutual_knn
P0467	P4978	0.629939	0.548493	0.570334	0.88262	0.952381	0.777778	0.75	mutual_knn
P0302	P4357	0.629408	0.541736	0.568775	0.904013	0.961538	0.777778	0.75	mutual_knn
P1084	P4500	0.629295	0.562379	0.577983	0.739301	1.0	0.777778	0.75	mutual_knn
P1749	P6032	0.628735	0.53834	0.561424	0.899832	1.0	0.777778	0.75	mutual_knn
P2062	P4495	0.628614	0.528215	0.574804	0.897358	1.0	0.777778	0.75	mutual_knn
P3368	P6190	0.628484	0.575032	0.603665	0.742256	0.842105	0.777778	0.75	mutual_knn
P4148	P6232	0.628211	0.566551	0.584317	0.750019	0.9375	0.777778	0.75	mutual_knn
P2925	P4485	0.628043	0.557851	0.600587	0.737012	0.931034	0.777778	0.75	mutual_knn
P0064	P1090	0.628031	0.57218	0.590914	0.706263	0.931034	0.777778	0.75	mutual_knn
P3819	P6186	0.62775	0.593725	0.614309	0.628072	0.827586	0.777778	0.75	mutual_knn
P8793	P8920	0.627735	0.532028	0.597504	0.828995	0.962963	0.8	0.75	mutual_knn
P0536	P1970	0.627671	0.589584	0.604418	0.608125	0.9	0.777778	0.75	mutual_knn
P10875	P18027	0.627542	0.598895	0.615092	0.570431	0.857143	0.8	0.75	mutual_knn
P3334	P6665	0.627424	0.559023	0.607983	0.73069	0.9	0.777778	0.75	mutual_knn
