morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s040-a000-w001-01	w-s040-a000-w001	1:1:1:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s040-a000-w001-02	w-s040-a000-w001	1:1:1:2	2	سْمِ	سْمِ	ٱسْم	س م و	سمو	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|GEN								GEN
m-w-s040-a000-w002-01	w-s040-a000-w002	1:1:2:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s040-a000-w003-01	w-s040-a000-w003	1:1:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s040-a000-w003-02	w-s040-a000-w003	1:1:3:2	2	رَّحْمَٰنِ	رَّحْمَٰنِ	رَّحْمَٰن	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s040-a000-w004-01	w-s040-a000-w004	1:1:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s040-a000-w004-02	w-s040-a000-w004	1:1:4:2	2	رَّحِيمِ	رَّحِيمِ	رَّحِيم	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s040-a002-w001-01	w-s040-a002-w001	40:2:1:1	1	تَنزِيلُ	تَنزِيلُ	تَنزِيل	ن ز ل	نزل	N	STEM	STEM|POS:N|VN|(II)|LEM:tanziyl|ROOT:nzl|M|NOM				II				NOM
m-w-s040-a002-w002-01	w-s040-a002-w002	40:2:2:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s040-a002-w002-02	w-s040-a002-w002	40:2:2:2	2	كِتَٰبِ	كِتَٰبِ	كِتَٰب	ك ت ب	كتب	N	STEM	STEM|POS:N|LEM:kita`b|ROOT:ktb|M|GEN								GEN
m-w-s040-a002-w003-01	w-s040-a002-w003	40:2:3:1	1	مِنَ	مِنَ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s040-a002-w004-01	w-s040-a002-w004	40:2:4:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s040-a002-w005-01	w-s040-a002-w005	40:2:5:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s040-a002-w005-02	w-s040-a002-w005	40:2:5:2	2	عَزِيزِ	عَزِيزِ	عَزِيز	ع ز ز	عزز	ADJ	STEM	STEM|POS:ADJ|LEM:Eaziyz|ROOT:Ezz|MS|GEN						M	singular	GEN
m-w-s040-a002-w006-01	w-s040-a002-w006	40:2:6:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s040-a002-w006-02	w-s040-a002-w006	40:2:6:2	2	عَلِيمِ	عَلِيمِ	عَلِيم	ع ل م	علم	ADJ	STEM	STEM|POS:ADJ|LEM:Ealiym|ROOT:Elm|MS|GEN						M	singular	GEN
m-w-s040-a003-w001-01	w-s040-a003-w001	40:3:1:1	1	غَافِرِ	غَافِرِ	غَافِر	غ ف ر	غفر	N	STEM	STEM|POS:N|ACT|PCPL|LEM:gaAfir|ROOT:gfr|M|GEN			ACT					GEN
m-w-s040-a003-w002-01	w-s040-a003-w002	40:3:2:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s040-a003-w002-02	w-s040-a003-w002	40:3:2:2	2	ذَّنۢبِ	ذَّنۢبِ	ذَنب	ذ ن ب	ذنب	N	STEM	STEM|POS:N|LEM:*anb|ROOT:*nb|M|GEN								GEN
m-w-s040-a003-w003-01	w-s040-a003-w003	40:3:3:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s040-a003-w003-02	w-s040-a003-w003	40:3:3:2	2	قَابِلِ	قَابِلِ	قَابِل	ق ب ل	قبل	N	STEM	STEM|POS:N|ACT|PCPL|LEM:qaAbil|ROOT:qbl|M|GEN			ACT					GEN
m-w-s040-a003-w004-01	w-s040-a003-w004	40:3:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s040-a003-w004-02	w-s040-a003-w004	40:3:4:2	2	تَّوْبِ	تَّوْبِ	تَّوْب	ت و ب	توب	N	STEM	STEM|POS:N|LEM:t~awob|ROOT:twb|M|GEN								GEN
m-w-s040-a003-w005-01	w-s040-a003-w005	40:3:5:1	1	شَدِيدِ	شَدِيدِ	شَدِيد	ش د د	شدد	ADJ	STEM	STEM|POS:ADJ|LEM:$adiyd|ROOT:$dd|MS|GEN						M	singular	GEN
m-w-s040-a003-w006-01	w-s040-a003-w006	40:3:6:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s040-a003-w006-02	w-s040-a003-w006	40:3:6:2	2	عِقَابِ	عِقَابِ	عِقَاب	ع ق ب	عقب	N	STEM	STEM|POS:N|LEM:EiqaAb|ROOT:Eqb|M|GEN								GEN
m-w-s040-a003-w007-01	w-s040-a003-w007	40:3:7:1	1	ذِى	ذِى	ذُو			N	STEM	STEM|POS:N|LEM:*uw|MS|NOM						M	singular	NOM
m-w-s040-a003-w008-01	w-s040-a003-w008	40:3:8:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s040-a003-w008-02	w-s040-a003-w008	40:3:8:2	2	طَّوْلِ	طَّوْلِ	طَوْل	ط و ل	طول	N	STEM	STEM|POS:N|LEM:Tawol|ROOT:Twl|M|GEN								GEN
m-w-s040-a003-w009-01	w-s040-a003-w009	40:3:9:1	1	لَآ	لَآ	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA								
m-w-s040-a003-w010-01	w-s040-a003-w010	40:3:10:1	1	إِلَٰهَ	إِلَٰهَ	إِلَٰه	ء ل ه	ءله	N	STEM	STEM|POS:N|LEM:<ila`h|ROOT:Alh|MS|ACC						M	singular	ACC
m-w-s040-a003-w011-01	w-s040-a003-w011	40:3:11:1	1	إِلَّا	إِلَّا	إِلَّا			RES	STEM	STEM|POS:RES|LEM:<il~aA								
m-w-s040-a003-w012-01	w-s040-a003-w012	40:3:12:1	1	هُوَ	هُوَ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s040-a003-w013-01	w-s040-a003-w013	40:3:13:1	1	إِلَيْ	إِلَيْ	إِلَىٰ			P	STEM	STEM|POS:P|LEM:<ilaY`								
m-w-s040-a003-w013-02	w-s040-a003-w013	40:3:13:2	2	هِ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s040-a003-w014-01	w-s040-a003-w014	40:3:14:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s040-a003-w014-02	w-s040-a003-w014	40:3:14:2	2	مَصِيرُ	مَصِيرُ	مَصِير	ص ي ر	صير	N	STEM	STEM|POS:N|LEM:maSiyr|ROOT:Syr|NOM								NOM
m-w-s040-a004-w001-01	w-s040-a004-w001	40:4:1:1	1	مَا	مَا	مَا			NEG	STEM	STEM|POS:NEG|LEM:maA								
m-w-s040-a004-w002-01	w-s040-a004-w002	40:4:2:1	1	يُجَٰدِلُ	يُجَٰدِلُ	جَٰدَلُ	ج د ل	جدل	V	STEM	STEM|POS:V|IMPF|(III)|LEM:ja`dalu|ROOT:jdl|3MS	IMPF			III	3	M	singular	
m-w-s040-a004-w003-01	w-s040-a004-w003	40:4:3:1	1	فِىٓ	فِىٓ	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s040-a004-w004-01	w-s040-a004-w004	40:4:4:1	1	ءَايَٰتِ	ءَايَٰتِ	ءَايَة	ء ي ي	ءيي	N	STEM	STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN						F	plural	GEN
m-w-s040-a004-w005-01	w-s040-a004-w005	40:4:5:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s040-a004-w006-01	w-s040-a004-w006	40:4:6:1	1	إِلَّا	إِلَّا	إِلَّا			RES	STEM	STEM|POS:RES|LEM:<il~aA								
m-w-s040-a004-w007-01	w-s040-a004-w007	40:4:7:1	1	ٱلَّذِينَ	ٱلَّذِينَ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MP						M	plural	
m-w-s040-a004-w008-01	w-s040-a004-w008	40:4:8:1	1	كَفَرُ	كَفَرُ	كَفَرَ	ك ف ر	كفر	V	STEM	STEM|POS:V|PERF|LEM:kafara|ROOT:kfr|3MP	PERF				3	M	plural	
m-w-s040-a004-w008-02	w-s040-a004-w008	40:4:8:2	2	وا۟					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s040-a004-w009-01	w-s040-a004-w009	40:4:9:1	1	فَ					REM	PREFIX	PREFIX|f:REM+								
m-w-s040-a004-w009-02	w-s040-a004-w009	40:4:9:2	2	لَا	لَا	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA								
m-w-s040-a004-w010-01	w-s040-a004-w010	40:4:10:1	1	يَغْرُرْ	يَغْرُرْ	غَرَّ	غ ر ر	غرر	V	STEM	STEM|POS:V|IMPF|LEM:gar~a|ROOT:grr|3MS|MOOD:JUS	IMPF	JUS			3	M	singular	
m-w-s040-a004-w010-02	w-s040-a004-w010	40:4:10:2	2	كَ					PRON	SUFFIX	SUFFIX|PRON:2MS					2	M	singular	
m-w-s040-a004-w011-01	w-s040-a004-w011	40:4:11:1	1	تَقَلُّبُ	تَقَلُّبُ	تَقَلُّب	ق ل ب	قلب	N	STEM	STEM|POS:N|VN|(V)|LEM:taqal~ub|ROOT:qlb|M|NOM				V				NOM
m-w-s040-a004-w011-02	w-s040-a004-w011	40:4:11:2	2	هُمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s040-a004-w012-01	w-s040-a004-w012	40:4:12:1	1	فِى	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s040-a004-w013-01	w-s040-a004-w013	40:4:13:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s040-a004-w013-02	w-s040-a004-w013	40:4:13:2	2	بِلَٰدِ	بِلَٰدِ	بَلَد	ب ل د	بلد	N	STEM	STEM|POS:N|LEM:balad|ROOT:bld|MP|GEN						M	plural	GEN
m-w-s040-a005-w001-01	w-s040-a005-w001	40:5:1:1	1	كَذَّبَتْ	كَذَّبَتْ	كَذَّبَ	ك ذ ب	كذب	V	STEM	STEM|POS:V|PERF|(II)|LEM:ka*~aba|ROOT:k*b|3FS	PERF			II	3	F	singular	
m-w-s040-a005-w002-01	w-s040-a005-w002	40:5:2:1	1	قَبْلَ	قَبْلَ	قَبْل	ق ب ل	قبل	T	STEM	STEM|POS:T|LEM:qabol|ROOT:qbl|ACC								ACC
m-w-s040-a005-w002-02	w-s040-a005-w002	40:5:2:2	2	هُمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s040-a005-w003-01	w-s040-a005-w003	40:5:3:1	1	قَوْمُ	قَوْمُ	قَوْم	ق و م	قوم	N	STEM	STEM|POS:N|LEM:qawom|ROOT:qwm|M|NOM								NOM
m-w-s040-a005-w004-01	w-s040-a005-w004	40:5:4:1	1	نُوحٍ	نُوحٍ	نُوح			PN	STEM	STEM|POS:PN|LEM:nuwH|M|GEN								GEN
m-w-s040-a005-w005-01	w-s040-a005-w005	40:5:5:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s040-a005-w005-02	w-s040-a005-w005	40:5:5:2	2	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s040-a005-w005-03	w-s040-a005-w005	40:5:5:3	3	أَحْزَابُ	أَحْزَابُ	حِزْب	ح ز ب	حزب	N	STEM	STEM|POS:N|LEM:Hizob|ROOT:Hzb|MP|NOM						M	plural	NOM
m-w-s040-a005-w006-01	w-s040-a005-w006	40:5:6:1	1	مِنۢ	مِنۢ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s040-a005-w007-01	w-s040-a005-w007	40:5:7:1	1	بَعْدِ	بَعْدِ	بَعْد	ب ع د	بعد	N	STEM	STEM|POS:N|LEM:baEod|ROOT:bEd|GEN								GEN
m-w-s040-a005-w007-02	w-s040-a005-w007	40:5:7:2	2	هِمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s040-a005-w008-01	w-s040-a005-w008	40:5:8:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s040-a005-w008-02	w-s040-a005-w008	40:5:8:2	2	هَمَّتْ	هَمَّتْ	هَمَّ	ه م م	همم	V	STEM	STEM|POS:V|PERF|LEM:ham~a|ROOT:hmm|3FS	PERF				3	F	singular	
m-w-s040-a005-w009-01	w-s040-a005-w009	40:5:9:1	1	كُلُّ	كُلُّ	كُلّ	ك ل ل	كلل	N	STEM	STEM|POS:N|LEM:kul~|ROOT:kll|M|NOM								NOM
m-w-s040-a005-w010-01	w-s040-a005-w010	40:5:10:1	1	أُمَّةٍۭ	أُمَّةٍۭ	أُمَّة	ء م م	ءمم	N	STEM	STEM|POS:N|LEM:>um~ap|ROOT:Amm|FS|INDEF|GEN						F	singular	GEN
m-w-s040-a005-w011-01	w-s040-a005-w011	40:5:11:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s040-a005-w011-02	w-s040-a005-w011	40:5:11:2	2	رَسُولِ	رَسُولِ	رَسُول	ر س ل	رسل	N	STEM	STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|GEN								GEN
m-w-s040-a005-w011-03	w-s040-a005-w011	40:5:11:3	3	هِمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s040-a005-w012-01	w-s040-a005-w012	40:5:12:1	1	لِ					PRP	PREFIX	PREFIX|l:PRP+								
m-w-s040-a005-w012-02	w-s040-a005-w012	40:5:12:2	2	يَأْخُذُ	يَأْخُذُ	أَخَذَ	ء خ ذ	ءخذ	V	STEM	STEM|POS:V|IMPF|LEM:>axa*a|ROOT:Ax*|3MP|MOOD:SUBJ	IMPF	SUBJ			3	M	plural	
m-w-s040-a005-w012-03	w-s040-a005-w012	40:5:12:3	3	و					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s040-a005-w012-04	w-s040-a005-w012	40:5:12:4	4	هُ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s040-a005-w013-01	w-s040-a005-w013	40:5:13:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s040-a005-w013-02	w-s040-a005-w013	40:5:13:2	2	جَٰدَلُ	جَٰدَلُ	جَٰدَلُ	ج د ل	جدل	V	STEM	STEM|POS:V|PERF|(III)|LEM:ja`dalu|ROOT:jdl|3MP	PERF			III	3	M	plural	
