candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C001	0.804	body_health_life/reproduction_birth / womb / reproduction / pregnancy	12	11	13	22	0.06041145	0.2933	1.0	0.8636	3,6,7,9,10,11,12,14,17,19,20,21	ج ن د ج ن ن ر ب ب ش ه د ع ذ ب غ ف ر ق ر ء ق ع د ك ذ ب ك ل ل و ر ي	theme:body_health_life/reproduction_birth(84.2786); kw:womb(53.335); kw:reproduction(50.9932); kw:pregnancy(38.8817); kw:blood(37.4165); kw:birth(37.1238); kw:afterbirth(35.7766); kw:province(34.884)	ج ن ن:B007:الجنين المستور في البطن → ق ر ء:B003:اجتماع الرحم وحمله
C002	0.7976	road / path / trace / thoroughfare	9	10	10	18	0.06056205	0.4	1.0	0.7222	1,4,5,9,11,13,17,21,22	ء ت ي ب ر ج ج ر ي ح ف ظ خ د د ع م ل ع و د ق ر ء م ل ك ن و ر	kw:road(78.5549); kw:path(74.8331); kw:trace(37.1238); kw:thoroughfare(34.884); kw:method(31.3821); kw:track(29.7602); kw:boundary(28.9506); kw:practice(28.7797)	ع م ل:B011:الطريق المعمل → ح ف ظ:B007:طريق حافظ بين مستقيم
C003	0.7785	kinship_society/household_community / assembly / multitude / gathering	8	10	11	21	0.05878061	0.3889	1.0	0.7143	4,9,11,12,14,17,20,21	ء ت ي ت ح ت ج ن د ج ن ن ح و ط خ د د ر ب ب غ ف ر ق ر ء ك ل ل	theme:kinship_society/household_community(61.9789); kw:assembly(52.7421); kw:multitude(40.3171); kw:gathering(38.5105); kw:class(32.1114); kw:society(31.1678); kw:inclusion(30.4895); kw:demography(29.7602)	ج ن ن:B013:سواد الناس وجماعتهم → غ ف ر:B008:جماء الغفير: الجماعة كلها
C004	0.7757	road / path / hair / method	14	16	17	34	0.05549589	0.2519	1.0	0.7059	4,6,7,9,10,11,12,13,14,16,17,19,21,22	ء ت ي ج ر ي ح ر ق ح ف ظ خ د د ر ب ب ص ح ب ص ل ح ع م ل ع و د غ ف ر ف ع ل ق ر ء ق ع د ك ذ ب م ل ك	kw:road(78.5549); kw:path(74.8331); kw:hair(48.4301); kw:method(47.0731); kw:trace(37.1238); kw:thoroughfare(34.884); kw:compatibility(33.004); kw:track(29.7602)	ع م ل:B011:الطريق المعمل → ح ف ظ:B007:طريق حافظ بين مستقيم
C005	0.7744	body_health_life/reproduction_birth / reproduction / womb / pregnancy	12	11	14	21	0.06140448	0.2414	1.0	0.8571	3,7,8,9,10,11,12,14,17,19,20,21	ء ت ي ج ن ن ح ر ق ر ب ب ش ه د ع ذ ب ع ز ز غ ف ر ق ر ء ك ذ ب و ر ي	theme:body_health_life/reproduction_birth(72.2388); kw:reproduction(61.1919); kw:womb(53.335); kw:pregnancy(38.8817); kw:blood(37.4165); kw:birth(37.1238); kw:afterbirth(35.7766); kw:fetus(30.2314)	ج ن ن:B007:الجنين المستور في البطن → ق ر ء:B003:اجتماع الرحم وحمله
C006	0.7726	sky / land_water_sky/sky_astronomy / astronomy / star	12	14	15	28	0.05942098	0.2692	0.9286	0.75	1,6,9,10,11,12,14,15,17,19,20,22	ء ر ض ب ر ج ج ن د ر ب ب س م و ع ذ ب ع ر ش غ ف ر ق ع د ك ذ ب ك ل ل ل و ح ن ه ر و ر ي	kw:sky(107.7593); theme:land_water_sky/sky_astronomy(81.6187); kw:astronomy(53.537); kw:star(51.3473); kw:atmosphere(39.7012); kw:earth(34.1742); kw:constellation(29.1436); kw:foundation(28.9576)	س م و:B004:السماء وما علا فأظل → ر ب ب:B008:رباب السحاب
C007	0.7721	destruction / death / mortality / ruin	9	8	11	16	0.05484685	0.3137	1.0	0.8125	4,8,10,11,17,19,20,21,22	ء ت ي ب ل ل ح و ط ع ز ز ف ت ن ف و ز ق ت ل ل و ح	kw:destruction(59.997); kw:death(44.7539); kw:mortality(43.1677); kw:ruin(36.6655); kw:loss(33.6183); kw:killing(29.544); kw:crisis(25.8369); theme:body_health_life/health_medicine(21.683)	ف و ز:B002:الفوز بالموت والهلاك → ح و ط:B006:إحاطة الغلبة والهلاك
C008	0.7708	concealment / cover / canopy / covering	7	7	13	23	0.06666604	0.3286	1.0	0.7826	1,9,11,14,15,19,20	ج ن ن س م و ع ر ش غ ف ر ك ف ر ك ل ل و ر ي	kw:concealment(76.4806); kw:cover(51.0335); kw:canopy(46.5929); kw:covering(46.2971); kw:screen(43.1696); kw:veil(42.2076); kw:protection(39.7908); kw:hiding(34.1547)	غ ف ر:B001:ستر يصون الشيء ويغطيه → ك ف ر:B001:ستر وتغطية
C009	0.769	body_health_life/reproduction_birth / womb / reproduction / pregnancy	13	12	14	20	0.06023949	0.2247	1.0	0.8	3,4,6,7,8,9,10,11,12,14,20,21,22	ج ن ن ح ف ظ ر ب ب ش ه د ص ح ب ع ذ ب ع ز ز غ ف ر ق ر ء ق ع د ك ل ل و ر ي	theme:body_health_life/reproduction_birth(76.2521); kw:womb(53.335); kw:reproduction(50.9932); kw:pregnancy(38.8817); kw:blood(37.4165); kw:birth(37.1238); kw:afterbirth(35.7766); kw:son(34.1547)	ج ن ن:B007:الجنين المستور في البطن → ق ر ء:B003:اجتماع الرحم وحمله
C010	0.767	body_health_life/reproduction_birth / womb / freshness / reproduction	11	11	14	21	0.06185268	0.2414	1.0	0.8571	3,6,7,9,10,11,12,17,19,20,21	ء ت ي ج ر ي ج ن ن ح د ث ر ب ب ش ه د ع ذ ب ق ر ء ق ع د ك ذ ب و ر ي	theme:body_health_life/reproduction_birth(92.3051); kw:womb(53.335); kw:freshness(42.6693); kw:reproduction(40.7946); kw:youth(39.5566); kw:pregnancy(38.8817); kw:blood(37.4165); kw:birth(37.1238)	ج ن ن:B007:الجنين المستور في البطن → ق ر ء:B003:اجتماع الرحم وحمله
