left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C055	C081	0.694583	0.772133	0.5767	0.488933	0.866131	0.760615	0.946652	mutual_knn
C004	C069	0.693696	0.727939	0.559384	0.685316	0.933799	0.738914	0.931305	mutual_knn
C004	C024	0.658392	0.679707	0.560836	0.584128	0.918745	0.750664	0.822274	mutual_knn
C093	C096	0.651974	0.723392	0.536281	0.515394	0.778547	0.714197	0.917444	mutual_knn
C015	C053	0.644281	0.713807	0.460819	0.520384	0.970936	0.640135	0.877038	mutual_knn
C033	C047	0.642184	0.664804	0.522534	0.546104	0.98412	0.731534	0.805874	mutual_knn
C011	C061	0.641105	0.651819	0.520071	0.651849	0.939895	0.690284	0.853833	mutual_knn
C007	C114	0.637704	0.633767	0.515663	0.68057	0.980648	0.815077	0.93966	mutual_knn
C001	C033	0.637233	0.631586	0.537899	0.637356	0.963343	0.73813	0.805382	mutual_knn
C002	C041	0.62987	0.644279	0.515744	0.562864	0.967204	0.681246	0.931666	mutual_knn
C009	C043	0.617827	0.578482	0.527038	0.714291	0.99046	0.738467	0.751012	mutual_knn
C064	C216	0.614263	0.693684	0.547165	0.386744	0.645975	0.77921	0.828541	mutual_knn
C057	C160	0.610846	0.637178	0.526464	0.409182	0.933992	0.706467	0.922159	mutual_knn
C041	C042	0.606993	0.615918	0.494828	0.595096	0.910765	0.683017	0.825624	mutual_knn
C103	C149	0.606638	0.647683	0.462546	0.47178	0.968549	0.639387	0.789841	mutual_knn
C094	C098	0.605518	0.616341	0.453708	0.628188	0.98416	0.631773	0.80587	mutual_knn
C002	C042	0.602154	0.599885	0.509035	0.521974	0.973035	0.696782	0.817957	mutual_knn
C115	C140	0.597771	0.57294	0.510876	0.60398	0.976408	0.695439	0.748981	mutual_knn
C014	C015	0.597159	0.620239	0.463345	0.511888	0.968475	0.661046	0.8031	mutual_knn
C072	C089	0.596627	0.744304	0.364794	0.300366	0.85	0.539957	0.91422	mutual_knn
C071	C110	0.596446	0.613053	0.461146	0.548903	0.966859	0.640525	0.798623	mutual_knn
C017	C132	0.59605	0.639832	0.503637	0.476237	0.774194	0.758232	0.850777	mutual_knn
C055	C183	0.595025	0.68438	0.435771	0.314353	0.906679	0.680478	0.843819	mutual_knn
C005	C024	0.594737	0.582106	0.502961	0.566281	0.961678	0.716359	0.783345	mutual_knn
C127	C241	0.591899	0.625563	0.505834	0.334723	0.938953	0.67233	0.779046	mutual_knn
C133	C293	0.591513	0.578548	0.545274	0.499157	0.887412	0.711169	0.798149	mutual_knn
C191	C241	0.590445	0.604817	0.516069	0.442257	0.889898	0.689484	0.779046	mutual_knn
C024	C039	0.588452	0.541706	0.523436	0.644178	0.9615	0.700702	0.774557	mutual_knn
C002	C070	0.588441	0.55378	0.523125	0.583312	0.962821	0.773122	0.818883	mutual_knn
C127	C191	0.587362	0.593573	0.515483	0.439184	0.920125	0.689484	0.760491	mutual_knn
C022	C076	0.585565	0.611642	0.463882	0.462987	0.942809	0.651169	0.787935	mutual_knn
C003	C010	0.579993	0.536672	0.52381	0.580021	0.965116	0.687936	0.742806	mutual_knn
C094	C140	0.579242	0.615879	0.428815	0.486214	0.940372	0.634817	0.776066	mutual_knn
C004	C010	0.577437	0.568167	0.478633	0.534435	0.963201	0.670272	0.76098	mutual_knn
C044	C126	0.577302	0.535083	0.464808	0.715119	0.98806	0.642455	0.703447	mutual_knn
C061	C062	0.570438	0.479808	0.561112	0.680492	0.941513	0.728759	0.651839	mutual_knn
C057	C077	0.569585	0.552832	0.511263	0.486662	0.911242	0.746882	0.85018	mutual_knn
C007	C139	0.565451	0.567072	0.458536	0.544152	0.899388	0.735231	0.877609	mutual_knn
C070	C106	0.561764	0.529503	0.434868	0.688752	0.976773	0.617996	0.755233	mutual_knn
C022	C096	0.56111	0.594589	0.433889	0.390892	0.945594	0.649811	0.763309	mutual_knn
C044	C122	0.559526	0.595833	0.405694	0.469026	0.929981	0.586672	0.865869	mutual_knn
C024	C069	0.559059	0.629135	0.396697	0.450792	0.80403	0.575897	0.839207	mutual_knn
C044	C074	0.556586	0.507756	0.525765	0.509836	0.939942	0.731377	0.677024	mutual_knn
C057	C084	0.556261	0.523371	0.491778	0.53086	0.939558	0.668897	0.723838	mutual_knn
C223	C247	0.554908	0.544839	0.435512	0.570225	0.948122	0.628934	0.773936	mutual_knn
C253	C259	0.554556	0.532596	0.440663	0.595833	0.964764	0.640999	0.78858	mutual_knn
C022	C093	0.55204	0.560402	0.524484	0.397461	0.747476	0.721465	0.765828	mutual_knn
C122	C126	0.551448	0.586204	0.398676	0.436316	0.951118	0.586672	0.865869	mutual_knn
C018	C030	0.549902	0.52362	0.474298	0.523475	0.934552	0.658395	0.693231	mutual_knn
C004	C005	0.549862	0.531665	0.456069	0.558811	0.913278	0.641251	0.751577	mutual_knn
C005	C060	0.549828	0.461643	0.509227	0.672633	0.989749	0.723612	0.673951	mutual_knn
C025	C133	0.549476	0.493089	0.483229	0.601494	0.978135	0.719452	0.698724	mutual_knn
C063	C129	0.549251	0.536735	0.449526	0.585676	0.874582	0.625492	0.783952	mutual_knn
C011	C018	0.548667	0.537945	0.451941	0.517055	0.924062	0.653316	0.764855	mutual_knn
C001	C047	0.548074	0.538042	0.434015	0.51119	0.977299	0.682917	0.734657	mutual_knn
C064	C245	0.547724	0.562288	0.472889	0.381109	0.866025	0.714248	0.72751	mutual_knn
C018	C053	0.546267	0.570029	0.392198	0.537729	0.898199	0.578908	0.752831	mutual_knn
C049	C103	0.545484	0.523097	0.432486	0.564907	0.976986	0.631895	0.709531	mutual_knn
C072	C083	0.544724	0.620469	0.413467	0.237262	0.867227	0.622459	0.886028	mutual_knn
C194	C270	0.544653	0.49909	0.515017	0.480209	0.92582	0.692529	0.66948	mutual_knn
C049	C147	0.543624	0.464564	0.46988	0.703777	1.0	0.701445	0.668339	mutual_knn
C079	C090	0.541259	0.473746	0.46987	0.696548	0.937704	0.661137	0.643648	mutual_knn
C014	C018	0.541226	0.521496	0.446993	0.528923	0.934875	0.653316	0.730353	mutual_knn
C120	C191	0.54087	0.560754	0.452591	0.355166	0.891991	0.624841	0.737299	mutual_knn
C114	C139	0.540316	0.520061	0.41164	0.652617	0.915326	0.595636	0.684962	mutual_knn
C079	C113	0.53832	0.492234	0.473178	0.65293	0.849569	0.643911	0.666267	mutual_knn
C023	C068	0.538315	0.519884	0.427737	0.537317	0.963201	0.624799	0.854053	mutual_knn
C077	C160	0.537999	0.557586	0.443179	0.363906	0.898618	0.660851	0.720832	mutual_knn
C081	C183	0.537716	0.600309	0.414654	0.341013	0.790638	0.630349	0.783644	mutual_knn
C017	C089	0.537409	0.647799	0.357894	0.163384	0.898027	0.529304	0.91422	mutual_knn
C020	C076	0.537163	0.567681	0.421128	0.37542	0.894427	0.639374	0.745876	mutual_knn
C053	C062	0.535087	0.509725	0.424646	0.573456	0.954849	0.622708	0.711049	mutual_knn
C001	C003	0.534958	0.42975	0.562401	0.575286	0.938343	0.78454	0.702958	mutual_knn
C062	C078	0.533931	0.495759	0.482439	0.503605	0.909588	0.662419	0.768269	mutual_knn
C020	C096	0.533552	0.555923	0.394725	0.42361	0.948122	0.639374	0.725709	mutual_knn
C014	C053	0.53026	0.561565	0.380336	0.41301	0.940753	0.56673	0.796188	mutual_knn
C006	C084	0.530138	0.475519	0.458567	0.60396	0.94412	0.675608	0.666571	mutual_knn
C015	C018	0.528586	0.527783	0.400332	0.48266	0.963293	0.578908	0.701273	mutual_knn
C020	C022	0.527641	0.536576	0.438532	0.329254	0.948683	0.639374	0.703804	mutual_knn
C041	C070	0.526985	0.501957	0.433386	0.55605	0.903855	0.679788	0.931666	mutual_knn
C076	C096	0.526082	0.581846	0.359723	0.359162	0.913259	0.552321	0.745876	mutual_knn
C002	C055	0.523522	0.477719	0.519363	0.426223	0.862316	0.693544	0.722199	mutual_knn
C072	C132	0.523047	0.597255	0.371097	0.232874	0.898027	0.622459	0.886028	mutual_knn
C042	C070	0.522419	0.476907	0.430154	0.621222	0.927971	0.653881	0.817957	mutual_knn
C220	C245	0.522175	0.551892	0.359198	0.437967	0.946729	0.557071	0.716717	mutual_knn
C216	C245	0.521817	0.552283	0.41679	0.317032	0.889352	0.593576	0.72751	mutual_knn
C011	C014	0.521621	0.529328	0.421313	0.395446	0.910182	0.597167	0.70932	mutual_knn
C032	C117	0.520082	0.495209	0.424075	0.509314	0.943242	0.655912	0.689366	mutual_knn
C011	C062	0.52008	0.532715	0.420478	0.421381	0.854409	0.605519	0.747886	mutual_knn
C017	C083	0.518713	0.548582	0.458063	0.348628	0.721408	0.658672	0.755478	mutual_knn
C191	C238	0.51257	0.518611	0.455744	0.359355	0.80606	0.638034	0.697	mutual_knn
C261	C265	0.511771	0.504877	0.402887	0.472481	0.912182	0.586972	0.673264	mutual_knn
C037	C091	0.510855	0.439428	0.45301	0.600876	0.951503	0.688701	0.712993	mutual_knn
C018	C061	0.509533	0.484019	0.385871	0.550269	0.967353	0.589776	0.658728	mutual_knn
C018	C062	0.505902	0.485463	0.383554	0.54557	0.93547	0.595753	0.66351	mutual_knn
C185	C189	0.50394	0.43214	0.500213	0.485634	0.89243	0.769444	0.639102	mutual_knn
C002	C106	0.503294	0.448989	0.431741	0.570988	0.921787	0.693546	0.650164	mutual_knn
C101	C124	0.502859	0.399309	0.491275	0.625575	0.932643	0.668605	0.582571	mutual_knn
C025	C145	0.502785	0.469901	0.43042	0.469149	0.917934	0.624089	0.684177	mutual_knn
C128	C139	0.500793	0.45184	0.357658	0.686209	0.989541	0.542372	0.640281	mutual_knn
