left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C003	C005	0.564626	0.498909	0.51077	0.619405	1.0	0.686169	0.718124	mutual_knn
C001	C004	0.426875	0.302993	0.388147	0.589348	1.0	0.586602	0.46651	mutual_knn
C003	C010	0.400568	0.286955	0.352961	0.51202	1.0	0.553392	0.525238	mutual_knn
C003	C006	0.378185	0.25615	0.26664	0.701183	1.0	0.439044	0.451367	mutual_knn
C002	C011	0.374998	0.23494	0.292007	0.705375	0.993884	0.454596	0.405328	mutual_knn
C009	C015	0.361004	0.207381	0.324895	0.598941	0.999512	0.491651	0.359297	mutual_knn
C001	C011	0.350004	0.189902	0.289923	0.686879	0.993884	0.476118	0.350598	mutual_knn
C009	C018	0.34687	0.269308	0.28577	0.287052	0.977802	0.44663	0.46204	mutual_knn
C001	C002	0.345034	0.184021	0.270601	0.718427	1.0	0.453859	0.319947	mutual_knn
C001	C008	0.338203	0.187255	0.272423	0.628481	1.0	0.465771	0.412098	mutual_knn
C004	C006	0.335451	0.174906	0.299845	0.580445	1.0	0.462166	0.302096	mutual_knn
C006	C010	0.334978	0.164584	0.302781	0.618517	1.0	0.472449	0.299203	mutual_knn
C006	C020	0.333476	0.199646	0.240353	0.61923	0.996241	0.391267	0.445365	mutual_knn
C015	C020	0.328958	0.189908	0.217867	0.687976	0.99846	0.362659	0.365544	mutual_knn
C002	C009	0.326049	0.182663	0.217762	0.693885	1.0	0.362957	0.332011	mutual_knn
C013	C016	0.325593	0.21672	0.215281	0.526977	0.999512	0.357842	0.450422	mutual_knn
C001	C021	0.322235	0.207848	0.188824	0.617123	0.999512	0.331139	0.52994	mutual_knn
C005	C006	0.318242	0.181359	0.230157	0.585151	1.0	0.396217	0.369152	mutual_knn
C005	C010	0.313477	0.194663	0.251463	0.407074	1.0	0.432895	0.418627	mutual_knn
C001	C015	0.312134	0.145348	0.270673	0.583068	0.999512	0.445856	0.295525	mutual_knn
C004	C014	0.310256	0.148662	0.291139	0.494843	0.990992	0.473567	0.287919	mutual_knn
C002	C012	0.309756	0.142986	0.212164	0.746137	1.0	0.363012	0.31578	mutual_knn
C011	C013	0.304769	0.158993	0.208945	0.63201	0.993884	0.346403	0.364861	mutual_knn
C005	C017	0.291093	0.135203	0.199479	0.636478	1.0	0.336774	0.440668	mutual_knn
C008	C012	0.289382	0.129613	0.229516	0.55721	1.0	0.379583	0.229534	mutual_knn
C014	C015	0.288806	0.179187	0.198009	0.403411	0.994692	0.347922	0.317854	mutual_knn
C007	C012	0.288428	0.161045	0.148436	0.633749	1.0	0.260314	0.310479	mutual_knn
C006	C018	0.288038	0.160345	0.203948	0.489012	0.977802	0.3399	0.27778	mutual_knn
C001	C014	0.286411	0.141393	0.232693	0.46807	0.990992	0.416774	0.274652	mutual_knn
C017	C019	0.286208	0.072771	0.244628	0.764343	1.0	0.436568	0.14426	mutual_knn
C016	C018	0.285332	0.161414	0.173368	0.542275	0.98387	0.299103	0.313726	mutual_knn
C018	C020	0.281752	0.126112	0.200406	0.593468	0.992278	0.335995	0.297808	mutual_knn
C010	C018	0.278345	0.123875	0.206236	0.567565	0.977802	0.348708	0.232114	mutual_knn
C012	C017	0.277419	0.109268	0.18967	0.658838	1.0	0.320644	0.218545	mutual_knn
C011	C014	0.276384	0.120043	0.204553	0.579826	0.970143	0.353227	0.216173	mutual_knn
C009	C012	0.275791	0.113838	0.186383	0.629565	1.0	0.330845	0.237713	mutual_knn
C007	C009	0.275236	0.094086	0.227439	0.599618	1.0	0.393093	0.178065	mutual_knn
C007	C016	0.274267	0.133054	0.179182	0.54034	0.999512	0.31674	0.23519	mutual_knn
C009	C010	0.274122	0.118072	0.182356	0.603788	1.0	0.313045	0.218064	mutual_knn
C009	C016	0.273945	0.180687	0.172415	0.319261	0.999512	0.299136	0.31642	mutual_knn
C008	C011	0.272162	0.083288	0.191049	0.738148	0.993884	0.329007	0.180494	mutual_knn
C015	C018	0.272103	0.113796	0.208545	0.54255	0.98387	0.347619	0.233545	mutual_knn
C010	C020	0.270087	0.11232	0.206952	0.522173	0.996241	0.351952	0.252484	mutual_knn
C004	C008	0.267996	0.116066	0.14199	0.673659	1.0	0.257461	0.272761	mutual_knn
C001	C012	0.266353	0.114328	0.144737	0.657678	1.0	0.280032	0.268146	mutual_knn
C002	C016	0.266206	0.104165	0.223816	0.470272	0.999512	0.366548	0.210126	mutual_knn
C005	C019	0.264303	0.09088	0.168196	0.684041	1.0	0.324209	0.336728	mutual_knn
C011	C015	0.263483	0.08228	0.20845	0.608127	0.989949	0.348976	0.160431	mutual_knn
C011	C016	0.261513	0.107314	0.208686	0.462553	0.989949	0.348024	0.202126	mutual_knn
C015	C016	0.261204	0.130535	0.167709	0.456234	1.0	0.292874	0.233545	mutual_knn
C004	C015	0.26115	0.089563	0.211797	0.528785	0.999512	0.35033	0.192102	mutual_knn
C003	C017	0.260989	0.099172	0.152193	0.657455	1.0	0.264762	0.300676	mutual_knn
C009	C011	0.260436	0.077058	0.192787	0.646823	0.993884	0.326182	0.144296	mutual_knn
C004	C020	0.255529	0.093819	0.160159	0.609479	0.996241	0.279236	0.233748	mutual_knn
C003	C004	0.255012	0.084417	0.149636	0.679124	1.0	0.271959	0.169622	mutual_knn
C008	C014	0.252018	0.112201	0.146415	0.528942	0.990992	0.258947	0.234562	mutual_knn
C016	C020	0.247617	0.075284	0.141832	0.67579	0.99846	0.249874	0.162407	mutual_knn
C002	C008	0.244633	0.075676	0.141875	0.642328	1.0	0.253374	0.177537	mutual_knn
C002	C020	0.242802	0.088513	0.139564	0.570521	0.996241	0.245841	0.213024	mutual_knn
C013	C021	0.238944	0.102736	0.184537	0.322634	0.999512	0.315707	0.190704	mutual_knn
C008	C013	0.238448	0.059357	0.172358	0.570624	1.0	0.302211	0.125037	mutual_knn
C003	C020	0.233594	0.102856	0.14046	0.404034	0.996241	0.254355	0.282958	mutual_knn
C004	C018	0.232714	0.113381	0.150156	0.331962	0.977802	0.262415	0.207718	mutual_knn
C008	C017	0.228632	0.083749	0.119989	0.507607	1.0	0.216625	0.171491	mutual_knn
