candidate_id	family_id	representative_candidate_id	membership
C003	F001	C005	variant
C005	F001	C005	representative
C006	F001	C005	variant
C010	F001	C005	variant
C017	F001	C005	variant
C019	F001	C005	variant
C001	F002	C001	representative
C002	F002	C001	variant
C004	F002	C001	variant
C007	F002	C001	variant
C008	F002	C001	variant
C009	F002	C001	variant
C011	F002	C001	variant
C012	F002	C001	variant
C013	F002	C001	variant
C014	F002	C001	variant
C015	F002	C001	variant
C016	F002	C001	variant
C018	F002	C001	variant
C020	F002	C001	variant
C021	F002	C001	variant
