left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0053	P0191	0.664838	0.593825	0.603911	0.862483	1.0	0.777778	0.75	mutual_knn
P0072	P0202	0.663494	0.575055	0.616588	0.889129	1.0	0.777778	0.75	mutual_knn
P0354	P0449	0.66276	0.579922	0.613724	0.869913	1.0	0.777778	0.75	mutual_knn
P0286	P0517	0.660204	0.573874	0.60871	0.889129	1.0	0.777778	0.75	mutual_knn
P0224	P0471	0.658811	0.573763	0.612484	0.862483	1.0	0.777778	0.75	mutual_knn
P0184	P0565	0.65819	0.568983	0.616856	0.862483	1.0	0.777778	0.75	mutual_knn
P0034	P0249	0.658129	0.571329	0.611542	0.869913	1.0	0.777778	0.75	mutual_knn
P0152	P0224	0.657885	0.58649	0.593475	0.862483	1.0	0.777778	0.75	mutual_knn
P0220	P0478	0.655239	0.550241	0.608978	0.944883	1.0	0.777778	0.75	mutual_knn
P0081	P0649	0.655143	0.555444	0.625556	0.862483	1.0	0.777778	0.75	mutual_knn
P0122	P0446	0.654437	0.568357	0.600118	0.886357	1.0	0.777778	0.75	mutual_knn
P0122	P0223	0.654406	0.581718	0.587474	0.870177	1.0	0.777778	0.75	mutual_knn
P0014	P0153	0.654353	0.573353	0.590793	0.895668	1.0	0.777778	0.75	mutual_knn
P0091	P0438	0.653901	0.562755	0.620535	0.834738	1.0	0.777778	0.75	mutual_knn
P0207	P0464	0.653783	0.580566	0.576346	0.908068	1.0	0.777778	0.75	mutual_knn
P0111	P0320	0.65357	0.568533	0.602035	0.870177	1.0	0.777778	0.75	mutual_knn
P1058	P1650	0.653334	0.574119	0.614554	0.798867	1.0	0.8	0.75	mutual_knn
P0224	P0340	0.653024	0.554892	0.620213	0.862483	1.0	0.777778	0.75	mutual_knn
P0119	P0163	0.652971	0.569264	0.59397	0.889129	1.0	0.777778	0.75	mutual_knn
P0134	P0202	0.652855	0.564102	0.600276	0.889129	1.0	0.777778	0.75	mutual_knn
P0228	P0478	0.652791	0.537952	0.617784	0.944883	1.0	0.777778	0.75	mutual_knn
P0088	P0275	0.652618	0.574343	0.591846	0.870177	1.0	0.777778	0.75	mutual_knn
P0191	P0289	0.652355	0.572286	0.589117	0.886357	1.0	0.777778	0.75	mutual_knn
