left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C620	C808	0.802686	1.0	0.577676	0.43896	0.854877	0.784093	1.0	mutual_knn
C024	C170	0.767263	0.867264	0.570776	0.652522	0.971462	0.777927	1.0	mutual_knn
C140	C269	0.755429	0.857	0.572412	0.629819	0.922231	0.729353	1.0	mutual_knn
C627	C664	0.734203	0.826032	0.547733	0.637306	0.931365	0.748271	1.0	mutual_knn
C181	C887	0.713737	0.785154	0.531431	0.667136	0.950175	0.765565	0.883549	mutual_knn
C471	C989	0.712838	0.817434	0.450733	0.724469	0.964544	0.641723	0.907052	mutual_knn
C1189	C620	0.712212	0.804462	0.526345	0.60378	0.917	0.784093	1.0	mutual_knn
C1091	C1408	0.709916	0.847183	0.534929	0.419411	0.839047	0.749783	0.926982	mutual_knn
C297	C564	0.708439	0.806281	0.510997	0.583792	0.936201	0.693226	1.0	mutual_knn
C025	C050	0.707512	0.705758	0.563292	0.859559	0.996894	0.721345	0.864364	mutual_knn
C378	C712	0.706263	0.708231	0.532685	0.926969	0.996448	0.717285	1.0	mutual_knn
C231	C545	0.700264	0.851041	0.438467	0.511133	0.9209	0.667737	1.0	mutual_knn
C703	C825	0.700197	0.891713	0.507508	0.247005	0.773882	0.700394	1.0	mutual_knn
C1067	C443	0.698653	0.746327	0.545553	0.682942	0.935298	0.73941	0.911901	mutual_knn
C017	C490	0.697061	0.745485	0.545553	0.649549	0.956976	0.725681	0.93148	mutual_knn
C055	C059	0.69361	0.79545	0.491075	0.541211	0.944413	0.663095	0.888839	mutual_knn
C020	C090	0.690732	0.781359	0.526729	0.496301	0.924034	0.728716	0.952959	mutual_knn
C143	C226	0.690339	0.745289	0.559028	0.60549	0.894366	0.721047	0.915076	mutual_knn
C112	C442	0.689648	0.796702	0.548756	0.427755	0.838945	0.77553	0.931059	mutual_knn
C346	C636	0.689592	0.701117	0.580365	0.724392	0.924845	0.824411	1.0	mutual_knn
C019	C409	0.688583	0.711039	0.539214	0.728034	0.984958	0.808972	0.831344	mutual_knn
C076	C437	0.685479	0.797193	0.510342	0.503366	0.834435	0.748514	0.948244	mutual_knn
C182	C784	0.680985	0.689371	0.540685	0.771148	0.969788	0.791152	0.888294	mutual_knn
C239	C777	0.67745	0.725953	0.539916	0.606089	0.9189	0.80685	1.0	mutual_knn
C187	C373	0.677182	0.655595	0.546453	0.858938	0.995551	0.709216	0.878653	mutual_knn
C182	C290	0.672173	0.700345	0.564667	0.605694	0.920314	0.771877	0.838164	mutual_knn
C484	C859	0.671282	0.674576	0.552232	0.734183	0.949059	0.711733	0.906877	mutual_knn
C1189	C808	0.671208	0.804462	0.48071	0.434126	0.813518	0.686947	1.0	mutual_knn
C031	C038	0.67018	0.652953	0.512843	0.904168	0.994334	0.717793	0.894176	mutual_knn
C020	C025	0.669333	0.726214	0.565648	0.450315	0.914999	0.728716	0.952959	mutual_knn
C384	C662	0.669311	0.710692	0.496749	0.684306	0.965098	0.684358	0.851673	mutual_knn
C132	C404	0.668577	0.718275	0.509333	0.626535	0.939855	0.711276	0.840008	mutual_knn
C406	C751	0.665277	0.718329	0.47444	0.714718	0.923089	0.659591	0.862689	mutual_knn
C478	C656	0.665154	0.734248	0.535752	0.502037	0.871007	0.702895	0.897091	mutual_knn
C1129	C881	0.663866	0.742452	0.583091	0.290623	0.886498	0.768775	1.0	mutual_knn
C015	C132	0.663262	0.706004	0.585668	0.394475	0.951125	0.766317	0.8575	mutual_knn
C230	C414	0.663044	0.728672	0.524689	0.562884	0.850126	0.698244	0.854012	mutual_knn
C141	C209	0.662033	0.750974	0.480298	0.553651	0.870911	0.708754	0.859795	mutual_knn
C182	C375	0.661169	0.659573	0.559096	0.669946	0.966595	0.771877	0.809858	mutual_knn
C419	C772	0.660032	0.652416	0.568112	0.688412	0.945494	0.787611	0.875704	mutual_knn
C410	C527	0.659554	0.731387	0.482539	0.580895	0.910091	0.656261	0.875683	mutual_knn
C375	C523	0.658123	0.667347	0.547379	0.649304	0.953051	0.734641	0.859638	mutual_knn
C304	C384	0.658008	0.696797	0.467319	0.740772	0.953373	0.664694	0.88284	mutual_knn
C044	C096	0.657178	0.710242	0.532482	0.476922	0.946199	0.726731	0.863561	mutual_knn
C034	C111	0.656872	0.699731	0.580198	0.457616	0.871857	0.770736	0.861077	mutual_knn
C032	C211	0.655765	0.78422	0.51507	0.36924	0.722103	0.740501	0.902492	mutual_knn
C1212	C810	0.655053	0.725294	0.479875	0.578424	0.906014	0.668436	0.942949	mutual_knn
C304	C662	0.654949	0.728296	0.446166	0.630462	0.939044	0.664694	0.88284	mutual_knn
C023	C243	0.654263	0.673329	0.556265	0.578698	0.928485	0.744598	0.865537	mutual_knn
C111	C289	0.653118	0.694926	0.567276	0.495278	0.859447	0.842658	0.893189	mutual_knn
C745	C777	0.652386	0.721929	0.552687	0.452085	0.804072	0.747713	0.838987	mutual_knn
C079	C141	0.65199	0.747904	0.507045	0.46293	0.796315	0.708754	0.855772	mutual_knn
C290	C375	0.651621	0.678227	0.508008	0.671425	0.929628	0.677777	0.838164	mutual_knn
C034	C492	0.650829	0.689708	0.572314	0.461542	0.881271	0.76104	1.0	mutual_knn
C821	C908	0.650448	0.722774	0.472594	0.592117	0.880705	0.649278	0.896344	mutual_knn
C248	C779	0.649763	0.586744	0.580546	0.842343	0.979937	0.848006	0.872007	mutual_knn
C382	C507	0.649111	0.634032	0.53214	0.755115	0.969412	0.719031	0.823625	mutual_knn
C111	C492	0.647767	0.690149	0.521622	0.541505	0.920548	0.688234	0.95067	mutual_knn
C1250	C458	0.647576	0.725325	0.467317	0.523189	0.923992	0.644497	1.0	mutual_knn
C064	C253	0.647512	0.660708	0.535441	0.62603	0.939232	0.69824	0.848622	mutual_knn
