candidate_id	family_id	representative_candidate_id	membership
C021	F001	C032	variant
C032	F001	C032	representative
C150	F001	C032	variant
C167	F001	C032	variant
C211	F001	C032	variant
C195	F002	C195	representative
C321	F002	C195	variant
C356	F002	C195	variant
C1110	F003	C286	variant
C286	F003	C286	representative
C512	F003	C286	variant
C652	F003	C286	variant
C001	F004	C001	representative
C003	F004	C001	variant
C007	F004	C001	variant
C078	F004	C001	variant
C116	F004	C001	variant
C221	F004	C001	variant
C258	F004	C001	variant
C469	F004	C001	variant
C633	F004	C001	variant
C1189	F005	C620	variant
C224	F005	C620	variant
C424	F005	C620	variant
C620	F005	C620	representative
C705	F005	C620	variant
C808	F005	C620	member
C1012	F006	C241	variant
C1318	F006	C241	variant
C241	F006	C241	representative
C538	F006	C241	variant
C300	F007	C341	variant
C341	F007	C341	representative
C415	F007	C341	variant
C635	F007	C341	variant
C648	F007	C341	variant
C958	F007	C341	variant
C1017	F008	C372	variant
C1252	F008	C372	variant
C1342	F008	C372	variant
C1352	F008	C372	variant
C372	F008	C372	representative
C798	F008	C372	variant
C905	F008	C372	variant
C1055	F009	C835	variant
C275	F009	C835	variant
C835	F009	C835	representative
C216	F010	C825	variant
C703	F010	C825	member
C825	F010	C825	representative
C948	F010	C825	variant
C1030	F011	C1030	representative
C638	F011	C1030	variant
C719	F011	C1030	variant
C754	F011	C1030	variant
C1112	F012	C476	variant
C476	F012	C476	representative
C692	F012	C476	variant
C019	F013	C101	variant
C100	F013	C101	variant
C101	F013	C101	representative
C172	F013	C101	variant
C179	F013	C101	variant
C257	F013	C101	variant
C323	F013	C101	variant
C359	F013	C101	variant
C409	F013	C101	variant
C503	F013	C101	variant
C623	F013	C101	variant
C024	F014	C024	representative
C048	F014	C024	variant
C102	F014	C024	variant
C105	F014	C024	variant
C109	F014	C024	variant
C1204	F014	C024	variant
C131	F014	C024	variant
C170	F014	C024	member
C522	F014	C024	variant
C728	F014	C024	variant
C015	F015	C132	variant
C132	F015	C132	representative
C240	F015	C132	variant
C255	F015	C132	variant
C306	F015	C132	variant
C348	F015	C132	variant
C404	F015	C132	variant
C432	F015	C132	variant
C576	F015	C132	variant
C017	F016	C616	variant
C1151	F016	C616	variant
C1176	F016	C616	variant
C490	F016	C616	variant
C616	F016	C616	representative
C680	F016	C616	variant
C682	F016	C616	variant
C069	F017	C069	representative
C147	F017	C069	variant
C151	F017	C069	variant
C282	F017	C069	variant
C600	F017	C069	variant
C040	F018	C471	variant
C189	F018	C471	variant
C274	F018	C471	variant
C355	F018	C471	variant
C471	F018	C471	representative
C626	F018	C471	variant
C867	F018	C471	variant
C989	F018	C471	member
C1167	F019	C475	variant
C246	F019	C475	variant
C312	F019	C475	variant
C339	F019	C475	variant
C475	F019	C475	representative
C439	F020	C439	representative
C509	F020	C439	variant
C841	F020	C439	variant
C1154	F021	C457	variant
C1169	F021	C457	variant
C1272	F021	C457	variant
C457	F021	C457	representative
C884	F021	C457	variant
C970	F021	C457	variant
C1051	F022	C1248	variant
C1149	F022	C1248	variant
C1248	F022	C1248	representative
C1259	F022	C1248	variant
C1276	F022	C1248	variant
C449	F022	C1248	variant
C642	F022	C1248	variant
C869	F022	C1248	variant
C912	F022	C1248	variant
