morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s106-a000-w001-01	w-s106-a000-w001	1:1:1:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s106-a000-w001-02	w-s106-a000-w001	1:1:1:2	2	سْمِ	سْمِ	ٱسْم	س م و	سمو	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|GEN								GEN
m-w-s106-a000-w002-01	w-s106-a000-w002	1:1:2:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s106-a000-w003-01	w-s106-a000-w003	1:1:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s106-a000-w003-02	w-s106-a000-w003	1:1:3:2	2	رَّحْمَٰنِ	رَّحْمَٰنِ	رَّحْمَٰن	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s106-a000-w004-01	w-s106-a000-w004	1:1:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s106-a000-w004-02	w-s106-a000-w004	1:1:4:2	2	رَّحِيمِ	رَّحِيمِ	رَّحِيم	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s106-a001-w001-01	w-s106-a001-w001	106:1:1:1	1	لِ					P	PREFIX	PREFIX|l:P+								
m-w-s106-a001-w001-02	w-s106-a001-w001	106:1:1:2	2	إِيلَٰفِ	إِيلَٰفِ	إِلَٰف	ء ل ف	ءلف	N	STEM	STEM|POS:N|VN|(IV)|LEM:<ila`f|ROOT:Alf|M|GEN				IV				GEN
m-w-s106-a001-w002-01	w-s106-a001-w002	106:1:2:1	1	قُرَيْشٍ	قُرَيْشٍ	قُرَيْش			PN	STEM	STEM|POS:PN|LEM:qurayo$|P|GEN								GEN
m-w-s106-a002-w001-01	w-s106-a002-w001	106:2:1:1	1	إِۦلَٰفِ	إِۦلَٰفِ	إِلَٰف	ء ل ف	ءلف	N	STEM	STEM|POS:N|VN|(IV)|LEM:<ila`f|ROOT:Alf|M|GEN				IV				GEN
m-w-s106-a002-w001-02	w-s106-a002-w001	106:2:1:2	2	هِمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s106-a002-w002-01	w-s106-a002-w002	106:2:2:1	1	رِحْلَةَ	رِحْلَةَ	رِحْلَة	ر ح ل	رحل	N	STEM	STEM|POS:N|LEM:riHolap|ROOT:rHl|F|ACC								ACC
m-w-s106-a002-w003-01	w-s106-a002-w003	106:2:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s106-a002-w003-02	w-s106-a002-w003	106:2:3:2	2	شِّتَآءِ	شِّتَآءِ	شِّتَآء	ش ت و	شتو	N	STEM	STEM|POS:N|LEM:$~itaA^'|ROOT:$tw|M|GEN								GEN
m-w-s106-a002-w004-01	w-s106-a002-w004	106:2:4:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s106-a002-w004-02	w-s106-a002-w004	106:2:4:2	2	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s106-a002-w004-03	w-s106-a002-w004	106:2:4:3	3	صَّيْفِ	صَّيْفِ	صَّيْف	ص ي ف	صيف	N	STEM	STEM|POS:N|LEM:S~ayof|ROOT:Syf|M|GEN								GEN
m-w-s106-a003-w001-01	w-s106-a003-w001	106:3:1:1	1	فَ					CONJ	PREFIX	PREFIX|f:CONJ+								
m-w-s106-a003-w001-02	w-s106-a003-w001	106:3:1:2	2	لْ					IMPV	PREFIX	PREFIX|l:IMPV+								
m-w-s106-a003-w001-03	w-s106-a003-w001	106:3:1:3	3	يَعْبُدُ	يَعْبُدُ	عَبَدَ	ع ب د	عبد	V	STEM	STEM|POS:V|IMPF|LEM:Eabada|ROOT:Ebd|3MP|MOOD:JUS	IMPF	JUS			3	M	plural	
m-w-s106-a003-w001-04	w-s106-a003-w001	106:3:1:4	4	وا۟					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s106-a003-w002-01	w-s106-a003-w002	106:3:2:1	1	رَبَّ	رَبَّ	رَبّ	ر ب ب	ربب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|ACC								ACC
m-w-s106-a003-w003-01	w-s106-a003-w003	106:3:3:1	1	هَٰذَا	هَٰذَا	هَٰذَا			DEM	STEM	STEM|POS:DEM|LEM:ha`*aA|MS						M	singular	
m-w-s106-a003-w004-01	w-s106-a003-w004	106:3:4:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s106-a003-w004-02	w-s106-a003-w004	106:3:4:2	2	بَيْتِ	بَيْتِ	بَيْت	ب ي ت	بيت	N	STEM	STEM|POS:N|LEM:bayot|ROOT:byt|M|GEN								GEN
m-w-s106-a004-w001-01	w-s106-a004-w001	106:4:1:1	1	ٱلَّذِىٓ	ٱلَّذِىٓ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS						M	singular	
m-w-s106-a004-w002-01	w-s106-a004-w002	106:4:2:1	1	أَطْعَمَ	أَطْعَمَ	أَطْعَمَ	ط ع م	طعم	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>aToEama|ROOT:TEm|3MS	PERF			IV	3	M	singular	
m-w-s106-a004-w002-02	w-s106-a004-w002	106:4:2:2	2	هُم					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s106-a004-w003-01	w-s106-a004-w003	106:4:3:1	1	مِّن	مِّن	مِن			P	STEM	STEM|POS:P|LEM:min								
