left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P3845	P7076	0.677562	0.626142	0.630365	0.751701	1.0	0.777778	0.75	mutual_knn
P6482	P7656	0.672475	0.603005	0.605346	0.892519	1.0	0.777778	0.75	mutual_knn
P5101	P7960	0.669733	0.617716	0.619796	0.748323	1.0	0.777778	0.75	mutual_knn
P0876	P3188	0.66785	0.593609	0.65375	0.719133	1.0	0.777778	0.75	mutual_knn
P0232	P1397	0.665975	0.594208	0.641201	0.741607	1.0	0.777778	0.75	mutual_knn
P4536	P5765	0.663866	0.612394	0.614939	0.730603	1.0	0.777778	0.75	mutual_knn
P6250	P7960	0.660084	0.606138	0.607852	0.745736	1.0	0.777778	0.75	mutual_knn
P1574	P5075	0.659567	0.605904	0.612854	0.724115	1.0	0.777778	0.75	mutual_knn
P1420	P4862	0.658716	0.603733	0.611722	0.72933	1.0	0.777778	0.75	mutual_knn
P1256	P4371	0.657492	0.602311	0.608552	0.734588	1.0	0.777778	0.75	mutual_knn
P14281	P21222	0.655027	0.579941	0.598764	0.844858	1.0	0.8	0.75	mutual_knn
P0863	P3788	0.654539	0.597577	0.604205	0.741576	1.0	0.777778	0.75	mutual_knn
P0553	P3137	0.653787	0.597323	0.601354	0.745178	1.0	0.777778	0.75	mutual_knn
P0714	P3429	0.650996	0.614555	0.618657	0.579159	1.0	0.777778	0.75	mutual_knn
P5114	P7108	0.649945	0.571097	0.603042	0.902204	0.916667	0.777778	0.75	mutual_knn
P1913	P5765	0.649605	0.593186	0.597719	0.734698	1.0	0.777778	0.75	mutual_knn
P3676	P6214	0.649504	0.588595	0.602809	0.736529	1.0	0.777778	0.75	mutual_knn
P2290	P4371	0.647719	0.590575	0.596484	0.731911	1.0	0.777778	0.75	mutual_knn
P2102	P5540	0.64675	0.606849	0.612629	0.59248	1.0	0.777778	0.75	mutual_knn
P2968	P4644	0.645983	0.585938	0.596684	0.734717	1.0	0.777778	0.75	mutual_knn
P2786	P5015	0.645238	0.589952	0.595741	0.712503	1.0	0.777778	0.75	mutual_knn
P0859	P4682	0.644778	0.578672	0.601068	0.740016	1.0	0.777778	0.75	mutual_knn
P1759	P3788	0.644736	0.585797	0.592093	0.738944	1.0	0.777778	0.75	mutual_knn
P0517	P2242	0.644074	0.588915	0.600426	0.726167	0.962963	0.777778	0.75	mutual_knn
P0625	P2552	0.6435	0.581219	0.60028	0.755573	0.962963	0.777778	0.75	mutual_knn
P0401	P0868	0.642395	0.577314	0.593546	0.74863	1.0	0.777778	0.75	mutual_knn
P0598	P3027	0.642017	0.600016	0.608465	0.590473	1.0	0.777778	0.75	mutual_knn
P6239	P7960	0.6419	0.582701	0.597112	0.74399	0.962963	0.777778	0.75	mutual_knn
P3586	P6105	0.6416	0.600174	0.610287	0.579215	1.0	0.777778	0.75	mutual_knn
P1552	P3429	0.641366	0.602895	0.60669	0.577222	1.0	0.777778	0.75	mutual_knn
P5449	P7203	0.640586	0.599416	0.6088	0.577692	1.0	0.777778	0.75	mutual_knn
P4231	P6317	0.639981	0.596322	0.608055	0.588171	1.0	0.777778	0.75	mutual_knn
P3891	P7764	0.639845	0.551708	0.601986	0.875484	0.933333	0.777778	0.75	mutual_knn
P2152	P5194	0.639757	0.577936	0.592626	0.722671	1.0	0.777778	0.75	mutual_knn
P2819	P6572	0.639342	0.589666	0.610642	0.602671	1.0	0.777778	0.75	mutual_knn
P2842	P5814	0.637897	0.588794	0.600798	0.626601	1.0	0.777778	0.75	mutual_knn
P3903	P6700	0.637818	0.559078	0.581182	0.887021	0.941176	0.777778	0.75	mutual_knn
P5101	P6250	0.637591	0.568855	0.569772	0.821863	1.0	0.7	0.666667	mutual_knn
P5822	P6676	0.63759	0.595992	0.601369	0.589143	1.0	0.777778	0.75	mutual_knn
P3335	P5346	0.637277	0.59589	0.60426	0.61339	0.962963	0.777778	0.75	mutual_knn
P1199	P5902	0.637176	0.572061	0.588531	0.737626	1.0	0.777778	0.75	mutual_knn
P3325	P5540	0.637064	0.59511	0.600595	0.590561	1.0	0.777778	0.75	mutual_knn
P2317	P5097	0.636114	0.599125	0.604761	0.58687	0.961538	0.777778	0.75	mutual_knn
P0435	P2109	0.635972	0.576194	0.584619	0.720677	1.0	0.777778	0.75	mutual_knn
P0268	P2156	0.635499	0.570463	0.592729	0.713354	1.0	0.777778	0.75	mutual_knn
P3713	P6295	0.635435	0.550444	0.578008	0.909879	0.944444	0.777778	0.75	mutual_knn
P1106	P4079	0.635231	0.597415	0.601322	0.597773	0.961538	0.777778	0.75	mutual_knn
P0849	P4485	0.634922	0.576697	0.58695	0.736793	0.962963	0.777778	0.75	mutual_knn
P11702	P11705	0.634471	0.563469	0.579572	0.780597	1.0	0.714286	0.666667	mutual_knn
P1959	P4644	0.634423	0.593958	0.599095	0.57459	1.0	0.777778	0.75	mutual_knn
P0708	P3686	0.634016	0.591448	0.601891	0.57203	1.0	0.777778	0.75	mutual_knn
P0714	P1552	0.633853	0.564547	0.568375	0.808756	1.0	0.7	0.666667	mutual_knn
P3868	P7206	0.633791	0.545207	0.571361	0.884714	1.0	0.777778	0.75	mutual_knn
P2389	P5825	0.633449	0.583591	0.597122	0.618407	1.0	0.777778	0.75	mutual_knn
P0294	P1951	0.633444	0.590232	0.602236	0.570573	1.0	0.777778	0.75	mutual_knn
P1892	P4926	0.633423	0.583612	0.600956	0.604627	1.0	0.777778	0.75	mutual_knn
P0542	P5902	0.633292	0.568597	0.585487	0.725029	1.0	0.777778	0.75	mutual_knn
P0452	P2976	0.633273	0.590168	0.601164	0.572902	1.0	0.777778	0.75	mutual_knn
P4176	P7076	0.633143	0.584011	0.597635	0.611662	1.0	0.777778	0.75	mutual_knn
P0317	P2227	0.633133	0.58766	0.600333	0.585697	1.0	0.777778	0.75	mutual_knn
P3867	P5763	0.632431	0.586974	0.596318	0.595813	1.0	0.777778	0.75	mutual_knn
P1340	P3027	0.632285	0.588211	0.596386	0.588551	1.0	0.777778	0.75	mutual_knn
P5605	P8580	0.632264	0.541847	0.585773	0.896621	0.9375	0.777778	0.75	mutual_knn
P0452	P3468	0.632241	0.566205	0.582644	0.735238	1.0	0.777778	0.75	mutual_knn
P0144	P3561	0.631989	0.591317	0.598317	0.603308	0.961538	0.777778	0.75	mutual_knn
P2199	P5253	0.631649	0.537281	0.565601	0.919122	1.0	0.777778	0.75	mutual_knn
P0074	P3838	0.631575	0.578268	0.630723	0.617128	0.888889	0.777778	0.75	mutual_knn
P10568	P12809	0.631526	0.545184	0.579595	0.833352	1.0	0.8	0.75	mutual_knn
P15610	P21073	0.631461	0.58519	0.605315	0.562656	1.0	0.8	0.75	mutual_knn
P2320	P5724	0.631457	0.59008	0.597256	0.568815	1.0	0.777778	0.75	mutual_knn
P17526	P21833	0.631019	0.552151	0.577603	0.842362	0.961538	0.8	0.75	mutual_knn
