left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C220	C641	0.760688	0.912018	0.541605	0.504614	0.917365	0.712926	1.0	mutual_knn
C081	C122	0.748687	1.0	0.488734	0.231583	0.789084	0.658978	1.0	mutual_knn
C119	C288	0.743693	0.797066	0.571779	0.756903	0.979356	0.76374	0.940424	mutual_knn
C224	C295	0.728772	0.763794	0.547652	0.85029	0.975508	0.774208	0.941552	mutual_knn
C188	C196	0.715435	0.835885	0.453088	0.658984	0.956681	0.626918	0.912037	mutual_knn
C027	C074	0.71499	0.80628	0.572679	0.484117	0.916348	0.833759	0.951077	mutual_knn
C006	C196	0.70629	0.838298	0.478498	0.537845	0.898077	0.676635	0.912037	mutual_knn
C006	C188	0.704187	0.835885	0.482391	0.512919	0.902358	0.676635	0.912037	mutual_knn
C207	C220	0.700293	0.829439	0.530867	0.363663	0.899468	0.702464	1.0	mutual_knn
C317	C434	0.696786	0.750704	0.553068	0.620205	0.934928	0.715917	0.87825	mutual_knn
C635	C652	0.690443	0.846064	0.434654	0.4352	0.934947	0.633788	0.922407	mutual_knn
C020	C228	0.690058	0.698025	0.561321	0.740932	0.985561	0.750728	0.835115	mutual_knn
C099	C448	0.683049	0.77782	0.545046	0.369865	0.936387	0.743562	0.900201	mutual_knn
C067	C529	0.68202	0.726282	0.533032	0.618026	0.971666	0.774675	0.899849	mutual_knn
C284	C503	0.681119	0.684261	0.554655	0.744423	0.981495	0.742774	0.853439	mutual_knn
C032	C127	0.677473	0.718509	0.531533	0.613708	0.973878	0.771277	0.90671	mutual_knn
C633	C733	0.677142	0.78639	0.462897	0.550782	0.9	0.638118	0.880424	mutual_knn
C064	C228	0.671122	0.657095	0.572859	0.723754	0.98342	0.748815	0.794952	mutual_knn
C153	C196	0.668886	0.735331	0.489953	0.62022	0.922123	0.69707	1.0	mutual_knn
C786	C868	0.666277	0.725841	0.56832	0.430578	0.898027	0.741627	0.881039	mutual_knn
C067	C138	0.665026	0.647508	0.578154	0.687725	0.990526	0.848735	0.913623	mutual_knn
C236	C386	0.664521	0.713704	0.571538	0.435306	0.926769	0.75058	0.879776	mutual_knn
C119	C173	0.664243	0.694511	0.525375	0.613535	0.98022	0.6919	0.823227	mutual_knn
C072	C371	0.662775	0.67415	0.561181	0.610809	0.962651	0.750822	0.824766	mutual_knn
C057	C191	0.66154	0.697532	0.539481	0.547817	0.96148	0.729439	0.857251	mutual_knn
