morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s011-a000-w001-01	w-s011-a000-w001	1:1:1:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s011-a000-w001-02	w-s011-a000-w001	1:1:1:2	2	سْمِ	سْمِ	ٱسْم	س م و	سمو	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|GEN								GEN
m-w-s011-a000-w002-01	w-s011-a000-w002	1:1:2:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s011-a000-w003-01	w-s011-a000-w003	1:1:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s011-a000-w003-02	w-s011-a000-w003	1:1:3:2	2	رَّحْمَٰنِ	رَّحْمَٰنِ	رَّحْمَٰن	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s011-a000-w004-01	w-s011-a000-w004	1:1:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s011-a000-w004-02	w-s011-a000-w004	1:1:4:2	2	رَّحِيمِ	رَّحِيمِ	رَّحِيم	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s011-a001-w001-01	w-s011-a001-w001	11:1:1:1	1	الٓر	الٓر				INL	STEM	STEM|POS:INL								
m-w-s011-a001-w002-01	w-s011-a001-w002	11:1:2:1	1	كِتَٰبٌ	كِتَٰبٌ	كِتَٰب	ك ت ب	كتب	N	STEM	STEM|POS:N|LEM:kita`b|ROOT:ktb|M|INDEF|NOM								NOM
m-w-s011-a001-w003-01	w-s011-a001-w003	11:1:3:1	1	أُحْكِمَتْ	أُحْكِمَتْ	أُحْكِمَتْ	ح ك م	حكم	V	STEM	STEM|POS:V|PERF|PASS|(IV)|LEM:>uHokimato|ROOT:Hkm|3FS	PERF		PASS	IV	3	F	singular	
m-w-s011-a001-w004-01	w-s011-a001-w004	11:1:4:1	1	ءَايَٰتُ	ءَايَٰتُ	ءَايَة	ء ي ي	ءيي	N	STEM	STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|NOM						F	plural	NOM
m-w-s011-a001-w004-02	w-s011-a001-w004	11:1:4:2	2	هُۥ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s011-a001-w005-01	w-s011-a001-w005	11:1:5:1	1	ثُمَّ	ثُمَّ	ثُمّ			CONJ	STEM	STEM|POS:CONJ|LEM:vum~								
m-w-s011-a001-w006-01	w-s011-a001-w006	11:1:6:1	1	فُصِّلَتْ	فُصِّلَتْ	فَصَّلَ	ف ص ل	فصل	V	STEM	STEM|POS:V|PERF|PASS|(II)|LEM:faS~ala|ROOT:fSl|3FS	PERF		PASS	II	3	F	singular	
m-w-s011-a001-w007-01	w-s011-a001-w007	11:1:7:1	1	مِن	مِن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s011-a001-w008-01	w-s011-a001-w008	11:1:8:1	1	لَّدُنْ	لَّدُنْ	لَّدُن	ل د ن	لدن	T	STEM	STEM|POS:T|LEM:l~adun|ROOT:ldn|ACC								ACC
m-w-s011-a001-w009-01	w-s011-a001-w009	11:1:9:1	1	حَكِيمٍ	حَكِيمٍ	حَكِيم	ح ك م	حكم	N	STEM	STEM|POS:N|LEM:Hakiym|ROOT:Hkm|MS|INDEF|GEN						M	singular	GEN
m-w-s011-a001-w010-01	w-s011-a001-w010	11:1:10:1	1	خَبِيرٍ	خَبِيرٍ	خَبِير	خ ب ر	خبر	ADJ	STEM	STEM|POS:ADJ|LEM:xabiyr|ROOT:xbr|MS|INDEF|GEN						M	singular	GEN
m-w-s011-a002-w001-01	w-s011-a002-w001	11:2:1:1	1	أَ	أَ	أَن			SUB	STEM	STEM|POS:SUB|LEM:>an								
m-w-s011-a002-w001-02	w-s011-a002-w001	11:2:1:2	2	لَّا	لَّا	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA								
