morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s099-a000-w001-01	w-s099-a000-w001	1:1:1:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s099-a000-w001-02	w-s099-a000-w001	1:1:1:2	2	سْمِ	سْمِ	ٱسْم	س م و	سمو	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|GEN								GEN
m-w-s099-a000-w002-01	w-s099-a000-w002	1:1:2:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s099-a000-w003-01	w-s099-a000-w003	1:1:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s099-a000-w003-02	w-s099-a000-w003	1:1:3:2	2	رَّحْمَٰنِ	رَّحْمَٰنِ	رَّحْمَٰن	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s099-a000-w004-01	w-s099-a000-w004	1:1:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s099-a000-w004-02	w-s099-a000-w004	1:1:4:2	2	رَّحِيمِ	رَّحِيمِ	رَّحِيم	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s099-a001-w001-01	w-s099-a001-w001	99:1:1:1	1	إِذَا	إِذَا	إِذَا			T	STEM	STEM|POS:T|LEM:<i*aA								
m-w-s099-a001-w002-01	w-s099-a001-w002	99:1:2:1	1	زُلْزِلَتِ	زُلْزِلَتِ	زُلْزِلُ	ز ل ز ل	زلزل	V	STEM	STEM|POS:V|PERF|PASS|LEM:zulozilu|ROOT:zlzl|3FS	PERF		PASS		3	F	singular	
m-w-s099-a001-w003-01	w-s099-a001-w003	99:1:3:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s099-a001-w003-02	w-s099-a001-w003	99:1:3:2	2	أَرْضُ	أَرْضُ	أَرْض	ء ر ض	ءرض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|NOM								NOM
m-w-s099-a001-w004-01	w-s099-a001-w004	99:1:4:1	1	زِلْزَالَ	زِلْزَالَ	زِلْزَال	ز ل ز ل	زلزل	N	STEM	STEM|POS:N|LEM:zilozaAl|ROOT:zlzl|M|ACC								ACC
m-w-s099-a001-w004-02	w-s099-a001-w004	99:1:4:2	2	هَا					PRON	SUFFIX	SUFFIX|PRON:3FS					3	F	singular	
m-w-s099-a002-w001-01	w-s099-a002-w001	99:2:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s099-a002-w001-02	w-s099-a002-w001	99:2:1:2	2	أَخْرَجَتِ	أَخْرَجَتِ	أَخْرَجَ	خ ر ج	خرج	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>axoraja|ROOT:xrj|3FS	PERF			IV	3	F	singular	
m-w-s099-a002-w002-01	w-s099-a002-w002	99:2:2:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s099-a002-w002-02	w-s099-a002-w002	99:2:2:2	2	أَرْضُ	أَرْضُ	أَرْض	ء ر ض	ءرض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|NOM								NOM
m-w-s099-a002-w003-01	w-s099-a002-w003	99:2:3:1	1	أَثْقَالَ	أَثْقَالَ	ثَّقَلَان	ث ق ل	ثقل	N	STEM	STEM|POS:N|LEM:v~aqalaAn|ROOT:vql|MP|ACC						M	plural	ACC
m-w-s099-a002-w003-02	w-s099-a002-w003	99:2:3:2	2	هَا					PRON	SUFFIX	SUFFIX|PRON:3FS					3	F	singular	
m-w-s099-a003-w001-01	w-s099-a003-w001	99:3:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s099-a003-w001-02	w-s099-a003-w001	99:3:1:2	2	قَالَ	قَالَ	قَالَ	ق و ل	قول	V	STEM	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS	PERF				3	M	singular	
m-w-s099-a003-w002-01	w-s099-a003-w002	99:3:2:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s099-a003-w002-02	w-s099-a003-w002	99:3:2:2	2	إِنسَٰنُ	إِنسَٰنُ	إِنسَٰن	ء ن س	ءنس	N	STEM	STEM|POS:N|LEM:<insa`n|ROOT:Ans|M|NOM								NOM
m-w-s099-a003-w003-01	w-s099-a003-w003	99:3:3:1	1	مَا	مَا	مَا			INTG	STEM	STEM|POS:INTG|LEM:maA								
m-w-s099-a003-w004-01	w-s099-a003-w004	99:3:4:1	1	لَ					P	PREFIX	PREFIX|l:P+								
m-w-s099-a003-w004-02	w-s099-a003-w004	99:3:4:2	2	هَا	هَا				PRON	STEM	STEM|POS:PRON|3FS					3	F	singular	
m-w-s099-a004-w001-01	w-s099-a004-w001	99:4:1:1	1	يَوْمَئِذٍ	يَوْمَئِذٍ	يَوْمَئِذ			T	STEM	STEM|POS:T|LEM:yawoma}i*								
m-w-s099-a004-w002-01	w-s099-a004-w002	99:4:2:1	1	تُحَدِّثُ	تُحَدِّثُ	تُحَدِّثُ	ح د ث	حدث	V	STEM	STEM|POS:V|IMPF|(II)|LEM:tuHad~ivu|ROOT:Hdv|3FS	IMPF			II	3	F	singular	
