candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C001	0.8457	knot / pledge / covenant / creation	5	8	17	33	0.06428051	0.2845	0.9091	0.697	1,2,3,4,5	خ ل ق ر ب ب ش ر ر ع ق د ع و ذ ف ل ق ق و ل ن ف ث	kw:knot(42.6693); kw:pledge(28.1384); kw:covenant(27.5858); kw:creation(27.5858); kw:cloud(24.9444); kw:virtue(24.9444); theme:land_water_sky/weather_climate(23.7019); kw:anatomy(23.5413)	ر ب ب:B011:ربابة عهد وميثاق → ع ق د:B002:إلزام العهد وإبرامه
C002	0.8456	reputation / rumor / self / community	5	7	12	15	0.06209742	0.25	1.0	0.8667	1,2,3,4,5	ر ب ب ش ر ر ع ق د ع و ذ غ س ق ق و ل و ق ب	kw:reputation(36.1582); kw:rumor(33.004); kw:self(29.1436); kw:community(22.4836); kw:shirking(18.4636); kw:thousand(18.4636); kw:belt(17.8883); kw:mutuality(17.8883)	ع و ذ:B007:تعاوذ القوم في الحرب وتواكلوا → و ق ب:B004:الجوع الذي يقع بالقوم
C003	0.8427	harm / incantation / spell / magic	5	7	13	20	0.06171114	0.3077	0.85	0.8	1,2,3,4,5	ح س د ر ب ب ش ر ر ع ق د ع و ذ ق و ل ن ف ث	kw:harm(49.7565); kw:incantation(34.884); kw:spell(34.1547); kw:magic(28.9576); kw:knot(28.4462); kw:pledge(28.1384); kw:covenant(27.5858); kw:blessing(25.5944)	ر ب ب:B011:ربابة عهد وميثاق → ع ق د:B002:إلزام العهد وإبرامه
C004	0.8211	darkness / land_water_sky/weather_climate / creation / cloud	5	8	17	27	0.06099927	0.2269	0.9259	0.7778	1,2,3,4,5	خ ل ق ر ب ب ش ر ر ع ق د ع و ذ غ س ق ف ل ق و ق ب	kw:darkness(37.7243); theme:land_water_sky/weather_climate(31.6025); kw:creation(27.5858); kw:cloud(24.9444); kw:agriculture(24.6471); kw:separation(20.5499); kw:ecology(20.462); kw:overcast(19.2746)	غ س ق:B001:ظلمة الليل ودخوله → و ق ب:B002:دخول الشيء في مغاب حتى يغيب أو ينزل الظلام
C005	0.8139	solidity / creation / fragrance / emergence	5	7	17	33	0.05885876	0.292	0.9091	0.6061	1,2,3,4,5	خ ل ق ر ب ب ش ر ر ع ق د ف ل ق ق و ل و ق ب	kw:solidity(27.8525); kw:creation(27.5858); kw:fragrance(26.0951); kw:emergence(24.9444); kw:virtue(24.9444); theme:land_water_sky/weather_climate(23.7019); kw:rhetoric(23.6464); kw:character(23.1913)	ق و ل:B001:إخراج القول بالنطق → خ ل ق:B007:اختلاق الكذب والكلام
C006	0.8009	definition / knot / tongue / condition_force_change/capacity_ability	5	8	17	19	0.06493501	0.1652	1.0	0.7895	1,2,3,4,5	ح س د خ ل ق ر ب ب ش ر ر ع ق د غ س ق ق و ل و ق ب	kw:definition(36.9273); kw:knot(28.4462); kw:tongue(25.9211); theme:condition_force_change/capacity_ability(25.7268); kw:blessing(25.5944); kw:harm(24.8782); kw:ornament(24.3277); kw:wealth(21.5267)	ر ب ب:B016:رُبَى حاجة وعقدة ونعمة → ع ق د:B004:اقتناء المال والضيعة
C007	0.7917	creation / definition / rumor / condition_force_change/capacity_ability	5	5	17	29	0.06027999	0.2816	0.931	0.7241	1,2,3,4,5	خ ل ق ش ر ر ع ق د ف ل ق ق و ل	kw:creation(41.3787); kw:definition(36.9273); kw:rumor(33.004); theme:condition_force_change/capacity_ability(30.0146); kw:production(29.1436); kw:ontology(28.6095); kw:emergence(24.9444); kw:virtue(24.9444)	ف ل ق:B003:إبراز الخلق من الانفلاق → خ ل ق:B002:إبداع الخلق وإيجاده
C008	0.7743	knot / blessing / pledge / covenant	4	6	17	27	0.06374461	0.2673	0.9259	0.8148	1,2,4,5	ح س د خ ل ق ر ب ب ع ق د ق و ل ن ف ث	kw:knot(42.6693); kw:blessing(38.3916); kw:pledge(28.1384); kw:covenant(27.5858); kw:harm(24.8782); kw:rhetoric(23.6464); kw:wealth(21.5267); kw:language(20.2297)	ر ب ب:B011:ربابة عهد وميثاق → ع ق د:B002:إلزام العهد وإبرامه
C009	0.7726	knot / pledge / covenant / fragrance	4	6	17	24	0.06658105	0.2376	0.9583	0.875	1,2,3,4	خ ل ق ر ب ب ع ق د ع و ذ ق و ل و ق ب	kw:knot(28.4462); kw:pledge(28.1384); kw:covenant(27.5858); kw:fragrance(26.0951); kw:cloud(24.9444); kw:community(22.4836); kw:wealth(21.5267); kw:protection(19.8954)	ر ب ب:B011:ربابة عهد وميثاق → ع ق د:B002:إلزام العهد وإبرامه
C010	0.7694	meaning / creation / language / production	5	9	17	19	0.06016973	0.1597	0.8947	0.7368	1,2,3,4,5	ح س د خ ل ق ر ب ب ع ق د ع و ذ ف ل ق ق و ل ن ف ث و ق ب	kw:meaning(44.0082); kw:creation(41.3787); kw:language(40.4595); kw:production(29.1436); theme:language_communication/language_speech(28.2868); kw:speech(28.1525); kw:evidence(27.1003); kw:tongue(25.9211)	ف ل ق:B003:إبراز الخلق من الانفلاق → خ ل ق:B002:إبداع الخلق وإيجاده
C011	0.7645	harm / rumor / seepage / self	5	6	16	18	0.05844471	0.18	1.0	0.7778	1,2,3,4,5	خ ل ق ش ر ر غ س ق ف ل ق ق و ل ن ف ث	kw:harm(37.3173); kw:rumor(33.004); kw:seepage(31.3821); kw:self(29.1436); kw:discharge(27.5858); kw:temperament(25.3658); kw:virtue(24.9444); kw:division(24.3277)	ف ل ق:B001:شق وفتح بين شيئين → ن ف ث:B001:نَفْثٌ من الفم بريق قليل
C012	0.7492	production / belief / opinion / pledge	4	6	17	26	0.06303347	0.2301	0.8462	0.7692	1,2,4,5	ح س د خ ل ق ر ب ب ع ق د ع و ذ ق و ل	kw:production(29.1436); kw:belief(28.2893); kw:opinion(28.2893); kw:pledge(28.1384); kw:covenant(27.5858); theme:conflict_security/protection_security(27.0391); theme:law_governance/authority_governance(26.5359); kw:refuge(26.4674)	ر ب ب:B011:ربابة عهد وميثاق → ع ق د:B002:إلزام العهد وإبرامه
C013	0.7425	darkness / seepage / gambling / discharge	4	7	17	20	0.06394803	0.1667	0.95	0.75	1,2,3,4	خ ل ق ر ب ب ع ق د غ س ق ف ل ق ن ف ث و ق ب	kw:darkness(50.299); kw:seepage(31.3821); kw:gambling(31.0619); kw:discharge(27.5858); kw:food(26.733); kw:fragrance(26.0951); kw:hollow(25.2924); kw:residue(25.2924)	خ ل ق:B011:نقرة أو بئر تمسك الماء → و ق ب:B001:نقرة أو حفرة يغيب فيها الشيء
C014	0.7386	darkness / rumor / land_water_sky/weather_climate / night	4	8	17	18	0.06106704	0.1552	0.9444	0.7778	1,3,4,5	ح س د ر ب ب ع ق د ع و ذ غ س ق ف ل ق ق و ل و ق ب	kw:darkness(37.7243); kw:rumor(33.004); theme:land_water_sky/weather_climate(23.7019); kw:night(23.4581); kw:community(22.4836); kw:wealth(21.5267); theme:economy_property/wealth_property(19.1683); kw:shirking(18.4636)	غ س ق:B001:ظلمة الليل ودخوله → و ق ب:B002:دخول الشيء في مغاب حتى يغيب أو ينزل الظلام
C015	0.7095	care / nurse / stepchild / puff	4	6	17	20	0.05900192	0.1942	0.95	0.7	1,2,3,4	خ ل ق ر ب ب ع ق د ع و ذ ن ف ث و ق ب	kw:care(24.8132); kw:nurse(19.2746); kw:stepchild(19.2746); kw:puff(18.4636); kw:spray(18.4636); kw:sturdiness(18.4636); kw:thousand(18.4636); theme:body_health_life/life_stage_aging(17.9825)	ع و ذ:B003:الأنثى العائذ بعد الولادة → ع ق د:B010:التواء عضو الحيوان
