candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C001	0.8901	submission / ritual_belief/religion_worship / humility / devotion	25	9	10	13	0.07029372	0.2955	1.0	0.9231	1,2,4,5,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29	ء ل ه خ ش ع ر ه ب س ب ح ع ب د ك ف ر ك و ن م و ت ي د ي	kw:submission(121.4444); theme:ritual_belief/religion_worship(89.6485); kw:humility(88.0164); kw:devotion(66.6687); kw:obedience(39.8493); kw:worship(37.6199); kw:surrender(34.884); kw:religion(32.5067)	ء ل ه:B001:التعبد والمعبود → ع ب د:B004:التعبيد والاستعباد
C002	0.8366	sign / mark / landmark / cognition_perception/knowledge_learning	21	10	10	13	0.05744343	0.2889	1.0	0.8462	1,3,4,5,6,8,9,10,12,13,14,15,17,19,20,21,24,25,27,28,29	ء ث ر ء م ر ء ي ي ح ك م د ر ج ر ء ي ر ب ب ع ر ض ع ل م ن و ر	kw:sign(69.2923); kw:mark(48.8874); kw:landmark(41.3787); theme:cognition_perception/knowledge_learning(34.1892); kw:banner(33.004); kw:token(32.5328); kw:semiotics(30.7655); kw:reason(29.7602)	ع ل م:B002:أثر يميز الشيء ويهدي إليه → ء ث ر:B003:علامة باقية تدل على ما كان
C003	0.8344	victory / dominance / competition / contest	18	11	12	24	0.06378053	0.3692	1.0	0.7083	1,3,7,11,12,13,14,15,16,18,20,21,23,24,25,27,28,29	ء ت ي ج ي ء ر ض و ر ض ي س ع ي ظ ه ر ع ز ز ف خ ر ك ب ر ك ر م و ل ي	kw:victory(124.7262); kw:dominance(95.257); kw:competition(92.0915); kw:contest(68.647); kw:overcoming(68.3094); kw:power(65.5548); theme:conflict_security/conflict(58.4133); kw:rivalry(55.4339)	ر ض و:B005:راضاني فرضوته غلبة في ذلك → ر ض ي:B002:غلبة راضاني فرضوته
C004	0.8295	rain / fertility / sky / weather	24	14	17	47	0.06306034	0.3561	0.8511	0.5319	1,2,4,5,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,27,28,29	ء ت ي ء ر ض ح ي ي ر ب ب ر ج ع س ب ل س م و ص و ب غ ي ث ك ر م ن د ي ن ز ل ن ص ر و ل ي	kw:rain(106.6268); kw:fertility(85.1167); kw:sky(71.8395); kw:weather(66.4046); kw:precipitation(44.6404); kw:downpour(43.4363); kw:hydrology(43.0534); kw:cloud(37.4165)	ح ي ي:B002:حياة الأرض بالمطر والنبات → غ ي ث:B001:الحيا النازل من السماء
C005	0.8288	victory / dominance / competition / contest	20	11	13	23	0.06369636	0.3067	1.0	0.7391	1,2,3,4,5,7,10,11,12,13,14,17,18,20,21,22,23,24,25,27	ء ر ض ج ي ء ح م د ر ض و ر ض ي س ع ي ظ ه ر ع ز ز ف خ ر ك ب ر ك ر م	kw:victory(110.8678); kw:dominance(81.6489); kw:competition(80.5801); kw:contest(68.647); kw:overcoming(68.3094); theme:conflict_security/conflict(58.4133); kw:rivalry(55.4339); kw:power(54.629)	ر ض و:B005:راضاني فرضوته غلبة في ذلك → ر ض ي:B002:غلبة راضاني فرضوته
C006	0.8238	land_water_sky/water_hydrology / hydrology / pool / water	21	15	16	32	0.06060256	0.2689	1.0	0.8125	2,3,4,5,6,8,10,12,13,14,15,16,17,19,20,21,23,25,27,28,29	ء ت ي ء خ ذ ج ي ء خ ب ر خ ل ق ر ب ب ع د د ع ذ ب ع ل م غ ي ب ف ت ح ق ل ب م ل ك ن ص ر ن ه ر	theme:land_water_sky/water_hydrology(81.2498); kw:hydrology(75.3434); kw:pool(71.5238); kw:water(67.7898); kw:basin(63.4145); kw:reservoir(59.9777); kw:depression(54.4326); kw:well(50.0232)	ع ل م:B005:ماء كثير مجتمع في عيلم → ر ب ب:B013:ماء رَبَب كثير
C007	0.8205	household / marriage / kinship / confidant	28	11	13	17	0.05717292	0.2267	1.0	0.7647	1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29	ء خ ذ ء ل ه ء ن س ء ه ل ء و ل ب ط ن ب ن ي ك ل ل م و ل ه د ي و ل ج	kw:household(83.6321); kw:marriage(45.4118); kw:kinship(38.0967); kw:confidant(35.7766); kw:intimate(35.7766); kw:insider(34.884); kw:retinue(33.5381); kw:dependent(31.3821)	ب ط ن:B004:بطانة الرجل وخاصته → و ل ج:B002:وليجة داخلة في القوم أو البطانة
C008	0.8189	calendar / land_water_sky/sky_astronomy / astronomy / darkness	21	16	17	38	0.06196389	0.2815	0.9737	0.7105	2,3,4,6,7,8,9,10,12,13,14,15,16,19,20,21,22,23,25,27,28	ء خ ذ ء ن ي ب ر ء ب ط ن ج ن ن س و ي غ ر ر غ ف ر ق ل ب ك ب ر ك ف ر ك ل ل ل ي ل ن ز ل ن ه ر ي و م	kw:calendar(108.9678); theme:land_water_sky/sky_astronomy(81.6187); kw:astronomy(74.9518); kw:darkness(62.8738); kw:mansion(62.1239); kw:moon(59.0879); kw:time(54.0886); kw:cycle(48.7706)	ب ط ن:B008:البطين بطن الحمل → ق ل ب:B010:قلب العقرب النجم
C009	0.8175	water / pool / land_water_sky/water_hydrology / reservoir	23	15	16	30	0.05909544	0.2521	1.0	0.7667	2,3,4,5,6,8,9,10,13,14,15,16,17,19,20,21,22,23,25,26,27,28,29	ء ت ي ء خ ذ ج ي ء خ ل ق ر ب ب ص ح ب ظ ل م ع د د ع ذ ب ع ل م ق ت ل ك ث ر م ل ك ن ص ر ن ف س	kw:water(76.2635); kw:pool(71.5238); theme:land_water_sky/water_hydrology(66.4771); kw:reservoir(59.9777); kw:collection(54.2007); kw:hydrology(53.8167); kw:basin(50.7316); kw:sustenance(40.4815)	ع ل م:B005:ماء كثير مجتمع في عيلم → ر ب ب:B013:ماء رَبَب كثير
C010	0.8161	tribe / name / clan / onomastics	20	15	15	28	0.05972059	0.2667	0.9286	0.8571	1,2,3,4,6,8,10,11,12,13,14,16,17,18,19,20,21,22,25,27	ب ط ن ب ل ي ب ن ي ح س ن ح ي ي ر ب ب ر ض و ر ض ي ع ر ج ع ز ز ق ب ل ل ي ل م ن ي ن ب ت ي م ن	kw:tribe(95.1745); kw:name(86.9215); kw:clan(78.8308); kw:onomastics(56.2768); kw:lineage(54.1778); kw:woman(46.9162); theme:language_communication/naming_classification(45.7354); kw:society(41.5571)	ر ض و:B007:رضوى ورضيا أعلام من المادة → ر ض ي:B003:رضوى ورضيا أسماء
