left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0199	P0500	0.667393	0.591328	0.606271	0.891008	1.0	0.777778	0.75	mutual_knn
P0043	P0196	0.664447	0.57791	0.612859	0.898871	1.0	0.777778	0.75	mutual_knn
P0133	P0553	0.660164	0.601313	0.620108	0.725351	1.0	0.777778	0.75	mutual_knn
P0025	P0433	0.659754	0.607113	0.623277	0.684058	1.0	0.777778	0.75	mutual_knn
P0366	P0558	0.658861	0.599954	0.618634	0.723595	1.0	0.777778	0.75	mutual_knn
P0315	P0393	0.655291	0.56701	0.610643	0.864114	1.0	0.777778	0.75	mutual_knn
P0373	P0425	0.654437	0.575612	0.588824	0.893238	1.0	0.777778	0.75	mutual_knn
P0037	P0335	0.652522	0.588572	0.615513	0.722352	1.0	0.777778	0.75	mutual_knn
P0280	P0480	0.651182	0.566887	0.591862	0.889311	1.0	0.777778	0.75	mutual_knn
P0158	P0196	0.650401	0.553818	0.604902	0.894673	1.0	0.777778	0.75	mutual_knn
P0399	P0513	0.650154	0.575459	0.582199	0.87428	1.0	0.777778	0.75	mutual_knn
P0018	P0238	0.648299	0.581275	0.607788	0.739997	1.0	0.777778	0.75	mutual_knn
P0304	P0368	0.647969	0.575245	0.565856	0.910586	1.0	0.777778	0.75	mutual_knn
P0008	P0141	0.647502	0.566433	0.590398	0.859683	1.0	0.777778	0.75	mutual_knn
P0179	P0353	0.647015	0.589241	0.595638	0.73383	1.0	0.777778	0.75	mutual_knn
P0007	P0321	0.647002	0.581688	0.619379	0.684595	1.0	0.777778	0.75	mutual_knn
P1033	P1182	0.646958	0.560415	0.601033	0.844094	1.0	0.8	0.75	mutual_knn
P0304	P0371	0.646526	0.564737	0.586218	0.872179	1.0	0.777778	0.75	mutual_knn
P0425	P0478	0.646526	0.587183	0.59937	0.725147	1.0	0.777778	0.75	mutual_knn
P0110	P0270	0.646454	0.568215	0.568001	0.919575	1.0	0.777778	0.75	mutual_knn
