morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s028-a000-w001-01	w-s028-a000-w001	1:1:1:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s028-a000-w001-02	w-s028-a000-w001	1:1:1:2	2	سْمِ	سْمِ	ٱسْم	س م و	سمو	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|GEN								GEN
m-w-s028-a000-w002-01	w-s028-a000-w002	1:1:2:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s028-a000-w003-01	w-s028-a000-w003	1:1:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s028-a000-w003-02	w-s028-a000-w003	1:1:3:2	2	رَّحْمَٰنِ	رَّحْمَٰنِ	رَّحْمَٰن	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s028-a000-w004-01	w-s028-a000-w004	1:1:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s028-a000-w004-02	w-s028-a000-w004	1:1:4:2	2	رَّحِيمِ	رَّحِيمِ	رَّحِيم	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s028-a002-w001-01	w-s028-a002-w001	28:2:1:1	1	تِلْكَ	تِلْكَ	ذَٰلِك			DEM	STEM	STEM|POS:DEM|LEM:*a`lik|FS						F	singular	
m-w-s028-a002-w002-01	w-s028-a002-w002	28:2:2:1	1	ءَايَٰتُ	ءَايَٰتُ	ءَايَة	ء ي ي	ءيي	N	STEM	STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|NOM						F	plural	NOM
m-w-s028-a002-w003-01	w-s028-a002-w003	28:2:3:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s028-a002-w003-02	w-s028-a002-w003	28:2:3:2	2	كِتَٰبِ	كِتَٰبِ	كِتَٰب	ك ت ب	كتب	N	STEM	STEM|POS:N|LEM:kita`b|ROOT:ktb|M|GEN								GEN
m-w-s028-a002-w004-01	w-s028-a002-w004	28:2:4:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s028-a002-w004-02	w-s028-a002-w004	28:2:4:2	2	مُبِينِ	مُبِينِ	مُّبِين	ب ي ن	بين	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~ubiyn|ROOT:byn|M|GEN			ACT	IV				GEN
m-w-s028-a003-w001-01	w-s028-a003-w001	28:3:1:1	1	نَتْلُوا۟	نَتْلُوا۟	تَلَىٰ	ت ل و	تلو	V	STEM	STEM|POS:V|IMPF|LEM:talaY`|ROOT:tlw|1P	IMPF				1		plural	
m-w-s028-a003-w002-01	w-s028-a003-w002	28:3:2:1	1	عَلَيْ	عَلَيْ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`								
m-w-s028-a003-w002-02	w-s028-a003-w002	28:3:2:2	2	كَ					PRON	SUFFIX	SUFFIX|PRON:2MS					2	M	singular	
m-w-s028-a003-w003-01	w-s028-a003-w003	28:3:3:1	1	مِن	مِن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s028-a003-w004-01	w-s028-a003-w004	28:3:4:1	1	نَّبَإِ	نَّبَإِ	نَبَأ	ن ب ء	نبء	N	STEM	STEM|POS:N|LEM:naba>|ROOT:nbA|M|GEN								GEN
m-w-s028-a003-w005-01	w-s028-a003-w005	28:3:5:1	1	مُوسَىٰ	مُوسَىٰ	مُوسَىٰ			PN	STEM	STEM|POS:PN|LEM:muwsaY`|M|NOM								NOM
m-w-s028-a003-w006-01	w-s028-a003-w006	28:3:6:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s028-a003-w006-02	w-s028-a003-w006	28:3:6:2	2	فِرْعَوْنَ	فِرْعَوْنَ	فِرْعَوْن			PN	STEM	STEM|POS:PN|LEM:firoEawon|M|ACC								ACC
m-w-s028-a003-w007-01	w-s028-a003-w007	28:3:7:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s028-a003-w007-02	w-s028-a003-w007	28:3:7:2	2	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s028-a003-w007-03	w-s028-a003-w007	28:3:7:3	3	حَقِّ	حَقِّ	حَقّ	ح ق ق	حقق	N	STEM	STEM|POS:N|LEM:Haq~|ROOT:Hqq|M|GEN								GEN
m-w-s028-a003-w008-01	w-s028-a003-w008	28:3:8:1	1	لِ					P	PREFIX	PREFIX|l:P+								
m-w-s028-a003-w008-02	w-s028-a003-w008	28:3:8:2	2	قَوْمٍ	قَوْمٍ	قَوْم	ق و م	قوم	N	STEM	STEM|POS:N|LEM:qawom|ROOT:qwm|M|INDEF|GEN								GEN
m-w-s028-a003-w009-01	w-s028-a003-w009	28:3:9:1	1	يُؤْمِنُ	يُؤْمِنُ	ءَامَنَ	ء م ن	ءمن	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:'aAmana|ROOT:Amn|3MP	IMPF			IV	3	M	plural	
m-w-s028-a003-w009-02	w-s028-a003-w009	28:3:9:2	2	ونَ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s028-a004-w001-01	w-s028-a004-w001	28:4:1:1	1	إِنَّ	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~								ACC
m-w-s028-a004-w002-01	w-s028-a004-w002	28:4:2:1	1	فِرْعَوْنَ	فِرْعَوْنَ	فِرْعَوْن			PN	STEM	STEM|POS:PN|LEM:firoEawon|M|ACC								ACC
m-w-s028-a004-w003-01	w-s028-a004-w003	28:4:3:1	1	عَلَا	عَلَا	تَعَٰلَىٰ	ع ل و	علو	V	STEM	STEM|POS:V|PERF|LEM:taEa`laY`|ROOT:Elw|3MS	PERF				3	M	singular	
m-w-s028-a004-w004-01	w-s028-a004-w004	28:4:4:1	1	فِى	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s028-a004-w005-01	w-s028-a004-w005	28:4:5:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s028-a004-w005-02	w-s028-a004-w005	28:4:5:2	2	أَرْضِ	أَرْضِ	أَرْض	ء ر ض	ءرض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN								GEN
m-w-s028-a004-w006-01	w-s028-a004-w006	28:4:6:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s028-a004-w006-02	w-s028-a004-w006	28:4:6:2	2	جَعَلَ	جَعَلَ	جَعَلَ	ج ع ل	جعل	V	STEM	STEM|POS:V|PERF|LEM:jaEala|ROOT:jEl|3MS	PERF				3	M	singular	
m-w-s028-a004-w007-01	w-s028-a004-w007	28:4:7:1	1	أَهْلَ	أَهْلَ	أَهْل	ء ه ل	ءهل	N	STEM	STEM|POS:N|LEM:>ahol|ROOT:Ahl|M|ACC								ACC
m-w-s028-a004-w007-02	w-s028-a004-w007	28:4:7:2	2	هَا					PRON	SUFFIX	SUFFIX|PRON:3FS					3	F	singular	
m-w-s028-a004-w008-01	w-s028-a004-w008	28:4:8:1	1	شِيَعًا	شِيَعًا	شِيعَة	ش ي ع	شيع	N	STEM	STEM|POS:N|LEM:$iyEap|ROOT:$yE|MP|INDEF|ACC						M	plural	ACC
m-w-s028-a004-w009-01	w-s028-a004-w009	28:4:9:1	1	يَسْتَضْعِفُ	يَسْتَضْعِفُ	ٱسْتَضْعَفُ	ض ع ف	ضعف	V	STEM	STEM|POS:V|IMPF|(X)|LEM:{sotaDoEafu|ROOT:DEf|3MS	IMPF			X	3	M	singular	
m-w-s028-a004-w010-01	w-s028-a004-w010	28:4:10:1	1	طَآئِفَةً	طَآئِفَةً	طَآئِفَة	ط و ف	طوف	N	STEM	STEM|POS:N|LEM:TaA^}ifap|ROOT:Twf|FS|INDEF|ACC						F	singular	ACC
m-w-s028-a004-w011-01	w-s028-a004-w011	28:4:11:1	1	مِّنْ	مِّنْ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s028-a004-w011-02	w-s028-a004-w011	28:4:11:2	2	هُمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s028-a004-w012-01	w-s028-a004-w012	28:4:12:1	1	يُذَبِّحُ	يُذَبِّحُ	يُذَبِّحُ	ذ ب ح	ذبح	V	STEM	STEM|POS:V|IMPF|(II)|LEM:yu*ab~iHu|ROOT:*bH|3MS	IMPF			II	3	M	singular	
m-w-s028-a004-w013-01	w-s028-a004-w013	28:4:13:1	1	أَبْنَآءَ	أَبْنَآءَ	ٱبْن	ب ن ي	بني	N	STEM	STEM|POS:N|LEM:{bon|ROOT:bny|MP|ACC						M	plural	ACC
m-w-s028-a004-w013-02	w-s028-a004-w013	28:4:13:2	2	هُمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s028-a004-w014-01	w-s028-a004-w014	28:4:14:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s028-a004-w014-02	w-s028-a004-w014	28:4:14:2	2	يَسْتَحْىِۦ	يَسْتَحْىِۦ	يَسْتَحْىِۦٓ	ح ي ي	حيي	V	STEM	STEM|POS:V|IMPF|(X)|LEM:yasotaHoYi.^|ROOT:Hyy|3MS	IMPF			X	3	M	singular	
m-w-s028-a004-w015-01	w-s028-a004-w015	28:4:15:1	1	نِسَآءَ	نِسَآءَ	نِسَآء	ن س و	نسو	N	STEM	STEM|POS:N|LEM:nisaA^'|ROOT:nsw|FP|ACC						F	plural	ACC
m-w-s028-a004-w015-02	w-s028-a004-w015	28:4:15:2	2	هُمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s028-a004-w016-01	w-s028-a004-w016	28:4:16:1	1	إِنَّ	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~								ACC
m-w-s028-a004-w016-02	w-s028-a004-w016	28:4:16:2	2	هُۥ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s028-a004-w017-01	w-s028-a004-w017	28:4:17:1	1	كَانَ	كَانَ	كَانَ	ك و ن	كون	V	STEM	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS	PERF				3	M	singular	
m-w-s028-a004-w018-01	w-s028-a004-w018	28:4:18:1	1	مِنَ	مِنَ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s028-a004-w019-01	w-s028-a004-w019	28:4:19:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s028-a004-w019-02	w-s028-a004-w019	28:4:19:2	2	مُفْسِدِينَ	مُفْسِدِينَ	مُفْسِد	ف س د	فسد	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:mufosid|ROOT:fsd|MP|GEN			ACT	IV		M	plural	GEN
m-w-s028-a005-w001-01	w-s028-a005-w001	28:5:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
