left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0171	P1183	0.636498	0.558191	0.586752	0.890398	0.909091	0.777778	0.75	mutual_knn
P6208	P6522	0.635512	0.570625	0.61135	0.829398	0.818182	0.8	0.75	mutual_knn
P1778	P2286	0.634956	0.530712	0.590334	0.895189	1.0	0.777778	0.75	mutual_knn
P0150	P0540	0.633091	0.546992	0.58769	0.912524	0.9	0.777778	0.75	mutual_knn
P4570	P6926	0.632779	0.533629	0.593087	0.850659	1.0	0.8	0.75	mutual_knn
P6250	P6294	0.631961	0.537639	0.587906	0.842562	1.0	0.8	0.75	mutual_knn
P0045	P0760	0.631937	0.536723	0.601985	0.880501	0.916667	0.777778	0.75	mutual_knn
P0782	P1486	0.630432	0.531644	0.57584	0.896479	1.0	0.777778	0.75	mutual_knn
P0129	P2050	0.630154	0.548063	0.573373	0.911778	0.916667	0.777778	0.75	mutual_knn
P3580	P4820	0.628851	0.55388	0.594335	0.815877	0.9	0.8	0.75	mutual_knn
P0051	P1882	0.627802	0.529693	0.569559	0.900949	1.0	0.777778	0.75	mutual_knn
P0606	P1786	0.627399	0.549879	0.569648	0.896677	0.909091	0.777778	0.75	mutual_knn
P1010	P1604	0.626436	0.554652	0.602965	0.729471	0.928571	0.777778	0.75	mutual_knn
P4211	P6502	0.626312	0.559271	0.581822	0.835022	0.875	0.8	0.75	mutual_knn
P0045	P1030	0.626266	0.528839	0.574036	0.873754	1.0	0.777778	0.75	mutual_knn
P3501	P3804	0.626052	0.526717	0.593264	0.813874	1.0	0.8	0.75	mutual_knn
P0067	P0348	0.625529	0.566209	0.622068	0.730115	0.8	0.777778	0.75	mutual_knn
P0225	P1937	0.625331	0.54363	0.581818	0.913473	0.857143	0.777778	0.75	mutual_knn
P0045	P0110	0.625138	0.537451	0.573178	0.910055	0.916667	0.777778	0.75	mutual_knn
P0260	P1232	0.624989	0.56385	0.595394	0.712021	0.916667	0.777778	0.75	mutual_knn
P2572	P3907	0.624483	0.531775	0.587789	0.794582	1.0	0.8	0.75	mutual_knn
P0217	P2009	0.623861	0.544553	0.56841	0.898683	0.9	0.777778	0.75	mutual_knn
P0781	P1553	0.623846	0.546206	0.578793	0.908608	0.846154	0.777778	0.75	mutual_knn
P0715	P2050	0.623783	0.544991	0.560445	0.907152	0.916667	0.777778	0.75	mutual_knn
P0662	P1801	0.622952	0.543961	0.560334	0.903857	0.916667	0.777778	0.75	mutual_knn
P0793	P2117	0.622923	0.5403	0.56928	0.9054	0.9	0.777778	0.75	mutual_knn
P4874	P6857	0.622739	0.533275	0.56803	0.839546	1.0	0.8	0.75	mutual_knn
P0583	P2084	0.622562	0.527412	0.578401	0.911196	0.916667	0.777778	0.75	mutual_knn
P0078	P1073	0.622531	0.570227	0.598045	0.732801	0.833333	0.777778	0.75	mutual_knn
P0671	P2279	0.622256	0.532258	0.576145	0.901795	0.909091	0.777778	0.75	mutual_knn
P6001	P7600	0.622174	0.553724	0.591024	0.828066	0.833333	0.8	0.75	mutual_knn
P0803	P1745	0.620949	0.543019	0.564701	0.889445	0.9	0.777778	0.75	mutual_knn
P5497	P7008	0.620726	0.525864	0.57199	0.838902	1.0	0.8	0.75	mutual_knn
P0895	P1215	0.62061	0.535582	0.58058	0.917795	0.846154	0.777778	0.75	mutual_knn
P4932	P7261	0.619846	0.550541	0.579404	0.804219	0.888889	0.8	0.75	mutual_knn
P0467	P1730	0.619634	0.590789	0.617824	0.760019	0.615385	0.777778	0.75	mutual_knn
P4738	P5526	0.619606	0.496757	0.607629	0.833954	1.0	0.8	0.75	mutual_knn
P1710	P2463	0.619414	0.544671	0.6076	0.699852	0.916667	0.777778	0.75	mutual_knn
P4274	P4776	0.61936	0.524621	0.569809	0.838473	1.0	0.8	0.75	mutual_knn
P0022	P0043	0.619154	0.558755	0.600214	0.719254	0.857143	0.777778	0.75	mutual_knn
P0313	P1351	0.617674	0.509859	0.537821	1.0	1.0	0.7	0.666667	mutual_knn
P0595	P0779	0.617648	0.560235	0.593066	0.722552	0.857143	0.777778	0.75	mutual_knn
P4157	P6643	0.617509	0.546295	0.583963	0.83956	0.833333	0.8	0.75	mutual_knn
P3313	P3846	0.617426	0.493505	0.55814	1.0	1.0	0.714286	0.666667	mutual_knn
P0673	P1505	0.617084	0.563037	0.595229	0.720534	0.833333	0.777778	0.75	mutual_knn
P0001	P0018	0.616915	0.531103	0.562453	0.893932	0.916667	0.777778	0.75	mutual_knn
P4248	P6093	0.616734	0.538309	0.551498	0.814709	1.0	0.8	0.75	mutual_knn
P4923	P8087	0.616594	0.504833	0.587256	0.838792	1.0	0.8	0.75	mutual_knn
P1449	P2235	0.616292	0.53116	0.560905	0.900444	0.909091	0.777778	0.75	mutual_knn
P1699	P2477	0.616259	0.526078	0.562596	0.909484	0.916667	0.777778	0.75	mutual_knn
P0765	P2104	0.616141	0.578008	0.585668	0.724823	0.785714	0.777778	0.75	mutual_knn
P4551	P6256	0.616047	0.520135	0.567302	0.834303	1.0	0.8	0.75	mutual_knn
P0085	P1095	0.61581	0.554473	0.579171	0.735876	0.9	0.777778	0.75	mutual_knn
P0634	P2497	0.615724	0.537209	0.562063	0.863485	0.909091	0.777778	0.75	mutual_knn
P0509	P1148	0.615472	0.57955	0.600677	0.738489	0.705882	0.777778	0.75	mutual_knn
P4080	P6235	0.615279	0.54513	0.589993	0.801402	0.833333	0.8	0.75	mutual_knn
P0173	P1443	0.615183	0.56148	0.596207	0.705109	0.833333	0.777778	0.75	mutual_knn
P0216	P1268	0.615018	0.554497	0.592244	0.724949	0.857143	0.777778	0.75	mutual_knn
P1170	P2725	0.614964	0.54774	0.585567	0.718655	0.916667	0.777778	0.75	mutual_knn
P5075	P5208	0.614902	0.536697	0.591672	0.829697	0.833333	0.8	0.75	mutual_knn
P1548	P2430	0.614799	0.555498	0.594902	0.732756	0.833333	0.777778	0.75	mutual_knn
P6195	P8054	0.614466	0.509059	0.581782	0.817656	1.0	0.8	0.75	mutual_knn
P4984	P6640	0.614051	0.535842	0.579521	0.825899	0.875	0.8	0.75	mutual_knn
P5161	P7790	0.61396	0.500697	0.595133	0.803494	1.0	0.8	0.75	mutual_knn
P0748	P2235	0.613926	0.5378	0.565053	0.908142	0.833333	0.777778	0.75	mutual_knn
P0935	P1802	0.613678	0.570507	0.588309	0.710413	0.8	0.777778	0.75	mutual_knn
P3930	P5114	0.613439	0.518234	0.564583	0.826296	1.0	0.8	0.75	mutual_knn
P0467	P1206	0.613432	0.565594	0.609008	0.743335	0.714286	0.777778	0.75	mutual_knn
P0586	P0798	0.613373	0.566447	0.576031	0.735276	0.833333	0.777778	0.75	mutual_knn
P0104	P1049	0.613357	0.531239	0.554117	0.886921	0.916667	0.777778	0.75	mutual_knn
P1405	P2605	0.61301	0.561726	0.598341	0.722428	0.785714	0.777778	0.75	mutual_knn
P3382	P6158	0.612562	0.52013	0.562334	0.816873	1.0	0.8	0.75	mutual_knn
P0239	P1505	0.612488	0.560373	0.576661	0.675794	0.909091	0.777778	0.75	mutual_knn
P0522	P1831	0.611944	0.574978	0.599607	0.74591	0.6875	0.777778	0.75	mutual_knn
P1170	P1832	0.611861	0.543043	0.583124	0.71732	0.916667	0.777778	0.75	mutual_knn
P4432	P7950	0.611721	0.532816	0.568327	0.841507	0.888889	0.8	0.75	mutual_knn
P0767	P1893	0.611718	0.55629	0.61463	0.7354	0.727273	0.777778	0.75	mutual_knn
P1443	P1748	0.611642	0.549697	0.571538	0.733307	0.909091	0.777778	0.75	mutual_knn
P1071	P1939	0.61158	0.567	0.596514	0.743169	0.733333	0.777778	0.75	mutual_knn
P0355	P1043	0.61157	0.563702	0.584498	0.699966	0.833333	0.777778	0.75	mutual_knn
P3747	P5167	0.611509	0.521341	0.580465	0.862431	0.875	0.8	0.75	mutual_knn
P3781	P5255	0.611441	0.522969	0.579855	0.856558	0.875	0.8	0.75	mutual_knn
P2975	P3144	0.611364	0.514551	0.593245	0.846806	0.875	0.8	0.75	mutual_knn
P0709	P1887	0.611347	0.555546	0.593868	0.701646	0.833333	0.777778	0.75	mutual_knn
P4273	P7056	0.611287	0.518651	0.55653	0.831089	1.0	0.8	0.75	mutual_knn
P5933	P8035	0.611264	0.511928	0.602659	0.82466	0.875	0.8	0.75	mutual_knn
