family_id	branch_status	node_id	root	branch_id	ayahs	image_ar
F001	core	quranic:root_000262:B005	ج ن ب	B005	11,29,44,46	التجنيب قيادة شيء إلى الجنب
F001	core	quranic:root_000263:B006	ج ن ح	B006	32	السرعة كأنها بأجنحة
F001	core	quranic:root_000333:B004	ح ض ر	B004	61	عَدْو الدابة وإحضارها
F001	core	quranic:root_000544:B008	ر ج ع	B008	39,70,88	رجع الدابة في السير
F001	core	quranic:root_000810:B002	ش ك ر	B002	73	الكفاية باليسير وظهور أثره
F001	core	quranic:root_001001:B012	ع ر ض	B012	55	السير عارضا وصعوبة الاستقامة
F001	core	quranic:root_001273:B016	ق و م	B016	3,21,25,32,41,42,46,50,61,71,72,76,79	جمود ووقوف وكلال
F001	core	quranic:root_001677:B003	و ق ي	B003	83	توقي الدابة من وجع الحافر
F001	core	quranic:root_001681:B005	و ك ل	B005	28	تأخر الدابة واتكالها في السير
F001	optional	quranic:root_000009:B009	ء ت ي	B009	14,29,30,43,46,48,49,52,54,60,71,72,76,77,78,79,80	رجع يدي الناقة في السير
F001	optional	quranic:root_000262:B012	ج ن ب	B012	11,29,44,46	التجنيب تباعد في هيئة القوائم
F001	optional	quranic:root_000317:B002	ح ز ن	B002	7,8,13	خشونة الأرض والدواب
F001	optional	quranic:root_000347:B014	ح ق ق	B014	3,13,39,48,53,63,75	أحق من الخيل يطابق خطوه أو يشتد بدنه
F001	optional	quranic:root_000524:B004	ذ و د	B004	23	موضع علف أو مرعى للدابة
F001	optional	quranic:root_000544:B013	ر ج ع	B013	39,70,88	راجع الناقة وحملها
F001	optional	quranic:root_000546:B003	ر ج ل	B003	15,20	المشي على الأرجل
F001	optional	quranic:root_001036:B009	ع ق ل	B009	60	العَقَل في الرجلين
F001	optional	quranic:root_001210:B009	ق ر ء	B009	85	قرء الناقة في الضبعة والوداق
F001	optional	quranic:root_001221:B008	ق ر ن	B008	43,45,78	أعضاء أو حركات تقارن بعضها
F001	optional	quranic:root_001307:B004	ك ف ر	B004	48,82,86	ستر النعمة
F001	optional	quranic:root_001309:B004	ك ف ل	B004	12	مؤخر الحرب والإحجام
F001	optional	quranic:root_001466:B005	ن ب ذ	B005	40	النَّبْذ اليسير
F001	optional	quranic:root_001476:B002	ن ج و	B002	21,25	سرعة الذهاب
F001	optional	quranic:root_001489:B012	ن ز ع	B012	75	اندفاع الجري والسير
F001	optional	quranic:root_001537:B001	ن ف ق	B001	54	ذهاب الشيء وانقطاعه
F001	optional	quranic:root_001588:B004	ه ز ز	B004	31	هز السير والحداء للإبل
F001	optional	quranic:root_001609:B008	ه و ي	B008	50	مضي سريع وترامي في السير
F002	core	quranic:root_000099:B004	ب ر ء	B004	63	إبراء الحق والمفارقة
F002	core	quranic:root_000100:B004	ب ر ء	B004	63	إبراء الحق والمفارقة
F002	core	quranic:root_000175:B005	ت ب ع	B005	35,42,47,49,50,57	المطالبة والطالب بالحق
F002	core	quranic:root_000186:B004	ت ل و	B004	3,45,53,59	ذمة أو حق يتبع صاحبه
F002	core	quranic:root_000244:B003	ج ز ي	B003	14,25,84	تقاضي الدين واستيفاؤه
F002	core	quranic:root_000347:B003	ح ق ق	B003	3,13,39,48,53,63,75	حق مخصوص يملكه صاحبه
F002	core	quranic:root_000791:B003	ش ر ك	B003	62,64,68,74,87	شِرك المصاهرة
F002	core	quranic:root_001237:B006	ق ض ي	B006	15,28,29,44	أداء الحق واستيفاؤه
F002	core	quranic:root_001307:B005	ك ف ر	B005	48,82,86	تبرؤ وتنصل
F002	optional	quranic:root_000009:B008	ء ت ي	B008	14,29,30,43,46,48,49,52,54,60,71,72,76,77,78,79,80	الإتاوة المؤداة
F002	optional	quranic:root_000099:B002	ب ر ء	B002	63	البراءة والتباعد
F002	optional	quranic:root_000100:B002	ب ر ء	B002	63	البراءة والتباعد
F002	optional	quranic:root_000099:B003	ب ر ء	B003	63	بُرْء المرض
F002	optional	quranic:root_000100:B003	ب ر ء	B003	63	بُرْء المرض
F002	optional	quranic:root_000220:B001	ج ب ي	B001	57	جمع الشيء وتحصيله
F002	optional	quranic:root_000244:B002	ج ز ي	B002	14,25,84	قيام الشيء مقام غيره
F002	optional	quranic:root_000244:B004	ج ز ي	B004	14,25,84	الجزية قضاء مالي
F002	optional	quranic:root_000248:B005	ج ع ل	B005	4,5,7,35,38,41,71,72,73,83	أجر مجعول على عمل
F002	optional	quranic:root_000282:B003	ج ي ء	B003	20,25,36,37,48,84,85	جائية الجراح
F002	optional	quranic:root_000313:B006	ح ر م	B006	12,57	الحرمة والذمة والحق
F002	optional	quranic:root_000347:B002	ح ق ق	B002	3,13,39,48,53,63,75	لزوم واجب واستحقاق ثابت
F002	optional	quranic:root_000347:B007	ح ق ق	B007	3,13,39,48,53,63,75	حقيقة يلزم حفظها
F002	optional	quranic:root_000400:B003	خ ر ج	B003	20,21,32,79	مال يخرج على جهة معلومة
F002	optional	quranic:root_000516:B008	ذ ك ر	B008	43,46,51	ذكر الحق صك ووثيقة حق
F002	optional	quranic:root_000661:B003	س ء ل	B003	66,78	قضاء المسألة
F002	optional	quranic:root_000737:B001	س ل م	B001	53,55	السلامة والبراءة من الآفات
F002	optional	quranic:root_000755:B003	س و ء	B003	32,54,84	الآفة والبرص
F002	optional	quranic:root_000791:B002	ش ر ك	B002	62,64,68,74,87	الشِّرك بالله
F002	optional	quranic:root_000852:B006	ص د ق	B006	34,49	صدقة المال والحق
F002	optional	quranic:root_000967:B008	ظ ل م	B008	16,21,25,37,40,50,59	المنع والحبس عن الحق
F002	optional	quranic:root_001046:B004	ع م ل	B004	15,55,67,80,84	أجر العمل ورزق العامل
F002	optional	quranic:root_001052:B006	ع ن د	B006	27,37,48,49,60,78	إغراء عندك بالأخذ
F002	optional	quranic:root_001210:B010	ق ر ء	B010	85	إمساك للاستبراء أو حبس
F002	optional	quranic:root_001222:B002	ق ر ي	B002	58,59	جمع ماء أو شيء في مستقر
F002	optional	quranic:root_001237:B004	ق ض ي	B004	15,28,29,44	الفراغ والتمام والانقضاء
F002	optional	quranic:root_001466:B002	ن ب ذ	B002	40	مناجزة الخصم بالنبذ
F002	optional	quranic:root_001537:B002	ن ف ق	B002	54	خروج المال في النفقة
F002	optional	quranic:root_001637:B002	و د ي	B002	30	أداء الدية
F002	optional	quranic:root_001684:B008	و ل ي	B008	24,31	الأولوية والاستحقاق
F002	optional	quranic:root_001693:B004	ي د ي	B004	32,47	اليَد المالكة
F003	core	quranic:root_000018:B002	ء خ ذ	B002	9,40	المؤاخذة بالذنب
F003	core	quranic:root_000239:B004	ج ر م	B004	17,78	الذنب والجناية
F003	core	quranic:root_000263:B003	ج ن ح	B003	32	الجناح ميل إلى الإثم
F003	core	quranic:root_000420:B002	خ ط ء	B002	8	الخطيئة ذنب وإثم
F003	core	quranic:root_000521:B001	ذ ن ب	B001	78	الذنب والإثم
F003	core	quranic:root_000521:B006	ذ ن ب	B006	78	الذنوب نصيب وحظ
F003	core	quranic:root_000994:B005	ع ذ ب	B005	64	العذاب إيلام وعقوبة
F003	core	quranic:root_001033:B007	ع ق ب	B007	31,37,40,83	العقوبة بعد الذنب
F003	core	quranic:root_001096:B002	غ ف ر	B002	16	ستر الذنب وصون صاحبه من أثره
F003	core	quranic:root_001281:B007	ك ب ر	B007	23,39	الإثم الكبير والذنوب الكبائر
F003	optional	quranic:root_000521:B002	ذ ن ب	B002	78	ذنب الشيء وآخره
F003	optional	quranic:root_000521:B005	ذ ن ب	B005	78	تذنوب البسر
F003	optional	quranic:root_000521:B008	ذ ن ب	B008	78	المذنب مغرفة
F003	optional	quranic:root_001307:B009	ك ف ر	B009	48,82,86	محو الإثم بتغطيته
F003	optional	quranic:root_001309:B002	ك ف ل	B002	12	نصيب محمول أو مثل مهيأ
F003	rare	quranic:root_000016:B005	ء ج ل	B005	28,29	جناية الشر وجره
F003	rare	quranic:root_000051:B006	ء م ر	B006	20,44	الأمر العظيم المنكر
F003	rare	quranic:root_000239:B007	ج ر م	B007	17,78	جرم البدن وقدره
F003	rare	quranic:root_000266:B010	ج ن ن	B010	31	الجنان المستور في الصدر
F003	rare	quranic:root_000508:B004	ذ ب ح	B004	4	مذابح الماء في الأرض
F003	rare	quranic:root_000521:B007	ذ ن ب	B007	78	الذنوب دلو ممتلئ
F003	rare	quranic:root_000524:B004	ذ و د	B004	23	موضع علف أو مرعى للدابة
F003	rare	quranic:root_000633:B003	ز ع م	B003	62,74	تحمل الكفالة
F003	rare	quranic:root_000672:B004	س ب ل	B004	22	إرخاء من علو إلى سفل
F003	rare	quranic:root_000782:B002	ش د د	B002	14,35,78	شدة القوة والصلابة
F003	rare	quranic:root_000840:B003	ص ب ر	B003	54,80	تحمل الكفالة والملازمة
F003	rare	quranic:root_000889:B002	ص و ب	B002	47	استقرار الصواب قبالة الخطأ
F003	rare	quranic:root_000970:B011	ظ ه ر	B011	17,48,86	ريش الظهار
F003	rare	quranic:root_005713:B010	ع ص و	B010	31	عَصِيّ الجناح
F003	rare	quranic:root_001023:B012	ع ض د	B012	35	المعضدة بسرة يرطب جانبها
F003	rare	quranic:root_001029:B005	ع ظ م	B005	79	العَظْم الصلب
F003	rare	quranic:root_001033:B006	ع ق ب	B006	31,37,40,83	آخر الشيء وعاقبته
F003	rare	quranic:root_001077:B006	غ ر ب	B006	44	غروب الشمس والمغرب
F003	rare	quranic:root_001096:B001	غ ف ر	B001	16	ستر يصون الشيء ويغطيه
F003	rare	quranic:root_001144:B006	ف ر ض	B006	85	كبر السن والجسم
F003	rare	quranic:root_001156:B002	ف س ق	B002	32	خروج الرطبة من قشرها
F003	rare	quranic:root_001198:B008	ق ب ل	B008	12,31,46,48,52,53,78	ضمان الشيء والتكفل به
F003	rare	quranic:root_001232:B003	ق ص ص	B003	11,25	مماثلة الجناية بالقصاص
